txn_id,nextReviewTime_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
58288,7,665.28,1,665.28,NaN,665.28,665.28,665.28,NaN,0.0,NaN,NaN,665.28,0.0,NaN,NaN
58544,10,418.7,1,418.7,NaN,418.7,418.7,418.7,NaN,0.0,NaN,NaN,418.7,0.0,NaN,NaN
58623,8,168.4,1,168.4,NaN,168.4,168.4,168.4,NaN,0.0,NaN,NaN,168.4,0.0,NaN,NaN
58734,31,413.88,1,413.88,NaN,413.88,413.88,413.88,NaN,0.0,NaN,NaN,413.88,0.0,NaN,NaN
58795,2,1534.3,1,1534.3,NaN,1534.3,1534.3,1534.3,NaN,0.0,NaN,NaN,1534.3,0.0,NaN,NaN
59043,5,35.4,1,35.4,NaN,35.4,35.4,35.4,NaN,0.0,NaN,NaN,35.4,0.0,NaN,NaN
59131,24,270.0,1,270.0,NaN,270.0,270.0,270.0,NaN,0.0,NaN,NaN,270.0,0.0,NaN,NaN
59239,29,394.44,1,394.44,NaN,394.44,394.44,394.44,NaN,0.0,NaN,NaN,394.44,0.0,NaN,NaN
59304,14,337.67,1,337.67,NaN,337.67,337.67,337.67,NaN,0.0,NaN,NaN,337.67,0.0,NaN,NaN
59350,22,32.65,1,32.65,NaN,32.65,32.65,32.65,NaN,0.0,NaN,NaN,32.65,0.0,NaN,NaN
59599,1,96.0,1,96.0,NaN,96.0,96.0,96.0,NaN,0.0,NaN,NaN,96.0,0.0,NaN,NaN
59953,7,219.0,1,219.0,NaN,219.0,219.0,219.0,NaN,0.0,NaN,NaN,219.0,0.0,NaN,NaN
60143,24,164.75,1,164.75,NaN,164.75,164.75,164.75,NaN,0.0,NaN,NaN,164.75,0.0,NaN,NaN
60250,12,300.09,1,300.09,NaN,300.09,300.09,300.09,NaN,0.0,NaN,NaN,300.09,0.0,NaN,NaN
60305,24,308.55,1,308.55,NaN,308.55,308.55,308.55,NaN,0.0,NaN,NaN,308.55,0.0,NaN,NaN
60313,22,12.5,1,12.5,NaN,12.5,12.5,12.5,NaN,0.0,NaN,NaN,12.5,0.0,NaN,NaN
60482,29,245.31,1,245.31,NaN,245.31,245.31,245.31,NaN,0.0,NaN,NaN,245.31,0.0,NaN,NaN
60566,27,884.4,1,884.4,NaN,884.4,884.4,884.4,NaN,0.0,NaN,NaN,884.4,0.0,NaN,NaN
60631,27,111.76,1,111.76,NaN,111.76,111.76,111.76,NaN,0.0,NaN,NaN,111.76,0.0,NaN,NaN
60926,15,157.75,1,157.75,NaN,157.75,157.75,157.75,NaN,0.0,NaN,NaN,157.75,0.0,NaN,NaN
61116,5,306.72,1,306.72,NaN,306.72,306.72,306.72,NaN,0.0,NaN,NaN,306.72,0.0,NaN,NaN
61290,29,190.54,1,190.54,NaN,190.54,190.54,190.54,NaN,0.0,NaN,NaN,190.54,0.0,NaN,NaN
61359,10,246.08,1,246.08,NaN,246.08,246.08,246.08,NaN,0.0,NaN,NaN,246.08,0.0,NaN,NaN
61458,26,302.44,1,302.44,NaN,302.44,302.44,302.44,NaN,0.0,NaN,NaN,302.44,0.0,NaN,NaN
61553,5,272.46,1,272.46,NaN,272.46,272.46,272.46,NaN,0.0,NaN,NaN,272.46,0.0,NaN,NaN
62146,12,34.0,1,34.0,NaN,34.0,34.0,34.0,NaN,0.0,NaN,NaN,34.0,0.0,NaN,NaN
62303,20,311.7,1,311.7,NaN,311.7,311.7,311.7,NaN,0.0,NaN,NaN,311.7,0.0,NaN,NaN
62528,21,224.47,1,224.47,NaN,224.47,224.47,224.47,NaN,0.0,NaN,NaN,224.47,0.0,NaN,NaN
62904,27,458.94,1,458.94,NaN,458.94,458.94,458.94,NaN,0.0,NaN,NaN,458.94,0.0,NaN,NaN
63308,22,1392.0,1,1392.0,NaN,1392.0,1392.0,1392.0,NaN,0.0,NaN,NaN,1392.0,0.0,NaN,NaN
63896,21,264.4,1,264.4,NaN,264.4,264.4,264.4,NaN,0.0,NaN,NaN,264.4,0.0,NaN,NaN
63922,20,333.0,1,333.0,NaN,333.0,333.0,333.0,NaN,0.0,NaN,NaN,333.0,0.0,NaN,NaN
63955,19,856.63,1,856.63,NaN,856.63,856.63,856.63,NaN,0.0,NaN,NaN,856.63,0.0,NaN,NaN
63956,30,302.42,1,302.42,NaN,302.42,302.42,302.42,NaN,0.0,NaN,NaN,302.42,0.0,NaN,NaN
63991,11,239.46,1,239.46,NaN,239.46,239.46,239.46,NaN,0.0,NaN,NaN,239.46,0.0,NaN,NaN
64149,5,147.02,1,147.02,NaN,147.02,147.02,147.02,NaN,0.0,NaN,NaN,147.02,0.0,NaN,NaN
64575,26,185.8,1,185.8,NaN,185.8,185.8,185.8,NaN,0.0,NaN,NaN,185.8,0.0,NaN,NaN
64600,10,178.22,1,178.22,NaN,178.22,178.22,178.22,NaN,0.0,NaN,NaN,178.22,0.0,NaN,NaN
64701,18,198.77,1,198.77,NaN,198.77,198.77,198.77,NaN,0.0,NaN,NaN,198.77,0.0,NaN,NaN
64766,21,1650.1,1,1650.1,NaN,1650.1,1650.1,1650.1,NaN,0.0,NaN,NaN,1650.1,0.0,NaN,NaN
64838,2,133.91,1,133.91,NaN,133.91,133.91,133.91,NaN,0.0,NaN,NaN,133.91,0.0,NaN,NaN
64854,11,212.04,1,212.04,NaN,212.04,212.04,212.04,NaN,0.0,NaN,NaN,212.04,0.0,NaN,NaN
65242,27,379.22,1,379.22,NaN,379.22,379.22,379.22,NaN,0.0,NaN,NaN,379.22,0.0,NaN,NaN
65307,8,184.23,1,184.23,NaN,184.23,184.23,184.23,NaN,0.0,NaN,NaN,184.23,0.0,NaN,NaN
65346,25,200.5,1,200.5,NaN,200.5,200.5,200.5,NaN,0.0,NaN,NaN,200.5,0.0,NaN,NaN
65562,18,260.66,1,260.66,NaN,260.66,260.66,260.66,NaN,0.0,NaN,NaN,260.66,0.0,NaN,NaN
66616,27,719.06,1,719.06,NaN,719.06,719.06,719.06,NaN,0.0,NaN,NaN,719.06,0.0,NaN,NaN
66904,17,17.4,1,17.4,NaN,17.4,17.4,17.4,NaN,0.0,NaN,NaN,17.4,0.0,NaN,NaN
66985,22,297.65,1,297.65,NaN,297.65,297.65,297.65,NaN,0.0,NaN,NaN,297.65,0.0,NaN,NaN
67365,4,366.31,1,366.31,NaN,366.31,366.31,366.31,NaN,0.0,NaN,NaN,366.31,0.0,NaN,NaN
67494,5,1353.1,1,1353.1,NaN,1353.1,1353.1,1353.1,NaN,0.0,NaN,NaN,1353.1,0.0,NaN,NaN
67608,18,217.6,1,217.6,NaN,217.6,217.6,217.6,NaN,0.0,NaN,NaN,217.6,0.0,NaN,NaN
67922,28,606.46,1,606.46,NaN,606.46,606.46,606.46,NaN,0.0,NaN,NaN,606.46,0.0,NaN,NaN
68021,25,890.07,1,890.07,NaN,890.07,890.07,890.07,NaN,0.0,NaN,NaN,890.07,0.0,NaN,NaN
68097,13,452.0,1,452.0,NaN,452.0,452.0,452.0,NaN,0.0,NaN,NaN,452.0,0.0,NaN,NaN
68139,3,440.26,1,440.26,NaN,440.26,440.26,440.26,NaN,0.0,NaN,NaN,440.26,0.0,NaN,NaN
68433,15,585.0,1,585.0,NaN,585.0,585.0,585.0,NaN,0.0,NaN,NaN,585.0,0.0,NaN,NaN
68850,30,114.78,1,114.78,NaN,114.78,114.78,114.78,NaN,0.0,NaN,NaN,114.78,0.0,NaN,NaN
68953,15,308.43,1,308.43,NaN,308.43,308.43,308.43,NaN,0.0,NaN,NaN,308.43,0.0,NaN,NaN
69139,11,2.25,1,2.25,NaN,2.25,2.25,2.25,NaN,0.0,NaN,NaN,2.25,0.0,NaN,NaN
69585,2,250.36,1,250.36,NaN,250.36,250.36,250.36,NaN,0.0,NaN,NaN,250.36,0.0,NaN,NaN
69691,26,825.6,1,825.6,NaN,825.6,825.6,825.6,NaN,0.0,NaN,NaN,825.6,0.0,NaN,NaN
69722,3,860.98,1,860.98,NaN,860.98,860.98,860.98,NaN,0.0,NaN,NaN,860.98,0.0,NaN,NaN
69867,2,50.0,1,50.0,NaN,50.0,50.0,50.0,NaN,0.0,NaN,NaN,50.0,0.0,NaN,NaN
70296,14,247.72,1,247.72,NaN,247.72,247.72,247.72,NaN,0.0,NaN,NaN,247.72,0.0,NaN,NaN
70449,7,1654.31,1,1654.31,NaN,1654.31,1654.31,1654.31,NaN,0.0,NaN,NaN,1654.31,0.0,NaN,NaN
70617,19,1103.32,1,1103.32,NaN,1103.32,1103.32,1103.32,NaN,0.0,NaN,NaN,1103.32,0.0,NaN,NaN
70749,1,75.36,1,75.36,NaN,75.36,75.36,75.36,NaN,0.0,NaN,NaN,75.36,0.0,NaN,NaN
70921,8,329.67,1,329.67,NaN,329.67,329.67,329.67,NaN,0.0,NaN,NaN,329.67,0.0,NaN,NaN
71090,10,194.7,1,194.7,NaN,194.7,194.7,194.7,NaN,0.0,NaN,NaN,194.7,0.0,NaN,NaN
71238,7,114.6,1,114.6,NaN,114.6,114.6,114.6,NaN,0.0,NaN,NaN,114.6,0.0,NaN,NaN
71254,28,207.73,1,207.73,NaN,207.73,207.73,207.73,NaN,0.0,NaN,NaN,207.73,0.0,NaN,NaN
71283,10,642.28,1,642.28,NaN,642.28,642.28,642.28,NaN,0.0,NaN,NaN,642.28,0.0,NaN,NaN
71841,11,390.47,1,390.47,NaN,390.47,390.47,390.47,NaN,0.0,NaN,NaN,390.47,0.0,NaN,NaN
72045,14,1005.54,1,1005.54,NaN,1005.54,1005.54,1005.54,NaN,0.0,NaN,NaN,1005.54,0.0,NaN,NaN
72088,24,855.6,1,855.6,NaN,855.6,855.6,855.6,NaN,0.0,NaN,NaN,855.6,0.0,NaN,NaN
72232,18,278.4,1,278.4,NaN,278.4,278.4,278.4,NaN,0.0,NaN,NaN,278.4,0.0,NaN,NaN
72353,1,259.9,1,259.9,NaN,259.9,259.9,259.9,NaN,0.0,NaN,NaN,259.9,0.0,NaN,NaN
72485,25,233.39,1,233.39,NaN,233.39,233.39,233.39,NaN,0.0,NaN,NaN,233.39,0.0,NaN,NaN
72901,5,358.0,1,358.0,NaN,358.0,358.0,358.0,NaN,0.0,NaN,NaN,358.0,0.0,NaN,NaN
73379,23,142.27,1,142.27,NaN,142.27,142.27,142.27,NaN,0.0,NaN,NaN,142.27,0.0,NaN,NaN
73385,15,17.34,1,17.34,NaN,17.34,17.34,17.34,NaN,0.0,NaN,NaN,17.34,0.0,NaN,NaN
73473,15,635.6,1,635.6,NaN,635.6,635.6,635.6,NaN,0.0,NaN,NaN,635.6,0.0,NaN,NaN
73488,27,215.34,1,215.34,NaN,215.34,215.34,215.34,NaN,0.0,NaN,NaN,215.34,0.0,NaN,NaN
73944,25,312.92,1,312.92,NaN,312.92,312.92,312.92,NaN,0.0,NaN,NaN,312.92,0.0,NaN,NaN
74388,4,472.31,1,472.31,NaN,472.31,472.31,472.31,NaN,0.0,NaN,NaN,472.31,0.0,NaN,NaN
74473,4,607.33,1,607.33,NaN,607.33,607.33,607.33,NaN,0.0,NaN,NaN,607.33,0.0,NaN,NaN
74634,1,466.3,1,466.3,NaN,466.3,466.3,466.3,NaN,0.0,NaN,NaN,466.3,0.0,NaN,NaN
74876,5,150.25,1,150.25,NaN,150.25,150.25,150.25,NaN,0.0,NaN,NaN,150.25,0.0,NaN,NaN
74932,21,385.43,1,385.43,NaN,385.43,385.43,385.43,NaN,0.0,NaN,NaN,385.43,0.0,NaN,NaN
75312,10,196.8,1,196.8,NaN,196.8,196.8,196.8,NaN,0.0,NaN,NaN,196.8,0.0,NaN,NaN
75563,29,996.84,1,996.84,NaN,996.84,996.84,996.84,NaN,0.0,NaN,NaN,996.84,0.0,NaN,NaN
75660,30,168.55,1,168.55,NaN,168.55,168.55,168.55,NaN,0.0,NaN,NaN,168.55,0.0,NaN,NaN
76128,26,451.6,1,451.6,NaN,451.6,451.6,451.6,NaN,0.0,NaN,NaN,451.6,0.0,NaN,NaN
76171,19,223.36,1,223.36,NaN,223.36,223.36,223.36,NaN,0.0,NaN,NaN,223.36,0.0,NaN,NaN
76655,30,203.96,1,203.96,NaN,203.96,203.96,203.96,NaN,0.0,NaN,NaN,203.96,0.0,NaN,NaN
76774,12,768.19,1,768.19,NaN,768.19,768.19,768.19,NaN,0.0,NaN,NaN,768.19,0.0,NaN,NaN
76840,7,50.0,1,50.0,NaN,50.0,50.0,50.0,NaN,0.0,NaN,NaN,50.0,0.0,NaN,NaN
76889,17,388.58,1,388.58,NaN,388.58,388.58,388.58,NaN,0.0,NaN,NaN,388.58,0.0,NaN,NaN
76919,9,765.12,1,765.12,NaN,765.12,765.12,765.12,NaN,0.0,NaN,NaN,765.12,0.0,NaN,NaN
76949,1,792.76,1,792.76,NaN,792.76,792.76,792.76,NaN,0.0,NaN,NaN,792.76,0.0,NaN,NaN
77006,15,130.74,1,130.74,NaN,130.74,130.74,130.74,NaN,0.0,NaN,NaN,130.74,0.0,NaN,NaN
77565,26,403.25,1,403.25,NaN,403.25,403.25,403.25,NaN,0.0,NaN,NaN,403.25,0.0,NaN,NaN
77837,11,305.36,1,305.36,NaN,305.36,305.36,305.36,NaN,0.0,NaN,NaN,305.36,0.0,NaN,NaN
78528,16,133.91,1,133.91,NaN,133.91,133.91,133.91,NaN,0.0,NaN,NaN,133.91,0.0,NaN,NaN
78729,10,1366.91,1,1366.91,NaN,1366.91,1366.91,1366.91,NaN,0.0,NaN,NaN,1366.91,0.0,NaN,NaN
78765,13,372.24,1,372.24,NaN,372.24,372.24,372.24,NaN,0.0,NaN,NaN,372.24,0.0,NaN,NaN
79567,16,197.64,1,197.64,NaN,197.64,197.64,197.64,NaN,0.0,NaN,NaN,197.64,0.0,NaN,NaN
79769,13,201.52,1,201.52,NaN,201.52,201.52,201.52,NaN,0.0,NaN,NaN,201.52,0.0,NaN,NaN
79884,5,487.21,1,487.21,NaN,487.21,487.21,487.21,NaN,0.0,NaN,NaN,487.21,0.0,NaN,NaN
79917,5,303.06,1,303.06,NaN,303.06,303.06,303.06,NaN,0.0,NaN,NaN,303.06,0.0,NaN,NaN
80033,16,323.04,1,323.04,NaN,323.04,323.04,323.04,NaN,0.0,NaN,NaN,323.04,0.0,NaN,NaN
80355,18,177.2,1,177.2,NaN,177.2,177.2,177.2,NaN,0.0,NaN,NaN,177.2,0.0,NaN,NaN
80448,8,295.8,1,295.8,NaN,295.8,295.8,295.8,NaN,0.0,NaN,NaN,295.8,0.0,NaN,NaN
80470,25,238.92,1,238.92,NaN,238.92,238.92,238.92,NaN,0.0,NaN,NaN,238.92,0.0,NaN,NaN
80525,18,759.48,1,759.48,NaN,759.48,759.48,759.48,NaN,0.0,NaN,NaN,759.48,0.0,NaN,NaN
80610,28,159.65,1,159.65,NaN,159.65,159.65,159.65,NaN,0.0,NaN,NaN,159.65,0.0,NaN,NaN
80853,8,222.43,1,222.43,NaN,222.43,222.43,222.43,NaN,0.0,NaN,NaN,222.43,0.0,NaN,NaN
80996,15,613.78,1,613.78,NaN,613.78,613.78,613.78,NaN,0.0,NaN,NaN,613.78,0.0,NaN,NaN
81048,8,117.74,1,117.74,NaN,117.74,117.74,117.74,NaN,0.0,NaN,NaN,117.74,0.0,NaN,NaN
81271,11,385.57,1,385.57,NaN,385.57,385.57,385.57,NaN,0.0,NaN,NaN,385.57,0.0,NaN,NaN
81298,13,298.34,1,298.34,NaN,298.34,298.34,298.34,NaN,0.0,NaN,NaN,298.34,0.0,NaN,NaN
81635,10,354.0,1,354.0,NaN,354.0,354.0,354.0,NaN,0.0,NaN,NaN,354.0,0.0,NaN,NaN
82129,9,707.81,1,707.81,NaN,707.81,707.81,707.81,NaN,0.0,NaN,NaN,707.81,0.0,NaN,NaN
82447,8,29.88,1,29.88,NaN,29.88,29.88,29.88,NaN,0.0,NaN,NaN,29.88,0.0,NaN,NaN
82560,12,43.5,1,43.5,NaN,43.5,43.5,43.5,NaN,0.0,NaN,NaN,43.5,0.0,NaN,NaN
82863,11,99.6,1,99.6,NaN,99.6,99.6,99.6,NaN,0.0,NaN,NaN,99.6,0.0,NaN,NaN
82888,8,218.94,1,218.94,NaN,218.94,218.94,218.94,NaN,0.0,NaN,NaN,218.94,0.0,NaN,NaN
83126,8,129.36,1,129.36,NaN,129.36,129.36,129.36,NaN,0.0,NaN,NaN,129.36,0.0,NaN,NaN
83352,8,411.44,1,411.44,NaN,411.44,411.44,411.44,NaN,0.0,NaN,NaN,411.44,0.0,NaN,NaN
83510,30,22.05,1,22.05,NaN,22.05,22.05,22.05,NaN,0.0,NaN,NaN,22.05,0.0,NaN,NaN
83667,16,430.7,1,430.7,NaN,430.7,430.7,430.7,NaN,0.0,NaN,NaN,430.7,0.0,NaN,NaN
84019,12,83.6,1,83.6,NaN,83.6,83.6,83.6,NaN,0.0,NaN,NaN,83.6,0.0,NaN,NaN
84103,17,123.12,1,123.12,NaN,123.12,123.12,123.12,NaN,0.0,NaN,NaN,123.12,0.0,NaN,NaN
84455,29,295.09,1,295.09,NaN,295.09,295.09,295.09,NaN,0.0,NaN,NaN,295.09,0.0,NaN,NaN
84768,2,50.1,1,50.1,NaN,50.1,50.1,50.1,NaN,0.0,NaN,NaN,50.1,0.0,NaN,NaN
84967,13,347.5,1,347.5,NaN,347.5,347.5,347.5,NaN,0.0,NaN,NaN,347.5,0.0,NaN,NaN
85072,3,77183.6,1,77183.6,NaN,77183.6,77183.6,77183.6,NaN,0.0,NaN,NaN,77183.6,0.0,NaN,NaN
85337,22,43.1,1,43.1,NaN,43.1,43.1,43.1,NaN,0.0,NaN,NaN,43.1,0.0,NaN,NaN
85573,24,18.0,1,18.0,NaN,18.0,18.0,18.0,NaN,0.0,NaN,NaN,18.0,0.0,NaN,NaN
85706,14,1.95,1,1.95,NaN,1.95,1.95,1.95,NaN,0.0,NaN,NaN,1.95,0.0,NaN,NaN
86300,12,6.2,1,6.2,NaN,6.2,6.2,6.2,NaN,0.0,NaN,NaN,6.2,0.0,NaN,NaN
86596,10,17.55,1,17.55,NaN,17.55,17.55,17.55,NaN,0.0,NaN,NaN,17.55,0.0,NaN,NaN
86667,4,25.2,1,25.2,NaN,25.2,25.2,25.2,NaN,0.0,NaN,NaN,25.2,0.0,NaN,NaN
86777,29,212.55,1,212.55,NaN,212.55,212.55,212.55,NaN,0.0,NaN,NaN,212.55,0.0,NaN,NaN
87026,30,244.2,1,244.2,NaN,244.2,244.2,244.2,NaN,0.0,NaN,NaN,244.2,0.0,NaN,NaN
87075,21,13.01,1,13.01,NaN,13.01,13.01,13.01,NaN,0.0,NaN,NaN,13.01,0.0,NaN,NaN
88285,26,6.15,1,6.15,NaN,6.15,6.15,6.15,NaN,0.0,NaN,NaN,6.15,0.0,NaN,NaN
88349,26,250.0,1,250.0,NaN,250.0,250.0,250.0,NaN,0.0,NaN,NaN,250.0,0.0,NaN,NaN
88741,16,68.56,1,68.56,NaN,68.56,68.56,68.56,NaN,0.0,NaN,NaN,68.56,0.0,NaN,NaN
88780,15,74.69,1,74.69,NaN,74.69,74.69,74.69,NaN,0.0,NaN,NaN,74.69,0.0,NaN,NaN
89030,20,1.65,1,1.65,NaN,1.65,1.65,1.65,NaN,0.0,NaN,NaN,1.65,0.0,NaN,NaN
89080,18,4.15,1,4.15,NaN,4.15,4.15,4.15,NaN,0.0,NaN,NaN,4.15,0.0,NaN,NaN
89529,7,52.45,1,52.45,NaN,52.45,52.45,52.45,NaN,0.0,NaN,NaN,52.45,0.0,NaN,NaN
89716,22,3.75,1,3.75,NaN,3.75,3.75,3.75,NaN,0.0,NaN,NaN,3.75,0.0,NaN,NaN
90055,13,10.2,1,10.2,NaN,10.2,10.2,10.2,NaN,0.0,NaN,NaN,10.2,0.0,NaN,NaN
90172,28,128.09,1,128.09,NaN,128.09,128.09,128.09,NaN,0.0,NaN,NaN,128.09,0.0,NaN,NaN
90494,23,4.41,1,4.41,NaN,4.41,4.41,4.41,NaN,0.0,NaN,NaN,4.41,0.0,NaN,NaN
90586,3,44.4,1,44.4,NaN,44.4,44.4,44.4,NaN,0.0,NaN,NaN,44.4,0.0,NaN,NaN
90684,28,54.0,1,54.0,NaN,54.0,54.0,54.0,NaN,0.0,NaN,NaN,54.0,0.0,NaN,NaN
90837,12,15.95,1,15.95,NaN,15.95,15.95,15.95,NaN,0.0,NaN,NaN,15.95,0.0,NaN,NaN
91024,3,44.78,1,44.78,NaN,44.78,44.78,44.78,NaN,0.0,NaN,NaN,44.78,0.0,NaN,NaN
91045,29,6.9,1,6.9,NaN,6.9,6.9,6.9,NaN,0.0,NaN,NaN,6.9,0.0,NaN,NaN
50315,14,113.92,1,113.92,NaN,113.92,113.92,113.92,NaN,0.0,NaN,NaN,113.92,0.0,NaN,NaN
50520,31,841.94,1,841.94,NaN,841.94,841.94,841.94,NaN,0.0,NaN,NaN,841.94,0.0,NaN,NaN
50613,3,555.84,1,555.84,NaN,555.84,555.84,555.84,NaN,0.0,NaN,NaN,555.84,0.0,NaN,NaN
50793,31,2263.8,1,2263.8,NaN,2263.8,2263.8,2263.8,NaN,0.0,NaN,NaN,2263.8,0.0,NaN,NaN
50801,11,270.72,1,270.72,NaN,270.72,270.72,270.72,NaN,0.0,NaN,NaN,270.72,0.0,NaN,NaN
50857,19,375.47,1,375.47,NaN,375.47,375.47,375.47,NaN,0.0,NaN,NaN,375.47,0.0,NaN,NaN
50874,5,81.18,1,81.18,NaN,81.18,81.18,81.18,NaN,0.0,NaN,NaN,81.18,0.0,NaN,NaN
51181,12,372.97,1,372.97,NaN,372.97,372.97,372.97,NaN,0.0,NaN,NaN,372.97,0.0,NaN,NaN
51266,13,1867.98,1,1867.98,NaN,1867.98,1867.98,1867.98,NaN,0.0,NaN,NaN,1867.98,0.0,NaN,NaN
52159,20,843.78,1,843.78,NaN,843.78,843.78,843.78,NaN,0.0,NaN,NaN,843.78,0.0,NaN,NaN
52194,11,253.5,1,253.5,NaN,253.5,253.5,253.5,NaN,0.0,NaN,NaN,253.5,0.0,NaN,NaN
52535,17,29.7,1,29.7,NaN,29.7,29.7,29.7,NaN,0.0,NaN,NaN,29.7,0.0,NaN,NaN
52538,4,383.7,1,383.7,NaN,383.7,383.7,383.7,NaN,0.0,NaN,NaN,383.7,0.0,NaN,NaN
52541,11,45.35,1,45.35,NaN,45.35,45.35,45.35,NaN,0.0,NaN,NaN,45.35,0.0,NaN,NaN
52566,6,222.6,1,222.6,NaN,222.6,222.6,222.6,NaN,0.0,NaN,NaN,222.6,0.0,NaN,NaN
52653,19,173.39,1,173.39,NaN,173.39,173.39,173.39,NaN,0.0,NaN,NaN,173.39,0.0,NaN,NaN
52791,16,35.4,1,35.4,NaN,35.4,35.4,35.4,NaN,0.0,NaN,NaN,35.4,0.0,NaN,NaN
52907,5,1138.67,1,1138.67,NaN,1138.67,1138.67,1138.67,NaN,0.0,NaN,NaN,1138.67,0.0,NaN,NaN
53124,15,252.42,1,252.42,NaN,252.42,252.42,252.42,NaN,0.0,NaN,NaN,252.42,0.0,NaN,NaN
53275,22,289.5,1,289.5,NaN,289.5,289.5,289.5,NaN,0.0,NaN,NaN,289.5,0.0,NaN,NaN
53350,22,534.57,1,534.57,NaN,534.57,534.57,534.57,NaN,0.0,NaN,NaN,534.57,0.0,NaN,NaN
53814,14,437.71,1,437.71,NaN,437.71,437.71,437.71,NaN,0.0,NaN,NaN,437.71,0.0,NaN,NaN
53840,27,265.85,1,265.85,NaN,265.85,265.85,265.85,NaN,0.0,NaN,NaN,265.85,0.0,NaN,NaN
53872,2,352.42,1,352.42,NaN,352.42,352.42,352.42,NaN,0.0,NaN,NaN,352.42,0.0,NaN,NaN
53930,26,323.44,1,323.44,NaN,323.44,323.44,323.44,NaN,0.0,NaN,NaN,323.44,0.0,NaN,NaN
54023,7,36.0,1,36.0,NaN,36.0,36.0,36.0,NaN,0.0,NaN,NaN,36.0,0.0,NaN,NaN
54962,23,459.36,1,459.36,NaN,459.36,459.36,459.36,NaN,0.0,NaN,NaN,459.36,0.0,NaN,NaN
55912,16,376.74,1,376.74,NaN,376.74,376.74,376.74,NaN,0.0,NaN,NaN,376.74,0.0,NaN,NaN
56242,29,173.7,1,173.7,NaN,173.7,173.7,173.7,NaN,0.0,NaN,NaN,173.7,0.0,NaN,NaN
56383,27,1642.5,1,1642.5,NaN,1642.5,1642.5,1642.5,NaN,0.0,NaN,NaN,1642.5,0.0,NaN,NaN
56433,14,430.5,1,430.5,NaN,430.5,430.5,430.5,NaN,0.0,NaN,NaN,430.5,0.0,NaN,NaN
56498,30,303.03,1,303.03,NaN,303.03,303.03,303.03,NaN,0.0,NaN,NaN,303.03,0.0,NaN,NaN
56633,1,246.76,1,246.76,NaN,246.76,246.76,246.76,NaN,0.0,NaN,NaN,246.76,0.0,NaN,NaN
56768,2,92.8,1,92.8,NaN,92.8,92.8,92.8,NaN,0.0,NaN,NaN,92.8,0.0,NaN,NaN
57054,22,365.18,1,365.18,NaN,365.18,365.18,365.18,NaN,0.0,NaN,NaN,365.18,0.0,NaN,NaN
57147,25,109.58,1,109.58,NaN,109.58,109.58,109.58,NaN,0.0,NaN,NaN,109.58,0.0,NaN,NaN
57187,8,3840.88,1,3840.88,NaN,3840.88,3840.88,3840.88,NaN,0.0,NaN,NaN,3840.88,0.0,NaN,NaN
57193,31,207.3,1,207.3,NaN,207.3,207.3,207.3,NaN,0.0,NaN,NaN,207.3,0.0,NaN,NaN
57205,10,479.4,1,479.4,NaN,479.4,479.4,479.4,NaN,0.0,NaN,NaN,479.4,0.0,NaN,NaN
57258,10,454.08,1,454.08,NaN,454.08,454.08,454.08,NaN,0.0,NaN,NaN,454.08,0.0,NaN,NaN
57443,5,209.85,1,209.85,NaN,209.85,209.85,209.85,NaN,0.0,NaN,NaN,209.85,0.0,NaN,NaN
57496,7,300.0,1,300.0,NaN,300.0,300.0,300.0,NaN,0.0,NaN,NaN,300.0,0.0,NaN,NaN
57505,2,142.4,1,142.4,NaN,142.4,142.4,142.4,NaN,0.0,NaN,NaN,142.4,0.0,NaN,NaN
57552,14,183.6,1,183.6,NaN,183.6,183.6,183.6,NaN,0.0,NaN,NaN,183.6,0.0,NaN,NaN
57574,26,152.55,1,152.55,NaN,152.55,152.55,152.55,NaN,0.0,NaN,NaN,152.55,0.0,NaN,NaN
58000,17,147.0,1,147.0,NaN,147.0,147.0,147.0,NaN,0.0,NaN,NaN,147.0,0.0,NaN,NaN
58074,8,445.2,1,445.2,NaN,445.2,445.2,445.2,NaN,0.0,NaN,NaN,445.2,0.0,NaN,NaN
58177,30,207.21,1,207.21,NaN,207.21,207.21,207.21,NaN,0.0,NaN,NaN,207.21,0.0,NaN,NaN
58223,14,3962.06,1,3962.06,NaN,3962.06,3962.06,3962.06,NaN,0.0,NaN,NaN,3962.06,0.0,NaN,NaN
58262,29,173.77,1,173.77,NaN,173.77,173.77,173.77,NaN,0.0,NaN,NaN,173.77,0.0,NaN,NaN
58491,7,355.12,1,355.12,NaN,355.12,355.12,355.12,NaN,0.0,NaN,NaN,355.12,0.0,NaN,NaN
58688,18,1170.0,1,1170.0,NaN,1170.0,1170.0,1170.0,NaN,0.0,NaN,NaN,1170.0,0.0,NaN,NaN
58974,2,705.84,1,705.84,NaN,705.84,705.84,705.84,NaN,0.0,NaN,NaN,705.84,0.0,NaN,NaN
