txn_id,nextReviewTime_quarter,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
60743,2,5.11,1,5.11,NaN,5.11,5.11,5.11,NaN,0.0,NaN,NaN,5.11,0.0,NaN,NaN
60785,1,430.38,1,430.38,NaN,430.38,430.38,430.38,NaN,0.0,NaN,NaN,430.38,0.0,NaN,NaN
61037,3,270.02,1,270.02,NaN,270.02,270.02,270.02,NaN,0.0,NaN,NaN,270.02,0.0,NaN,NaN
61244,1,143.46,1,143.46,NaN,143.46,143.46,143.46,NaN,0.0,NaN,NaN,143.46,0.0,NaN,NaN
61704,3,186.91,1,186.91,NaN,186.91,186.91,186.91,NaN,0.0,NaN,NaN,186.91,0.0,NaN,NaN
61882,1,1381.3,1,1381.3,NaN,1381.3,1381.3,1381.3,NaN,0.0,NaN,NaN,1381.3,0.0,NaN,NaN
62035,2,56.2,1,56.2,NaN,56.2,56.2,56.2,NaN,0.0,NaN,NaN,56.2,0.0,NaN,NaN
62187,3,314.26,1,314.26,NaN,314.26,314.26,314.26,NaN,0.0,NaN,NaN,314.26,0.0,NaN,NaN
62288,3,307.73,1,307.73,NaN,307.73,307.73,307.73,NaN,0.0,NaN,NaN,307.73,0.0,NaN,NaN
62384,1,927.45,1,927.45,NaN,927.45,927.45,927.45,NaN,0.0,NaN,NaN,927.45,0.0,NaN,NaN
62541,2,527.8,1,527.8,NaN,527.8,527.8,527.8,NaN,0.0,NaN,NaN,527.8,0.0,NaN,NaN
62599,3,236.0,1,236.0,NaN,236.0,236.0,236.0,NaN,0.0,NaN,NaN,236.0,0.0,NaN,NaN
62723,1,343.08,1,343.08,NaN,343.08,343.08,343.08,NaN,0.0,NaN,NaN,343.08,0.0,NaN,NaN
63342,1,317.6,1,317.6,NaN,317.6,317.6,317.6,NaN,0.0,NaN,NaN,317.6,0.0,NaN,NaN
63363,3,139.03,1,139.03,NaN,139.03,139.03,139.03,NaN,0.0,NaN,NaN,139.03,0.0,NaN,NaN
63732,2,84.92,1,84.92,NaN,84.92,84.92,84.92,NaN,0.0,NaN,NaN,84.92,0.0,NaN,NaN
63999,1,302.81,1,302.81,NaN,302.81,302.81,302.81,NaN,0.0,NaN,NaN,302.81,0.0,NaN,NaN
64733,3,161.9,1,161.9,NaN,161.9,161.9,161.9,NaN,0.0,NaN,NaN,161.9,0.0,NaN,NaN
64819,2,1266.66,1,1266.66,NaN,1266.66,1266.66,1266.66,NaN,0.0,NaN,NaN,1266.66,0.0,NaN,NaN
65424,3,170.04,1,170.04,NaN,170.04,170.04,170.04,NaN,0.0,NaN,NaN,170.04,0.0,NaN,NaN
65488,3,100.92,1,100.92,NaN,100.92,100.92,100.92,NaN,0.0,NaN,NaN,100.92,0.0,NaN,NaN
65495,3,712.3,1,712.3,NaN,712.3,712.3,712.3,NaN,0.0,NaN,NaN,712.3,0.0,NaN,NaN
66172,1,483.01,1,483.01,NaN,483.01,483.01,483.01,NaN,0.0,NaN,NaN,483.01,0.0,NaN,NaN
66396,2,175.65,1,175.65,NaN,175.65,175.65,175.65,NaN,0.0,NaN,NaN,175.65,0.0,NaN,NaN
66408,1,95.15,1,95.15,NaN,95.15,95.15,95.15,NaN,0.0,NaN,NaN,95.15,0.0,NaN,NaN
67378,1,82.53,1,82.53,NaN,82.53,82.53,82.53,NaN,0.0,NaN,NaN,82.53,0.0,NaN,NaN
67485,3,307.5,1,307.5,NaN,307.5,307.5,307.5,NaN,0.0,NaN,NaN,307.5,0.0,NaN,NaN
67645,1,532.32,1,532.32,NaN,532.32,532.32,532.32,NaN,0.0,NaN,NaN,532.32,0.0,NaN,NaN
67682,1,123.15,1,123.15,NaN,123.15,123.15,123.15,NaN,0.0,NaN,NaN,123.15,0.0,NaN,NaN
67883,2,205.66,1,205.66,NaN,205.66,205.66,205.66,NaN,0.0,NaN,NaN,205.66,0.0,NaN,NaN
68250,1,7.04,1,7.04,NaN,7.04,7.04,7.04,NaN,0.0,NaN,NaN,7.04,0.0,NaN,NaN
68379,1,259.01,1,259.01,NaN,259.01,259.01,259.01,NaN,0.0,NaN,NaN,259.01,0.0,NaN,NaN
68423,3,498.04,1,498.04,NaN,498.04,498.04,498.04,NaN,0.0,NaN,NaN,498.04,0.0,NaN,NaN
68531,2,330.6,1,330.6,NaN,330.6,330.6,330.6,NaN,0.0,NaN,NaN,330.6,0.0,NaN,NaN
68713,1,483.63,1,483.63,NaN,483.63,483.63,483.63,NaN,0.0,NaN,NaN,483.63,0.0,NaN,NaN
68743,3,220.2,1,220.2,NaN,220.2,220.2,220.2,NaN,0.0,NaN,NaN,220.2,0.0,NaN,NaN
68755,3,298.38,1,298.38,NaN,298.38,298.38,298.38,NaN,0.0,NaN,NaN,298.38,0.0,NaN,NaN
68838,3,99.6,1,99.6,NaN,99.6,99.6,99.6,NaN,0.0,NaN,NaN,99.6,0.0,NaN,NaN
68878,3,189.94,1,189.94,NaN,189.94,189.94,189.94,NaN,0.0,NaN,NaN,189.94,0.0,NaN,NaN
69088,3,318.5,1,318.5,NaN,318.5,318.5,318.5,NaN,0.0,NaN,NaN,318.5,0.0,NaN,NaN
69310,2,309.06,1,309.06,NaN,309.06,309.06,309.06,NaN,0.0,NaN,NaN,309.06,0.0,NaN,NaN
69410,3,335.28,1,335.28,NaN,335.28,335.28,335.28,NaN,0.0,NaN,NaN,335.28,0.0,NaN,NaN
69543,1,403.05,1,403.05,NaN,403.05,403.05,403.05,NaN,0.0,NaN,NaN,403.05,0.0,NaN,NaN
69588,1,605.14,1,605.14,NaN,605.14,605.14,605.14,NaN,0.0,NaN,NaN,605.14,0.0,NaN,NaN
69934,2,166.32,1,166.32,NaN,166.32,166.32,166.32,NaN,0.0,NaN,NaN,166.32,0.0,NaN,NaN
69980,2,125.04,1,125.04,NaN,125.04,125.04,125.04,NaN,0.0,NaN,NaN,125.04,0.0,NaN,NaN
69994,2,305.24,1,305.24,NaN,305.24,305.24,305.24,NaN,0.0,NaN,NaN,305.24,0.0,NaN,NaN
70101,2,372.25,1,372.25,NaN,372.25,372.25,372.25,NaN,0.0,NaN,NaN,372.25,0.0,NaN,NaN
70491,1,309.24,1,309.24,NaN,309.24,309.24,309.24,NaN,0.0,NaN,NaN,309.24,0.0,NaN,NaN
70632,3,161.94,1,161.94,NaN,161.94,161.94,161.94,NaN,0.0,NaN,NaN,161.94,0.0,NaN,NaN
70911,1,285.16,1,285.16,NaN,285.16,285.16,285.16,NaN,0.0,NaN,NaN,285.16,0.0,NaN,NaN
71045,1,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
71070,1,250.8,1,250.8,NaN,250.8,250.8,250.8,NaN,0.0,NaN,NaN,250.8,0.0,NaN,NaN
71172,3,3.3,1,3.3,NaN,3.3,3.3,3.3,NaN,0.0,NaN,NaN,3.3,0.0,NaN,NaN
71330,2,312.64,1,312.64,NaN,312.64,312.64,312.64,NaN,0.0,NaN,NaN,312.64,0.0,NaN,NaN
71452,3,323.16,1,323.16,NaN,323.16,323.16,323.16,NaN,0.0,NaN,NaN,323.16,0.0,NaN,NaN
71522,1,497.61,1,497.61,NaN,497.61,497.61,497.61,NaN,0.0,NaN,NaN,497.61,0.0,NaN,NaN
71590,1,174.86,1,174.86,NaN,174.86,174.86,174.86,NaN,0.0,NaN,NaN,174.86,0.0,NaN,NaN
71953,2,158.4,1,158.4,NaN,158.4,158.4,158.4,NaN,0.0,NaN,NaN,158.4,0.0,NaN,NaN
71955,1,425.2,1,425.2,NaN,425.2,425.2,425.2,NaN,0.0,NaN,NaN,425.2,0.0,NaN,NaN
71966,1,185.84,1,185.84,NaN,185.84,185.84,185.84,NaN,0.0,NaN,NaN,185.84,0.0,NaN,NaN
72143,1,231.56,1,231.56,NaN,231.56,231.56,231.56,NaN,0.0,NaN,NaN,231.56,0.0,NaN,NaN
72158,1,203.08,1,203.08,NaN,203.08,203.08,203.08,NaN,0.0,NaN,NaN,203.08,0.0,NaN,NaN
72164,2,329.44,1,329.44,NaN,329.44,329.44,329.44,NaN,0.0,NaN,NaN,329.44,0.0,NaN,NaN
72221,2,317.96,1,317.96,NaN,317.96,317.96,317.96,NaN,0.0,NaN,NaN,317.96,0.0,NaN,NaN
72596,2,1596.24,1,1596.24,NaN,1596.24,1596.24,1596.24,NaN,0.0,NaN,NaN,1596.24,0.0,NaN,NaN
72832,2,675.3,1,675.3,NaN,675.3,675.3,675.3,NaN,0.0,NaN,NaN,675.3,0.0,NaN,NaN
72888,1,1519.8,1,1519.8,NaN,1519.8,1519.8,1519.8,NaN,0.0,NaN,NaN,1519.8,0.0,NaN,NaN
73081,2,460.63,1,460.63,NaN,460.63,460.63,460.63,NaN,0.0,NaN,NaN,460.63,0.0,NaN,NaN
73083,1,420.39,1,420.39,NaN,420.39,420.39,420.39,NaN,0.0,NaN,NaN,420.39,0.0,NaN,NaN
73287,3,729.09,1,729.09,NaN,729.09,729.09,729.09,NaN,0.0,NaN,NaN,729.09,0.0,NaN,NaN
73747,3,15.001,1,15.001,NaN,15.001,15.001,15.001,NaN,0.0,NaN,NaN,15.001,0.0,NaN,NaN
73784,2,547.52,1,547.52,NaN,547.52,547.52,547.52,NaN,0.0,NaN,NaN,547.52,0.0,NaN,NaN
74097,2,160.7,1,160.7,NaN,160.7,160.7,160.7,NaN,0.0,NaN,NaN,160.7,0.0,NaN,NaN
74297,2,3.25,1,3.25,NaN,3.25,3.25,3.25,NaN,0.0,NaN,NaN,3.25,0.0,NaN,NaN
74882,3,308.44,1,308.44,NaN,308.44,308.44,308.44,NaN,0.0,NaN,NaN,308.44,0.0,NaN,NaN
75715,2,449.15,1,449.15,NaN,449.15,449.15,449.15,NaN,0.0,NaN,NaN,449.15,0.0,NaN,NaN
76025,3,306.0,1,306.0,NaN,306.0,306.0,306.0,NaN,0.0,NaN,NaN,306.0,0.0,NaN,NaN
76193,1,4050.61,1,4050.61,NaN,4050.61,4050.61,4050.61,NaN,0.0,NaN,NaN,4050.61,0.0,NaN,NaN
76490,1,2503.74,1,2503.74,NaN,2503.74,2503.74,2503.74,NaN,0.0,NaN,NaN,2503.74,0.0,NaN,NaN
76652,3,25.2,1,25.2,NaN,25.2,25.2,25.2,NaN,0.0,NaN,NaN,25.2,0.0,NaN,NaN
76779,2,154.88,1,154.88,NaN,154.88,154.88,154.88,NaN,0.0,NaN,NaN,154.88,0.0,NaN,NaN
77323,2,437.5,1,437.5,NaN,437.5,437.5,437.5,NaN,0.0,NaN,NaN,437.5,0.0,NaN,NaN
78018,2,43.47,1,43.47,NaN,43.47,43.47,43.47,NaN,0.0,NaN,NaN,43.47,0.0,NaN,NaN
78071,3,282.2,1,282.2,NaN,282.2,282.2,282.2,NaN,0.0,NaN,NaN,282.2,0.0,NaN,NaN
78121,3,85.92,1,85.92,NaN,85.92,85.92,85.92,NaN,0.0,NaN,NaN,85.92,0.0,NaN,NaN
78146,1,19.92,1,19.92,NaN,19.92,19.92,19.92,NaN,0.0,NaN,NaN,19.92,0.0,NaN,NaN
78290,3,346.53,1,346.53,NaN,346.53,346.53,346.53,NaN,0.0,NaN,NaN,346.53,0.0,NaN,NaN
78293,2,444.29,1,444.29,NaN,444.29,444.29,444.29,NaN,0.0,NaN,NaN,444.29,0.0,NaN,NaN
78300,2,440.23,1,440.23,NaN,440.23,440.23,440.23,NaN,0.0,NaN,NaN,440.23,0.0,NaN,NaN
78364,1,321.07,1,321.07,NaN,321.07,321.07,321.07,NaN,0.0,NaN,NaN,321.07,0.0,NaN,NaN
78470,3,601.44,1,601.44,NaN,601.44,601.44,601.44,NaN,0.0,NaN,NaN,601.44,0.0,NaN,NaN
78501,2,111.98,1,111.98,NaN,111.98,111.98,111.98,NaN,0.0,NaN,NaN,111.98,0.0,NaN,NaN
78766,2,306.2,1,306.2,NaN,306.2,306.2,306.2,NaN,0.0,NaN,NaN,306.2,0.0,NaN,NaN
79074,3,787.29,1,787.29,NaN,787.29,787.29,787.29,NaN,0.0,NaN,NaN,787.29,0.0,NaN,NaN
80056,1,742.93,1,742.93,NaN,742.93,742.93,742.93,NaN,0.0,NaN,NaN,742.93,0.0,NaN,NaN
80706,1,145.71,1,145.71,NaN,145.71,145.71,145.71,NaN,0.0,NaN,NaN,145.71,0.0,NaN,NaN
81113,1,265.83,1,265.83,NaN,265.83,265.83,265.83,NaN,0.0,NaN,NaN,265.83,0.0,NaN,NaN
81143,3,147.04,1,147.04,NaN,147.04,147.04,147.04,NaN,0.0,NaN,NaN,147.04,0.0,NaN,NaN
81287,1,31.85,1,31.85,NaN,31.85,31.85,31.85,NaN,0.0,NaN,NaN,31.85,0.0,NaN,NaN
81327,2,256.45,1,256.45,NaN,256.45,256.45,256.45,NaN,0.0,NaN,NaN,256.45,0.0,NaN,NaN
81738,2,541.71,1,541.71,NaN,541.71,541.71,541.71,NaN,0.0,NaN,NaN,541.71,0.0,NaN,NaN
81770,3,2990.0,1,2990.0,NaN,2990.0,2990.0,2990.0,NaN,0.0,NaN,NaN,2990.0,0.0,NaN,NaN
81799,2,465.35,1,465.35,NaN,465.35,465.35,465.35,NaN,0.0,NaN,NaN,465.35,0.0,NaN,NaN
81903,3,150.76,1,150.76,NaN,150.76,150.76,150.76,NaN,0.0,NaN,NaN,150.76,0.0,NaN,NaN
82157,1,261.71,1,261.71,NaN,261.71,261.71,261.71,NaN,0.0,NaN,NaN,261.71,0.0,NaN,NaN
82384,3,309.51,1,309.51,NaN,309.51,309.51,309.51,NaN,0.0,NaN,NaN,309.51,0.0,NaN,NaN
82433,2,194.82,1,194.82,NaN,194.82,194.82,194.82,NaN,0.0,NaN,NaN,194.82,0.0,NaN,NaN
82475,2,227.2,1,227.2,NaN,227.2,227.2,227.2,NaN,0.0,NaN,NaN,227.2,0.0,NaN,NaN
83064,1,464.88,1,464.88,NaN,464.88,464.88,464.88,NaN,0.0,NaN,NaN,464.88,0.0,NaN,NaN
83375,3,292.96,1,292.96,NaN,292.96,292.96,292.96,NaN,0.0,NaN,NaN,292.96,0.0,NaN,NaN
83527,3,248.08,1,248.08,NaN,248.08,248.08,248.08,NaN,0.0,NaN,NaN,248.08,0.0,NaN,NaN
83554,2,591.01,1,591.01,NaN,591.01,591.01,591.01,NaN,0.0,NaN,NaN,591.01,0.0,NaN,NaN
83816,2,231.93,1,231.93,NaN,231.93,231.93,231.93,NaN,0.0,NaN,NaN,231.93,0.0,NaN,NaN
83916,3,125.75,1,125.75,NaN,125.75,125.75,125.75,NaN,0.0,NaN,NaN,125.75,0.0,NaN,NaN
83965,3,264.91,1,264.91,NaN,264.91,264.91,264.91,NaN,0.0,NaN,NaN,264.91,0.0,NaN,NaN
83999,1,312.22,1,312.22,NaN,312.22,312.22,312.22,NaN,0.0,NaN,NaN,312.22,0.0,NaN,NaN
84210,2,96.89,1,96.89,NaN,96.89,96.89,96.89,NaN,0.0,NaN,NaN,96.89,0.0,NaN,NaN
84353,1,9.95,1,9.95,NaN,9.95,9.95,9.95,NaN,0.0,NaN,NaN,9.95,0.0,NaN,NaN
84439,3,20.85,1,20.85,NaN,20.85,20.85,20.85,NaN,0.0,NaN,NaN,20.85,0.0,NaN,NaN
84611,2,1.45,1,1.45,NaN,1.45,1.45,1.45,NaN,0.0,NaN,NaN,1.45,0.0,NaN,NaN
84845,3,6.2,1,6.2,NaN,6.2,6.2,6.2,NaN,0.0,NaN,NaN,6.2,0.0,NaN,NaN
84972,2,30.0,1,30.0,NaN,30.0,30.0,30.0,NaN,0.0,NaN,NaN,30.0,0.0,NaN,NaN
85062,1,39.6,1,39.6,NaN,39.6,39.6,39.6,NaN,0.0,NaN,NaN,39.6,0.0,NaN,NaN
85171,2,23.73,1,23.73,NaN,23.73,23.73,23.73,NaN,0.0,NaN,NaN,23.73,0.0,NaN,NaN
85481,1,186.35,1,186.35,NaN,186.35,186.35,186.35,NaN,0.0,NaN,NaN,186.35,0.0,NaN,NaN
85548,1,37.06,1,37.06,NaN,37.06,37.06,37.06,NaN,0.0,NaN,NaN,37.06,0.0,NaN,NaN
85648,2,17.0,1,17.0,NaN,17.0,17.0,17.0,NaN,0.0,NaN,NaN,17.0,0.0,NaN,NaN
85677,3,2.6,1,2.6,NaN,2.6,2.6,2.6,NaN,0.0,NaN,NaN,2.6,0.0,NaN,NaN
86125,2,74.1,1,74.1,NaN,74.1,74.1,74.1,NaN,0.0,NaN,NaN,74.1,0.0,NaN,NaN
86801,2,17.0,1,17.0,NaN,17.0,17.0,17.0,NaN,0.0,NaN,NaN,17.0,0.0,NaN,NaN
86892,3,35.44,1,35.44,NaN,35.44,35.44,35.44,NaN,0.0,NaN,NaN,35.44,0.0,NaN,NaN
87162,1,50.7,1,50.7,NaN,50.7,50.7,50.7,NaN,0.0,NaN,NaN,50.7,0.0,NaN,NaN
87329,1,4.34,1,4.34,NaN,4.34,4.34,4.34,NaN,0.0,NaN,NaN,4.34,0.0,NaN,NaN
87435,2,9.24,1,9.24,NaN,9.24,9.24,9.24,NaN,0.0,NaN,NaN,9.24,0.0,NaN,NaN
87474,3,17.45,1,17.45,NaN,17.45,17.45,17.45,NaN,0.0,NaN,NaN,17.45,0.0,NaN,NaN
87500,3,67.2,1,67.2,NaN,67.2,67.2,67.2,NaN,0.0,NaN,NaN,67.2,0.0,NaN,NaN
87569,3,11.8,1,11.8,NaN,11.8,11.8,11.8,NaN,0.0,NaN,NaN,11.8,0.0,NaN,NaN
87926,3,12.75,1,12.75,NaN,12.75,12.75,12.75,NaN,0.0,NaN,NaN,12.75,0.0,NaN,NaN
88107,2,451.42,1,451.42,NaN,451.42,451.42,451.42,NaN,0.0,NaN,NaN,451.42,0.0,NaN,NaN
88222,2,6.84,1,6.84,NaN,6.84,6.84,6.84,NaN,0.0,NaN,NaN,6.84,0.0,NaN,NaN
88460,3,1121.18,1,1121.18,NaN,1121.18,1121.18,1121.18,NaN,0.0,NaN,NaN,1121.18,0.0,NaN,NaN
88614,1,4.95,1,4.95,NaN,4.95,4.95,4.95,NaN,0.0,NaN,NaN,4.95,0.0,NaN,NaN
88633,1,2.08,1,2.08,NaN,2.08,2.08,2.08,NaN,0.0,NaN,NaN,2.08,0.0,NaN,NaN
89487,3,10.0,1,10.0,NaN,10.0,10.0,10.0,NaN,0.0,NaN,NaN,10.0,0.0,NaN,NaN
89606,3,411.92,1,411.92,NaN,411.92,411.92,411.92,NaN,0.0,NaN,NaN,411.92,0.0,NaN,NaN
89612,2,36.85,1,36.85,NaN,36.85,36.85,36.85,NaN,0.0,NaN,NaN,36.85,0.0,NaN,NaN
89677,3,35.25,1,35.25,NaN,35.25,35.25,35.25,NaN,0.0,NaN,NaN,35.25,0.0,NaN,NaN
90290,1,40.46,1,40.46,NaN,40.46,40.46,40.46,NaN,0.0,NaN,NaN,40.46,0.0,NaN,NaN
90380,3,24.91,1,24.91,NaN,24.91,24.91,24.91,NaN,0.0,NaN,NaN,24.91,0.0,NaN,NaN
90686,1,7.6,1,7.6,NaN,7.6,7.6,7.6,NaN,0.0,NaN,NaN,7.6,0.0,NaN,NaN
90873,3,11.7,1,11.7,NaN,11.7,11.7,11.7,NaN,0.0,NaN,NaN,11.7,0.0,NaN,NaN
90947,3,1100.44,1,1100.44,NaN,1100.44,1100.44,1100.44,NaN,0.0,NaN,NaN,1100.44,0.0,NaN,NaN
91026,3,3.18,1,3.18,NaN,3.18,3.18,3.18,NaN,0.0,NaN,NaN,3.18,0.0,NaN,NaN
50193,3,497.0,1,497.0,NaN,497.0,497.0,497.0,NaN,0.0,NaN,NaN,497.0,0.0,NaN,NaN
50197,3,315.96,1,315.96,NaN,315.96,315.96,315.96,NaN,0.0,NaN,NaN,315.96,0.0,NaN,NaN
50317,1,380.46,1,380.46,NaN,380.46,380.46,380.46,NaN,0.0,NaN,NaN,380.46,0.0,NaN,NaN
50384,3,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
50421,2,236.97,1,236.97,NaN,236.97,236.97,236.97,NaN,0.0,NaN,NaN,236.97,0.0,NaN,NaN
51217,2,590.0,1,590.0,NaN,590.0,590.0,590.0,NaN,0.0,NaN,NaN,590.0,0.0,NaN,NaN
51276,2,63.0,1,63.0,NaN,63.0,63.0,63.0,NaN,0.0,NaN,NaN,63.0,0.0,NaN,NaN
51307,3,382.66,1,382.66,NaN,382.66,382.66,382.66,NaN,0.0,NaN,NaN,382.66,0.0,NaN,NaN
51517,2,239.7,1,239.7,NaN,239.7,239.7,239.7,NaN,0.0,NaN,NaN,239.7,0.0,NaN,NaN
51953,2,346.8,1,346.8,NaN,346.8,346.8,346.8,NaN,0.0,NaN,NaN,346.8,0.0,NaN,NaN
52565,1,222.6,1,222.6,NaN,222.6,222.6,222.6,NaN,0.0,NaN,NaN,222.6,0.0,NaN,NaN
52579,2,20.3,1,20.3,NaN,20.3,20.3,20.3,NaN,0.0,NaN,NaN,20.3,0.0,NaN,NaN
52621,2,510.89,1,510.89,NaN,510.89,510.89,510.89,NaN,0.0,NaN,NaN,510.89,0.0,NaN,NaN
52732,3,229.56,1,229.56,NaN,229.56,229.56,229.56,NaN,0.0,NaN,NaN,229.56,0.0,NaN,NaN
52890,2,479.1,1,479.1,NaN,479.1,479.1,479.1,NaN,0.0,NaN,NaN,479.1,0.0,NaN,NaN
52981,2,309.48,1,309.48,NaN,309.48,309.48,309.48,NaN,0.0,NaN,NaN,309.48,0.0,NaN,NaN
53098,2,369.0,1,369.0,NaN,369.0,369.0,369.0,NaN,0.0,NaN,NaN,369.0,0.0,NaN,NaN
53121,3,145.75,1,145.75,NaN,145.75,145.75,145.75,NaN,0.0,NaN,NaN,145.75,0.0,NaN,NaN
53139,2,302.36,1,302.36,NaN,302.36,302.36,302.36,NaN,0.0,NaN,NaN,302.36,0.0,NaN,NaN
53843,1,165.0,1,165.0,NaN,165.0,165.0,165.0,NaN,0.0,NaN,NaN,165.0,0.0,NaN,NaN
53857,3,486.11,1,486.11,NaN,486.11,486.11,486.11,NaN,0.0,NaN,NaN,486.11,0.0,NaN,NaN
54102,3,191.55,1,191.55,NaN,191.55,191.55,191.55,NaN,0.0,NaN,NaN,191.55,0.0,NaN,NaN
54161,1,337.5,1,337.5,NaN,337.5,337.5,337.5,NaN,0.0,NaN,NaN,337.5,0.0,NaN,NaN
54251,3,150.88,1,150.88,NaN,150.88,150.88,150.88,NaN,0.0,NaN,NaN,150.88,0.0,NaN,NaN
54363,2,439.18,1,439.18,NaN,439.18,439.18,439.18,NaN,0.0,NaN,NaN,439.18,0.0,NaN,NaN
54396,1,177.5,1,177.5,NaN,177.5,177.5,177.5,NaN,0.0,NaN,NaN,177.5,0.0,NaN,NaN
54900,3,67.95,1,67.95,NaN,67.95,67.95,67.95,NaN,0.0,NaN,NaN,67.95,0.0,NaN,NaN
55293,3,160.15,1,160.15,NaN,160.15,160.15,160.15,NaN,0.0,NaN,NaN,160.15,0.0,NaN,NaN
55428,2,306.0,1,306.0,NaN,306.0,306.0,306.0,NaN,0.0,NaN,NaN,306.0,0.0,NaN,NaN
55508,2,1019.42,1,1019.42,NaN,1019.42,1019.42,1019.42,NaN,0.0,NaN,NaN,1019.42,0.0,NaN,NaN
55789,1,402.66,1,402.66,NaN,402.66,402.66,402.66,NaN,0.0,NaN,NaN,402.66,0.0,NaN,NaN
55790,2,402.66,1,402.66,NaN,402.66,402.66,402.66,NaN,0.0,NaN,NaN,402.66,0.0,NaN,NaN
55819,1,292.63,1,292.63,NaN,292.63,292.63,292.63,NaN,0.0,NaN,NaN,292.63,0.0,NaN,NaN
56352,3,310.78,1,310.78,NaN,310.78,310.78,310.78,NaN,0.0,NaN,NaN,310.78,0.0,NaN,NaN
56732,3,557.0,1,557.0,NaN,557.0,557.0,557.0,NaN,0.0,NaN,NaN,557.0,0.0,NaN,NaN
57451,3,622.5,1,622.5,NaN,622.5,622.5,622.5,NaN,0.0,NaN,NaN,622.5,0.0,NaN,NaN
57599,2,177.84,1,177.84,NaN,177.84,177.84,177.84,NaN,0.0,NaN,NaN,177.84,0.0,NaN,NaN
57822,3,114.56,1,114.56,NaN,114.56,114.56,114.56,NaN,0.0,NaN,NaN,114.56,0.0,NaN,NaN
57913,3,1649.58,1,1649.58,NaN,1649.58,1649.58,1649.58,NaN,0.0,NaN,NaN,1649.58,0.0,NaN,NaN
57918,1,247.6,1,247.6,NaN,247.6,247.6,247.6,NaN,0.0,NaN,NaN,247.6,0.0,NaN,NaN
58081,2,131.41,1,131.41,NaN,131.41,131.41,131.41,NaN,0.0,NaN,NaN,131.41,0.0,NaN,NaN
58679,2,136.6,1,136.6,NaN,136.6,136.6,136.6,NaN,0.0,NaN,NaN,136.6,0.0,NaN,NaN
58807,3,312.58,1,312.58,NaN,312.58,312.58,312.58,NaN,0.0,NaN,NaN,312.58,0.0,NaN,NaN
59464,3,744.41,1,744.41,NaN,744.41,744.41,744.41,NaN,0.0,NaN,NaN,744.41,0.0,NaN,NaN
59586,1,874.55,1,874.55,NaN,874.55,874.55,874.55,NaN,0.0,NaN,NaN,874.55,0.0,NaN,NaN
60045,1,258.85,1,258.85,NaN,258.85,258.85,258.85,NaN,0.0,NaN,NaN,258.85,0.0,NaN,NaN
60611,3,358.38,1,358.38,NaN,358.38,358.38,358.38,NaN,0.0,NaN,NaN,358.38,0.0,NaN,NaN
60756,2,354.35,1,354.35,NaN,354.35,354.35,354.35,NaN,0.0,NaN,NaN,354.35,0.0,NaN,NaN
60888,2,24.9,1,24.9,NaN,24.9,24.9,24.9,NaN,0.0,NaN,NaN,24.9,0.0,NaN,NaN
60967,3,797.26,1,797.26,NaN,797.26,797.26,797.26,NaN,0.0,NaN,NaN,797.26,0.0,NaN,NaN
61188,3,109.25,1,109.25,NaN,109.25,109.25,109.25,NaN,0.0,NaN,NaN,109.25,0.0,NaN,NaN
62003,2,9341.26,1,9341.26,NaN,9341.26,9341.26,9341.26,NaN,0.0,NaN,NaN,9341.26,0.0,NaN,NaN
62250,1,306.0,1,306.0,NaN,306.0,306.0,306.0,NaN,0.0,NaN,NaN,306.0,0.0,NaN,NaN
62270,3,496.49,1,496.49,NaN,496.49,496.49,496.49,NaN,0.0,NaN,NaN,496.49,0.0,NaN,NaN
62503,2,5176.12,1,5176.12,NaN,5176.12,5176.12,5176.12,NaN,0.0,NaN,NaN,5176.12,0.0,NaN,NaN
62515,1,319.25,1,319.25,NaN,319.25,319.25,319.25,NaN,0.0,NaN,NaN,319.25,0.0,NaN,NaN
62755,1,116.5,1,116.5,NaN,116.5,116.5,116.5,NaN,0.0,NaN,NaN,116.5,0.0,NaN,NaN
63056,1,99.47,1,99.47,NaN,99.47,99.47,99.47,NaN,0.0,NaN,NaN,99.47,0.0,NaN,NaN
63120,3,557.72,1,557.72,NaN,557.72,557.72,557.72,NaN,0.0,NaN,NaN,557.72,0.0,NaN,NaN
63135,3,339.6,1,339.6,NaN,339.6,339.6,339.6,NaN,0.0,NaN,NaN,339.6,0.0,NaN,NaN
63256,2,219.78,1,219.78,NaN,219.78,219.78,219.78,NaN,0.0,NaN,NaN,219.78,0.0,NaN,NaN
63508,2,537.0,1,537.0,NaN,537.0,537.0,537.0,NaN,0.0,NaN,NaN,537.0,0.0,NaN,NaN
