txn_id,sourceTimestamp_weekday,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
76922,3,1116.0,1,1116.0,NaN,1116.0,1116.0,1116.0,NaN,0.0,NaN,NaN,1116.0,0.0,NaN,NaN
77269,3,449.45,1,449.45,NaN,449.45,449.45,449.45,NaN,0.0,NaN,NaN,449.45,0.0,NaN,NaN
77326,3,306.45,1,306.45,NaN,306.45,306.45,306.45,NaN,0.0,NaN,NaN,306.45,0.0,NaN,NaN
77484,3,695.03,1,695.03,NaN,695.03,695.03,695.03,NaN,0.0,NaN,NaN,695.03,0.0,NaN,NaN
77503,3,148.72,1,148.72,NaN,148.72,148.72,148.72,NaN,0.0,NaN,NaN,148.72,0.0,NaN,NaN
77506,3,1090.93,1,1090.93,NaN,1090.93,1090.93,1090.93,NaN,0.0,NaN,NaN,1090.93,0.0,NaN,NaN
77892,3,163.96,1,163.96,NaN,163.96,163.96,163.96,NaN,0.0,NaN,NaN,163.96,0.0,NaN,NaN
77943,3,183.2,1,183.2,NaN,183.2,183.2,183.2,NaN,0.0,NaN,NaN,183.2,0.0,NaN,NaN
78004,3,312.82,1,312.82,NaN,312.82,312.82,312.82,NaN,0.0,NaN,NaN,312.82,0.0,NaN,NaN
78243,3,375.24,1,375.24,NaN,375.24,375.24,375.24,NaN,0.0,NaN,NaN,375.24,0.0,NaN,NaN
78363,3,321.07,1,321.07,NaN,321.07,321.07,321.07,NaN,0.0,NaN,NaN,321.07,0.0,NaN,NaN
78410,3,262.26,1,262.26,NaN,262.26,262.26,262.26,NaN,0.0,NaN,NaN,262.26,0.0,NaN,NaN
78675,3,44.39,1,44.39,NaN,44.39,44.39,44.39,NaN,0.0,NaN,NaN,44.39,0.0,NaN,NaN
78832,3,291.54,1,291.54,NaN,291.54,291.54,291.54,NaN,0.0,NaN,NaN,291.54,0.0,NaN,NaN
78955,3,132.64,1,132.64,NaN,132.64,132.64,132.64,NaN,0.0,NaN,NaN,132.64,0.0,NaN,NaN
79078,3,213.5,1,213.5,NaN,213.5,213.5,213.5,NaN,0.0,NaN,NaN,213.5,0.0,NaN,NaN
79394,3,125.4,1,125.4,NaN,125.4,125.4,125.4,NaN,0.0,NaN,NaN,125.4,0.0,NaN,NaN
79407,3,568.21,1,568.21,NaN,568.21,568.21,568.21,NaN,0.0,NaN,NaN,568.21,0.0,NaN,NaN
79948,3,262.68,1,262.68,NaN,262.68,262.68,262.68,NaN,0.0,NaN,NaN,262.68,0.0,NaN,NaN
80465,3,93.39,1,93.39,NaN,93.39,93.39,93.39,NaN,0.0,NaN,NaN,93.39,0.0,NaN,NaN
80473,3,495.78,1,495.78,NaN,495.78,495.78,495.78,NaN,0.0,NaN,NaN,495.78,0.0,NaN,NaN
80533,3,211.63,1,211.63,NaN,211.63,211.63,211.63,NaN,0.0,NaN,NaN,211.63,0.0,NaN,NaN
80722,3,426.06,1,426.06,NaN,426.06,426.06,426.06,NaN,0.0,NaN,NaN,426.06,0.0,NaN,NaN
81046,3,192.19,1,192.19,NaN,192.19,192.19,192.19,NaN,0.0,NaN,NaN,192.19,0.0,NaN,NaN
81111,3,307.56,1,307.56,NaN,307.56,307.56,307.56,NaN,0.0,NaN,NaN,307.56,0.0,NaN,NaN
81118,3,252.83,1,252.83,NaN,252.83,252.83,252.83,NaN,0.0,NaN,NaN,252.83,0.0,NaN,NaN
81474,3,722.14,1,722.14,NaN,722.14,722.14,722.14,NaN,0.0,NaN,NaN,722.14,0.0,NaN,NaN
81593,3,104.2,1,104.2,NaN,104.2,104.2,104.2,NaN,0.0,NaN,NaN,104.2,0.0,NaN,NaN
81922,3,324.74,1,324.74,NaN,324.74,324.74,324.74,NaN,0.0,NaN,NaN,324.74,0.0,NaN,NaN
82315,3,499.56,1,499.56,NaN,499.56,499.56,499.56,NaN,0.0,NaN,NaN,499.56,0.0,NaN,NaN
82350,3,245.1,1,245.1,NaN,245.1,245.1,245.1,NaN,0.0,NaN,NaN,245.1,0.0,NaN,NaN
82409,3,491.12,1,491.12,NaN,491.12,491.12,491.12,NaN,0.0,NaN,NaN,491.12,0.0,NaN,NaN
82628,3,696.12,1,696.12,NaN,696.12,696.12,696.12,NaN,0.0,NaN,NaN,696.12,0.0,NaN,NaN
83020,3,441.84,1,441.84,NaN,441.84,441.84,441.84,NaN,0.0,NaN,NaN,441.84,0.0,NaN,NaN
83205,3,271.99,1,271.99,NaN,271.99,271.99,271.99,NaN,0.0,NaN,NaN,271.99,0.0,NaN,NaN
83347,3,635.68,1,635.68,NaN,635.68,635.68,635.68,NaN,0.0,NaN,NaN,635.68,0.0,NaN,NaN
83683,3,179.5,1,179.5,NaN,179.5,179.5,179.5,NaN,0.0,NaN,NaN,179.5,0.0,NaN,NaN
83975,3,2238.51,1,2238.51,NaN,2238.51,2238.51,2238.51,NaN,0.0,NaN,NaN,2238.51,0.0,NaN,NaN
83976,3,2238.51,1,2238.51,NaN,2238.51,2238.51,2238.51,NaN,0.0,NaN,NaN,2238.51,0.0,NaN,NaN
84067,3,128.76,1,128.76,NaN,128.76,128.76,128.76,NaN,0.0,NaN,NaN,128.76,0.0,NaN,NaN
84209,3,96.89,1,96.89,NaN,96.89,96.89,96.89,NaN,0.0,NaN,NaN,96.89,0.0,NaN,NaN
84661,3,20.16,1,20.16,NaN,20.16,20.16,20.16,NaN,0.0,NaN,NaN,20.16,0.0,NaN,NaN
84819,3,42.05,1,42.05,NaN,42.05,42.05,42.05,NaN,0.0,NaN,NaN,42.05,0.0,NaN,NaN
85250,3,61.85,1,61.85,NaN,61.85,61.85,61.85,NaN,0.0,NaN,NaN,61.85,0.0,NaN,NaN
85371,3,71.9,1,71.9,NaN,71.9,71.9,71.9,NaN,0.0,NaN,NaN,71.9,0.0,NaN,NaN
85736,3,10.25,1,10.25,NaN,10.25,10.25,10.25,NaN,0.0,NaN,NaN,10.25,0.0,NaN,NaN
86241,3,4.25,1,4.25,NaN,4.25,4.25,4.25,NaN,0.0,NaN,NaN,4.25,0.0,NaN,NaN
86266,3,8.5,1,8.5,NaN,8.5,8.5,8.5,NaN,0.0,NaN,NaN,8.5,0.0,NaN,NaN
86407,3,31.39,1,31.39,NaN,31.39,31.39,31.39,NaN,0.0,NaN,NaN,31.39,0.0,NaN,NaN
86698,3,20.27,1,20.27,NaN,20.27,20.27,20.27,NaN,0.0,NaN,NaN,20.27,0.0,NaN,NaN
86751,3,7.65,1,7.65,NaN,7.65,7.65,7.65,NaN,0.0,NaN,NaN,7.65,0.0,NaN,NaN
86863,3,179.54,1,179.54,NaN,179.54,179.54,179.54,NaN,0.0,NaN,NaN,179.54,0.0,NaN,NaN
87290,3,17.4,1,17.4,NaN,17.4,17.4,17.4,NaN,0.0,NaN,NaN,17.4,0.0,NaN,NaN
87555,3,54.0,1,54.0,NaN,54.0,54.0,54.0,NaN,0.0,NaN,NaN,54.0,0.0,NaN,NaN
87618,3,7.7,1,7.7,NaN,7.7,7.7,7.7,NaN,0.0,NaN,NaN,7.7,0.0,NaN,NaN
87695,3,6.6,1,6.6,NaN,6.6,6.6,6.6,NaN,0.0,NaN,NaN,6.6,0.0,NaN,NaN
88276,3,13.92,1,13.92,NaN,13.92,13.92,13.92,NaN,0.0,NaN,NaN,13.92,0.0,NaN,NaN
89132,3,9.9,1,9.9,NaN,9.9,9.9,9.9,NaN,0.0,NaN,NaN,9.9,0.0,NaN,NaN
89168,3,41.25,1,41.25,NaN,41.25,41.25,41.25,NaN,0.0,NaN,NaN,41.25,0.0,NaN,NaN
89432,3,50.98,1,50.98,NaN,50.98,50.98,50.98,NaN,0.0,NaN,NaN,50.98,0.0,NaN,NaN
89604,3,53.1,1,53.1,NaN,53.1,53.1,53.1,NaN,0.0,NaN,NaN,53.1,0.0,NaN,NaN
89716,3,3.75,1,3.75,NaN,3.75,3.75,3.75,NaN,0.0,NaN,NaN,3.75,0.0,NaN,NaN
89872,3,60.18,1,60.18,NaN,60.18,60.18,60.18,NaN,0.0,NaN,NaN,60.18,0.0,NaN,NaN
90665,3,4.25,1,4.25,NaN,4.25,4.25,4.25,NaN,0.0,NaN,NaN,4.25,0.0,NaN,NaN
91079,3,9000.01,1,9000.01,NaN,9000.01,9000.01,9000.01,NaN,0.0,NaN,NaN,9000.01,0.0,NaN,NaN
50154,3,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
50420,3,183.3,1,183.3,NaN,183.3,183.3,183.3,NaN,0.0,NaN,NaN,183.3,0.0,NaN,NaN
50486,3,397.5,1,397.5,NaN,397.5,397.5,397.5,NaN,0.0,NaN,NaN,397.5,0.0,NaN,NaN
50602,3,126.43,1,126.43,NaN,126.43,126.43,126.43,NaN,0.0,NaN,NaN,126.43,0.0,NaN,NaN
51099,3,671.21,1,671.21,NaN,671.21,671.21,671.21,NaN,0.0,NaN,NaN,671.21,0.0,NaN,NaN
51190,3,376.3,1,376.3,NaN,376.3,376.3,376.3,NaN,0.0,NaN,NaN,376.3,0.0,NaN,NaN
51653,3,835.95,1,835.95,NaN,835.95,835.95,835.95,NaN,0.0,NaN,NaN,835.95,0.0,NaN,NaN
51987,3,2605.88,1,2605.88,NaN,2605.88,2605.88,2605.88,NaN,0.0,NaN,NaN,2605.88,0.0,NaN,NaN
52118,3,328.77,1,328.77,NaN,328.77,328.77,328.77,NaN,0.0,NaN,NaN,328.77,0.0,NaN,NaN
52171,3,1085.46,1,1085.46,NaN,1085.46,1085.46,1085.46,NaN,0.0,NaN,NaN,1085.46,0.0,NaN,NaN
52870,3,603.09,1,603.09,NaN,603.09,603.09,603.09,NaN,0.0,NaN,NaN,603.09,0.0,NaN,NaN
52899,3,1429.9,1,1429.9,NaN,1429.9,1429.9,1429.9,NaN,0.0,NaN,NaN,1429.9,0.0,NaN,NaN
53038,3,102.0,1,102.0,NaN,102.0,102.0,102.0,NaN,0.0,NaN,NaN,102.0,0.0,NaN,NaN
53117,3,670.8,1,670.8,NaN,670.8,670.8,670.8,NaN,0.0,NaN,NaN,670.8,0.0,NaN,NaN
53301,3,310.26,1,310.26,NaN,310.26,310.26,310.26,NaN,0.0,NaN,NaN,310.26,0.0,NaN,NaN
53506,3,304.02,1,304.02,NaN,304.02,304.02,304.02,NaN,0.0,NaN,NaN,304.02,0.0,NaN,NaN
53622,3,192.26,1,192.26,NaN,192.26,192.26,192.26,NaN,0.0,NaN,NaN,192.26,0.0,NaN,NaN
53655,3,116.06,1,116.06,NaN,116.06,116.06,116.06,NaN,0.0,NaN,NaN,116.06,0.0,NaN,NaN
54043,3,108.55,1,108.55,NaN,108.55,108.55,108.55,NaN,0.0,NaN,NaN,108.55,0.0,NaN,NaN
54350,3,123.95,1,123.95,NaN,123.95,123.95,123.95,NaN,0.0,NaN,NaN,123.95,0.0,NaN,NaN
54448,3,314.15,1,314.15,NaN,314.15,314.15,314.15,NaN,0.0,NaN,NaN,314.15,0.0,NaN,NaN
54876,3,165.0,1,165.0,NaN,165.0,165.0,165.0,NaN,0.0,NaN,NaN,165.0,0.0,NaN,NaN
55318,3,301.6,1,301.6,NaN,301.6,301.6,301.6,NaN,0.0,NaN,NaN,301.6,0.0,NaN,NaN
55550,3,8.25,1,8.25,NaN,8.25,8.25,8.25,NaN,0.0,NaN,NaN,8.25,0.0,NaN,NaN
55621,3,177.9,1,177.9,NaN,177.9,177.9,177.9,NaN,0.0,NaN,NaN,177.9,0.0,NaN,NaN
55733,3,892.95,1,892.95,NaN,892.95,892.95,892.95,NaN,0.0,NaN,NaN,892.95,0.0,NaN,NaN
55735,3,320.69,1,320.69,NaN,320.69,320.69,320.69,NaN,0.0,NaN,NaN,320.69,0.0,NaN,NaN
55877,3,417.96,1,417.96,NaN,417.96,417.96,417.96,NaN,0.0,NaN,NaN,417.96,0.0,NaN,NaN
55887,3,499.7,1,499.7,NaN,499.7,499.7,499.7,NaN,0.0,NaN,NaN,499.7,0.0,NaN,NaN
55914,3,114.07,1,114.07,NaN,114.07,114.07,114.07,NaN,0.0,NaN,NaN,114.07,0.0,NaN,NaN
56061,3,676.92,1,676.92,NaN,676.92,676.92,676.92,NaN,0.0,NaN,NaN,676.92,0.0,NaN,NaN
56399,3,122.07,1,122.07,NaN,122.07,122.07,122.07,NaN,0.0,NaN,NaN,122.07,0.0,NaN,NaN
56539,3,161.5,1,161.5,NaN,161.5,161.5,161.5,NaN,0.0,NaN,NaN,161.5,0.0,NaN,NaN
56654,3,263.04,1,263.04,NaN,263.04,263.04,263.04,NaN,0.0,NaN,NaN,263.04,0.0,NaN,NaN
56866,3,17.7,1,17.7,NaN,17.7,17.7,17.7,NaN,0.0,NaN,NaN,17.7,0.0,NaN,NaN
56961,3,232.6,1,232.6,NaN,232.6,232.6,232.6,NaN,0.0,NaN,NaN,232.6,0.0,NaN,NaN
57255,3,174.86,1,174.86,NaN,174.86,174.86,174.86,NaN,0.0,NaN,NaN,174.86,0.0,NaN,NaN
57663,3,330.5,1,330.5,NaN,330.5,330.5,330.5,NaN,0.0,NaN,NaN,330.5,0.0,NaN,NaN
58009,3,333.0,1,333.0,NaN,333.0,333.0,333.0,NaN,0.0,NaN,NaN,333.0,0.0,NaN,NaN
58057,3,73.77,1,73.77,NaN,73.77,73.77,73.77,NaN,0.0,NaN,NaN,73.77,0.0,NaN,NaN
58181,3,1407.86,1,1407.86,NaN,1407.86,1407.86,1407.86,NaN,0.0,NaN,NaN,1407.86,0.0,NaN,NaN
58325,3,179.73,1,179.73,NaN,179.73,179.73,179.73,NaN,0.0,NaN,NaN,179.73,0.0,NaN,NaN
58333,3,1001.82,1,1001.82,NaN,1001.82,1001.82,1001.82,NaN,0.0,NaN,NaN,1001.82,0.0,NaN,NaN
58722,3,180.09,1,180.09,NaN,180.09,180.09,180.09,NaN,0.0,NaN,NaN,180.09,0.0,NaN,NaN
59021,3,114.64,1,114.64,NaN,114.64,114.64,114.64,NaN,0.0,NaN,NaN,114.64,0.0,NaN,NaN
59141,3,415.7,1,415.7,NaN,415.7,415.7,415.7,NaN,0.0,NaN,NaN,415.7,0.0,NaN,NaN
59293,3,110.8,1,110.8,NaN,110.8,110.8,110.8,NaN,0.0,NaN,NaN,110.8,0.0,NaN,NaN
59954,3,141.68,1,141.68,NaN,141.68,141.68,141.68,NaN,0.0,NaN,NaN,141.68,0.0,NaN,NaN
60388,3,341.58,1,341.58,NaN,341.58,341.58,341.58,NaN,0.0,NaN,NaN,341.58,0.0,NaN,NaN
60706,3,592.41,1,592.41,NaN,592.41,592.41,592.41,NaN,0.0,NaN,NaN,592.41,0.0,NaN,NaN
60855,3,383.45,1,383.45,NaN,383.45,383.45,383.45,NaN,0.0,NaN,NaN,383.45,0.0,NaN,NaN
61061,3,223.22,1,223.22,NaN,223.22,223.22,223.22,NaN,0.0,NaN,NaN,223.22,0.0,NaN,NaN
61076,3,278.4,1,278.4,NaN,278.4,278.4,278.4,NaN,0.0,NaN,NaN,278.4,0.0,NaN,NaN
61620,3,71.82,1,71.82,NaN,71.82,71.82,71.82,NaN,0.0,NaN,NaN,71.82,0.0,NaN,NaN
61689,3,165.44,1,165.44,NaN,165.44,165.44,165.44,NaN,0.0,NaN,NaN,165.44,0.0,NaN,NaN
61723,3,298.88,1,298.88,NaN,298.88,298.88,298.88,NaN,0.0,NaN,NaN,298.88,0.0,NaN,NaN
61948,3,172.1,1,172.1,NaN,172.1,172.1,172.1,NaN,0.0,NaN,NaN,172.1,0.0,NaN,NaN
62116,3,507.14,1,507.14,NaN,507.14,507.14,507.14,NaN,0.0,NaN,NaN,507.14,0.0,NaN,NaN
62139,3,375.45,1,375.45,NaN,375.45,375.45,375.45,NaN,0.0,NaN,NaN,375.45,0.0,NaN,NaN
62294,3,306.45,1,306.45,NaN,306.45,306.45,306.45,NaN,0.0,NaN,NaN,306.45,0.0,NaN,NaN
62327,3,207.66,1,207.66,NaN,207.66,207.66,207.66,NaN,0.0,NaN,NaN,207.66,0.0,NaN,NaN
62638,3,294.73,1,294.73,NaN,294.73,294.73,294.73,NaN,0.0,NaN,NaN,294.73,0.0,NaN,NaN
62836,3,346.4,1,346.4,NaN,346.4,346.4,346.4,NaN,0.0,NaN,NaN,346.4,0.0,NaN,NaN
62978,3,797.65,1,797.65,NaN,797.65,797.65,797.65,NaN,0.0,NaN,NaN,797.65,0.0,NaN,NaN
63516,3,89.7,1,89.7,NaN,89.7,89.7,89.7,NaN,0.0,NaN,NaN,89.7,0.0,NaN,NaN
63543,3,157.58,1,157.58,NaN,157.58,157.58,157.58,NaN,0.0,NaN,NaN,157.58,0.0,NaN,NaN
63983,3,1939.52,1,1939.52,NaN,1939.52,1939.52,1939.52,NaN,0.0,NaN,NaN,1939.52,0.0,NaN,NaN
64014,3,262.25,1,262.25,NaN,262.25,262.25,262.25,NaN,0.0,NaN,NaN,262.25,0.0,NaN,NaN
64265,3,133.62,1,133.62,NaN,133.62,133.62,133.62,NaN,0.0,NaN,NaN,133.62,0.0,NaN,NaN
64267,3,254.31,1,254.31,NaN,254.31,254.31,254.31,NaN,0.0,NaN,NaN,254.31,0.0,NaN,NaN
64809,3,149.2,1,149.2,NaN,149.2,149.2,149.2,NaN,0.0,NaN,NaN,149.2,0.0,NaN,NaN
64819,3,1266.66,1,1266.66,NaN,1266.66,1266.66,1266.66,NaN,0.0,NaN,NaN,1266.66,0.0,NaN,NaN
65209,3,13.05,1,13.05,NaN,13.05,13.05,13.05,NaN,0.0,NaN,NaN,13.05,0.0,NaN,NaN
65257,3,245.5,1,245.5,NaN,245.5,245.5,245.5,NaN,0.0,NaN,NaN,245.5,0.0,NaN,NaN
65305,3,318.02,1,318.02,NaN,318.02,318.02,318.02,NaN,0.0,NaN,NaN,318.02,0.0,NaN,NaN
65438,3,1965.74,1,1965.74,NaN,1965.74,1965.74,1965.74,NaN,0.0,NaN,NaN,1965.74,0.0,NaN,NaN
65636,3,183.56,1,183.56,NaN,183.56,183.56,183.56,NaN,0.0,NaN,NaN,183.56,0.0,NaN,NaN
65836,3,374.4,1,374.4,NaN,374.4,374.4,374.4,NaN,0.0,NaN,NaN,374.4,0.0,NaN,NaN
65840,3,168.55,1,168.55,NaN,168.55,168.55,168.55,NaN,0.0,NaN,NaN,168.55,0.0,NaN,NaN
66469,3,227.95,1,227.95,NaN,227.95,227.95,227.95,NaN,0.0,NaN,NaN,227.95,0.0,NaN,NaN
66634,3,431.57,1,431.57,NaN,431.57,431.57,431.57,NaN,0.0,NaN,NaN,431.57,0.0,NaN,NaN
66665,3,437.38,1,437.38,NaN,437.38,437.38,437.38,NaN,0.0,NaN,NaN,437.38,0.0,NaN,NaN
67118,3,302.92,1,302.92,NaN,302.92,302.92,302.92,NaN,0.0,NaN,NaN,302.92,0.0,NaN,NaN
67184,3,515.72,1,515.72,NaN,515.72,515.72,515.72,NaN,0.0,NaN,NaN,515.72,0.0,NaN,NaN
67807,3,299.28,1,299.28,NaN,299.28,299.28,299.28,NaN,0.0,NaN,NaN,299.28,0.0,NaN,NaN
68193,3,734.0,1,734.0,NaN,734.0,734.0,734.0,NaN,0.0,NaN,NaN,734.0,0.0,NaN,NaN
68454,3,897.8,1,897.8,NaN,897.8,897.8,897.8,NaN,0.0,NaN,NaN,897.8,0.0,NaN,NaN
68658,3,432.0,1,432.0,NaN,432.0,432.0,432.0,NaN,0.0,NaN,NaN,432.0,0.0,NaN,NaN
68983,3,301.17,1,301.17,NaN,301.17,301.17,301.17,NaN,0.0,NaN,NaN,301.17,0.0,NaN,NaN
69032,3,615.5,1,615.5,NaN,615.5,615.5,615.5,NaN,0.0,NaN,NaN,615.5,0.0,NaN,NaN
69083,3,1062.84,1,1062.84,NaN,1062.84,1062.84,1062.84,NaN,0.0,NaN,NaN,1062.84,0.0,NaN,NaN
69308,3,325.51,1,325.51,NaN,325.51,325.51,325.51,NaN,0.0,NaN,NaN,325.51,0.0,NaN,NaN
69682,3,138.68,1,138.68,NaN,138.68,138.68,138.68,NaN,0.0,NaN,NaN,138.68,0.0,NaN,NaN
69815,3,300.63,1,300.63,NaN,300.63,300.63,300.63,NaN,0.0,NaN,NaN,300.63,0.0,NaN,NaN
70193,3,333.93,1,333.93,NaN,333.93,333.93,333.93,NaN,0.0,NaN,NaN,333.93,0.0,NaN,NaN
70316,3,186.62,1,186.62,NaN,186.62,186.62,186.62,NaN,0.0,NaN,NaN,186.62,0.0,NaN,NaN
70461,3,630.39,1,630.39,NaN,630.39,630.39,630.39,NaN,0.0,NaN,NaN,630.39,0.0,NaN,NaN
70797,3,303.78,1,303.78,NaN,303.78,303.78,303.78,NaN,0.0,NaN,NaN,303.78,0.0,NaN,NaN
71061,3,1330.44,1,1330.44,NaN,1330.44,1330.44,1330.44,NaN,0.0,NaN,NaN,1330.44,0.0,NaN,NaN
71205,3,249.76,1,249.76,NaN,249.76,249.76,249.76,NaN,0.0,NaN,NaN,249.76,0.0,NaN,NaN
71421,3,124.5,1,124.5,NaN,124.5,124.5,124.5,NaN,0.0,NaN,NaN,124.5,0.0,NaN,NaN
71500,3,195.42,1,195.42,NaN,195.42,195.42,195.42,NaN,0.0,NaN,NaN,195.42,0.0,NaN,NaN
71914,3,318.4,1,318.4,NaN,318.4,318.4,318.4,NaN,0.0,NaN,NaN,318.4,0.0,NaN,NaN
71942,3,584.4,1,584.4,NaN,584.4,584.4,584.4,NaN,0.0,NaN,NaN,584.4,0.0,NaN,NaN
72101,3,103.3,1,103.3,NaN,103.3,103.3,103.3,NaN,0.0,NaN,NaN,103.3,0.0,NaN,NaN
72416,3,621.66,1,621.66,NaN,621.66,621.66,621.66,NaN,0.0,NaN,NaN,621.66,0.0,NaN,NaN
72730,3,271.28,1,271.28,NaN,271.28,271.28,271.28,NaN,0.0,NaN,NaN,271.28,0.0,NaN,NaN
72872,3,75.0,1,75.0,NaN,75.0,75.0,75.0,NaN,0.0,NaN,NaN,75.0,0.0,NaN,NaN
72879,3,165.32,1,165.32,NaN,165.32,165.32,165.32,NaN,0.0,NaN,NaN,165.32,0.0,NaN,NaN
72939,3,181.6,1,181.6,NaN,181.6,181.6,181.6,NaN,0.0,NaN,NaN,181.6,0.0,NaN,NaN
73236,3,227.0,1,227.0,NaN,227.0,227.0,227.0,NaN,0.0,NaN,NaN,227.0,0.0,NaN,NaN
73751,3,588.88,1,588.88,NaN,588.88,588.88,588.88,NaN,0.0,NaN,NaN,588.88,0.0,NaN,NaN
73948,3,282.69,1,282.69,NaN,282.69,282.69,282.69,NaN,0.0,NaN,NaN,282.69,0.0,NaN,NaN
74135,3,60.0,1,60.0,NaN,60.0,60.0,60.0,NaN,0.0,NaN,NaN,60.0,0.0,NaN,NaN
74198,3,447.3,1,447.3,NaN,447.3,447.3,447.3,NaN,0.0,NaN,NaN,447.3,0.0,NaN,NaN
74225,3,400.61,1,400.61,NaN,400.61,400.61,400.61,NaN,0.0,NaN,NaN,400.61,0.0,NaN,NaN
74536,3,170.2,1,170.2,NaN,170.2,170.2,170.2,NaN,0.0,NaN,NaN,170.2,0.0,NaN,NaN
75265,3,492.05,1,492.05,NaN,492.05,492.05,492.05,NaN,0.0,NaN,NaN,492.05,0.0,NaN,NaN
75805,3,1491.59,1,1491.59,NaN,1491.59,1491.59,1491.59,NaN,0.0,NaN,NaN,1491.59,0.0,NaN,NaN
75856,3,1881.86,1,1881.86,NaN,1881.86,1881.86,1881.86,NaN,0.0,NaN,NaN,1881.86,0.0,NaN,NaN
76069,3,405.02,1,405.02,NaN,405.02,405.02,405.02,NaN,0.0,NaN,NaN,405.02,0.0,NaN,NaN
76095,3,214.45,1,214.45,NaN,214.45,214.45,214.45,NaN,0.0,NaN,NaN,214.45,0.0,NaN,NaN
76144,3,292.0,1,292.0,NaN,292.0,292.0,292.0,NaN,0.0,NaN,NaN,292.0,0.0,NaN,NaN
76251,3,348.91,1,348.91,NaN,348.91,348.91,348.91,NaN,0.0,NaN,NaN,348.91,0.0,NaN,NaN
76687,3,306.0,1,306.0,NaN,306.0,306.0,306.0,NaN,0.0,NaN,NaN,306.0,0.0,NaN,NaN
77225,3,306.91,1,306.91,NaN,306.91,306.91,306.91,NaN,0.0,NaN,NaN,306.91,0.0,NaN,NaN
77381,3,245.3,1,245.3,NaN,245.3,245.3,245.3,NaN,0.0,NaN,NaN,245.3,0.0,NaN,NaN
78048,3,215.22,1,215.22,NaN,215.22,215.22,215.22,NaN,0.0,NaN,NaN,215.22,0.0,NaN,NaN
78591,3,445.91,1,445.91,NaN,445.91,445.91,445.91,NaN,0.0,NaN,NaN,445.91,0.0,NaN,NaN
78623,3,194.15,1,194.15,NaN,194.15,194.15,194.15,NaN,0.0,NaN,NaN,194.15,0.0,NaN,NaN
78626,3,230.51,1,230.51,NaN,230.51,230.51,230.51,NaN,0.0,NaN,NaN,230.51,0.0,NaN,NaN
78628,3,1524.77,1,1524.77,NaN,1524.77,1524.77,1524.77,NaN,0.0,NaN,NaN,1524.77,0.0,NaN,NaN
79039,3,135.6,1,135.6,NaN,135.6,135.6,135.6,NaN,0.0,NaN,NaN,135.6,0.0,NaN,NaN
79273,3,249.72,1,249.72,NaN,249.72,249.72,249.72,NaN,0.0,NaN,NaN,249.72,0.0,NaN,NaN
79580,3,515.18,1,515.18,NaN,515.18,515.18,515.18,NaN,0.0,NaN,NaN,515.18,0.0,NaN,NaN
79620,3,336.8,1,336.8,NaN,336.8,336.8,336.8,NaN,0.0,NaN,NaN,336.8,0.0,NaN,NaN
79755,3,524.9,1,524.9,NaN,524.9,524.9,524.9,NaN,0.0,NaN,NaN,524.9,0.0,NaN,NaN
79808,3,471.6,1,471.6,NaN,471.6,471.6,471.6,NaN,0.0,NaN,NaN,471.6,0.0,NaN,NaN
80370,3,237.6,1,237.6,NaN,237.6,237.6,237.6,NaN,0.0,NaN,NaN,237.6,0.0,NaN,NaN
80592,3,133.02,1,133.02,NaN,133.02,133.02,133.02,NaN,0.0,NaN,NaN,133.02,0.0,NaN,NaN
80608,3,331.55,1,331.55,NaN,331.55,331.55,331.55,NaN,0.0,NaN,NaN,331.55,0.0,NaN,NaN
80681,3,295.14,1,295.14,NaN,295.14,295.14,295.14,NaN,0.0,NaN,NaN,295.14,0.0,NaN,NaN
81155,3,362.48,1,362.48,NaN,362.48,362.48,362.48,NaN,0.0,NaN,NaN,362.48,0.0,NaN,NaN
81181,3,127.61,1,127.61,NaN,127.61,127.61,127.61,NaN,0.0,NaN,NaN,127.61,0.0,NaN,NaN
81517,3,301.25,1,301.25,NaN,301.25,301.25,301.25,NaN,0.0,NaN,NaN,301.25,0.0,NaN,NaN
81616,3,176.94,1,176.94,NaN,176.94,176.94,176.94,NaN,0.0,NaN,NaN,176.94,0.0,NaN,NaN
81619,3,392.4,1,392.4,NaN,392.4,392.4,392.4,NaN,0.0,NaN,NaN,392.4,0.0,NaN,NaN
81996,3,318.17,1,318.17,NaN,318.17,318.17,318.17,NaN,0.0,NaN,NaN,318.17,0.0,NaN,NaN
82504,3,643.0,1,643.0,NaN,643.0,643.0,643.0,NaN,0.0,NaN,NaN,643.0,0.0,NaN,NaN
82763,3,223.61,1,223.61,NaN,223.61,223.61,223.61,NaN,0.0,NaN,NaN,223.61,0.0,NaN,NaN
82964,3,173.15,1,173.15,NaN,173.15,173.15,173.15,NaN,0.0,NaN,NaN,173.15,0.0,NaN,NaN
