txn_id,lastReviewTime_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
64710,15,302.62,1,302.62,NaN,302.62,302.62,302.62,NaN,0.0,NaN,NaN,302.62,0.0,NaN,NaN
64886,27,325.36,1,325.36,NaN,325.36,325.36,325.36,NaN,0.0,NaN,NaN,325.36,0.0,NaN,NaN
65048,21,810.6,1,810.6,NaN,810.6,810.6,810.6,NaN,0.0,NaN,NaN,810.6,0.0,NaN,NaN
65072,10,214.2,1,214.2,NaN,214.2,214.2,214.2,NaN,0.0,NaN,NaN,214.2,0.0,NaN,NaN
65246,8,252.63,1,252.63,NaN,252.63,252.63,252.63,NaN,0.0,NaN,NaN,252.63,0.0,NaN,NaN
66450,18,4146.34,1,4146.34,NaN,4146.34,4146.34,4146.34,NaN,0.0,NaN,NaN,4146.34,0.0,NaN,NaN
66637,28,109.0,1,109.0,NaN,109.0,109.0,109.0,NaN,0.0,NaN,NaN,109.0,0.0,NaN,NaN
66646,15,215.85,1,215.85,NaN,215.85,215.85,215.85,NaN,0.0,NaN,NaN,215.85,0.0,NaN,NaN
67029,14,865.62,1,865.62,NaN,865.62,865.62,865.62,NaN,0.0,NaN,NaN,865.62,0.0,NaN,NaN
67109,10,309.07,1,309.07,NaN,309.07,309.07,309.07,NaN,0.0,NaN,NaN,309.07,0.0,NaN,NaN
67455,26,107.4,1,107.4,NaN,107.4,107.4,107.4,NaN,0.0,NaN,NaN,107.4,0.0,NaN,NaN
67556,21,705.3,1,705.3,NaN,705.3,705.3,705.3,NaN,0.0,NaN,NaN,705.3,0.0,NaN,NaN
68027,31,685.1,1,685.1,NaN,685.1,685.1,685.1,NaN,0.0,NaN,NaN,685.1,0.0,NaN,NaN
68068,15,412.93,1,412.93,NaN,412.93,412.93,412.93,NaN,0.0,NaN,NaN,412.93,0.0,NaN,NaN
68245,27,451.13,1,451.13,NaN,451.13,451.13,451.13,NaN,0.0,NaN,NaN,451.13,0.0,NaN,NaN
68309,22,462.75,1,462.75,NaN,462.75,462.75,462.75,NaN,0.0,NaN,NaN,462.75,0.0,NaN,NaN
68996,13,114.77,1,114.77,NaN,114.77,114.77,114.77,NaN,0.0,NaN,NaN,114.77,0.0,NaN,NaN
69157,15,118.8,1,118.8,NaN,118.8,118.8,118.8,NaN,0.0,NaN,NaN,118.8,0.0,NaN,NaN
69293,19,316.38,1,316.38,NaN,316.38,316.38,316.38,NaN,0.0,NaN,NaN,316.38,0.0,NaN,NaN
69720,5,138.32,1,138.32,NaN,138.32,138.32,138.32,NaN,0.0,NaN,NaN,138.32,0.0,NaN,NaN
70165,6,742.8,1,742.8,NaN,742.8,742.8,742.8,NaN,0.0,NaN,NaN,742.8,0.0,NaN,NaN
70393,20,305.02,1,305.02,NaN,305.02,305.02,305.02,NaN,0.0,NaN,NaN,305.02,0.0,NaN,NaN
70444,9,453.79,1,453.79,NaN,453.79,453.79,453.79,NaN,0.0,NaN,NaN,453.79,0.0,NaN,NaN
70694,11,706.22,1,706.22,NaN,706.22,706.22,706.22,NaN,0.0,NaN,NaN,706.22,0.0,NaN,NaN
70742,8,86.1,1,86.1,NaN,86.1,86.1,86.1,NaN,0.0,NaN,NaN,86.1,0.0,NaN,NaN
71191,9,49.5,1,49.5,NaN,49.5,49.5,49.5,NaN,0.0,NaN,NaN,49.5,0.0,NaN,NaN
71633,28,125.0,1,125.0,NaN,125.0,125.0,125.0,NaN,0.0,NaN,NaN,125.0,0.0,NaN,NaN
71897,30,309.79,1,309.79,NaN,309.79,309.79,309.79,NaN,0.0,NaN,NaN,309.79,0.0,NaN,NaN
72208,20,207.57,1,207.57,NaN,207.57,207.57,207.57,NaN,0.0,NaN,NaN,207.57,0.0,NaN,NaN
72851,11,10267.88,1,10267.88,NaN,10267.88,10267.88,10267.88,NaN,0.0,NaN,NaN,10267.88,0.0,NaN,NaN
72852,2,92.35,1,92.35,NaN,92.35,92.35,92.35,NaN,0.0,NaN,NaN,92.35,0.0,NaN,NaN
73096,28,683.58,1,683.58,NaN,683.58,683.58,683.58,NaN,0.0,NaN,NaN,683.58,0.0,NaN,NaN
73553,5,130.05,1,130.05,NaN,130.05,130.05,130.05,NaN,0.0,NaN,NaN,130.05,0.0,NaN,NaN
73554,11,310.0,1,310.0,NaN,310.0,310.0,310.0,NaN,0.0,NaN,NaN,310.0,0.0,NaN,NaN
73678,14,358.9,1,358.9,NaN,358.9,358.9,358.9,NaN,0.0,NaN,NaN,358.9,0.0,NaN,NaN
73807,18,417.2,1,417.2,NaN,417.2,417.2,417.2,NaN,0.0,NaN,NaN,417.2,0.0,NaN,NaN
74025,16,2748.0,1,2748.0,NaN,2748.0,2748.0,2748.0,NaN,0.0,NaN,NaN,2748.0,0.0,NaN,NaN
74310,10,669.6,1,669.6,NaN,669.6,669.6,669.6,NaN,0.0,NaN,NaN,669.6,0.0,NaN,NaN
74631,23,346.68,1,346.68,NaN,346.68,346.68,346.68,NaN,0.0,NaN,NaN,346.68,0.0,NaN,NaN
75267,22,192.25,1,192.25,NaN,192.25,192.25,192.25,NaN,0.0,NaN,NaN,192.25,0.0,NaN,NaN
76340,12,1181.52,1,1181.52,NaN,1181.52,1181.52,1181.52,NaN,0.0,NaN,NaN,1181.52,0.0,NaN,NaN
76369,25,284.68,1,284.68,NaN,284.68,284.68,284.68,NaN,0.0,NaN,NaN,284.68,0.0,NaN,NaN
76588,15,62.4,1,62.4,NaN,62.4,62.4,62.4,NaN,0.0,NaN,NaN,62.4,0.0,NaN,NaN
76635,5,111.96,1,111.96,NaN,111.96,111.96,111.96,NaN,0.0,NaN,NaN,111.96,0.0,NaN,NaN
76703,27,284.98,1,284.98,NaN,284.98,284.98,284.98,NaN,0.0,NaN,NaN,284.98,0.0,NaN,NaN
76795,31,1097.24,1,1097.24,NaN,1097.24,1097.24,1097.24,NaN,0.0,NaN,NaN,1097.24,0.0,NaN,NaN
76912,18,399.5,1,399.5,NaN,399.5,399.5,399.5,NaN,0.0,NaN,NaN,399.5,0.0,NaN,NaN
77067,30,760.74,1,760.74,NaN,760.74,760.74,760.74,NaN,0.0,NaN,NaN,760.74,0.0,NaN,NaN
77241,31,1718.4,1,1718.4,NaN,1718.4,1718.4,1718.4,NaN,0.0,NaN,NaN,1718.4,0.0,NaN,NaN
77943,3,183.2,1,183.2,NaN,183.2,183.2,183.2,NaN,0.0,NaN,NaN,183.2,0.0,NaN,NaN
77986,28,600.22,1,600.22,NaN,600.22,600.22,600.22,NaN,0.0,NaN,NaN,600.22,0.0,NaN,NaN
77988,21,375.72,1,375.72,NaN,375.72,375.72,375.72,NaN,0.0,NaN,NaN,375.72,0.0,NaN,NaN
78205,24,111.08,1,111.08,NaN,111.08,111.08,111.08,NaN,0.0,NaN,NaN,111.08,0.0,NaN,NaN
78306,22,347.35,1,347.35,NaN,347.35,347.35,347.35,NaN,0.0,NaN,NaN,347.35,0.0,NaN,NaN
78443,7,5292.72,1,5292.72,NaN,5292.72,5292.72,5292.72,NaN,0.0,NaN,NaN,5292.72,0.0,NaN,NaN
78776,13,403.2,1,403.2,NaN,403.2,403.2,403.2,NaN,0.0,NaN,NaN,403.2,0.0,NaN,NaN
78955,3,132.64,1,132.64,NaN,132.64,132.64,132.64,NaN,0.0,NaN,NaN,132.64,0.0,NaN,NaN
79169,17,311.19,1,311.19,NaN,311.19,311.19,311.19,NaN,0.0,NaN,NaN,311.19,0.0,NaN,NaN
79225,25,270.9,1,270.9,NaN,270.9,270.9,270.9,NaN,0.0,NaN,NaN,270.9,0.0,NaN,NaN
79233,17,663.49,1,663.49,NaN,663.49,663.49,663.49,NaN,0.0,NaN,NaN,663.49,0.0,NaN,NaN
79310,30,474.4,1,474.4,NaN,474.4,474.4,474.4,NaN,0.0,NaN,NaN,474.4,0.0,NaN,NaN
79311,12,474.4,1,474.4,NaN,474.4,474.4,474.4,NaN,0.0,NaN,NaN,474.4,0.0,NaN,NaN
79370,19,111.39,1,111.39,NaN,111.39,111.39,111.39,NaN,0.0,NaN,NaN,111.39,0.0,NaN,NaN
79540,2,296.98,1,296.98,NaN,296.98,296.98,296.98,NaN,0.0,NaN,NaN,296.98,0.0,NaN,NaN
79757,12,305.28,1,305.28,NaN,305.28,305.28,305.28,NaN,0.0,NaN,NaN,305.28,0.0,NaN,NaN
79813,4,718.71,1,718.71,NaN,718.71,718.71,718.71,NaN,0.0,NaN,NaN,718.71,0.0,NaN,NaN
80155,21,440.0,1,440.0,NaN,440.0,440.0,440.0,NaN,0.0,NaN,NaN,440.0,0.0,NaN,NaN
80229,29,598.73,1,598.73,NaN,598.73,598.73,598.73,NaN,0.0,NaN,NaN,598.73,0.0,NaN,NaN
80269,9,261.3,1,261.3,NaN,261.3,261.3,261.3,NaN,0.0,NaN,NaN,261.3,0.0,NaN,NaN
80587,11,280.97,1,280.97,NaN,280.97,280.97,280.97,NaN,0.0,NaN,NaN,280.97,0.0,NaN,NaN
80722,3,426.06,1,426.06,NaN,426.06,426.06,426.06,NaN,0.0,NaN,NaN,426.06,0.0,NaN,NaN
81008,4,125.48,1,125.48,NaN,125.48,125.48,125.48,NaN,0.0,NaN,NaN,125.48,0.0,NaN,NaN
81115,9,150.3,1,150.3,NaN,150.3,150.3,150.3,NaN,0.0,NaN,NaN,150.3,0.0,NaN,NaN
81189,2,320.89,1,320.89,NaN,320.89,320.89,320.89,NaN,0.0,NaN,NaN,320.89,0.0,NaN,NaN
81600,29,290.0,1,290.0,NaN,290.0,290.0,290.0,NaN,0.0,NaN,NaN,290.0,0.0,NaN,NaN
81767,4,164.7,1,164.7,NaN,164.7,164.7,164.7,NaN,0.0,NaN,NaN,164.7,0.0,NaN,NaN
82219,31,470.9,1,470.9,NaN,470.9,470.9,470.9,NaN,0.0,NaN,NaN,470.9,0.0,NaN,NaN
82284,15,267.4,1,267.4,NaN,267.4,267.4,267.4,NaN,0.0,NaN,NaN,267.4,0.0,NaN,NaN
82374,18,264.53,1,264.53,NaN,264.53,264.53,264.53,NaN,0.0,NaN,NaN,264.53,0.0,NaN,NaN
82455,9,300.16,1,300.16,NaN,300.16,300.16,300.16,NaN,0.0,NaN,NaN,300.16,0.0,NaN,NaN
82530,24,367.78,1,367.78,NaN,367.78,367.78,367.78,NaN,0.0,NaN,NaN,367.78,0.0,NaN,NaN
82608,30,179.7,1,179.7,NaN,179.7,179.7,179.7,NaN,0.0,NaN,NaN,179.7,0.0,NaN,NaN
82757,20,146.91,1,146.91,NaN,146.91,146.91,146.91,NaN,0.0,NaN,NaN,146.91,0.0,NaN,NaN
82816,20,30.0,1,30.0,NaN,30.0,30.0,30.0,NaN,0.0,NaN,NaN,30.0,0.0,NaN,NaN
83071,29,633.38,1,633.38,NaN,633.38,633.38,633.38,NaN,0.0,NaN,NaN,633.38,0.0,NaN,NaN
83200,29,264.99,1,264.99,NaN,264.99,264.99,264.99,NaN,0.0,NaN,NaN,264.99,0.0,NaN,NaN
83214,25,310.93,1,310.93,NaN,310.93,310.93,310.93,NaN,0.0,NaN,NaN,310.93,0.0,NaN,NaN
83340,7,52.09,1,52.09,NaN,52.09,52.09,52.09,NaN,0.0,NaN,NaN,52.09,0.0,NaN,NaN
83649,28,791.04,1,791.04,NaN,791.04,791.04,791.04,NaN,0.0,NaN,NaN,791.04,0.0,NaN,NaN
84128,30,1095.95,1,1095.95,NaN,1095.95,1095.95,1095.95,NaN,0.0,NaN,NaN,1095.95,0.0,NaN,NaN
84986,10,3.75,1,3.75,NaN,3.75,3.75,3.75,NaN,0.0,NaN,NaN,3.75,0.0,NaN,NaN
85308,15,19.9,1,19.9,NaN,19.9,19.9,19.9,NaN,0.0,NaN,NaN,19.9,0.0,NaN,NaN
85392,15,152.64,1,152.64,NaN,152.64,152.64,152.64,NaN,0.0,NaN,NaN,152.64,0.0,NaN,NaN
85844,9,17.7,1,17.7,NaN,17.7,17.7,17.7,NaN,0.0,NaN,NaN,17.7,0.0,NaN,NaN
85969,6,12.75,1,12.75,NaN,12.75,12.75,12.75,NaN,0.0,NaN,NaN,12.75,0.0,NaN,NaN
86130,27,4.3,1,4.3,NaN,4.3,4.3,4.3,NaN,0.0,NaN,NaN,4.3,0.0,NaN,NaN
86203,25,15.05,1,15.05,NaN,15.05,15.05,15.05,NaN,0.0,NaN,NaN,15.05,0.0,NaN,NaN
86215,15,162.24,1,162.24,NaN,162.24,162.24,162.24,NaN,0.0,NaN,NaN,162.24,0.0,NaN,NaN
86886,5,557.72,1,557.72,NaN,557.72,557.72,557.72,NaN,0.0,NaN,NaN,557.72,0.0,NaN,NaN
87230,23,3.95,1,3.95,NaN,3.95,3.95,3.95,NaN,0.0,NaN,NaN,3.95,0.0,NaN,NaN
87641,26,12.75,1,12.75,NaN,12.75,12.75,12.75,NaN,0.0,NaN,NaN,12.75,0.0,NaN,NaN
87930,22,125.0,1,125.0,NaN,125.0,125.0,125.0,NaN,0.0,NaN,NaN,125.0,0.0,NaN,NaN
87931,22,16.95,1,16.95,NaN,16.95,16.95,16.95,NaN,0.0,NaN,NaN,16.95,0.0,NaN,NaN
88348,13,452.42,1,452.42,NaN,452.42,452.42,452.42,NaN,0.0,NaN,NaN,452.42,0.0,NaN,NaN
88730,8,3.75,1,3.75,NaN,3.75,3.75,3.75,NaN,0.0,NaN,NaN,3.75,0.0,NaN,NaN
88758,23,9.95,1,9.95,NaN,9.95,9.95,9.95,NaN,0.0,NaN,NaN,9.95,0.0,NaN,NaN
89322,11,2.08,1,2.08,NaN,2.08,2.08,2.08,NaN,0.0,NaN,NaN,2.08,0.0,NaN,NaN
89404,9,39.8,1,39.8,NaN,39.8,39.8,39.8,NaN,0.0,NaN,NaN,39.8,0.0,NaN,NaN
89693,15,17.0,1,17.0,NaN,17.0,17.0,17.0,NaN,0.0,NaN,NaN,17.0,0.0,NaN,NaN
89837,21,464.9,1,464.9,NaN,464.9,464.9,464.9,NaN,0.0,NaN,NaN,464.9,0.0,NaN,NaN
90176,2,16.3,1,16.3,NaN,16.3,16.3,16.3,NaN,0.0,NaN,NaN,16.3,0.0,NaN,NaN
90270,16,9.95,1,9.95,NaN,9.95,9.95,9.95,NaN,0.0,NaN,NaN,9.95,0.0,NaN,NaN
90340,20,20.8,1,20.8,NaN,20.8,20.8,20.8,NaN,0.0,NaN,NaN,20.8,0.0,NaN,NaN
90341,5,20.8,1,20.8,NaN,20.8,20.8,20.8,NaN,0.0,NaN,NaN,20.8,0.0,NaN,NaN
90486,27,32.1,1,32.1,NaN,32.1,32.1,32.1,NaN,0.0,NaN,NaN,32.1,0.0,NaN,NaN
90621,20,5.9,1,5.9,NaN,5.9,5.9,5.9,NaN,0.0,NaN,NaN,5.9,0.0,NaN,NaN
90903,16,8.7,1,8.7,NaN,8.7,8.7,8.7,NaN,0.0,NaN,NaN,8.7,0.0,NaN,NaN
50043,13,1825.74,1,1825.74,NaN,1825.74,1825.74,1825.74,NaN,0.0,NaN,NaN,1825.74,0.0,NaN,NaN
50045,30,318.14,1,318.14,NaN,318.14,318.14,318.14,NaN,0.0,NaN,NaN,318.14,0.0,NaN,NaN
50171,10,172.54,1,172.54,NaN,172.54,172.54,172.54,NaN,0.0,NaN,NaN,172.54,0.0,NaN,NaN
50363,6,390.66,1,390.66,NaN,390.66,390.66,390.66,NaN,0.0,NaN,NaN,390.66,0.0,NaN,NaN
50428,11,406.56,1,406.56,NaN,406.56,406.56,406.56,NaN,0.0,NaN,NaN,406.56,0.0,NaN,NaN
50436,4,303.96,1,303.96,NaN,303.96,303.96,303.96,NaN,0.0,NaN,NaN,303.96,0.0,NaN,NaN
50615,12,350.68,1,350.68,NaN,350.68,350.68,350.68,NaN,0.0,NaN,NaN,350.68,0.0,NaN,NaN
50660,12,722.36,1,722.36,NaN,722.36,722.36,722.36,NaN,0.0,NaN,NaN,722.36,0.0,NaN,NaN
50735,7,569.5,1,569.5,NaN,569.5,569.5,569.5,NaN,0.0,NaN,NaN,569.5,0.0,NaN,NaN
50856,12,375.47,1,375.47,NaN,375.47,375.47,375.47,NaN,0.0,NaN,NaN,375.47,0.0,NaN,NaN
51070,4,328.01,1,328.01,NaN,328.01,328.01,328.01,NaN,0.0,NaN,NaN,328.01,0.0,NaN,NaN
51359,15,205.35,1,205.35,NaN,205.35,205.35,205.35,NaN,0.0,NaN,NaN,205.35,0.0,NaN,NaN
51674,18,418.92,1,418.92,NaN,418.92,418.92,418.92,NaN,0.0,NaN,NaN,418.92,0.0,NaN,NaN
52201,4,403.8,1,403.8,NaN,403.8,403.8,403.8,NaN,0.0,NaN,NaN,403.8,0.0,NaN,NaN
52527,9,71.28,1,71.28,NaN,71.28,71.28,71.28,NaN,0.0,NaN,NaN,71.28,0.0,NaN,NaN
53307,1,250.0,1,250.0,NaN,250.0,250.0,250.0,NaN,0.0,NaN,NaN,250.0,0.0,NaN,NaN
53739,12,8060.3,1,8060.3,NaN,8060.3,8060.3,8060.3,NaN,0.0,NaN,NaN,8060.3,0.0,NaN,NaN
54056,11,307.85,1,307.85,NaN,307.85,307.85,307.85,NaN,0.0,NaN,NaN,307.85,0.0,NaN,NaN
54167,19,318.6,1,318.6,NaN,318.6,318.6,318.6,NaN,0.0,NaN,NaN,318.6,0.0,NaN,NaN
54476,18,123.43,1,123.43,NaN,123.43,123.43,123.43,NaN,0.0,NaN,NaN,123.43,0.0,NaN,NaN
54763,6,303.58,1,303.58,NaN,303.58,303.58,303.58,NaN,0.0,NaN,NaN,303.58,0.0,NaN,NaN
54847,29,972.72,1,972.72,NaN,972.72,972.72,972.72,NaN,0.0,NaN,NaN,972.72,0.0,NaN,NaN
55314,6,1023.84,1,1023.84,NaN,1023.84,1023.84,1023.84,NaN,0.0,NaN,NaN,1023.84,0.0,NaN,NaN
55664,30,1271.55,1,1271.55,NaN,1271.55,1271.55,1271.55,NaN,0.0,NaN,NaN,1271.55,0.0,NaN,NaN
56142,25,109.85,1,109.85,NaN,109.85,109.85,109.85,NaN,0.0,NaN,NaN,109.85,0.0,NaN,NaN
56233,27,205.38,1,205.38,NaN,205.38,205.38,205.38,NaN,0.0,NaN,NaN,205.38,0.0,NaN,NaN
56539,3,161.5,1,161.5,NaN,161.5,161.5,161.5,NaN,0.0,NaN,NaN,161.5,0.0,NaN,NaN
56682,24,142.28,1,142.28,NaN,142.28,142.28,142.28,NaN,0.0,NaN,NaN,142.28,0.0,NaN,NaN
56806,24,391.52,1,391.52,NaN,391.52,391.52,391.52,NaN,0.0,NaN,NaN,391.52,0.0,NaN,NaN
56892,26,38.98,1,38.98,NaN,38.98,38.98,38.98,NaN,0.0,NaN,NaN,38.98,0.0,NaN,NaN
56971,10,122.4,1,122.4,NaN,122.4,122.4,122.4,NaN,0.0,NaN,NaN,122.4,0.0,NaN,NaN
56987,31,300.54,1,300.54,NaN,300.54,300.54,300.54,NaN,0.0,NaN,NaN,300.54,0.0,NaN,NaN
57162,13,296.88,1,296.88,NaN,296.88,296.88,296.88,NaN,0.0,NaN,NaN,296.88,0.0,NaN,NaN
57177,25,117.93,1,117.93,NaN,117.93,117.93,117.93,NaN,0.0,NaN,NaN,117.93,0.0,NaN,NaN
57454,20,71.4,1,71.4,NaN,71.4,71.4,71.4,NaN,0.0,NaN,NaN,71.4,0.0,NaN,NaN
57652,16,300.0,1,300.0,NaN,300.0,300.0,300.0,NaN,0.0,NaN,NaN,300.0,0.0,NaN,NaN
57735,11,300.52,1,300.52,NaN,300.52,300.52,300.52,NaN,0.0,NaN,NaN,300.52,0.0,NaN,NaN
57785,15,188.73,1,188.73,NaN,188.73,188.73,188.73,NaN,0.0,NaN,NaN,188.73,0.0,NaN,NaN
58202,30,25.25,1,25.25,NaN,25.25,25.25,25.25,NaN,0.0,NaN,NaN,25.25,0.0,NaN,NaN
58746,18,386.22,1,386.22,NaN,386.22,386.22,386.22,NaN,0.0,NaN,NaN,386.22,0.0,NaN,NaN
58812,19,102.0,1,102.0,NaN,102.0,102.0,102.0,NaN,0.0,NaN,NaN,102.0,0.0,NaN,NaN
58934,20,221.25,1,221.25,NaN,221.25,221.25,221.25,NaN,0.0,NaN,NaN,221.25,0.0,NaN,NaN
59290,11,609.74,1,609.74,NaN,609.74,609.74,609.74,NaN,0.0,NaN,NaN,609.74,0.0,NaN,NaN
59675,25,328.55,1,328.55,NaN,328.55,328.55,328.55,NaN,0.0,NaN,NaN,328.55,0.0,NaN,NaN
59756,30,516.0,1,516.0,NaN,516.0,516.0,516.0,NaN,0.0,NaN,NaN,516.0,0.0,NaN,NaN
60183,28,429.57,1,429.57,NaN,429.57,429.57,429.57,NaN,0.0,NaN,NaN,429.57,0.0,NaN,NaN
60185,1,267.91,1,267.91,NaN,267.91,267.91,267.91,NaN,0.0,NaN,NaN,267.91,0.0,NaN,NaN
60477,20,202.5,1,202.5,NaN,202.5,202.5,202.5,NaN,0.0,NaN,NaN,202.5,0.0,NaN,NaN
60743,30,5.11,1,5.11,NaN,5.11,5.11,5.11,NaN,0.0,NaN,NaN,5.11,0.0,NaN,NaN
61425,1,105.55,1,105.55,NaN,105.55,105.55,105.55,NaN,0.0,NaN,NaN,105.55,0.0,NaN,NaN
61635,24,314.6,1,314.6,NaN,314.6,314.6,314.6,NaN,0.0,NaN,NaN,314.6,0.0,NaN,NaN
62139,3,375.45,1,375.45,NaN,375.45,375.45,375.45,NaN,0.0,NaN,NaN,375.45,0.0,NaN,NaN
62142,22,17.4,1,17.4,NaN,17.4,17.4,17.4,NaN,0.0,NaN,NaN,17.4,0.0,NaN,NaN
62168,31,132.0,1,132.0,NaN,132.0,132.0,132.0,NaN,0.0,NaN,NaN,132.0,0.0,NaN,NaN
62569,29,1414.36,1,1414.36,NaN,1414.36,1414.36,1414.36,NaN,0.0,NaN,NaN,1414.36,0.0,NaN,NaN
62989,27,205.7,1,205.7,NaN,205.7,205.7,205.7,NaN,0.0,NaN,NaN,205.7,0.0,NaN,NaN
62991,9,318.51,1,318.51,NaN,318.51,318.51,318.51,NaN,0.0,NaN,NaN,318.51,0.0,NaN,NaN
63050,27,2026.63,1,2026.63,NaN,2026.63,2026.63,2026.63,NaN,0.0,NaN,NaN,2026.63,0.0,NaN,NaN
63307,12,1392.0,1,1392.0,NaN,1392.0,1392.0,1392.0,NaN,0.0,NaN,NaN,1392.0,0.0,NaN,NaN
63463,16,374.29,1,374.29,NaN,374.29,374.29,374.29,NaN,0.0,NaN,NaN,374.29,0.0,NaN,NaN
63504,22,652.8,1,652.8,NaN,652.8,652.8,652.8,NaN,0.0,NaN,NaN,652.8,0.0,NaN,NaN
64023,12,493.68,1,493.68,NaN,493.68,493.68,493.68,NaN,0.0,NaN,NaN,493.68,0.0,NaN,NaN
64756,21,491.71,1,491.71,NaN,491.71,491.71,491.71,NaN,0.0,NaN,NaN,491.71,0.0,NaN,NaN
65144,10,432.0,1,432.0,NaN,432.0,432.0,432.0,NaN,0.0,NaN,NaN,432.0,0.0,NaN,NaN
65158,8,361.76,1,361.76,NaN,361.76,361.76,361.76,NaN,0.0,NaN,NaN,361.76,0.0,NaN,NaN
65221,17,1025.34,1,1025.34,NaN,1025.34,1025.34,1025.34,NaN,0.0,NaN,NaN,1025.34,0.0,NaN,NaN
65253,11,337.84,1,337.84,NaN,337.84,337.84,337.84,NaN,0.0,NaN,NaN,337.84,0.0,NaN,NaN
65832,5,119.85,1,119.85,NaN,119.85,119.85,119.85,NaN,0.0,NaN,NaN,119.85,0.0,NaN,NaN
66035,19,1452.35,1,1452.35,NaN,1452.35,1452.35,1452.35,NaN,0.0,NaN,NaN,1452.35,0.0,NaN,NaN
66055,27,315.6,1,315.6,NaN,315.6,315.6,315.6,NaN,0.0,NaN,NaN,315.6,0.0,NaN,NaN
66497,18,321.46,1,321.46,NaN,321.46,321.46,321.46,NaN,0.0,NaN,NaN,321.46,0.0,NaN,NaN
66534,29,51.36,1,51.36,NaN,51.36,51.36,51.36,NaN,0.0,NaN,NaN,51.36,0.0,NaN,NaN
66694,29,67.79,1,67.79,NaN,67.79,67.79,67.79,NaN,0.0,NaN,NaN,67.79,0.0,NaN,NaN
66797,10,276.6,1,276.6,NaN,276.6,276.6,276.6,NaN,0.0,NaN,NaN,276.6,0.0,NaN,NaN
67081,20,72.38,1,72.38,NaN,72.38,72.38,72.38,NaN,0.0,NaN,NaN,72.38,0.0,NaN,NaN
67241,16,506.16,1,506.16,NaN,506.16,506.16,506.16,NaN,0.0,NaN,NaN,506.16,0.0,NaN,NaN
67260,19,488.4,1,488.4,NaN,488.4,488.4,488.4,NaN,0.0,NaN,NaN,488.4,0.0,NaN,NaN
67473,25,238.4,1,238.4,NaN,238.4,238.4,238.4,NaN,0.0,NaN,NaN,238.4,0.0,NaN,NaN
67807,3,299.28,1,299.28,NaN,299.28,299.28,299.28,NaN,0.0,NaN,NaN,299.28,0.0,NaN,NaN
68014,23,310.36,1,310.36,NaN,310.36,310.36,310.36,NaN,0.0,NaN,NaN,310.36,0.0,NaN,NaN
68868,16,228.96,1,228.96,NaN,228.96,228.96,228.96,NaN,0.0,NaN,NaN,228.96,0.0,NaN,NaN
69308,3,325.51,1,325.51,NaN,325.51,325.51,325.51,NaN,0.0,NaN,NaN,325.51,0.0,NaN,NaN
69560,8,424.08,1,424.08,NaN,424.08,424.08,424.08,NaN,0.0,NaN,NaN,424.08,0.0,NaN,NaN
69570,26,363.33,1,363.33,NaN,363.33,363.33,363.33,NaN,0.0,NaN,NaN,363.33,0.0,NaN,NaN
69634,15,252.1,1,252.1,NaN,252.1,252.1,252.1,NaN,0.0,NaN,NaN,252.1,0.0,NaN,NaN
69670,28,509.08,1,509.08,NaN,509.08,509.08,509.08,NaN,0.0,NaN,NaN,509.08,0.0,NaN,NaN
70124,19,248.85,1,248.85,NaN,248.85,248.85,248.85,NaN,0.0,NaN,NaN,248.85,0.0,NaN,NaN
70404,19,151.98,1,151.98,NaN,151.98,151.98,151.98,NaN,0.0,NaN,NaN,151.98,0.0,NaN,NaN
70535,26,424.8,1,424.8,NaN,424.8,424.8,424.8,NaN,0.0,NaN,NaN,424.8,0.0,NaN,NaN
70657,24,1177.7,1,1177.7,NaN,1177.7,1177.7,1177.7,NaN,0.0,NaN,NaN,1177.7,0.0,NaN,NaN
70753,13,15.8,1,15.8,NaN,15.8,15.8,15.8,NaN,0.0,NaN,NaN,15.8,0.0,NaN,NaN
70958,11,85.92,1,85.92,NaN,85.92,85.92,85.92,NaN,0.0,NaN,NaN,85.92,0.0,NaN,NaN
71001,31,21.84,1,21.84,NaN,21.84,21.84,21.84,NaN,0.0,NaN,NaN,21.84,0.0,NaN,NaN
71730,22,315.2,1,315.2,NaN,315.2,315.2,315.2,NaN,0.0,NaN,NaN,315.2,0.0,NaN,NaN
71740,6,313.6,1,313.6,NaN,313.6,313.6,313.6,NaN,0.0,NaN,NaN,313.6,0.0,NaN,NaN
71837,14,153.99,1,153.99,NaN,153.99,153.99,153.99,NaN,0.0,NaN,NaN,153.99,0.0,NaN,NaN
72555,12,1643.2,1,1643.2,NaN,1643.2,1643.2,1643.2,NaN,0.0,NaN,NaN,1643.2,0.0,NaN,NaN
72764,21,1708.24,1,1708.24,NaN,1708.24,1708.24,1708.24,NaN,0.0,NaN,NaN,1708.24,0.0,NaN,NaN
