txn_id,txn_timestamp_weekday,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
57261,2,258.41,1,258.41,NaN,258.41,258.41,258.41,NaN,0.0,NaN,NaN,258.41,0.0,NaN,NaN
57271,3,309.02,1,309.02,NaN,309.02,309.02,309.02,NaN,0.0,NaN,NaN,309.02,0.0,NaN,NaN
57464,5,372.12,1,372.12,NaN,372.12,372.12,372.12,NaN,0.0,NaN,NaN,372.12,0.0,NaN,NaN
57629,1,447.5,1,447.5,NaN,447.5,447.5,447.5,NaN,0.0,NaN,NaN,447.5,0.0,NaN,NaN
57707,1,986.75,1,986.75,NaN,986.75,986.75,986.75,NaN,0.0,NaN,NaN,986.75,0.0,NaN,NaN
57732,1,203.4,1,203.4,NaN,203.4,203.4,203.4,NaN,0.0,NaN,NaN,203.4,0.0,NaN,NaN
57827,3,398.22,1,398.22,NaN,398.22,398.22,398.22,NaN,0.0,NaN,NaN,398.22,0.0,NaN,NaN
58067,5,286.25,1,286.25,NaN,286.25,286.25,286.25,NaN,0.0,NaN,NaN,286.25,0.0,NaN,NaN
58150,6,465.84,1,465.84,NaN,465.84,465.84,465.84,NaN,0.0,NaN,NaN,465.84,0.0,NaN,NaN
58281,1,251.56,1,251.56,NaN,251.56,251.56,251.56,NaN,0.0,NaN,NaN,251.56,0.0,NaN,NaN
58484,4,1807.04,1,1807.04,NaN,1807.04,1807.04,1807.04,NaN,0.0,NaN,NaN,1807.04,0.0,NaN,NaN
58893,2,167.47,1,167.47,NaN,167.47,167.47,167.47,NaN,0.0,NaN,NaN,167.47,0.0,NaN,NaN
59268,6,112.8,1,112.8,NaN,112.8,112.8,112.8,NaN,0.0,NaN,NaN,112.8,0.0,NaN,NaN
59272,6,1321.25,1,1321.25,NaN,1321.25,1321.25,1321.25,NaN,0.0,NaN,NaN,1321.25,0.0,NaN,NaN
59358,1,138.24,1,138.24,NaN,138.24,138.24,138.24,NaN,0.0,NaN,NaN,138.24,0.0,NaN,NaN
59402,1,280.66,1,280.66,NaN,280.66,280.66,280.66,NaN,0.0,NaN,NaN,280.66,0.0,NaN,NaN
59594,3,1444.66,1,1444.66,NaN,1444.66,1444.66,1444.66,NaN,0.0,NaN,NaN,1444.66,0.0,NaN,NaN
59834,5,224.73,1,224.73,NaN,224.73,224.73,224.73,NaN,0.0,NaN,NaN,224.73,0.0,NaN,NaN
59976,6,172.72,1,172.72,NaN,172.72,172.72,172.72,NaN,0.0,NaN,NaN,172.72,0.0,NaN,NaN
60040,1,290.52,1,290.52,NaN,290.52,290.52,290.52,NaN,0.0,NaN,NaN,290.52,0.0,NaN,NaN
60410,5,24.75,1,24.75,NaN,24.75,24.75,24.75,NaN,0.0,NaN,NaN,24.75,0.0,NaN,NaN
60475,5,63.95,1,63.95,NaN,63.95,63.95,63.95,NaN,0.0,NaN,NaN,63.95,0.0,NaN,NaN
60556,3,480.36,1,480.36,NaN,480.36,480.36,480.36,NaN,0.0,NaN,NaN,480.36,0.0,NaN,NaN
61037,4,270.02,1,270.02,NaN,270.02,270.02,270.02,NaN,0.0,NaN,NaN,270.02,0.0,NaN,NaN
61380,6,29.89,1,29.89,NaN,29.89,29.89,29.89,NaN,0.0,NaN,NaN,29.89,0.0,NaN,NaN
61495,1,328.45,1,328.45,NaN,328.45,328.45,328.45,NaN,0.0,NaN,NaN,328.45,0.0,NaN,NaN
61660,3,314.26,1,314.26,NaN,314.26,314.26,314.26,NaN,0.0,NaN,NaN,314.26,0.0,NaN,NaN
61733,3,256.16,1,256.16,NaN,256.16,256.16,256.16,NaN,0.0,NaN,NaN,256.16,0.0,NaN,NaN
61766,4,237.05,1,237.05,NaN,237.05,237.05,237.05,NaN,0.0,NaN,NaN,237.05,0.0,NaN,NaN
61897,4,1031.07,1,1031.07,NaN,1031.07,1031.07,1031.07,NaN,0.0,NaN,NaN,1031.07,0.0,NaN,NaN
61976,5,270.69,1,270.69,NaN,270.69,270.69,270.69,NaN,0.0,NaN,NaN,270.69,0.0,NaN,NaN
62029,5,309.05,1,309.05,NaN,309.05,309.05,309.05,NaN,0.0,NaN,NaN,309.05,0.0,NaN,NaN
62611,4,178.35,1,178.35,NaN,178.35,178.35,178.35,NaN,0.0,NaN,NaN,178.35,0.0,NaN,NaN
62620,5,147.54,1,147.54,NaN,147.54,147.54,147.54,NaN,0.0,NaN,NaN,147.54,0.0,NaN,NaN
62921,1,86.5,1,86.5,NaN,86.5,86.5,86.5,NaN,0.0,NaN,NaN,86.5,0.0,NaN,NaN
62923,1,508.11,1,508.11,NaN,508.11,508.11,508.11,NaN,0.0,NaN,NaN,508.11,0.0,NaN,NaN
63105,2,415.0,1,415.0,NaN,415.0,415.0,415.0,NaN,0.0,NaN,NaN,415.0,0.0,NaN,NaN
63167,3,688.06,1,688.06,NaN,688.06,688.06,688.06,NaN,0.0,NaN,NaN,688.06,0.0,NaN,NaN
63761,4,213.86,1,213.86,NaN,213.86,213.86,213.86,NaN,0.0,NaN,NaN,213.86,0.0,NaN,NaN
64065,1,125.19,1,125.19,NaN,125.19,125.19,125.19,NaN,0.0,NaN,NaN,125.19,0.0,NaN,NaN
64090,2,114.3,1,114.3,NaN,114.3,114.3,114.3,NaN,0.0,NaN,NaN,114.3,0.0,NaN,NaN
64332,4,163.69,1,163.69,NaN,163.69,163.69,163.69,NaN,0.0,NaN,NaN,163.69,0.0,NaN,NaN
64388,4,298.48,1,298.48,NaN,298.48,298.48,298.48,NaN,0.0,NaN,NaN,298.48,0.0,NaN,NaN
64488,5,360.04,1,360.04,NaN,360.04,360.04,360.04,NaN,0.0,NaN,NaN,360.04,0.0,NaN,NaN
64689,1,110.18,1,110.18,NaN,110.18,110.18,110.18,NaN,0.0,NaN,NaN,110.18,0.0,NaN,NaN
64745,1,304.31,1,304.31,NaN,304.31,304.31,304.31,NaN,0.0,NaN,NaN,304.31,0.0,NaN,NaN
64941,3,223.48,1,223.48,NaN,223.48,223.48,223.48,NaN,0.0,NaN,NaN,223.48,0.0,NaN,NaN
65328,1,340.58,1,340.58,NaN,340.58,340.58,340.58,NaN,0.0,NaN,NaN,340.58,0.0,NaN,NaN
65673,4,33.16,1,33.16,NaN,33.16,33.16,33.16,NaN,0.0,NaN,NaN,33.16,0.0,NaN,NaN
65888,6,913.36,1,913.36,NaN,913.36,913.36,913.36,NaN,0.0,NaN,NaN,913.36,0.0,NaN,NaN
66138,4,403.44,1,403.44,NaN,403.44,403.44,403.44,NaN,0.0,NaN,NaN,403.44,0.0,NaN,NaN
66634,4,431.57,1,431.57,NaN,431.57,431.57,431.57,NaN,0.0,NaN,NaN,431.57,0.0,NaN,NaN
66644,4,223.68,1,223.68,NaN,223.68,223.68,223.68,NaN,0.0,NaN,NaN,223.68,0.0,NaN,NaN
66740,5,19.8,1,19.8,NaN,19.8,19.8,19.8,NaN,0.0,NaN,NaN,19.8,0.0,NaN,NaN
67058,2,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
67169,4,104.05,1,104.05,NaN,104.05,104.05,104.05,NaN,0.0,NaN,NaN,104.05,0.0,NaN,NaN
67620,2,550.64,1,550.64,NaN,550.64,550.64,550.64,NaN,0.0,NaN,NaN,550.64,0.0,NaN,NaN
67677,3,390.98,1,390.98,NaN,390.98,390.98,390.98,NaN,0.0,NaN,NaN,390.98,0.0,NaN,NaN
67796,4,835.65,1,835.65,NaN,835.65,835.65,835.65,NaN,0.0,NaN,NaN,835.65,0.0,NaN,NaN
67844,4,990.0,1,990.0,NaN,990.0,990.0,990.0,NaN,0.0,NaN,NaN,990.0,0.0,NaN,NaN
67934,5,452.71,1,452.71,NaN,452.71,452.71,452.71,NaN,0.0,NaN,NaN,452.71,0.0,NaN,NaN
68086,1,452.42,1,452.42,NaN,452.42,452.42,452.42,NaN,0.0,NaN,NaN,452.42,0.0,NaN,NaN
68184,2,376.24,1,376.24,NaN,376.24,376.24,376.24,NaN,0.0,NaN,NaN,376.24,0.0,NaN,NaN
68233,2,110.14,1,110.14,NaN,110.14,110.14,110.14,NaN,0.0,NaN,NaN,110.14,0.0,NaN,NaN
68935,4,301.92,1,301.92,NaN,301.92,301.92,301.92,NaN,0.0,NaN,NaN,301.92,0.0,NaN,NaN
69126,5,6.6,1,6.6,NaN,6.6,6.6,6.6,NaN,0.0,NaN,NaN,6.6,0.0,NaN,NaN
69525,4,354.68,1,354.68,NaN,354.68,354.68,354.68,NaN,0.0,NaN,NaN,354.68,0.0,NaN,NaN
69634,5,252.1,1,252.1,NaN,252.1,252.1,252.1,NaN,0.0,NaN,NaN,252.1,0.0,NaN,NaN
69644,5,304.3,1,304.3,NaN,304.3,304.3,304.3,NaN,0.0,NaN,NaN,304.3,0.0,NaN,NaN
70066,5,302.74,1,302.74,NaN,302.74,302.74,302.74,NaN,0.0,NaN,NaN,302.74,0.0,NaN,NaN
70072,5,67.2,1,67.2,NaN,67.2,67.2,67.2,NaN,0.0,NaN,NaN,67.2,0.0,NaN,NaN
70310,1,435.98,1,435.98,NaN,435.98,435.98,435.98,NaN,0.0,NaN,NaN,435.98,0.0,NaN,NaN
70827,5,184.0,1,184.0,NaN,184.0,184.0,184.0,NaN,0.0,NaN,NaN,184.0,0.0,NaN,NaN
70844,5,80.18,1,80.18,NaN,80.18,80.18,80.18,NaN,0.0,NaN,NaN,80.18,0.0,NaN,NaN
71895,5,322.77,1,322.77,NaN,322.77,322.77,322.77,NaN,0.0,NaN,NaN,322.77,0.0,NaN,NaN
71902,5,86.0,1,86.0,NaN,86.0,86.0,86.0,NaN,0.0,NaN,NaN,86.0,0.0,NaN,NaN
71948,6,146.75,1,146.75,NaN,146.75,146.75,146.75,NaN,0.0,NaN,NaN,146.75,0.0,NaN,NaN
71990,6,442.66,1,442.66,NaN,442.66,442.66,442.66,NaN,0.0,NaN,NaN,442.66,0.0,NaN,NaN
72275,2,302.19,1,302.19,NaN,302.19,302.19,302.19,NaN,0.0,NaN,NaN,302.19,0.0,NaN,NaN
72482,4,490.95,1,490.95,NaN,490.95,490.95,490.95,NaN,0.0,NaN,NaN,490.95,0.0,NaN,NaN
72556,5,2377.9,1,2377.9,NaN,2377.9,2377.9,2377.9,NaN,0.0,NaN,NaN,2377.9,0.0,NaN,NaN
72644,5,508.8,1,508.8,NaN,508.8,508.8,508.8,NaN,0.0,NaN,NaN,508.8,0.0,NaN,NaN
73419,6,245.64,1,245.64,NaN,245.64,245.64,245.64,NaN,0.0,NaN,NaN,245.64,0.0,NaN,NaN
73539,1,513.77,1,513.77,NaN,513.77,513.77,513.77,NaN,0.0,NaN,NaN,513.77,0.0,NaN,NaN
73875,3,313.6,1,313.6,NaN,313.6,313.6,313.6,NaN,0.0,NaN,NaN,313.6,0.0,NaN,NaN
74057,5,957.97,1,957.97,NaN,957.97,957.97,957.97,NaN,0.0,NaN,NaN,957.97,0.0,NaN,NaN
74091,5,296.46,1,296.46,NaN,296.46,296.46,296.46,NaN,0.0,NaN,NaN,296.46,0.0,NaN,NaN
74160,5,325.73,1,325.73,NaN,325.73,325.73,325.73,NaN,0.0,NaN,NaN,325.73,0.0,NaN,NaN
74323,6,341.36,1,341.36,NaN,341.36,341.36,341.36,NaN,0.0,NaN,NaN,341.36,0.0,NaN,NaN
74366,1,189.9,1,189.9,NaN,189.9,189.9,189.9,NaN,0.0,NaN,NaN,189.9,0.0,NaN,NaN
74537,3,675.38,1,675.38,NaN,675.38,675.38,675.38,NaN,0.0,NaN,NaN,675.38,0.0,NaN,NaN
74589,3,757.42,1,757.42,NaN,757.42,757.42,757.42,NaN,0.0,NaN,NaN,757.42,0.0,NaN,NaN
74753,4,2145.38,1,2145.38,NaN,2145.38,2145.38,2145.38,NaN,0.0,NaN,NaN,2145.38,0.0,NaN,NaN
74851,4,356.6,1,356.6,NaN,356.6,356.6,356.6,NaN,0.0,NaN,NaN,356.6,0.0,NaN,NaN
74894,5,421.3,1,421.3,NaN,421.3,421.3,421.3,NaN,0.0,NaN,NaN,421.3,0.0,NaN,NaN
74925,5,219.14,1,219.14,NaN,219.14,219.14,219.14,NaN,0.0,NaN,NaN,219.14,0.0,NaN,NaN
74952,5,2327.0,1,2327.0,NaN,2327.0,2327.0,2327.0,NaN,0.0,NaN,NaN,2327.0,0.0,NaN,NaN
75066,5,460.4,1,460.4,NaN,460.4,460.4,460.4,NaN,0.0,NaN,NaN,460.4,0.0,NaN,NaN
75527,3,326.66,1,326.66,NaN,326.66,326.66,326.66,NaN,0.0,NaN,NaN,326.66,0.0,NaN,NaN
75613,4,214.3,1,214.3,NaN,214.3,214.3,214.3,NaN,0.0,NaN,NaN,214.3,0.0,NaN,NaN
75832,5,388.72,1,388.72,NaN,388.72,388.72,388.72,NaN,0.0,NaN,NaN,388.72,0.0,NaN,NaN
76189,2,14.56,1,14.56,NaN,14.56,14.56,14.56,NaN,0.0,NaN,NaN,14.56,0.0,NaN,NaN
76280,3,417.29,1,417.29,NaN,417.29,417.29,417.29,NaN,0.0,NaN,NaN,417.29,0.0,NaN,NaN
76311,3,283.33,1,283.33,NaN,283.33,283.33,283.33,NaN,0.0,NaN,NaN,283.33,0.0,NaN,NaN
76489,4,19.9,1,19.9,NaN,19.9,19.9,19.9,NaN,0.0,NaN,NaN,19.9,0.0,NaN,NaN
76628,5,3091.98,1,3091.98,NaN,3091.98,3091.98,3091.98,NaN,0.0,NaN,NaN,3091.98,0.0,NaN,NaN
77318,4,98.0,1,98.0,NaN,98.0,98.0,98.0,NaN,0.0,NaN,NaN,98.0,0.0,NaN,NaN
77489,5,416.46,1,416.46,NaN,416.46,416.46,416.46,NaN,0.0,NaN,NaN,416.46,0.0,NaN,NaN
77524,6,39.95,1,39.95,NaN,39.95,39.95,39.95,NaN,0.0,NaN,NaN,39.95,0.0,NaN,NaN
77556,6,978.06,1,978.06,NaN,978.06,978.06,978.06,NaN,0.0,NaN,NaN,978.06,0.0,NaN,NaN
77587,6,284.09,1,284.09,NaN,284.09,284.09,284.09,NaN,0.0,NaN,NaN,284.09,0.0,NaN,NaN
77661,1,515.1,1,515.1,NaN,515.1,515.1,515.1,NaN,0.0,NaN,NaN,515.1,0.0,NaN,NaN
77823,2,160.55,1,160.55,NaN,160.55,160.55,160.55,NaN,0.0,NaN,NaN,160.55,0.0,NaN,NaN
77955,3,786.98,1,786.98,NaN,786.98,786.98,786.98,NaN,0.0,NaN,NaN,786.98,0.0,NaN,NaN
78257,5,360.83,1,360.83,NaN,360.83,360.83,360.83,NaN,0.0,NaN,NaN,360.83,0.0,NaN,NaN
78417,6,537.6,1,537.6,NaN,537.6,537.6,537.6,NaN,0.0,NaN,NaN,537.6,0.0,NaN,NaN
78627,1,1524.77,1,1524.77,NaN,1524.77,1524.77,1524.77,NaN,0.0,NaN,NaN,1524.77,0.0,NaN,NaN
78711,1,102.84,1,102.84,NaN,102.84,102.84,102.84,NaN,0.0,NaN,NaN,102.84,0.0,NaN,NaN
78807,2,263.15,1,263.15,NaN,263.15,263.15,263.15,NaN,0.0,NaN,NaN,263.15,0.0,NaN,NaN
78888,2,182.83,1,182.83,NaN,182.83,182.83,182.83,NaN,0.0,NaN,NaN,182.83,0.0,NaN,NaN
79100,3,71.0,1,71.0,NaN,71.0,71.0,71.0,NaN,0.0,NaN,NaN,71.0,0.0,NaN,NaN
79160,4,237.6,1,237.6,NaN,237.6,237.6,237.6,NaN,0.0,NaN,NaN,237.6,0.0,NaN,NaN
79222,4,413.06,1,413.06,NaN,413.06,413.06,413.06,NaN,0.0,NaN,NaN,413.06,0.0,NaN,NaN
79276,4,125.8,1,125.8,NaN,125.8,125.8,125.8,NaN,0.0,NaN,NaN,125.8,0.0,NaN,NaN
79290,4,55.32,1,55.32,NaN,55.32,55.32,55.32,NaN,0.0,NaN,NaN,55.32,0.0,NaN,NaN
79553,5,397.06,1,397.06,NaN,397.06,397.06,397.06,NaN,0.0,NaN,NaN,397.06,0.0,NaN,NaN
79653,6,461.32,1,461.32,NaN,461.32,461.32,461.32,NaN,0.0,NaN,NaN,461.32,0.0,NaN,NaN
80309,4,643.96,1,643.96,NaN,643.96,643.96,643.96,NaN,0.0,NaN,NaN,643.96,0.0,NaN,NaN
80623,5,412.56,1,412.56,NaN,412.56,412.56,412.56,NaN,0.0,NaN,NaN,412.56,0.0,NaN,NaN
80695,5,161.2,1,161.2,NaN,161.2,161.2,161.2,NaN,0.0,NaN,NaN,161.2,0.0,NaN,NaN
81234,2,427.8,1,427.8,NaN,427.8,427.8,427.8,NaN,0.0,NaN,NaN,427.8,0.0,NaN,NaN
81543,4,368.14,1,368.14,NaN,368.14,368.14,368.14,NaN,0.0,NaN,NaN,368.14,0.0,NaN,NaN
81865,5,237.74,1,237.74,NaN,237.74,237.74,237.74,NaN,0.0,NaN,NaN,237.74,0.0,NaN,NaN
82092,6,165.7,1,165.7,NaN,165.7,165.7,165.7,NaN,0.0,NaN,NaN,165.7,0.0,NaN,NaN
82305,2,348.32,1,348.32,NaN,348.32,348.32,348.32,NaN,0.0,NaN,NaN,348.32,0.0,NaN,NaN
82408,2,976.8,1,976.8,NaN,976.8,976.8,976.8,NaN,0.0,NaN,NaN,976.8,0.0,NaN,NaN
82695,4,1239.38,1,1239.38,NaN,1239.38,1239.38,1239.38,NaN,0.0,NaN,NaN,1239.38,0.0,NaN,NaN
82919,5,420.12,1,420.12,NaN,420.12,420.12,420.12,NaN,0.0,NaN,NaN,420.12,0.0,NaN,NaN
83003,5,164.68,1,164.68,NaN,164.68,164.68,164.68,NaN,0.0,NaN,NaN,164.68,0.0,NaN,NaN
83390,1,773.54,1,773.54,NaN,773.54,773.54,773.54,NaN,0.0,NaN,NaN,773.54,0.0,NaN,NaN
83392,1,124.01,1,124.01,NaN,124.01,124.01,124.01,NaN,0.0,NaN,NaN,124.01,0.0,NaN,NaN
83521,2,108.69,1,108.69,NaN,108.69,108.69,108.69,NaN,0.0,NaN,NaN,108.69,0.0,NaN,NaN
83591,2,305.43,1,305.43,NaN,305.43,305.43,305.43,NaN,0.0,NaN,NaN,305.43,0.0,NaN,NaN
83667,3,430.7,1,430.7,NaN,430.7,430.7,430.7,NaN,0.0,NaN,NaN,430.7,0.0,NaN,NaN
84014,5,275.4,1,275.4,NaN,275.4,275.4,275.4,NaN,0.0,NaN,NaN,275.4,0.0,NaN,NaN
84416,4,6.3,1,6.3,NaN,6.3,6.3,6.3,NaN,0.0,NaN,NaN,6.3,0.0,NaN,NaN
84444,4,13.9,1,13.9,NaN,13.9,13.9,13.9,NaN,0.0,NaN,NaN,13.9,0.0,NaN,NaN
84571,3,2.95,1,2.95,NaN,2.95,2.95,2.95,NaN,0.0,NaN,NaN,2.95,0.0,NaN,NaN
84834,4,2.1,1,2.1,NaN,2.1,2.1,2.1,NaN,0.0,NaN,NaN,2.1,0.0,NaN,NaN
85953,1,10.5,1,10.5,NaN,10.5,10.5,10.5,NaN,0.0,NaN,NaN,10.5,0.0,NaN,NaN
86009,5,5.0,1,5.0,NaN,5.0,5.0,5.0,NaN,0.0,NaN,NaN,5.0,0.0,NaN,NaN
86334,4,18.2,1,18.2,NaN,18.2,18.2,18.2,NaN,0.0,NaN,NaN,18.2,0.0,NaN,NaN
86457,4,7.5,1,7.5,NaN,7.5,7.5,7.5,NaN,0.0,NaN,NaN,7.5,0.0,NaN,NaN
86953,3,27.51,1,27.51,NaN,27.51,27.51,27.51,NaN,0.0,NaN,NaN,27.51,0.0,NaN,NaN
87506,4,129.9,1,129.9,NaN,129.9,129.9,129.9,NaN,0.0,NaN,NaN,129.9,0.0,NaN,NaN
87642,3,17.0,1,17.0,NaN,17.0,17.0,17.0,NaN,0.0,NaN,NaN,17.0,0.0,NaN,NaN
87758,3,18.29,1,18.29,NaN,18.29,18.29,18.29,NaN,0.0,NaN,NaN,18.29,0.0,NaN,NaN
87989,4,76.32,1,76.32,NaN,76.32,76.32,76.32,NaN,0.0,NaN,NaN,76.32,0.0,NaN,NaN
88116,4,23.37,1,23.37,NaN,23.37,23.37,23.37,NaN,0.0,NaN,NaN,23.37,0.0,NaN,NaN
88220,3,1.65,1,1.65,NaN,1.65,1.65,1.65,NaN,0.0,NaN,NaN,1.65,0.0,NaN,NaN
88620,3,49.79,1,49.79,NaN,49.79,49.79,49.79,NaN,0.0,NaN,NaN,49.79,0.0,NaN,NaN
88758,4,9.95,1,9.95,NaN,9.95,9.95,9.95,NaN,0.0,NaN,NaN,9.95,0.0,NaN,NaN
88865,5,51.0,1,51.0,NaN,51.0,51.0,51.0,NaN,0.0,NaN,NaN,51.0,0.0,NaN,NaN
88919,1,23.75,1,23.75,NaN,23.75,23.75,23.75,NaN,0.0,NaN,NaN,23.75,0.0,NaN,NaN
88924,2,29.3,1,29.3,NaN,29.3,29.3,29.3,NaN,0.0,NaN,NaN,29.3,0.0,NaN,NaN
88934,2,4.95,1,4.95,NaN,4.95,4.95,4.95,NaN,0.0,NaN,NaN,4.95,0.0,NaN,NaN
88944,2,3.35,1,3.35,NaN,3.35,3.35,3.35,NaN,0.0,NaN,NaN,3.35,0.0,NaN,NaN
89270,3,38.25,1,38.25,NaN,38.25,38.25,38.25,NaN,0.0,NaN,NaN,38.25,0.0,NaN,NaN
89392,2,1416.0,1,1416.0,NaN,1416.0,1416.0,1416.0,NaN,0.0,NaN,NaN,1416.0,0.0,NaN,NaN
89648,4,14.45,1,14.45,NaN,14.45,14.45,14.45,NaN,0.0,NaN,NaN,14.45,0.0,NaN,NaN
89733,3,4.41,1,4.41,NaN,4.41,4.41,4.41,NaN,0.0,NaN,NaN,4.41,0.0,NaN,NaN
90051,4,39.12,1,39.12,NaN,39.12,39.12,39.12,NaN,0.0,NaN,NaN,39.12,0.0,NaN,NaN
90406,3,10.27,1,10.27,NaN,10.27,10.27,10.27,NaN,0.0,NaN,NaN,10.27,0.0,NaN,NaN
90461,5,11.05,1,11.05,NaN,11.05,11.05,11.05,NaN,0.0,NaN,NaN,11.05,0.0,NaN,NaN
90670,5,2210.64,1,2210.64,NaN,2210.64,2210.64,2210.64,NaN,0.0,NaN,NaN,2210.64,0.0,NaN,NaN
90728,3,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
90771,4,9.95,1,9.95,NaN,9.95,9.95,9.95,NaN,0.0,NaN,NaN,9.95,0.0,NaN,NaN
90896,6,91.25,1,91.25,NaN,91.25,91.25,91.25,NaN,0.0,NaN,NaN,91.25,0.0,NaN,NaN
91066,6,168469.6,1,168469.6,NaN,168469.6,168469.6,168469.6,NaN,0.0,NaN,NaN,168469.6,0.0,NaN,NaN
50182,4,304.34,1,304.34,NaN,304.34,304.34,304.34,NaN,0.0,NaN,NaN,304.34,0.0,NaN,NaN
50321,5,331.26,1,331.26,NaN,331.26,331.26,331.26,NaN,0.0,NaN,NaN,331.26,0.0,NaN,NaN
50452,5,569.4,1,569.4,NaN,569.4,569.4,569.4,NaN,0.0,NaN,NaN,569.4,0.0,NaN,NaN
50698,1,271.2,1,271.2,NaN,271.2,271.2,271.2,NaN,0.0,NaN,NaN,271.2,0.0,NaN,NaN
50730,1,8.65,1,8.65,NaN,8.65,8.65,8.65,NaN,0.0,NaN,NaN,8.65,0.0,NaN,NaN
50736,1,167.2,1,167.2,NaN,167.2,167.2,167.2,NaN,0.0,NaN,NaN,167.2,0.0,NaN,NaN
50916,2,82.12,1,82.12,NaN,82.12,82.12,82.12,NaN,0.0,NaN,NaN,82.12,0.0,NaN,NaN
50963,3,1830.02,1,1830.02,NaN,1830.02,1830.02,1830.02,NaN,0.0,NaN,NaN,1830.02,0.0,NaN,NaN
51213,4,197.8,1,197.8,NaN,197.8,197.8,197.8,NaN,0.0,NaN,NaN,197.8,0.0,NaN,NaN
51258,4,336.94,1,336.94,NaN,336.94,336.94,336.94,NaN,0.0,NaN,NaN,336.94,0.0,NaN,NaN
51283,5,209.3,1,209.3,NaN,209.3,209.3,209.3,NaN,0.0,NaN,NaN,209.3,0.0,NaN,NaN
51622,1,110.1,1,110.1,NaN,110.1,110.1,110.1,NaN,0.0,NaN,NaN,110.1,0.0,NaN,NaN
51889,3,214.77,1,214.77,NaN,214.77,214.77,214.77,NaN,0.0,NaN,NaN,214.77,0.0,NaN,NaN
52214,5,252.2,1,252.2,NaN,252.2,252.2,252.2,NaN,0.0,NaN,NaN,252.2,0.0,NaN,NaN
52528,3,71.28,1,71.28,NaN,71.28,71.28,71.28,NaN,0.0,NaN,NaN,71.28,0.0,NaN,NaN
52703,4,958.93,1,958.93,NaN,958.93,958.93,958.93,NaN,0.0,NaN,NaN,958.93,0.0,NaN,NaN
52783,5,1520.11,1,1520.11,NaN,1520.11,1520.11,1520.11,NaN,0.0,NaN,NaN,1520.11,0.0,NaN,NaN
52908,6,688.45,1,688.45,NaN,688.45,688.45,688.45,NaN,0.0,NaN,NaN,688.45,0.0,NaN,NaN
53022,1,179.1,1,179.1,NaN,179.1,179.1,179.1,NaN,0.0,NaN,NaN,179.1,0.0,NaN,NaN
53222,4,547.5,1,547.5,NaN,547.5,547.5,547.5,NaN,0.0,NaN,NaN,547.5,0.0,NaN,NaN
53354,6,47.5,1,47.5,NaN,47.5,47.5,47.5,NaN,0.0,NaN,NaN,47.5,0.0,NaN,NaN
53629,4,305.6,1,305.6,NaN,305.6,305.6,305.6,NaN,0.0,NaN,NaN,305.6,0.0,NaN,NaN
53653,4,295.05,1,295.05,NaN,295.05,295.05,295.05,NaN,0.0,NaN,NaN,295.05,0.0,NaN,NaN
54435,2,1.9,1,1.9,NaN,1.9,1.9,1.9,NaN,0.0,NaN,NaN,1.9,0.0,NaN,NaN
54536,3,313.85,1,313.85,NaN,313.85,313.85,313.85,NaN,0.0,NaN,NaN,313.85,0.0,NaN,NaN
54967,3,504.23,1,504.23,NaN,504.23,504.23,504.23,NaN,0.0,NaN,NaN,504.23,0.0,NaN,NaN
55024,4,119.15,1,119.15,NaN,119.15,119.15,119.15,NaN,0.0,NaN,NaN,119.15,0.0,NaN,NaN
55225,2,321.05,1,321.05,NaN,321.05,321.05,321.05,NaN,0.0,NaN,NaN,321.05,0.0,NaN,NaN
55228,2,1165.96,1,1165.96,NaN,1165.96,1165.96,1165.96,NaN,0.0,NaN,NaN,1165.96,0.0,NaN,NaN
55390,4,81.6,1,81.6,NaN,81.6,81.6,81.6,NaN,0.0,NaN,NaN,81.6,0.0,NaN,NaN
55496,5,250.0,1,250.0,NaN,250.0,250.0,250.0,NaN,0.0,NaN,NaN,250.0,0.0,NaN,NaN
56106,6,264.7,1,264.7,NaN,264.7,264.7,264.7,NaN,0.0,NaN,NaN,264.7,0.0,NaN,NaN
56122,1,67.23,1,67.23,NaN,67.23,67.23,67.23,NaN,0.0,NaN,NaN,67.23,0.0,NaN,NaN
56202,2,441.92,1,441.92,NaN,441.92,441.92,441.92,NaN,0.0,NaN,NaN,441.92,0.0,NaN,NaN
56363,3,34.75,1,34.75,NaN,34.75,34.75,34.75,NaN,0.0,NaN,NaN,34.75,0.0,NaN,NaN
56701,2,1588.68,1,1588.68,NaN,1588.68,1588.68,1588.68,NaN,0.0,NaN,NaN,1588.68,0.0,NaN,NaN
56903,4,1576.36,1,1576.36,NaN,1576.36,1576.36,1576.36,NaN,0.0,NaN,NaN,1576.36,0.0,NaN,NaN
