txn_id,lastReviewTime_weekday,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
66184,5,187.78,1,187.78,NaN,187.78,187.78,187.78,NaN,0.0,NaN,NaN,187.78,0.0,NaN,NaN
66328,2,156.17,1,156.17,NaN,156.17,156.17,156.17,NaN,0.0,NaN,NaN,156.17,0.0,NaN,NaN
66673,7,412.2,1,412.2,NaN,412.2,412.2,412.2,NaN,0.0,NaN,NaN,412.2,0.0,NaN,NaN
66808,6,2609.0,1,2609.0,NaN,2609.0,2609.0,2609.0,NaN,0.0,NaN,NaN,2609.0,0.0,NaN,NaN
67174,6,416.9,1,416.9,NaN,416.9,416.9,416.9,NaN,0.0,NaN,NaN,416.9,0.0,NaN,NaN
67477,2,1885.1,1,1885.1,NaN,1885.1,1885.1,1885.1,NaN,0.0,NaN,NaN,1885.1,0.0,NaN,NaN
67721,6,729.07,1,729.07,NaN,729.07,729.07,729.07,NaN,0.0,NaN,NaN,729.07,0.0,NaN,NaN
67886,5,484.4,1,484.4,NaN,484.4,484.4,484.4,NaN,0.0,NaN,NaN,484.4,0.0,NaN,NaN
67946,4,254.38,1,254.38,NaN,254.38,254.38,254.38,NaN,0.0,NaN,NaN,254.38,0.0,NaN,NaN
68098,5,194.48,1,194.48,NaN,194.48,194.48,194.48,NaN,0.0,NaN,NaN,194.48,0.0,NaN,NaN
68173,5,273.8,1,273.8,NaN,273.8,273.8,273.8,NaN,0.0,NaN,NaN,273.8,0.0,NaN,NaN
68648,3,185.56,1,185.56,NaN,185.56,185.56,185.56,NaN,0.0,NaN,NaN,185.56,0.0,NaN,NaN
68664,2,368.45,1,368.45,NaN,368.45,368.45,368.45,NaN,0.0,NaN,NaN,368.45,0.0,NaN,NaN
68710,2,765.32,1,765.32,NaN,765.32,765.32,765.32,NaN,0.0,NaN,NaN,765.32,0.0,NaN,NaN
68845,5,1487.6,1,1487.6,NaN,1487.6,1487.6,1487.6,NaN,0.0,NaN,NaN,1487.6,0.0,NaN,NaN
69070,4,193.36,1,193.36,NaN,193.36,193.36,193.36,NaN,0.0,NaN,NaN,193.36,0.0,NaN,NaN
69168,1,233.22,1,233.22,NaN,233.22,233.22,233.22,NaN,0.0,NaN,NaN,233.22,0.0,NaN,NaN
69221,3,809.11,1,809.11,NaN,809.11,809.11,809.11,NaN,0.0,NaN,NaN,809.11,0.0,NaN,NaN
69538,2,176.85,1,176.85,NaN,176.85,176.85,176.85,NaN,0.0,NaN,NaN,176.85,0.0,NaN,NaN
69649,6,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
69824,6,347.16,1,347.16,NaN,347.16,347.16,347.16,NaN,0.0,NaN,NaN,347.16,0.0,NaN,NaN
69989,2,544.81,1,544.81,NaN,544.81,544.81,544.81,NaN,0.0,NaN,NaN,544.81,0.0,NaN,NaN
70466,3,563.64,1,563.64,NaN,563.64,563.64,563.64,NaN,0.0,NaN,NaN,563.64,0.0,NaN,NaN
70762,1,472.54,1,472.54,NaN,472.54,472.54,472.54,NaN,0.0,NaN,NaN,472.54,0.0,NaN,NaN
70799,5,319.06,1,319.06,NaN,319.06,319.06,319.06,NaN,0.0,NaN,NaN,319.06,0.0,NaN,NaN
71175,3,2732.92,1,2732.92,NaN,2732.92,2732.92,2732.92,NaN,0.0,NaN,NaN,2732.92,0.0,NaN,NaN
71198,6,25.0,1,25.0,NaN,25.0,25.0,25.0,NaN,0.0,NaN,NaN,25.0,0.0,NaN,NaN
71225,1,305.96,1,305.96,NaN,305.96,305.96,305.96,NaN,0.0,NaN,NaN,305.96,0.0,NaN,NaN
71240,4,207.36,1,207.36,NaN,207.36,207.36,207.36,NaN,0.0,NaN,NaN,207.36,0.0,NaN,NaN
71305,5,561.6,1,561.6,NaN,561.6,561.6,561.6,NaN,0.0,NaN,NaN,561.6,0.0,NaN,NaN
71499,7,958.8,1,958.8,NaN,958.8,958.8,958.8,NaN,0.0,NaN,NaN,958.8,0.0,NaN,NaN
71573,4,472.64,1,472.64,NaN,472.64,472.64,472.64,NaN,0.0,NaN,NaN,472.64,0.0,NaN,NaN
71850,2,412.71,1,412.71,NaN,412.71,412.71,412.71,NaN,0.0,NaN,NaN,412.71,0.0,NaN,NaN
72243,2,183.08,1,183.08,NaN,183.08,183.08,183.08,NaN,0.0,NaN,NaN,183.08,0.0,NaN,NaN
72246,3,381.5,1,381.5,NaN,381.5,381.5,381.5,NaN,0.0,NaN,NaN,381.5,0.0,NaN,NaN
72428,7,781.11,1,781.11,NaN,781.11,781.11,781.11,NaN,0.0,NaN,NaN,781.11,0.0,NaN,NaN
72511,1,351.65,1,351.65,NaN,351.65,351.65,351.65,NaN,0.0,NaN,NaN,351.65,0.0,NaN,NaN
72521,7,117.24,1,117.24,NaN,117.24,117.24,117.24,NaN,0.0,NaN,NaN,117.24,0.0,NaN,NaN
73098,2,381.22,1,381.22,NaN,381.22,381.22,381.22,NaN,0.0,NaN,NaN,381.22,0.0,NaN,NaN
73325,5,408.54,1,408.54,NaN,408.54,408.54,408.54,NaN,0.0,NaN,NaN,408.54,0.0,NaN,NaN
73474,7,635.6,1,635.6,NaN,635.6,635.6,635.6,NaN,0.0,NaN,NaN,635.6,0.0,NaN,NaN
73540,4,789.77,1,789.77,NaN,789.77,789.77,789.77,NaN,0.0,NaN,NaN,789.77,0.0,NaN,NaN
74174,7,219.02,1,219.02,NaN,219.02,219.02,219.02,NaN,0.0,NaN,NaN,219.02,0.0,NaN,NaN
74313,3,25.2,1,25.2,NaN,25.2,25.2,25.2,NaN,0.0,NaN,NaN,25.2,0.0,NaN,NaN
74425,6,430.85,1,430.85,NaN,430.85,430.85,430.85,NaN,0.0,NaN,NaN,430.85,0.0,NaN,NaN
74455,7,323.15,1,323.15,NaN,323.15,323.15,323.15,NaN,0.0,NaN,NaN,323.15,0.0,NaN,NaN
74607,7,23.8,1,23.8,NaN,23.8,23.8,23.8,NaN,0.0,NaN,NaN,23.8,0.0,NaN,NaN
74864,7,23.39,1,23.39,NaN,23.39,23.39,23.39,NaN,0.0,NaN,NaN,23.39,0.0,NaN,NaN
74878,5,839.99,1,839.99,NaN,839.99,839.99,839.99,NaN,0.0,NaN,NaN,839.99,0.0,NaN,NaN
74938,4,336.96,1,336.96,NaN,336.96,336.96,336.96,NaN,0.0,NaN,NaN,336.96,0.0,NaN,NaN
75197,1,10.4,1,10.4,NaN,10.4,10.4,10.4,NaN,0.0,NaN,NaN,10.4,0.0,NaN,NaN
75293,1,193.14,1,193.14,NaN,193.14,193.14,193.14,NaN,0.0,NaN,NaN,193.14,0.0,NaN,NaN
75471,5,310.54,1,310.54,NaN,310.54,310.54,310.54,NaN,0.0,NaN,NaN,310.54,0.0,NaN,NaN
75838,4,640.5,1,640.5,NaN,640.5,640.5,640.5,NaN,0.0,NaN,NaN,640.5,0.0,NaN,NaN
76879,7,110.21,1,110.21,NaN,110.21,110.21,110.21,NaN,0.0,NaN,NaN,110.21,0.0,NaN,NaN
77035,3,1635.66,1,1635.66,NaN,1635.66,1635.66,1635.66,NaN,0.0,NaN,NaN,1635.66,0.0,NaN,NaN
77281,3,52.0,1,52.0,NaN,52.0,52.0,52.0,NaN,0.0,NaN,NaN,52.0,0.0,NaN,NaN
77601,5,121.1,1,121.1,NaN,121.1,121.1,121.1,NaN,0.0,NaN,NaN,121.1,0.0,NaN,NaN
78095,1,99.42,1,99.42,NaN,99.42,99.42,99.42,NaN,0.0,NaN,NaN,99.42,0.0,NaN,NaN
78192,3,339.0,1,339.0,NaN,339.0,339.0,339.0,NaN,0.0,NaN,NaN,339.0,0.0,NaN,NaN
78493,6,570.92,1,570.92,NaN,570.92,570.92,570.92,NaN,0.0,NaN,NaN,570.92,0.0,NaN,NaN
78619,4,126.8,1,126.8,NaN,126.8,126.8,126.8,NaN,0.0,NaN,NaN,126.8,0.0,NaN,NaN
79614,4,682.17,1,682.17,NaN,682.17,682.17,682.17,NaN,0.0,NaN,NaN,682.17,0.0,NaN,NaN
79916,7,401.76,1,401.76,NaN,401.76,401.76,401.76,NaN,0.0,NaN,NaN,401.76,0.0,NaN,NaN
80011,6,518.12,1,518.12,NaN,518.12,518.12,518.12,NaN,0.0,NaN,NaN,518.12,0.0,NaN,NaN
80356,5,177.2,1,177.2,NaN,177.2,177.2,177.2,NaN,0.0,NaN,NaN,177.2,0.0,NaN,NaN
80605,1,2209.74,1,2209.74,NaN,2209.74,2209.74,2209.74,NaN,0.0,NaN,NaN,2209.74,0.0,NaN,NaN
81630,3,341.54,1,341.54,NaN,341.54,341.54,341.54,NaN,0.0,NaN,NaN,341.54,0.0,NaN,NaN
81900,4,170.31,1,170.31,NaN,170.31,170.31,170.31,NaN,0.0,NaN,NaN,170.31,0.0,NaN,NaN
82167,7,440.98,1,440.98,NaN,440.98,440.98,440.98,NaN,0.0,NaN,NaN,440.98,0.0,NaN,NaN
82708,4,931.46,1,931.46,NaN,931.46,931.46,931.46,NaN,0.0,NaN,NaN,931.46,0.0,NaN,NaN
83022,3,520.66,1,520.66,NaN,520.66,520.66,520.66,NaN,0.0,NaN,NaN,520.66,0.0,NaN,NaN
83323,7,285.44,1,285.44,NaN,285.44,285.44,285.44,NaN,0.0,NaN,NaN,285.44,0.0,NaN,NaN
83590,1,305.43,1,305.43,NaN,305.43,305.43,305.43,NaN,0.0,NaN,NaN,305.43,0.0,NaN,NaN
84004,3,331.3,1,331.3,NaN,331.3,331.3,331.3,NaN,0.0,NaN,NaN,331.3,0.0,NaN,NaN
84438,2,20.85,1,20.85,NaN,20.85,20.85,20.85,NaN,0.0,NaN,NaN,20.85,0.0,NaN,NaN
84474,2,14.25,1,14.25,NaN,14.25,14.25,14.25,NaN,0.0,NaN,NaN,14.25,0.0,NaN,NaN
84590,3,1.25,1,1.25,NaN,1.25,1.25,1.25,NaN,0.0,NaN,NaN,1.25,0.0,NaN,NaN
84920,4,7.5,1,7.5,NaN,7.5,7.5,7.5,NaN,0.0,NaN,NaN,7.5,0.0,NaN,NaN
85080,4,9.95,1,9.95,NaN,9.95,9.95,9.95,NaN,0.0,NaN,NaN,9.95,0.0,NaN,NaN
85087,6,13.56,1,13.56,NaN,13.56,13.56,13.56,NaN,0.0,NaN,NaN,13.56,0.0,NaN,NaN
85274,2,9.9,1,9.9,NaN,9.9,9.9,9.9,NaN,0.0,NaN,NaN,9.9,0.0,NaN,NaN
85438,7,3.75,1,3.75,NaN,3.75,3.75,3.75,NaN,0.0,NaN,NaN,3.75,0.0,NaN,NaN
85483,6,54.6,1,54.6,NaN,54.6,54.6,54.6,NaN,0.0,NaN,NaN,54.6,0.0,NaN,NaN
86014,5,12.75,1,12.75,NaN,12.75,12.75,12.75,NaN,0.0,NaN,NaN,12.75,0.0,NaN,NaN
86022,6,12.3,1,12.3,NaN,12.3,12.3,12.3,NaN,0.0,NaN,NaN,12.3,0.0,NaN,NaN
86043,4,4.2,1,4.2,NaN,4.2,4.2,4.2,NaN,0.0,NaN,NaN,4.2,0.0,NaN,NaN
86267,2,22.5,1,22.5,NaN,22.5,22.5,22.5,NaN,0.0,NaN,NaN,22.5,0.0,NaN,NaN
86421,3,51.0,1,51.0,NaN,51.0,51.0,51.0,NaN,0.0,NaN,NaN,51.0,0.0,NaN,NaN
86433,7,32.85,1,32.85,NaN,32.85,32.85,32.85,NaN,0.0,NaN,NaN,32.85,0.0,NaN,NaN
86806,3,125.0,1,125.0,NaN,125.0,125.0,125.0,NaN,0.0,NaN,NaN,125.0,0.0,NaN,NaN
87296,7,17.9,1,17.9,NaN,17.9,17.9,17.9,NaN,0.0,NaN,NaN,17.9,0.0,NaN,NaN
87337,6,23.35,1,23.35,NaN,23.35,23.35,23.35,NaN,0.0,NaN,NaN,23.35,0.0,NaN,NaN
87597,5,580.8,1,580.8,NaN,580.8,580.8,580.8,NaN,0.0,NaN,NaN,580.8,0.0,NaN,NaN
87882,1,46.75,1,46.75,NaN,46.75,46.75,46.75,NaN,0.0,NaN,NaN,46.75,0.0,NaN,NaN
87982,2,7.9,1,7.9,NaN,7.9,7.9,7.9,NaN,0.0,NaN,NaN,7.9,0.0,NaN,NaN
88437,7,396.96,1,396.96,NaN,396.96,396.96,396.96,NaN,0.0,NaN,NaN,396.96,0.0,NaN,NaN
88439,3,5.95,1,5.95,NaN,5.95,5.95,5.95,NaN,0.0,NaN,NaN,5.95,0.0,NaN,NaN
88602,7,1.45,1,1.45,NaN,1.45,1.45,1.45,NaN,0.0,NaN,NaN,1.45,0.0,NaN,NaN
88731,7,3.75,1,3.75,NaN,3.75,3.75,3.75,NaN,0.0,NaN,NaN,3.75,0.0,NaN,NaN
88811,1,7.03,1,7.03,NaN,7.03,7.03,7.03,NaN,0.0,NaN,NaN,7.03,0.0,NaN,NaN
89152,3,40.5,1,40.5,NaN,40.5,40.5,40.5,NaN,0.0,NaN,NaN,40.5,0.0,NaN,NaN
89328,5,15.9,1,15.9,NaN,15.9,15.9,15.9,NaN,0.0,NaN,NaN,15.9,0.0,NaN,NaN
89402,2,20.0,1,20.0,NaN,20.0,20.0,20.0,NaN,0.0,NaN,NaN,20.0,0.0,NaN,NaN
89427,6,7.5,1,7.5,NaN,7.5,7.5,7.5,NaN,0.0,NaN,NaN,7.5,0.0,NaN,NaN
89507,6,12.81,1,12.81,NaN,12.81,12.81,12.81,NaN,0.0,NaN,NaN,12.81,0.0,NaN,NaN
89688,7,8.5,1,8.5,NaN,8.5,8.5,8.5,NaN,0.0,NaN,NaN,8.5,0.0,NaN,NaN
89797,7,11.95,1,11.95,NaN,11.95,11.95,11.95,NaN,0.0,NaN,NaN,11.95,0.0,NaN,NaN
89963,5,8.5,1,8.5,NaN,8.5,8.5,8.5,NaN,0.0,NaN,NaN,8.5,0.0,NaN,NaN
90021,1,95.25,1,95.25,NaN,95.25,95.25,95.25,NaN,0.0,NaN,NaN,95.25,0.0,NaN,NaN
90252,5,1.65,1,1.65,NaN,1.65,1.65,1.65,NaN,0.0,NaN,NaN,1.65,0.0,NaN,NaN
90371,6,38.45,1,38.45,NaN,38.45,38.45,38.45,NaN,0.0,NaN,NaN,38.45,0.0,NaN,NaN
90472,6,4.95,1,4.95,NaN,4.95,4.95,4.95,NaN,0.0,NaN,NaN,4.95,0.0,NaN,NaN
90493,7,4.41,1,4.41,NaN,4.41,4.41,4.41,NaN,0.0,NaN,NaN,4.41,0.0,NaN,NaN
90549,1,32.65,1,32.65,NaN,32.65,32.65,32.65,NaN,0.0,NaN,NaN,32.65,0.0,NaN,NaN
90614,2,3.25,1,3.25,NaN,3.25,3.25,3.25,NaN,0.0,NaN,NaN,3.25,0.0,NaN,NaN
90986,3,5.25,1,5.25,NaN,5.25,5.25,5.25,NaN,0.0,NaN,NaN,5.25,0.0,NaN,NaN
50080,7,514.41,1,514.41,NaN,514.41,514.41,514.41,NaN,0.0,NaN,NaN,514.41,0.0,NaN,NaN
50507,7,39.75,1,39.75,NaN,39.75,39.75,39.75,NaN,0.0,NaN,NaN,39.75,0.0,NaN,NaN
50569,6,131.8,1,131.8,NaN,131.8,131.8,131.8,NaN,0.0,NaN,NaN,131.8,0.0,NaN,NaN
50699,6,650.64,1,650.64,NaN,650.64,650.64,650.64,NaN,0.0,NaN,NaN,650.64,0.0,NaN,NaN
50727,3,473.39,1,473.39,NaN,473.39,473.39,473.39,NaN,0.0,NaN,NaN,473.39,0.0,NaN,NaN
51086,1,204.87,1,204.87,NaN,204.87,204.87,204.87,NaN,0.0,NaN,NaN,204.87,0.0,NaN,NaN
51310,4,371.7,1,371.7,NaN,371.7,371.7,371.7,NaN,0.0,NaN,NaN,371.7,0.0,NaN,NaN
51363,3,249.65,1,249.65,NaN,249.65,249.65,249.65,NaN,0.0,NaN,NaN,249.65,0.0,NaN,NaN
51402,3,315.0,1,315.0,NaN,315.0,315.0,315.0,NaN,0.0,NaN,NaN,315.0,0.0,NaN,NaN
51483,4,67.5,1,67.5,NaN,67.5,67.5,67.5,NaN,0.0,NaN,NaN,67.5,0.0,NaN,NaN
51589,5,338.6,1,338.6,NaN,338.6,338.6,338.6,NaN,0.0,NaN,NaN,338.6,0.0,NaN,NaN
51663,2,31.3,1,31.3,NaN,31.3,31.3,31.3,NaN,0.0,NaN,NaN,31.3,0.0,NaN,NaN
52008,6,67.24,1,67.24,NaN,67.24,67.24,67.24,NaN,0.0,NaN,NaN,67.24,0.0,NaN,NaN
52140,4,141.3,1,141.3,NaN,141.3,141.3,141.3,NaN,0.0,NaN,NaN,141.3,0.0,NaN,NaN
52255,7,97.3,1,97.3,NaN,97.3,97.3,97.3,NaN,0.0,NaN,NaN,97.3,0.0,NaN,NaN
52341,2,180.0,1,180.0,NaN,180.0,180.0,180.0,NaN,0.0,NaN,NaN,180.0,0.0,NaN,NaN
52677,3,969.36,1,969.36,NaN,969.36,969.36,969.36,NaN,0.0,NaN,NaN,969.36,0.0,NaN,NaN
53537,2,248.42,1,248.42,NaN,248.42,248.42,248.42,NaN,0.0,NaN,NaN,248.42,0.0,NaN,NaN
53981,6,199.33,1,199.33,NaN,199.33,199.33,199.33,NaN,0.0,NaN,NaN,199.33,0.0,NaN,NaN
54016,1,287.93,1,287.93,NaN,287.93,287.93,287.93,NaN,0.0,NaN,NaN,287.93,0.0,NaN,NaN
54044,1,108.55,1,108.55,NaN,108.55,108.55,108.55,NaN,0.0,NaN,NaN,108.55,0.0,NaN,NaN
54050,1,164.7,1,164.7,NaN,164.7,164.7,164.7,NaN,0.0,NaN,NaN,164.7,0.0,NaN,NaN
54122,5,511.69,1,511.69,NaN,511.69,511.69,511.69,NaN,0.0,NaN,NaN,511.69,0.0,NaN,NaN
54288,1,119.85,1,119.85,NaN,119.85,119.85,119.85,NaN,0.0,NaN,NaN,119.85,0.0,NaN,NaN
54302,6,199.6,1,199.6,NaN,199.6,199.6,199.6,NaN,0.0,NaN,NaN,199.6,0.0,NaN,NaN
54686,5,428.11,1,428.11,NaN,428.11,428.11,428.11,NaN,0.0,NaN,NaN,428.11,0.0,NaN,NaN
54797,7,353.1,1,353.1,NaN,353.1,353.1,353.1,NaN,0.0,NaN,NaN,353.1,0.0,NaN,NaN
54936,5,449.98,1,449.98,NaN,449.98,449.98,449.98,NaN,0.0,NaN,NaN,449.98,0.0,NaN,NaN
55047,6,216.58,1,216.58,NaN,216.58,216.58,216.58,NaN,0.0,NaN,NaN,216.58,0.0,NaN,NaN
55170,6,119.76,1,119.76,NaN,119.76,119.76,119.76,NaN,0.0,NaN,NaN,119.76,0.0,NaN,NaN
55271,7,549.04,1,549.04,NaN,549.04,549.04,549.04,NaN,0.0,NaN,NaN,549.04,0.0,NaN,NaN
55286,1,1696.4,1,1696.4,NaN,1696.4,1696.4,1696.4,NaN,0.0,NaN,NaN,1696.4,0.0,NaN,NaN
55350,5,3506.24,1,3506.24,NaN,3506.24,3506.24,3506.24,NaN,0.0,NaN,NaN,3506.24,0.0,NaN,NaN
55399,2,112.45,1,112.45,NaN,112.45,112.45,112.45,NaN,0.0,NaN,NaN,112.45,0.0,NaN,NaN
55614,3,301.85,1,301.85,NaN,301.85,301.85,301.85,NaN,0.0,NaN,NaN,301.85,0.0,NaN,NaN
55753,5,528.27,1,528.27,NaN,528.27,528.27,528.27,NaN,0.0,NaN,NaN,528.27,0.0,NaN,NaN
56293,2,54.3,1,54.3,NaN,54.3,54.3,54.3,NaN,0.0,NaN,NaN,54.3,0.0,NaN,NaN
56419,3,576.0,1,576.0,NaN,576.0,576.0,576.0,NaN,0.0,NaN,NaN,576.0,0.0,NaN,NaN
56450,3,15.3,1,15.3,NaN,15.3,15.3,15.3,NaN,0.0,NaN,NaN,15.3,0.0,NaN,NaN
56493,3,309.38,1,309.38,NaN,309.38,309.38,309.38,NaN,0.0,NaN,NaN,309.38,0.0,NaN,NaN
56517,5,187.11,1,187.11,NaN,187.11,187.11,187.11,NaN,0.0,NaN,NaN,187.11,0.0,NaN,NaN
56699,4,75.6,1,75.6,NaN,75.6,75.6,75.6,NaN,0.0,NaN,NaN,75.6,0.0,NaN,NaN
56765,1,45.0,1,45.0,NaN,45.0,45.0,45.0,NaN,0.0,NaN,NaN,45.0,0.0,NaN,NaN
56804,3,278.13,1,278.13,NaN,278.13,278.13,278.13,NaN,0.0,NaN,NaN,278.13,0.0,NaN,NaN
56857,7,534.42,1,534.42,NaN,534.42,534.42,534.42,NaN,0.0,NaN,NaN,534.42,0.0,NaN,NaN
57152,2,301.04,1,301.04,NaN,301.04,301.04,301.04,NaN,0.0,NaN,NaN,301.04,0.0,NaN,NaN
57428,3,138.88,1,138.88,NaN,138.88,138.88,138.88,NaN,0.0,NaN,NaN,138.88,0.0,NaN,NaN
57579,4,795.75,1,795.75,NaN,795.75,795.75,795.75,NaN,0.0,NaN,NaN,795.75,0.0,NaN,NaN
57665,5,138.68,1,138.68,NaN,138.68,138.68,138.68,NaN,0.0,NaN,NaN,138.68,0.0,NaN,NaN
58240,3,388.9,1,388.9,NaN,388.9,388.9,388.9,NaN,0.0,NaN,NaN,388.9,0.0,NaN,NaN
58291,5,220.8,1,220.8,NaN,220.8,220.8,220.8,NaN,0.0,NaN,NaN,220.8,0.0,NaN,NaN
58345,3,369.01,1,369.01,NaN,369.01,369.01,369.01,NaN,0.0,NaN,NaN,369.01,0.0,NaN,NaN
58875,1,475.5,1,475.5,NaN,475.5,475.5,475.5,NaN,0.0,NaN,NaN,475.5,0.0,NaN,NaN
59487,7,183.5,1,183.5,NaN,183.5,183.5,183.5,NaN,0.0,NaN,NaN,183.5,0.0,NaN,NaN
59646,6,429.25,1,429.25,NaN,429.25,429.25,429.25,NaN,0.0,NaN,NaN,429.25,0.0,NaN,NaN
60384,3,141.49,1,141.49,NaN,141.49,141.49,141.49,NaN,0.0,NaN,NaN,141.49,0.0,NaN,NaN
60861,1,477.09,1,477.09,NaN,477.09,477.09,477.09,NaN,0.0,NaN,NaN,477.09,0.0,NaN,NaN
61239,7,67.95,1,67.95,NaN,67.95,67.95,67.95,NaN,0.0,NaN,NaN,67.95,0.0,NaN,NaN
61282,6,76.32,1,76.32,NaN,76.32,76.32,76.32,NaN,0.0,NaN,NaN,76.32,0.0,NaN,NaN
61463,3,406.1,1,406.1,NaN,406.1,406.1,406.1,NaN,0.0,NaN,NaN,406.1,0.0,NaN,NaN
61710,6,155.35,1,155.35,NaN,155.35,155.35,155.35,NaN,0.0,NaN,NaN,155.35,0.0,NaN,NaN
62282,7,1820.64,1,1820.64,NaN,1820.64,1820.64,1820.64,NaN,0.0,NaN,NaN,1820.64,0.0,NaN,NaN
62693,6,141.54,1,141.54,NaN,141.54,141.54,141.54,NaN,0.0,NaN,NaN,141.54,0.0,NaN,NaN
63070,7,398.05,1,398.05,NaN,398.05,398.05,398.05,NaN,0.0,NaN,NaN,398.05,0.0,NaN,NaN
63505,2,45.54,1,45.54,NaN,45.54,45.54,45.54,NaN,0.0,NaN,NaN,45.54,0.0,NaN,NaN
63540,7,127.19,1,127.19,NaN,127.19,127.19,127.19,NaN,0.0,NaN,NaN,127.19,0.0,NaN,NaN
63679,4,177.6,1,177.6,NaN,177.6,177.6,177.6,NaN,0.0,NaN,NaN,177.6,0.0,NaN,NaN
64136,1,394.14,1,394.14,NaN,394.14,394.14,394.14,NaN,0.0,NaN,NaN,394.14,0.0,NaN,NaN
64215,3,14.85,1,14.85,NaN,14.85,14.85,14.85,NaN,0.0,NaN,NaN,14.85,0.0,NaN,NaN
64394,1,14.5,1,14.5,NaN,14.5,14.5,14.5,NaN,0.0,NaN,NaN,14.5,0.0,NaN,NaN
64510,4,62.04,1,62.04,NaN,62.04,62.04,62.04,NaN,0.0,NaN,NaN,62.04,0.0,NaN,NaN
64844,2,259.08,1,259.08,NaN,259.08,259.08,259.08,NaN,0.0,NaN,NaN,259.08,0.0,NaN,NaN
65005,6,392.0,1,392.0,NaN,392.0,392.0,392.0,NaN,0.0,NaN,NaN,392.0,0.0,NaN,NaN
65174,1,230.57,1,230.57,NaN,230.57,230.57,230.57,NaN,0.0,NaN,NaN,230.57,0.0,NaN,NaN
65445,4,532.94,1,532.94,NaN,532.94,532.94,532.94,NaN,0.0,NaN,NaN,532.94,0.0,NaN,NaN
65503,6,427.76,1,427.76,NaN,427.76,427.76,427.76,NaN,0.0,NaN,NaN,427.76,0.0,NaN,NaN
65565,4,190.53,1,190.53,NaN,190.53,190.53,190.53,NaN,0.0,NaN,NaN,190.53,0.0,NaN,NaN
65956,5,666.06,1,666.06,NaN,666.06,666.06,666.06,NaN,0.0,NaN,NaN,666.06,0.0,NaN,NaN
66469,1,227.95,1,227.95,NaN,227.95,227.95,227.95,NaN,0.0,NaN,NaN,227.95,0.0,NaN,NaN
66854,5,869.9,1,869.9,NaN,869.9,869.9,869.9,NaN,0.0,NaN,NaN,869.9,0.0,NaN,NaN
66862,6,114.54,1,114.54,NaN,114.54,114.54,114.54,NaN,0.0,NaN,NaN,114.54,0.0,NaN,NaN
66910,7,454.28,1,454.28,NaN,454.28,454.28,454.28,NaN,0.0,NaN,NaN,454.28,0.0,NaN,NaN
67492,5,268.76,1,268.76,NaN,268.76,268.76,268.76,NaN,0.0,NaN,NaN,268.76,0.0,NaN,NaN
67547,6,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
67639,3,201.96,1,201.96,NaN,201.96,201.96,201.96,NaN,0.0,NaN,NaN,201.96,0.0,NaN,NaN
67820,3,1532.76,1,1532.76,NaN,1532.76,1532.76,1532.76,NaN,0.0,NaN,NaN,1532.76,0.0,NaN,NaN
67860,6,902.4,1,902.4,NaN,902.4,902.4,902.4,NaN,0.0,NaN,NaN,902.4,0.0,NaN,NaN
67976,7,430.0,1,430.0,NaN,430.0,430.0,430.0,NaN,0.0,NaN,NaN,430.0,0.0,NaN,NaN
68102,5,147.12,1,147.12,NaN,147.12,147.12,147.12,NaN,0.0,NaN,NaN,147.12,0.0,NaN,NaN
68409,3,383.66,1,383.66,NaN,383.66,383.66,383.66,NaN,0.0,NaN,NaN,383.66,0.0,NaN,NaN
68956,6,460.43,1,460.43,NaN,460.43,460.43,460.43,NaN,0.0,NaN,NaN,460.43,0.0,NaN,NaN
69173,5,320.3,1,320.3,NaN,320.3,320.3,320.3,NaN,0.0,NaN,NaN,320.3,0.0,NaN,NaN
69181,6,260.62,1,260.62,NaN,260.62,260.62,260.62,NaN,0.0,NaN,NaN,260.62,0.0,NaN,NaN
69320,2,416.65,1,416.65,NaN,416.65,416.65,416.65,NaN,0.0,NaN,NaN,416.65,0.0,NaN,NaN
69359,1,300.31,1,300.31,NaN,300.31,300.31,300.31,NaN,0.0,NaN,NaN,300.31,0.0,NaN,NaN
69434,2,109.63,1,109.63,NaN,109.63,109.63,109.63,NaN,0.0,NaN,NaN,109.63,0.0,NaN,NaN
69606,4,137.5,1,137.5,NaN,137.5,137.5,137.5,NaN,0.0,NaN,NaN,137.5,0.0,NaN,NaN
69655,2,324.72,1,324.72,NaN,324.72,324.72,324.72,NaN,0.0,NaN,NaN,324.72,0.0,NaN,NaN
69703,6,308.31,1,308.31,NaN,308.31,308.31,308.31,NaN,0.0,NaN,NaN,308.31,0.0,NaN,NaN
