txn_id,nextReviewTime_weekday,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
61377,5,62.68,1,62.68,NaN,62.68,62.68,62.68,NaN,0.0,NaN,NaN,62.68,0.0,NaN,NaN
61533,2,553.35,1,553.35,NaN,553.35,553.35,553.35,NaN,0.0,NaN,NaN,553.35,0.0,NaN,NaN
61631,4,521.49,1,521.49,NaN,521.49,521.49,521.49,NaN,0.0,NaN,NaN,521.49,0.0,NaN,NaN
61803,6,217.81,1,217.81,NaN,217.81,217.81,217.81,NaN,0.0,NaN,NaN,217.81,0.0,NaN,NaN
61863,2,156.02,1,156.02,NaN,156.02,156.02,156.02,NaN,0.0,NaN,NaN,156.02,0.0,NaN,NaN
61950,3,311.86,1,311.86,NaN,311.86,311.86,311.86,NaN,0.0,NaN,NaN,311.86,0.0,NaN,NaN
62326,2,195.0,1,195.0,NaN,195.0,195.0,195.0,NaN,0.0,NaN,NaN,195.0,0.0,NaN,NaN
62338,1,120.82,1,120.82,NaN,120.82,120.82,120.82,NaN,0.0,NaN,NaN,120.82,0.0,NaN,NaN
62609,6,259.32,1,259.32,NaN,259.32,259.32,259.32,NaN,0.0,NaN,NaN,259.32,0.0,NaN,NaN
62950,2,212.93,1,212.93,NaN,212.93,212.93,212.93,NaN,0.0,NaN,NaN,212.93,0.0,NaN,NaN
63043,7,1007.75,1,1007.75,NaN,1007.75,1007.75,1007.75,NaN,0.0,NaN,NaN,1007.75,0.0,NaN,NaN
63120,3,557.72,1,557.72,NaN,557.72,557.72,557.72,NaN,0.0,NaN,NaN,557.72,0.0,NaN,NaN
63508,2,537.0,1,537.0,NaN,537.0,537.0,537.0,NaN,0.0,NaN,NaN,537.0,0.0,NaN,NaN
64089,3,114.3,1,114.3,NaN,114.3,114.3,114.3,NaN,0.0,NaN,NaN,114.3,0.0,NaN,NaN
64628,3,157.76,1,157.76,NaN,157.76,157.76,157.76,NaN,0.0,NaN,NaN,157.76,0.0,NaN,NaN
64691,4,189.05,1,189.05,NaN,189.05,189.05,189.05,NaN,0.0,NaN,NaN,189.05,0.0,NaN,NaN
66034,7,361.8,1,361.8,NaN,361.8,361.8,361.8,NaN,0.0,NaN,NaN,361.8,0.0,NaN,NaN
66096,2,322.53,1,322.53,NaN,322.53,322.53,322.53,NaN,0.0,NaN,NaN,322.53,0.0,NaN,NaN
66486,2,107.7,1,107.7,NaN,107.7,107.7,107.7,NaN,0.0,NaN,NaN,107.7,0.0,NaN,NaN
66654,7,85.0,1,85.0,NaN,85.0,85.0,85.0,NaN,0.0,NaN,NaN,85.0,0.0,NaN,NaN
67361,1,344.62,1,344.62,NaN,344.62,344.62,344.62,NaN,0.0,NaN,NaN,344.62,0.0,NaN,NaN
67868,7,480.18,1,480.18,NaN,480.18,480.18,480.18,NaN,0.0,NaN,NaN,480.18,0.0,NaN,NaN
68138,2,440.26,1,440.26,NaN,440.26,440.26,440.26,NaN,0.0,NaN,NaN,440.26,0.0,NaN,NaN
68232,1,110.14,1,110.14,NaN,110.14,110.14,110.14,NaN,0.0,NaN,NaN,110.14,0.0,NaN,NaN
68273,1,210.0,1,210.0,NaN,210.0,210.0,210.0,NaN,0.0,NaN,NaN,210.0,0.0,NaN,NaN
68318,1,208.2,1,208.2,NaN,208.2,208.2,208.2,NaN,0.0,NaN,NaN,208.2,0.0,NaN,NaN
68350,1,411.08,1,411.08,NaN,411.08,411.08,411.08,NaN,0.0,NaN,NaN,411.08,0.0,NaN,NaN
68384,2,440.7,1,440.7,NaN,440.7,440.7,440.7,NaN,0.0,NaN,NaN,440.7,0.0,NaN,NaN
68665,4,368.45,1,368.45,NaN,368.45,368.45,368.45,NaN,0.0,NaN,NaN,368.45,0.0,NaN,NaN
68774,6,8.29,1,8.29,NaN,8.29,8.29,8.29,NaN,0.0,NaN,NaN,8.29,0.0,NaN,NaN
68826,7,2327.0,1,2327.0,NaN,2327.0,2327.0,2327.0,NaN,0.0,NaN,NaN,2327.0,0.0,NaN,NaN
68985,2,318.24,1,318.24,NaN,318.24,318.24,318.24,NaN,0.0,NaN,NaN,318.24,0.0,NaN,NaN
69442,7,123.21,1,123.21,NaN,123.21,123.21,123.21,NaN,0.0,NaN,NaN,123.21,0.0,NaN,NaN
69720,6,138.32,1,138.32,NaN,138.32,138.32,138.32,NaN,0.0,NaN,NaN,138.32,0.0,NaN,NaN
69802,6,409.9,1,409.9,NaN,409.9,409.9,409.9,NaN,0.0,NaN,NaN,409.9,0.0,NaN,NaN
69926,5,369.33,1,369.33,NaN,369.33,369.33,369.33,NaN,0.0,NaN,NaN,369.33,0.0,NaN,NaN
69948,2,104.7,1,104.7,NaN,104.7,104.7,104.7,NaN,0.0,NaN,NaN,104.7,0.0,NaN,NaN
70096,4,435.13,1,435.13,NaN,435.13,435.13,435.13,NaN,0.0,NaN,NaN,435.13,0.0,NaN,NaN
70290,2,1432.0,1,1432.0,NaN,1432.0,1432.0,1432.0,NaN,0.0,NaN,NaN,1432.0,0.0,NaN,NaN
70829,1,129.75,1,129.75,NaN,129.75,129.75,129.75,NaN,0.0,NaN,NaN,129.75,0.0,NaN,NaN
70862,4,110.85,1,110.85,NaN,110.85,110.85,110.85,NaN,0.0,NaN,NaN,110.85,0.0,NaN,NaN
70970,6,627.64,1,627.64,NaN,627.64,627.64,627.64,NaN,0.0,NaN,NaN,627.64,0.0,NaN,NaN
71041,2,386.64,1,386.64,NaN,386.64,386.64,386.64,NaN,0.0,NaN,NaN,386.64,0.0,NaN,NaN
71047,4,145.0,1,145.0,NaN,145.0,145.0,145.0,NaN,0.0,NaN,NaN,145.0,0.0,NaN,NaN
71134,3,345.1,1,345.1,NaN,345.1,345.1,345.1,NaN,0.0,NaN,NaN,345.1,0.0,NaN,NaN
71705,2,591.14,1,591.14,NaN,591.14,591.14,591.14,NaN,0.0,NaN,NaN,591.14,0.0,NaN,NaN
71923,3,344.9,1,344.9,NaN,344.9,344.9,344.9,NaN,0.0,NaN,NaN,344.9,0.0,NaN,NaN
72193,1,778.65,1,778.65,NaN,778.65,778.65,778.65,NaN,0.0,NaN,NaN,778.65,0.0,NaN,NaN
72679,1,370.98,1,370.98,NaN,370.98,370.98,370.98,NaN,0.0,NaN,NaN,370.98,0.0,NaN,NaN
72835,3,765.15,1,765.15,NaN,765.15,765.15,765.15,NaN,0.0,NaN,NaN,765.15,0.0,NaN,NaN
73067,3,549.84,1,549.84,NaN,549.84,549.84,549.84,NaN,0.0,NaN,NaN,549.84,0.0,NaN,NaN
73293,7,795.75,1,795.75,NaN,795.75,795.75,795.75,NaN,0.0,NaN,NaN,795.75,0.0,NaN,NaN
73490,1,61.58,1,61.58,NaN,61.58,61.58,61.58,NaN,0.0,NaN,NaN,61.58,0.0,NaN,NaN
73491,5,438.32,1,438.32,NaN,438.32,438.32,438.32,NaN,0.0,NaN,NaN,438.32,0.0,NaN,NaN
73690,3,305.51,1,305.51,NaN,305.51,305.51,305.51,NaN,0.0,NaN,NaN,305.51,0.0,NaN,NaN
73736,5,245.83,1,245.83,NaN,245.83,245.83,245.83,NaN,0.0,NaN,NaN,245.83,0.0,NaN,NaN
73882,7,366.1,1,366.1,NaN,366.1,366.1,366.1,NaN,0.0,NaN,NaN,366.1,0.0,NaN,NaN
74263,6,6.0,1,6.0,NaN,6.0,6.0,6.0,NaN,0.0,NaN,NaN,6.0,0.0,NaN,NaN
74447,1,2350.98,1,2350.98,NaN,2350.98,2350.98,2350.98,NaN,0.0,NaN,NaN,2350.98,0.0,NaN,NaN
74510,1,242.12,1,242.12,NaN,242.12,242.12,242.12,NaN,0.0,NaN,NaN,242.12,0.0,NaN,NaN
74690,4,318.44,1,318.44,NaN,318.44,318.44,318.44,NaN,0.0,NaN,NaN,318.44,0.0,NaN,NaN
75480,1,406.74,1,406.74,NaN,406.74,406.74,406.74,NaN,0.0,NaN,NaN,406.74,0.0,NaN,NaN
75678,7,533.12,1,533.12,NaN,533.12,533.12,533.12,NaN,0.0,NaN,NaN,533.12,0.0,NaN,NaN
76010,6,231.17,1,231.17,NaN,231.17,231.17,231.17,NaN,0.0,NaN,NaN,231.17,0.0,NaN,NaN
76311,1,283.33,1,283.33,NaN,283.33,283.33,283.33,NaN,0.0,NaN,NaN,283.33,0.0,NaN,NaN
76314,6,354.36,1,354.36,NaN,354.36,354.36,354.36,NaN,0.0,NaN,NaN,354.36,0.0,NaN,NaN
77004,2,666.84,1,666.84,NaN,666.84,666.84,666.84,NaN,0.0,NaN,NaN,666.84,0.0,NaN,NaN
77692,1,225.94,1,225.94,NaN,225.94,225.94,225.94,NaN,0.0,NaN,NaN,225.94,0.0,NaN,NaN
77874,4,171.45,1,171.45,NaN,171.45,171.45,171.45,NaN,0.0,NaN,NaN,171.45,0.0,NaN,NaN
77876,7,547.14,1,547.14,NaN,547.14,547.14,547.14,NaN,0.0,NaN,NaN,547.14,0.0,NaN,NaN
77968,7,148.96,1,148.96,NaN,148.96,148.96,148.96,NaN,0.0,NaN,NaN,148.96,0.0,NaN,NaN
78022,6,107.1,1,107.1,NaN,107.1,107.1,107.1,NaN,0.0,NaN,NaN,107.1,0.0,NaN,NaN
78097,4,355.86,1,355.86,NaN,355.86,355.86,355.86,NaN,0.0,NaN,NaN,355.86,0.0,NaN,NaN
78138,5,97.5,1,97.5,NaN,97.5,97.5,97.5,NaN,0.0,NaN,NaN,97.5,0.0,NaN,NaN
78492,2,463.09,1,463.09,NaN,463.09,463.09,463.09,NaN,0.0,NaN,NaN,463.09,0.0,NaN,NaN
78680,4,194.4,1,194.4,NaN,194.4,194.4,194.4,NaN,0.0,NaN,NaN,194.4,0.0,NaN,NaN
78785,3,100.95,1,100.95,NaN,100.95,100.95,100.95,NaN,0.0,NaN,NaN,100.95,0.0,NaN,NaN
78847,5,204.0,1,204.0,NaN,204.0,204.0,204.0,NaN,0.0,NaN,NaN,204.0,0.0,NaN,NaN
78935,4,316.36,1,316.36,NaN,316.36,316.36,316.36,NaN,0.0,NaN,NaN,316.36,0.0,NaN,NaN
79244,3,1049.66,1,1049.66,NaN,1049.66,1049.66,1049.66,NaN,0.0,NaN,NaN,1049.66,0.0,NaN,NaN
79406,2,448.5,1,448.5,NaN,448.5,448.5,448.5,NaN,0.0,NaN,NaN,448.5,0.0,NaN,NaN
79434,7,1013.86,1,1013.86,NaN,1013.86,1013.86,1013.86,NaN,0.0,NaN,NaN,1013.86,0.0,NaN,NaN
79531,1,110.38,1,110.38,NaN,110.38,110.38,110.38,NaN,0.0,NaN,NaN,110.38,0.0,NaN,NaN
79631,7,451.68,1,451.68,NaN,451.68,451.68,451.68,NaN,0.0,NaN,NaN,451.68,0.0,NaN,NaN
79671,5,302.62,1,302.62,NaN,302.62,302.62,302.62,NaN,0.0,NaN,NaN,302.62,0.0,NaN,NaN
79955,5,114.14,1,114.14,NaN,114.14,114.14,114.14,NaN,0.0,NaN,NaN,114.14,0.0,NaN,NaN
80123,2,332.46,1,332.46,NaN,332.46,332.46,332.46,NaN,0.0,NaN,NaN,332.46,0.0,NaN,NaN
80302,4,282.45,1,282.45,NaN,282.45,282.45,282.45,NaN,0.0,NaN,NaN,282.45,0.0,NaN,NaN
81223,6,149.47,1,149.47,NaN,149.47,149.47,149.47,NaN,0.0,NaN,NaN,149.47,0.0,NaN,NaN
82080,2,275.62,1,275.62,NaN,275.62,275.62,275.62,NaN,0.0,NaN,NaN,275.62,0.0,NaN,NaN
82211,2,165.0,1,165.0,NaN,165.0,165.0,165.0,NaN,0.0,NaN,NaN,165.0,0.0,NaN,NaN
83217,5,13.95,1,13.95,NaN,13.95,13.95,13.95,NaN,0.0,NaN,NaN,13.95,0.0,NaN,NaN
83398,1,96.3,1,96.3,NaN,96.3,96.3,96.3,NaN,0.0,NaN,NaN,96.3,0.0,NaN,NaN
83704,6,83.2,1,83.2,NaN,83.2,83.2,83.2,NaN,0.0,NaN,NaN,83.2,0.0,NaN,NaN
84206,1,199.29,1,199.29,NaN,199.29,199.29,199.29,NaN,0.0,NaN,NaN,199.29,0.0,NaN,NaN
84458,5,27.15,1,27.15,NaN,27.15,27.15,27.15,NaN,0.0,NaN,NaN,27.15,0.0,NaN,NaN
84658,7,7.95,1,7.95,NaN,7.95,7.95,7.95,NaN,0.0,NaN,NaN,7.95,0.0,NaN,NaN
84782,4,12.9,1,12.9,NaN,12.9,12.9,12.9,NaN,0.0,NaN,NaN,12.9,0.0,NaN,NaN
84865,6,40.0,1,40.0,NaN,40.0,40.0,40.0,NaN,0.0,NaN,NaN,40.0,0.0,NaN,NaN
84882,6,92.5,1,92.5,NaN,92.5,92.5,92.5,NaN,0.0,NaN,NaN,92.5,0.0,NaN,NaN
85131,5,39.8,1,39.8,NaN,39.8,39.8,39.8,NaN,0.0,NaN,NaN,39.8,0.0,NaN,NaN
85582,7,4.95,1,4.95,NaN,4.95,4.95,4.95,NaN,0.0,NaN,NaN,4.95,0.0,NaN,NaN
85624,3,11.25,1,11.25,NaN,11.25,11.25,11.25,NaN,0.0,NaN,NaN,11.25,0.0,NaN,NaN
87306,2,13.04,1,13.04,NaN,13.04,13.04,13.04,NaN,0.0,NaN,NaN,13.04,0.0,NaN,NaN
87668,1,14.85,1,14.85,NaN,14.85,14.85,14.85,NaN,0.0,NaN,NaN,14.85,0.0,NaN,NaN
88300,7,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
88383,2,15.84,1,15.84,NaN,15.84,15.84,15.84,NaN,0.0,NaN,NaN,15.84,0.0,NaN,NaN
88415,5,250.0,1,250.0,NaN,250.0,250.0,250.0,NaN,0.0,NaN,NaN,250.0,0.0,NaN,NaN
88563,6,15.7,1,15.7,NaN,15.7,15.7,15.7,NaN,0.0,NaN,NaN,15.7,0.0,NaN,NaN
88598,1,9.7,1,9.7,NaN,9.7,9.7,9.7,NaN,0.0,NaN,NaN,9.7,0.0,NaN,NaN
89360,7,10.5,1,10.5,NaN,10.5,10.5,10.5,NaN,0.0,NaN,NaN,10.5,0.0,NaN,NaN
89746,4,330.24,1,330.24,NaN,330.24,330.24,330.24,NaN,0.0,NaN,NaN,330.24,0.0,NaN,NaN
90192,7,15.28,1,15.28,NaN,15.28,15.28,15.28,NaN,0.0,NaN,NaN,15.28,0.0,NaN,NaN
90378,3,16.65,1,16.65,NaN,16.65,16.65,16.65,NaN,0.0,NaN,NaN,16.65,0.0,NaN,NaN
90529,4,26.0,1,26.0,NaN,26.0,26.0,26.0,NaN,0.0,NaN,NaN,26.0,0.0,NaN,NaN
90660,3,24.86,1,24.86,NaN,24.86,24.86,24.86,NaN,0.0,NaN,NaN,24.86,0.0,NaN,NaN
90766,3,16.65,1,16.65,NaN,16.65,16.65,16.65,NaN,0.0,NaN,NaN,16.65,0.0,NaN,NaN
90787,7,16.3,1,16.3,NaN,16.3,16.3,16.3,NaN,0.0,NaN,NaN,16.3,0.0,NaN,NaN
90789,1,1.65,1,1.65,NaN,1.65,1.65,1.65,NaN,0.0,NaN,NaN,1.65,0.0,NaN,NaN
90830,6,1.65,1,1.65,NaN,1.65,1.65,1.65,NaN,0.0,NaN,NaN,1.65,0.0,NaN,NaN
90864,2,9.95,1,9.95,NaN,9.95,9.95,9.95,NaN,0.0,NaN,NaN,9.95,0.0,NaN,NaN
50351,2,248.1,1,248.1,NaN,248.1,248.1,248.1,NaN,0.0,NaN,NaN,248.1,0.0,NaN,NaN
50571,6,91.8,1,91.8,NaN,91.8,91.8,91.8,NaN,0.0,NaN,NaN,91.8,0.0,NaN,NaN
51006,5,139.0,1,139.0,NaN,139.0,139.0,139.0,NaN,0.0,NaN,NaN,139.0,0.0,NaN,NaN
51423,7,218.4,1,218.4,NaN,218.4,218.4,218.4,NaN,0.0,NaN,NaN,218.4,0.0,NaN,NaN
51567,5,106.4,1,106.4,NaN,106.4,106.4,106.4,NaN,0.0,NaN,NaN,106.4,0.0,NaN,NaN
51957,6,165.85,1,165.85,NaN,165.85,165.85,165.85,NaN,0.0,NaN,NaN,165.85,0.0,NaN,NaN
51980,2,101.2,1,101.2,NaN,101.2,101.2,101.2,NaN,0.0,NaN,NaN,101.2,0.0,NaN,NaN
52061,3,58.7,1,58.7,NaN,58.7,58.7,58.7,NaN,0.0,NaN,NaN,58.7,0.0,NaN,NaN
52412,5,269.5,1,269.5,NaN,269.5,269.5,269.5,NaN,0.0,NaN,NaN,269.5,0.0,NaN,NaN
52485,3,242.92,1,242.92,NaN,242.92,242.92,242.92,NaN,0.0,NaN,NaN,242.92,0.0,NaN,NaN
52694,6,1145.33,1,1145.33,NaN,1145.33,1145.33,1145.33,NaN,0.0,NaN,NaN,1145.33,0.0,NaN,NaN
52889,4,479.1,1,479.1,NaN,479.1,479.1,479.1,NaN,0.0,NaN,NaN,479.1,0.0,NaN,NaN
52972,5,114.0,1,114.0,NaN,114.0,114.0,114.0,NaN,0.0,NaN,NaN,114.0,0.0,NaN,NaN
53249,1,255.25,1,255.25,NaN,255.25,255.25,255.25,NaN,0.0,NaN,NaN,255.25,0.0,NaN,NaN
53369,4,177.0,1,177.0,NaN,177.0,177.0,177.0,NaN,0.0,NaN,NaN,177.0,0.0,NaN,NaN
53599,5,128.82,1,128.82,NaN,128.82,128.82,128.82,NaN,0.0,NaN,NaN,128.82,0.0,NaN,NaN
53695,1,331.76,1,331.76,NaN,331.76,331.76,331.76,NaN,0.0,NaN,NaN,331.76,0.0,NaN,NaN
53828,2,469.18,1,469.18,NaN,469.18,469.18,469.18,NaN,0.0,NaN,NaN,469.18,0.0,NaN,NaN
54076,2,594.04,1,594.04,NaN,594.04,594.04,594.04,NaN,0.0,NaN,NaN,594.04,0.0,NaN,NaN
54323,1,197.25,1,197.25,NaN,197.25,197.25,197.25,NaN,0.0,NaN,NaN,197.25,0.0,NaN,NaN
54444,7,234.47,1,234.47,NaN,234.47,234.47,234.47,NaN,0.0,NaN,NaN,234.47,0.0,NaN,NaN
54565,4,530.1,1,530.1,NaN,530.1,530.1,530.1,NaN,0.0,NaN,NaN,530.1,0.0,NaN,NaN
54678,3,6549.12,1,6549.12,NaN,6549.12,6549.12,6549.12,NaN,0.0,NaN,NaN,6549.12,0.0,NaN,NaN
54692,1,120.75,1,120.75,NaN,120.75,120.75,120.75,NaN,0.0,NaN,NaN,120.75,0.0,NaN,NaN
55202,4,436.18,1,436.18,NaN,436.18,436.18,436.18,NaN,0.0,NaN,NaN,436.18,0.0,NaN,NaN
55332,7,262.44,1,262.44,NaN,262.44,262.44,262.44,NaN,0.0,NaN,NaN,262.44,0.0,NaN,NaN
55391,5,424.85,1,424.85,NaN,424.85,424.85,424.85,NaN,0.0,NaN,NaN,424.85,0.0,NaN,NaN
55475,1,133.0,1,133.0,NaN,133.0,133.0,133.0,NaN,0.0,NaN,NaN,133.0,0.0,NaN,NaN
55541,4,278.1,1,278.1,NaN,278.1,278.1,278.1,NaN,0.0,NaN,NaN,278.1,0.0,NaN,NaN
55578,4,101.25,1,101.25,NaN,101.25,101.25,101.25,NaN,0.0,NaN,NaN,101.25,0.0,NaN,NaN
55834,7,254.12,1,254.12,NaN,254.12,254.12,254.12,NaN,0.0,NaN,NaN,254.12,0.0,NaN,NaN
56073,6,234.15,1,234.15,NaN,234.15,234.15,234.15,NaN,0.0,NaN,NaN,234.15,0.0,NaN,NaN
56096,4,74.6,1,74.6,NaN,74.6,74.6,74.6,NaN,0.0,NaN,NaN,74.6,0.0,NaN,NaN
56128,4,845.1,1,845.1,NaN,845.1,845.1,845.1,NaN,0.0,NaN,NaN,845.1,0.0,NaN,NaN
56210,4,720.86,1,720.86,NaN,720.86,720.86,720.86,NaN,0.0,NaN,NaN,720.86,0.0,NaN,NaN
56340,7,186.33,1,186.33,NaN,186.33,186.33,186.33,NaN,0.0,NaN,NaN,186.33,0.0,NaN,NaN
57123,1,153.75,1,153.75,NaN,153.75,153.75,153.75,NaN,0.0,NaN,NaN,153.75,0.0,NaN,NaN
57494,1,120.33,1,120.33,NaN,120.33,120.33,120.33,NaN,0.0,NaN,NaN,120.33,0.0,NaN,NaN
57651,1,300.0,1,300.0,NaN,300.0,300.0,300.0,NaN,0.0,NaN,NaN,300.0,0.0,NaN,NaN
58037,1,543.22,1,543.22,NaN,543.22,543.22,543.22,NaN,0.0,NaN,NaN,543.22,0.0,NaN,NaN
58336,7,135.09,1,135.09,NaN,135.09,135.09,135.09,NaN,0.0,NaN,NaN,135.09,0.0,NaN,NaN
58370,2,206.13,1,206.13,NaN,206.13,206.13,206.13,NaN,0.0,NaN,NaN,206.13,0.0,NaN,NaN
58571,3,306.39,1,306.39,NaN,306.39,306.39,306.39,NaN,0.0,NaN,NaN,306.39,0.0,NaN,NaN
58578,3,760.18,1,760.18,NaN,760.18,760.18,760.18,NaN,0.0,NaN,NaN,760.18,0.0,NaN,NaN
58783,7,266.85,1,266.85,NaN,266.85,266.85,266.85,NaN,0.0,NaN,NaN,266.85,0.0,NaN,NaN
59376,4,480.34,1,480.34,NaN,480.34,480.34,480.34,NaN,0.0,NaN,NaN,480.34,0.0,NaN,NaN
59499,4,282.4,1,282.4,NaN,282.4,282.4,282.4,NaN,0.0,NaN,NaN,282.4,0.0,NaN,NaN
59691,3,189.84,1,189.84,NaN,189.84,189.84,189.84,NaN,0.0,NaN,NaN,189.84,0.0,NaN,NaN
59933,4,299.82,1,299.82,NaN,299.82,299.82,299.82,NaN,0.0,NaN,NaN,299.82,0.0,NaN,NaN
60279,5,67.5,1,67.5,NaN,67.5,67.5,67.5,NaN,0.0,NaN,NaN,67.5,0.0,NaN,NaN
60345,3,140.85,1,140.85,NaN,140.85,140.85,140.85,NaN,0.0,NaN,NaN,140.85,0.0,NaN,NaN
60417,6,199.75,1,199.75,NaN,199.75,199.75,199.75,NaN,0.0,NaN,NaN,199.75,0.0,NaN,NaN
60575,3,708.6,1,708.6,NaN,708.6,708.6,708.6,NaN,0.0,NaN,NaN,708.6,0.0,NaN,NaN
60756,3,354.35,1,354.35,NaN,354.35,354.35,354.35,NaN,0.0,NaN,NaN,354.35,0.0,NaN,NaN
61182,7,225.6,1,225.6,NaN,225.6,225.6,225.6,NaN,0.0,NaN,NaN,225.6,0.0,NaN,NaN
61189,6,897.6,1,897.6,NaN,897.6,897.6,897.6,NaN,0.0,NaN,NaN,897.6,0.0,NaN,NaN
61192,7,1051.99,1,1051.99,NaN,1051.99,1051.99,1051.99,NaN,0.0,NaN,NaN,1051.99,0.0,NaN,NaN
61368,5,313.3,1,313.3,NaN,313.3,313.3,313.3,NaN,0.0,NaN,NaN,313.3,0.0,NaN,NaN
61496,6,155.68,1,155.68,NaN,155.68,155.68,155.68,NaN,0.0,NaN,NaN,155.68,0.0,NaN,NaN
61524,7,137.95,1,137.95,NaN,137.95,137.95,137.95,NaN,0.0,NaN,NaN,137.95,0.0,NaN,NaN
61663,6,404.7,1,404.7,NaN,404.7,404.7,404.7,NaN,0.0,NaN,NaN,404.7,0.0,NaN,NaN
61834,5,722.41,1,722.41,NaN,722.41,722.41,722.41,NaN,0.0,NaN,NaN,722.41,0.0,NaN,NaN
61976,2,270.69,1,270.69,NaN,270.69,270.69,270.69,NaN,0.0,NaN,NaN,270.69,0.0,NaN,NaN
62218,5,137.7,1,137.7,NaN,137.7,137.7,137.7,NaN,0.0,NaN,NaN,137.7,0.0,NaN,NaN
62266,5,150.4,1,150.4,NaN,150.4,150.4,150.4,NaN,0.0,NaN,NaN,150.4,0.0,NaN,NaN
62521,7,174.51,1,174.51,NaN,174.51,174.51,174.51,NaN,0.0,NaN,NaN,174.51,0.0,NaN,NaN
62593,2,540.36,1,540.36,NaN,540.36,540.36,540.36,NaN,0.0,NaN,NaN,540.36,0.0,NaN,NaN
62759,1,267.46,1,267.46,NaN,267.46,267.46,267.46,NaN,0.0,NaN,NaN,267.46,0.0,NaN,NaN
63203,2,593.25,1,593.25,NaN,593.25,593.25,593.25,NaN,0.0,NaN,NaN,593.25,0.0,NaN,NaN
63288,6,296.32,1,296.32,NaN,296.32,296.32,296.32,NaN,0.0,NaN,NaN,296.32,0.0,NaN,NaN
64250,2,424.24,1,424.24,NaN,424.24,424.24,424.24,NaN,0.0,NaN,NaN,424.24,0.0,NaN,NaN
65508,7,870.3,1,870.3,NaN,870.3,870.3,870.3,NaN,0.0,NaN,NaN,870.3,0.0,NaN,NaN
65695,4,329.56,1,329.56,NaN,329.56,329.56,329.56,NaN,0.0,NaN,NaN,329.56,0.0,NaN,NaN
65743,2,1.45,1,1.45,NaN,1.45,1.45,1.45,NaN,0.0,NaN,NaN,1.45,0.0,NaN,NaN
65879,1,20.4,1,20.4,NaN,20.4,20.4,20.4,NaN,0.0,NaN,NaN,20.4,0.0,NaN,NaN
66053,1,254.18,1,254.18,NaN,254.18,254.18,254.18,NaN,0.0,NaN,NaN,254.18,0.0,NaN,NaN
66490,1,433.22,1,433.22,NaN,433.22,433.22,433.22,NaN,0.0,NaN,NaN,433.22,0.0,NaN,NaN
66536,7,123.73,1,123.73,NaN,123.73,123.73,123.73,NaN,0.0,NaN,NaN,123.73,0.0,NaN,NaN
66679,4,704.01,1,704.01,NaN,704.01,704.01,704.01,NaN,0.0,NaN,NaN,704.01,0.0,NaN,NaN
66861,1,109.9,1,109.9,NaN,109.9,109.9,109.9,NaN,0.0,NaN,NaN,109.9,0.0,NaN,NaN
67000,5,34.68,1,34.68,NaN,34.68,34.68,34.68,NaN,0.0,NaN,NaN,34.68,0.0,NaN,NaN
67005,7,346.76,1,346.76,NaN,346.76,346.76,346.76,NaN,0.0,NaN,NaN,346.76,0.0,NaN,NaN
67213,1,163.53,1,163.53,NaN,163.53,163.53,163.53,NaN,0.0,NaN,NaN,163.53,0.0,NaN,NaN
67564,1,675.7,1,675.7,NaN,675.7,675.7,675.7,NaN,0.0,NaN,NaN,675.7,0.0,NaN,NaN
68221,4,101.15,1,101.15,NaN,101.15,101.15,101.15,NaN,0.0,NaN,NaN,101.15,0.0,NaN,NaN
68322,1,231.35,1,231.35,NaN,231.35,231.35,231.35,NaN,0.0,NaN,NaN,231.35,0.0,NaN,NaN
68440,2,532.98,1,532.98,NaN,532.98,532.98,532.98,NaN,0.0,NaN,NaN,532.98,0.0,NaN,NaN
68481,3,263.32,1,263.32,NaN,263.32,263.32,263.32,NaN,0.0,NaN,NaN,263.32,0.0,NaN,NaN
68533,5,27.8,1,27.8,NaN,27.8,27.8,27.8,NaN,0.0,NaN,NaN,27.8,0.0,NaN,NaN
68744,1,220.2,1,220.2,NaN,220.2,220.2,220.2,NaN,0.0,NaN,NaN,220.2,0.0,NaN,NaN
69045,5,579.0,1,579.0,NaN,579.0,579.0,579.0,NaN,0.0,NaN,NaN,579.0,0.0,NaN,NaN
69578,7,383.96,1,383.96,NaN,383.96,383.96,383.96,NaN,0.0,NaN,NaN,383.96,0.0,NaN,NaN
69971,4,135.51,1,135.51,NaN,135.51,135.51,135.51,NaN,0.0,NaN,NaN,135.51,0.0,NaN,NaN
70173,4,574.31,1,574.31,NaN,574.31,574.31,574.31,NaN,0.0,NaN,NaN,574.31,0.0,NaN,NaN
70436,6,307.8,1,307.8,NaN,307.8,307.8,307.8,NaN,0.0,NaN,NaN,307.8,0.0,NaN,NaN
