txn_id,txn_timestamp_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
66462,2,126.62,1,126.62,NaN,126.62,126.62,126.62,NaN,0.0,NaN,NaN,126.62,0.0,NaN,NaN
66772,5,428.49,1,428.49,NaN,428.49,428.49,428.49,NaN,0.0,NaN,NaN,428.49,0.0,NaN,NaN
67571,16,456.84,1,456.84,NaN,456.84,456.84,456.84,NaN,0.0,NaN,NaN,456.84,0.0,NaN,NaN
68071,22,307.8,1,307.8,NaN,307.8,307.8,307.8,NaN,0.0,NaN,NaN,307.8,0.0,NaN,NaN
68905,31,111.35,1,111.35,NaN,111.35,111.35,111.35,NaN,0.0,NaN,NaN,111.35,0.0,NaN,NaN
69101,2,638.02,1,638.02,NaN,638.02,638.02,638.02,NaN,0.0,NaN,NaN,638.02,0.0,NaN,NaN
69376,7,358.49,1,358.49,NaN,358.49,358.49,358.49,NaN,0.0,NaN,NaN,358.49,0.0,NaN,NaN
69391,7,1256.95,1,1256.95,NaN,1256.95,1256.95,1256.95,NaN,0.0,NaN,NaN,1256.95,0.0,NaN,NaN
69488,8,521.44,1,521.44,NaN,521.44,521.44,521.44,NaN,0.0,NaN,NaN,521.44,0.0,NaN,NaN
69534,9,337.5,1,337.5,NaN,337.5,337.5,337.5,NaN,0.0,NaN,NaN,337.5,0.0,NaN,NaN
69894,14,115.3,1,115.3,NaN,115.3,115.3,115.3,NaN,0.0,NaN,NaN,115.3,0.0,NaN,NaN
70085,16,1964.85,1,1964.85,NaN,1964.85,1964.85,1964.85,NaN,0.0,NaN,NaN,1964.85,0.0,NaN,NaN
70783,23,318.92,1,318.92,NaN,318.92,318.92,318.92,NaN,0.0,NaN,NaN,318.92,0.0,NaN,NaN
70844,23,80.18,1,80.18,NaN,80.18,80.18,80.18,NaN,0.0,NaN,NaN,80.18,0.0,NaN,NaN
70852,24,333.44,1,333.44,NaN,333.44,333.44,333.44,NaN,0.0,NaN,NaN,333.44,0.0,NaN,NaN
71287,1,112.86,1,112.86,NaN,112.86,112.86,112.86,NaN,0.0,NaN,NaN,112.86,0.0,NaN,NaN
71321,1,560.54,1,560.54,NaN,560.54,560.54,560.54,NaN,0.0,NaN,NaN,560.54,0.0,NaN,NaN
71433,3,761.68,1,761.68,NaN,761.68,761.68,761.68,NaN,0.0,NaN,NaN,761.68,0.0,NaN,NaN
71546,4,691.2,1,691.2,NaN,691.2,691.2,691.2,NaN,0.0,NaN,NaN,691.2,0.0,NaN,NaN
72035,10,889.4,1,889.4,NaN,889.4,889.4,889.4,NaN,0.0,NaN,NaN,889.4,0.0,NaN,NaN
72200,11,5.95,1,5.95,NaN,5.95,5.95,5.95,NaN,0.0,NaN,NaN,5.95,0.0,NaN,NaN
72355,12,433.93,1,433.93,NaN,433.93,433.93,433.93,NaN,0.0,NaN,NaN,433.93,0.0,NaN,NaN
72412,13,267.8,1,267.8,NaN,267.8,267.8,267.8,NaN,0.0,NaN,NaN,267.8,0.0,NaN,NaN
72418,13,327.8,1,327.8,NaN,327.8,327.8,327.8,NaN,0.0,NaN,NaN,327.8,0.0,NaN,NaN
72452,13,53.55,1,53.55,NaN,53.55,53.55,53.55,NaN,0.0,NaN,NaN,53.55,0.0,NaN,NaN
72650,14,1465.6,1,1465.6,NaN,1465.6,1465.6,1465.6,NaN,0.0,NaN,NaN,1465.6,0.0,NaN,NaN
72714,15,595.89,1,595.89,NaN,595.89,595.89,595.89,NaN,0.0,NaN,NaN,595.89,0.0,NaN,NaN
72903,18,293.54,1,293.54,NaN,293.54,293.54,293.54,NaN,0.0,NaN,NaN,293.54,0.0,NaN,NaN
73299,21,290.52,1,290.52,NaN,290.52,290.52,290.52,NaN,0.0,NaN,NaN,290.52,0.0,NaN,NaN
73470,22,310.32,1,310.32,NaN,310.32,310.32,310.32,NaN,0.0,NaN,NaN,310.32,0.0,NaN,NaN
73531,24,272.22,1,272.22,NaN,272.22,272.22,272.22,NaN,0.0,NaN,NaN,272.22,0.0,NaN,NaN
73688,25,57.48,1,57.48,NaN,57.48,57.48,57.48,NaN,0.0,NaN,NaN,57.48,0.0,NaN,NaN
73834,26,383.66,1,383.66,NaN,383.66,383.66,383.66,NaN,0.0,NaN,NaN,383.66,0.0,NaN,NaN
74022,27,248.61,1,248.61,NaN,248.61,248.61,248.61,NaN,0.0,NaN,NaN,248.61,0.0,NaN,NaN
74108,28,278.66,1,278.66,NaN,278.66,278.66,278.66,NaN,0.0,NaN,NaN,278.66,0.0,NaN,NaN
74183,28,824.83,1,824.83,NaN,824.83,824.83,824.83,NaN,0.0,NaN,NaN,824.83,0.0,NaN,NaN
74252,29,1290.7,1,1290.7,NaN,1290.7,1290.7,1290.7,NaN,0.0,NaN,NaN,1290.7,0.0,NaN,NaN
74648,2,310.0,1,310.0,NaN,310.0,310.0,310.0,NaN,0.0,NaN,NaN,310.0,0.0,NaN,NaN
74777,3,363.18,1,363.18,NaN,363.18,363.18,363.18,NaN,0.0,NaN,NaN,363.18,0.0,NaN,NaN
74802,3,561.73,1,561.73,NaN,561.73,561.73,561.73,NaN,0.0,NaN,NaN,561.73,0.0,NaN,NaN
74804,3,269.63,1,269.63,NaN,269.63,269.63,269.63,NaN,0.0,NaN,NaN,269.63,0.0,NaN,NaN
74841,3,92.46,1,92.46,NaN,92.46,92.46,92.46,NaN,0.0,NaN,NaN,92.46,0.0,NaN,NaN
74853,3,97.97,1,97.97,NaN,97.97,97.97,97.97,NaN,0.0,NaN,NaN,97.97,0.0,NaN,NaN
74918,4,428.89,1,428.89,NaN,428.89,428.89,428.89,NaN,0.0,NaN,NaN,428.89,0.0,NaN,NaN
74939,4,517.28,1,517.28,NaN,517.28,517.28,517.28,NaN,0.0,NaN,NaN,517.28,0.0,NaN,NaN
75007,4,33.0,1,33.0,NaN,33.0,33.0,33.0,NaN,0.0,NaN,NaN,33.0,0.0,NaN,NaN
75278,7,167.67,1,167.67,NaN,167.67,167.67,167.67,NaN,0.0,NaN,NaN,167.67,0.0,NaN,NaN
75378,8,317.22,1,317.22,NaN,317.22,317.22,317.22,NaN,0.0,NaN,NaN,317.22,0.0,NaN,NaN
76133,15,339.02,1,339.02,NaN,339.02,339.02,339.02,NaN,0.0,NaN,NaN,339.02,0.0,NaN,NaN
76258,16,223.36,1,223.36,NaN,223.36,223.36,223.36,NaN,0.0,NaN,NaN,223.36,0.0,NaN,NaN
76535,17,450.37,1,450.37,NaN,450.37,450.37,450.37,NaN,0.0,NaN,NaN,450.37,0.0,NaN,NaN
76546,18,2856.14,1,2856.14,NaN,2856.14,2856.14,2856.14,NaN,0.0,NaN,NaN,2856.14,0.0,NaN,NaN
76586,18,20277.92,1,20277.92,NaN,20277.92,20277.92,20277.92,NaN,0.0,NaN,NaN,20277.92,0.0,NaN,NaN
77006,22,130.74,1,130.74,NaN,130.74,130.74,130.74,NaN,0.0,NaN,NaN,130.74,0.0,NaN,NaN
77124,23,480.8,1,480.8,NaN,480.8,480.8,480.8,NaN,0.0,NaN,NaN,480.8,0.0,NaN,NaN
77541,26,499.16,1,499.16,NaN,499.16,499.16,499.16,NaN,0.0,NaN,NaN,499.16,0.0,NaN,NaN
77798,28,384.12,1,384.12,NaN,384.12,384.12,384.12,NaN,0.0,NaN,NaN,384.12,0.0,NaN,NaN
77962,30,413.41,1,413.41,NaN,413.41,413.41,413.41,NaN,0.0,NaN,NaN,413.41,0.0,NaN,NaN
78026,30,195.48,1,195.48,NaN,195.48,195.48,195.48,NaN,0.0,NaN,NaN,195.48,0.0,NaN,NaN
78072,31,599.25,1,599.25,NaN,599.25,599.25,599.25,NaN,0.0,NaN,NaN,599.25,0.0,NaN,NaN
78250,1,92.38,1,92.38,NaN,92.38,92.38,92.38,NaN,0.0,NaN,NaN,92.38,0.0,NaN,NaN
78461,2,713.76,1,713.76,NaN,713.76,713.76,713.76,NaN,0.0,NaN,NaN,713.76,0.0,NaN,NaN
78578,4,218.98,1,218.98,NaN,218.98,218.98,218.98,NaN,0.0,NaN,NaN,218.98,0.0,NaN,NaN
78689,4,506.51,1,506.51,NaN,506.51,506.51,506.51,NaN,0.0,NaN,NaN,506.51,0.0,NaN,NaN
78791,5,527.05,1,527.05,NaN,527.05,527.05,527.05,NaN,0.0,NaN,NaN,527.05,0.0,NaN,NaN
78808,5,180.0,1,180.0,NaN,180.0,180.0,180.0,NaN,0.0,NaN,NaN,180.0,0.0,NaN,NaN
78940,6,260.38,1,260.38,NaN,260.38,260.38,260.38,NaN,0.0,NaN,NaN,260.38,0.0,NaN,NaN
78977,6,338.88,1,338.88,NaN,338.88,338.88,338.88,NaN,0.0,NaN,NaN,338.88,0.0,NaN,NaN
79002,6,303.28,1,303.28,NaN,303.28,303.28,303.28,NaN,0.0,NaN,NaN,303.28,0.0,NaN,NaN
79017,6,741.22,1,741.22,NaN,741.22,741.22,741.22,NaN,0.0,NaN,NaN,741.22,0.0,NaN,NaN
79674,9,424.2,1,424.2,NaN,424.2,424.2,424.2,NaN,0.0,NaN,NaN,424.2,0.0,NaN,NaN
79692,9,1136.68,1,1136.68,NaN,1136.68,1136.68,1136.68,NaN,0.0,NaN,NaN,1136.68,0.0,NaN,NaN
79840,11,2068.49,1,2068.49,NaN,2068.49,2068.49,2068.49,NaN,0.0,NaN,NaN,2068.49,0.0,NaN,NaN
79886,11,626.07,1,626.07,NaN,626.07,626.07,626.07,NaN,0.0,NaN,NaN,626.07,0.0,NaN,NaN
80161,13,315.68,1,315.68,NaN,315.68,315.68,315.68,NaN,0.0,NaN,NaN,315.68,0.0,NaN,NaN
80175,13,305.62,1,305.62,NaN,305.62,305.62,305.62,NaN,0.0,NaN,NaN,305.62,0.0,NaN,NaN
80223,13,1894.01,1,1894.01,NaN,1894.01,1894.01,1894.01,NaN,0.0,NaN,NaN,1894.01,0.0,NaN,NaN
80514,15,67.01,1,67.01,NaN,67.01,67.01,67.01,NaN,0.0,NaN,NaN,67.01,0.0,NaN,NaN
80677,15,162.95,1,162.95,NaN,162.95,162.95,162.95,NaN,0.0,NaN,NaN,162.95,0.0,NaN,NaN
80945,16,4.25,1,4.25,NaN,4.25,4.25,4.25,NaN,0.0,NaN,NaN,4.25,0.0,NaN,NaN
81089,18,118.2,1,118.2,NaN,118.2,118.2,118.2,NaN,0.0,NaN,NaN,118.2,0.0,NaN,NaN
81431,20,255.43,1,255.43,NaN,255.43,255.43,255.43,NaN,0.0,NaN,NaN,255.43,0.0,NaN,NaN
81534,20,302.24,1,302.24,NaN,302.24,302.24,302.24,NaN,0.0,NaN,NaN,302.24,0.0,NaN,NaN
81989,23,151.38,1,151.38,NaN,151.38,151.38,151.38,NaN,0.0,NaN,NaN,151.38,0.0,NaN,NaN
82098,23,182.15,1,182.15,NaN,182.15,182.15,182.15,NaN,0.0,NaN,NaN,182.15,0.0,NaN,NaN
82163,25,316.14,1,316.14,NaN,316.14,316.14,316.14,NaN,0.0,NaN,NaN,316.14,0.0,NaN,NaN
82441,27,257.4,1,257.4,NaN,257.4,257.4,257.4,NaN,0.0,NaN,NaN,257.4,0.0,NaN,NaN
82487,27,152.32,1,152.32,NaN,152.32,152.32,152.32,NaN,0.0,NaN,NaN,152.32,0.0,NaN,NaN
82891,1,16.5,1,16.5,NaN,16.5,16.5,16.5,NaN,0.0,NaN,NaN,16.5,0.0,NaN,NaN
83082,2,51.18,1,51.18,NaN,51.18,51.18,51.18,NaN,0.0,NaN,NaN,51.18,0.0,NaN,NaN
83200,2,264.99,1,264.99,NaN,264.99,264.99,264.99,NaN,0.0,NaN,NaN,264.99,0.0,NaN,NaN
83475,5,178.04,1,178.04,NaN,178.04,178.04,178.04,NaN,0.0,NaN,NaN,178.04,0.0,NaN,NaN
84172,8,200.52,1,200.52,NaN,200.52,200.52,200.52,NaN,0.0,NaN,NaN,200.52,0.0,NaN,NaN
84284,9,140.64,1,140.64,NaN,140.64,140.64,140.64,NaN,0.0,NaN,NaN,140.64,0.0,NaN,NaN
84555,13,10.2,1,10.2,NaN,10.2,10.2,10.2,NaN,0.0,NaN,NaN,10.2,0.0,NaN,NaN
84849,23,13.5,1,13.5,NaN,13.5,13.5,13.5,NaN,0.0,NaN,NaN,13.5,0.0,NaN,NaN
84963,10,21.9,1,21.9,NaN,21.9,21.9,21.9,NaN,0.0,NaN,NaN,21.9,0.0,NaN,NaN
85427,11,5.95,1,5.95,NaN,5.95,5.95,5.95,NaN,0.0,NaN,NaN,5.95,0.0,NaN,NaN
86194,28,80.55,1,80.55,NaN,80.55,80.55,80.55,NaN,0.0,NaN,NaN,80.55,0.0,NaN,NaN
86393,10,1.95,1,1.95,NaN,1.95,1.95,1.95,NaN,0.0,NaN,NaN,1.95,0.0,NaN,NaN
86459,12,21.8,1,21.8,NaN,21.8,21.8,21.8,NaN,0.0,NaN,NaN,21.8,0.0,NaN,NaN
86583,19,45.9,1,45.9,NaN,45.9,45.9,45.9,NaN,0.0,NaN,NaN,45.9,0.0,NaN,NaN
86781,4,103.3,1,103.3,NaN,103.3,103.3,103.3,NaN,0.0,NaN,NaN,103.3,0.0,NaN,NaN
86807,7,42.63,1,42.63,NaN,42.63,42.63,42.63,NaN,0.0,NaN,NaN,42.63,0.0,NaN,NaN
86839,8,11.7,1,11.7,NaN,11.7,11.7,11.7,NaN,0.0,NaN,NaN,11.7,0.0,NaN,NaN
86840,8,26.34,1,26.34,NaN,26.34,26.34,26.34,NaN,0.0,NaN,NaN,26.34,0.0,NaN,NaN
87015,18,29.9,1,29.9,NaN,29.9,29.9,29.9,NaN,0.0,NaN,NaN,29.9,0.0,NaN,NaN
87091,21,29.95,1,29.95,NaN,29.95,29.95,29.95,NaN,0.0,NaN,NaN,29.95,0.0,NaN,NaN
87151,23,1.45,1,1.45,NaN,1.45,1.45,1.45,NaN,0.0,NaN,NaN,1.45,0.0,NaN,NaN
87667,21,14.85,1,14.85,NaN,14.85,14.85,14.85,NaN,0.0,NaN,NaN,14.85,0.0,NaN,NaN
87721,25,8.7,1,8.7,NaN,8.7,8.7,8.7,NaN,0.0,NaN,NaN,8.7,0.0,NaN,NaN
87934,8,3.9,1,3.9,NaN,3.9,3.9,3.9,NaN,0.0,NaN,NaN,3.9,0.0,NaN,NaN
88252,26,18.86,1,18.86,NaN,18.86,18.86,18.86,NaN,0.0,NaN,NaN,18.86,0.0,NaN,NaN
88376,5,1.65,1,1.65,NaN,1.65,1.65,1.65,NaN,0.0,NaN,NaN,1.65,0.0,NaN,NaN
88421,7,8.5,1,8.5,NaN,8.5,8.5,8.5,NaN,0.0,NaN,NaN,8.5,0.0,NaN,NaN
88523,13,14.33,1,14.33,NaN,14.33,14.33,14.33,NaN,0.0,NaN,NaN,14.33,0.0,NaN,NaN
88535,15,2.55,1,2.55,NaN,2.55,2.55,2.55,NaN,0.0,NaN,NaN,2.55,0.0,NaN,NaN
88619,21,27.15,1,27.15,NaN,27.15,27.15,27.15,NaN,0.0,NaN,NaN,27.15,0.0,NaN,NaN
88919,10,23.75,1,23.75,NaN,23.75,23.75,23.75,NaN,0.0,NaN,NaN,23.75,0.0,NaN,NaN
89318,27,11.31,1,11.31,NaN,11.31,11.31,11.31,NaN,0.0,NaN,NaN,11.31,0.0,NaN,NaN
89787,17,29.75,1,29.75,NaN,29.75,29.75,29.75,NaN,0.0,NaN,NaN,29.75,0.0,NaN,NaN
89918,25,30.8,1,30.8,NaN,30.8,30.8,30.8,NaN,0.0,NaN,NaN,30.8,0.0,NaN,NaN
90123,2,25.85,1,25.85,NaN,25.85,25.85,25.85,NaN,0.0,NaN,NaN,25.85,0.0,NaN,NaN
90190,6,18.24,1,18.24,NaN,18.24,18.24,18.24,NaN,0.0,NaN,NaN,18.24,0.0,NaN,NaN
90275,8,13.44,1,13.44,NaN,13.44,13.44,13.44,NaN,0.0,NaN,NaN,13.44,0.0,NaN,NaN
90724,27,9.72,1,9.72,NaN,9.72,9.72,9.72,NaN,0.0,NaN,NaN,9.72,0.0,NaN,NaN
90907,2,172.89,1,172.89,NaN,172.89,172.89,172.89,NaN,0.0,NaN,NaN,172.89,0.0,NaN,NaN
90976,6,40.4,1,40.4,NaN,40.4,40.4,40.4,NaN,0.0,NaN,NaN,40.4,0.0,NaN,NaN
50066,1,192.6,1,192.6,NaN,192.6,192.6,192.6,NaN,0.0,NaN,NaN,192.6,0.0,NaN,NaN
50204,1,198.0,1,198.0,NaN,198.0,198.0,198.0,NaN,0.0,NaN,NaN,198.0,0.0,NaN,NaN
50233,2,163.76,1,163.76,NaN,163.76,163.76,163.76,NaN,0.0,NaN,NaN,163.76,0.0,NaN,NaN
50254,2,22.2,1,22.2,NaN,22.2,22.2,22.2,NaN,0.0,NaN,NaN,22.2,0.0,NaN,NaN
50639,5,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
51002,7,322.3,1,322.3,NaN,322.3,322.3,322.3,NaN,0.0,NaN,NaN,322.3,0.0,NaN,NaN
52106,16,933.32,1,933.32,NaN,933.32,933.32,933.32,NaN,0.0,NaN,NaN,933.32,0.0,NaN,NaN
52447,20,832.08,1,832.08,NaN,832.08,832.08,832.08,NaN,0.0,NaN,NaN,832.08,0.0,NaN,NaN
53082,10,780.42,1,780.42,NaN,780.42,780.42,780.42,NaN,0.0,NaN,NaN,780.42,0.0,NaN,NaN
53213,12,2.46,1,2.46,NaN,2.46,2.46,2.46,NaN,0.0,NaN,NaN,2.46,0.0,NaN,NaN
53743,21,94.36,1,94.36,NaN,94.36,94.36,94.36,NaN,0.0,NaN,NaN,94.36,0.0,NaN,NaN
54030,26,326.4,1,326.4,NaN,326.4,326.4,326.4,NaN,0.0,NaN,NaN,326.4,0.0,NaN,NaN
54250,28,150.88,1,150.88,NaN,150.88,150.88,150.88,NaN,0.0,NaN,NaN,150.88,0.0,NaN,NaN
54368,1,305.07,1,305.07,NaN,305.07,305.07,305.07,NaN,0.0,NaN,NaN,305.07,0.0,NaN,NaN
54490,2,211.94,1,211.94,NaN,211.94,211.94,211.94,NaN,0.0,NaN,NaN,211.94,0.0,NaN,NaN
54635,3,75.68,1,75.68,NaN,75.68,75.68,75.68,NaN,0.0,NaN,NaN,75.68,0.0,NaN,NaN
54744,5,296.52,1,296.52,NaN,296.52,296.52,296.52,NaN,0.0,NaN,NaN,296.52,0.0,NaN,NaN
55193,14,252.51,1,252.51,NaN,252.51,252.51,252.51,NaN,0.0,NaN,NaN,252.51,0.0,NaN,NaN
55461,17,388.05,1,388.05,NaN,388.05,388.05,388.05,NaN,0.0,NaN,NaN,388.05,0.0,NaN,NaN
55495,18,244.68,1,244.68,NaN,244.68,244.68,244.68,NaN,0.0,NaN,NaN,244.68,0.0,NaN,NaN
55928,24,635.41,1,635.41,NaN,635.41,635.41,635.41,NaN,0.0,NaN,NaN,635.41,0.0,NaN,NaN
55958,25,161.41,1,161.41,NaN,161.41,161.41,161.41,NaN,0.0,NaN,NaN,161.41,0.0,NaN,NaN
56123,28,67.23,1,67.23,NaN,67.23,67.23,67.23,NaN,0.0,NaN,NaN,67.23,0.0,NaN,NaN
56327,30,498.15,1,498.15,NaN,498.15,498.15,498.15,NaN,0.0,NaN,NaN,498.15,0.0,NaN,NaN
56651,4,427.03,1,427.03,NaN,427.03,427.03,427.03,NaN,0.0,NaN,NaN,427.03,0.0,NaN,NaN
57045,8,117.11,1,117.11,NaN,117.11,117.11,117.11,NaN,0.0,NaN,NaN,117.11,0.0,NaN,NaN
57307,13,542.97,1,542.97,NaN,542.97,542.97,542.97,NaN,0.0,NaN,NaN,542.97,0.0,NaN,NaN
57596,16,141.41,1,141.41,NaN,141.41,141.41,141.41,NaN,0.0,NaN,NaN,141.41,0.0,NaN,NaN
57599,16,177.84,1,177.84,NaN,177.84,177.84,177.84,NaN,0.0,NaN,NaN,177.84,0.0,NaN,NaN
57713,18,350.8,1,350.8,NaN,350.8,350.8,350.8,NaN,0.0,NaN,NaN,350.8,0.0,NaN,NaN
57987,21,202.22,1,202.22,NaN,202.22,202.22,202.22,NaN,0.0,NaN,NaN,202.22,0.0,NaN,NaN
58160,23,83.14,1,83.14,NaN,83.14,83.14,83.14,NaN,0.0,NaN,NaN,83.14,0.0,NaN,NaN
58195,23,194.92,1,194.92,NaN,194.92,194.92,194.92,NaN,0.0,NaN,NaN,194.92,0.0,NaN,NaN
58257,25,197.89,1,197.89,NaN,197.89,197.89,197.89,NaN,0.0,NaN,NaN,197.89,0.0,NaN,NaN
58325,26,179.73,1,179.73,NaN,179.73,179.73,179.73,NaN,0.0,NaN,NaN,179.73,0.0,NaN,NaN
59142,6,415.7,1,415.7,NaN,415.7,415.7,415.7,NaN,0.0,NaN,NaN,415.7,0.0,NaN,NaN
59148,6,636.25,1,636.25,NaN,636.25,636.25,636.25,NaN,0.0,NaN,NaN,636.25,0.0,NaN,NaN
59314,7,149.9,1,149.9,NaN,149.9,149.9,149.9,NaN,0.0,NaN,NaN,149.9,0.0,NaN,NaN
59559,11,50.0,1,50.0,NaN,50.0,50.0,50.0,NaN,0.0,NaN,NaN,50.0,0.0,NaN,NaN
59981,14,223.42,1,223.42,NaN,223.42,223.42,223.42,NaN,0.0,NaN,NaN,223.42,0.0,NaN,NaN
60375,19,329.24,1,329.24,NaN,329.24,329.24,329.24,NaN,0.0,NaN,NaN,329.24,0.0,NaN,NaN
60560,25,110.52,1,110.52,NaN,110.52,110.52,110.52,NaN,0.0,NaN,NaN,110.52,0.0,NaN,NaN
60667,26,443.25,1,443.25,NaN,443.25,443.25,443.25,NaN,0.0,NaN,NaN,443.25,0.0,NaN,NaN
60887,1,692.84,1,692.84,NaN,692.84,692.84,692.84,NaN,0.0,NaN,NaN,692.84,0.0,NaN,NaN
60914,1,534.65,1,534.65,NaN,534.65,534.65,534.65,NaN,0.0,NaN,NaN,534.65,0.0,NaN,NaN
61083,2,128.01,1,128.01,NaN,128.01,128.01,128.01,NaN,0.0,NaN,NaN,128.01,0.0,NaN,NaN
61124,3,236.0,1,236.0,NaN,236.0,236.0,236.0,NaN,0.0,NaN,NaN,236.0,0.0,NaN,NaN
61361,4,304.21,1,304.21,NaN,304.21,304.21,304.21,NaN,0.0,NaN,NaN,304.21,0.0,NaN,NaN
61758,8,251.29,1,251.29,NaN,251.29,251.29,251.29,NaN,0.0,NaN,NaN,251.29,0.0,NaN,NaN
61793,9,590.95,1,590.95,NaN,590.95,590.95,590.95,NaN,0.0,NaN,NaN,590.95,0.0,NaN,NaN
61846,9,1637.43,1,1637.43,NaN,1637.43,1637.43,1637.43,NaN,0.0,NaN,NaN,1637.43,0.0,NaN,NaN
62017,10,7.8,1,7.8,NaN,7.8,7.8,7.8,NaN,0.0,NaN,NaN,7.8,0.0,NaN,NaN
62154,11,415.28,1,415.28,NaN,415.28,415.28,415.28,NaN,0.0,NaN,NaN,415.28,0.0,NaN,NaN
62656,17,171.45,1,171.45,NaN,171.45,171.45,171.45,NaN,0.0,NaN,NaN,171.45,0.0,NaN,NaN
62774,17,163.6,1,163.6,NaN,163.6,163.6,163.6,NaN,0.0,NaN,NaN,163.6,0.0,NaN,NaN
62930,20,117.66,1,117.66,NaN,117.66,117.66,117.66,NaN,0.0,NaN,NaN,117.66,0.0,NaN,NaN
62949,20,212.93,1,212.93,NaN,212.93,212.93,212.93,NaN,0.0,NaN,NaN,212.93,0.0,NaN,NaN
63166,22,688.06,1,688.06,NaN,688.06,688.06,688.06,NaN,0.0,NaN,NaN,688.06,0.0,NaN,NaN
63347,23,314.7,1,314.7,NaN,314.7,314.7,314.7,NaN,0.0,NaN,NaN,314.7,0.0,NaN,NaN
63591,27,415.04,1,415.04,NaN,415.04,415.04,415.04,NaN,0.0,NaN,NaN,415.04,0.0,NaN,NaN
63746,30,397.36,1,397.36,NaN,397.36,397.36,397.36,NaN,0.0,NaN,NaN,397.36,0.0,NaN,NaN
63837,31,79.8,1,79.8,NaN,79.8,79.8,79.8,NaN,0.0,NaN,NaN,79.8,0.0,NaN,NaN
64819,11,1266.66,1,1266.66,NaN,1266.66,1266.66,1266.66,NaN,0.0,NaN,NaN,1266.66,0.0,NaN,NaN
64914,12,102.0,1,102.0,NaN,102.0,102.0,102.0,NaN,0.0,NaN,NaN,102.0,0.0,NaN,NaN
64957,13,171.63,1,171.63,NaN,171.63,171.63,171.63,NaN,0.0,NaN,NaN,171.63,0.0,NaN,NaN
65821,22,185.64,1,185.64,NaN,185.64,185.64,185.64,NaN,0.0,NaN,NaN,185.64,0.0,NaN,NaN
66166,27,114.35,1,114.35,NaN,114.35,114.35,114.35,NaN,0.0,NaN,NaN,114.35,0.0,NaN,NaN
66267,28,17.0,1,17.0,NaN,17.0,17.0,17.0,NaN,0.0,NaN,NaN,17.0,0.0,NaN,NaN
66455,2,153.13,1,153.13,NaN,153.13,153.13,153.13,NaN,0.0,NaN,NaN,153.13,0.0,NaN,NaN
66829,5,113.96,1,113.96,NaN,113.96,113.96,113.96,NaN,0.0,NaN,NaN,113.96,0.0,NaN,NaN
67623,16,304.52,1,304.52,NaN,304.52,304.52,304.52,NaN,0.0,NaN,NaN,304.52,0.0,NaN,NaN
67630,16,370.1,1,370.1,NaN,370.1,370.1,370.1,NaN,0.0,NaN,NaN,370.1,0.0,NaN,NaN
67835,18,126.58,1,126.58,NaN,126.58,126.58,126.58,NaN,0.0,NaN,NaN,126.58,0.0,NaN,NaN
68056,22,354.24,1,354.24,NaN,354.24,354.24,354.24,NaN,0.0,NaN,NaN,354.24,0.0,NaN,NaN
68156,22,5.04,1,5.04,NaN,5.04,5.04,5.04,NaN,0.0,NaN,NaN,5.04,0.0,NaN,NaN
68228,23,87.4,1,87.4,NaN,87.4,87.4,87.4,NaN,0.0,NaN,NaN,87.4,0.0,NaN,NaN
68403,25,99.0,1,99.0,NaN,99.0,99.0,99.0,NaN,0.0,NaN,NaN,99.0,0.0,NaN,NaN
68457,26,126.6,1,126.6,NaN,126.6,126.6,126.6,NaN,0.0,NaN,NaN,126.6,0.0,NaN,NaN
68493,26,23.5,1,23.5,NaN,23.5,23.5,23.5,NaN,0.0,NaN,NaN,23.5,0.0,NaN,NaN
68964,1,526.22,1,526.22,NaN,526.22,526.22,526.22,NaN,0.0,NaN,NaN,526.22,0.0,NaN,NaN
69037,2,913.3,1,913.3,NaN,913.3,913.3,913.3,NaN,0.0,NaN,NaN,913.3,0.0,NaN,NaN
69467,8,45.0,1,45.0,NaN,45.0,45.0,45.0,NaN,0.0,NaN,NaN,45.0,0.0,NaN,NaN
70060,16,4.25,1,4.25,NaN,4.25,4.25,4.25,NaN,0.0,NaN,NaN,4.25,0.0,NaN,NaN
70063,16,4873.81,1,4873.81,NaN,4873.81,4873.81,4873.81,NaN,0.0,NaN,NaN,4873.81,0.0,NaN,NaN
70118,16,196.1,1,196.1,NaN,196.1,196.1,196.1,NaN,0.0,NaN,NaN,196.1,0.0,NaN,NaN
70229,17,142.91,1,142.91,NaN,142.91,142.91,142.91,NaN,0.0,NaN,NaN,142.91,0.0,NaN,NaN
70822,23,353.86,1,353.86,NaN,353.86,353.86,353.86,NaN,0.0,NaN,NaN,353.86,0.0,NaN,NaN
71497,4,7480.06,1,7480.06,NaN,7480.06,7480.06,7480.06,NaN,0.0,NaN,NaN,7480.06,0.0,NaN,NaN
