txn_id,txn_timestamp_quarter,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
90429,1,18.0,1,18.0,NaN,18.0,18.0,18.0,NaN,0.0,NaN,NaN,18.0,0.0,NaN,NaN
90640,1,0.85,1,0.85,NaN,0.85,0.85,0.85,NaN,0.0,NaN,NaN,0.85,0.0,NaN,NaN
90781,1,83.2,1,83.2,NaN,83.2,83.2,83.2,NaN,0.0,NaN,NaN,83.2,0.0,NaN,NaN
90884,1,18.75,1,18.75,NaN,18.75,18.75,18.75,NaN,0.0,NaN,NaN,18.75,0.0,NaN,NaN
90970,1,41.6,1,41.6,NaN,41.6,41.6,41.6,NaN,0.0,NaN,NaN,41.6,0.0,NaN,NaN
50227,1,306.4,1,306.4,NaN,306.4,306.4,306.4,NaN,0.0,NaN,NaN,306.4,0.0,NaN,NaN
50305,1,136.2,1,136.2,NaN,136.2,136.2,136.2,NaN,0.0,NaN,NaN,136.2,0.0,NaN,NaN
50472,1,263.62,1,263.62,NaN,263.62,263.62,263.62,NaN,0.0,NaN,NaN,263.62,0.0,NaN,NaN
50643,1,204.0,1,204.0,NaN,204.0,204.0,204.0,NaN,0.0,NaN,NaN,204.0,0.0,NaN,NaN
50729,1,8.65,1,8.65,NaN,8.65,8.65,8.65,NaN,0.0,NaN,NaN,8.65,0.0,NaN,NaN
51296,1,464.61,1,464.61,NaN,464.61,464.61,464.61,NaN,0.0,NaN,NaN,464.61,0.0,NaN,NaN
51511,1,111.8,1,111.8,NaN,111.8,111.8,111.8,NaN,0.0,NaN,NaN,111.8,0.0,NaN,NaN
51548,1,213.26,1,213.26,NaN,213.26,213.26,213.26,NaN,0.0,NaN,NaN,213.26,0.0,NaN,NaN
51678,1,777.56,1,777.56,NaN,777.56,777.56,777.56,NaN,0.0,NaN,NaN,777.56,0.0,NaN,NaN
51703,1,230.1,1,230.1,NaN,230.1,230.1,230.1,NaN,0.0,NaN,NaN,230.1,0.0,NaN,NaN
51834,1,337.98,1,337.98,NaN,337.98,337.98,337.98,NaN,0.0,NaN,NaN,337.98,0.0,NaN,NaN
52355,1,333.82,1,333.82,NaN,333.82,333.82,333.82,NaN,0.0,NaN,NaN,333.82,0.0,NaN,NaN
52416,1,290.51,1,290.51,NaN,290.51,290.51,290.51,NaN,0.0,NaN,NaN,290.51,0.0,NaN,NaN
53132,2,355.8,1,355.8,NaN,355.8,355.8,355.8,NaN,0.0,NaN,NaN,355.8,0.0,NaN,NaN
53285,2,200.25,1,200.25,NaN,200.25,200.25,200.25,NaN,0.0,NaN,NaN,200.25,0.0,NaN,NaN
53436,2,203.3,1,203.3,NaN,203.3,203.3,203.3,NaN,0.0,NaN,NaN,203.3,0.0,NaN,NaN
53619,2,523.98,1,523.98,NaN,523.98,523.98,523.98,NaN,0.0,NaN,NaN,523.98,0.0,NaN,NaN
53853,2,301.28,1,301.28,NaN,301.28,301.28,301.28,NaN,0.0,NaN,NaN,301.28,0.0,NaN,NaN
54431,2,176.66,1,176.66,NaN,176.66,176.66,176.66,NaN,0.0,NaN,NaN,176.66,0.0,NaN,NaN
54475,2,123.43,1,123.43,NaN,123.43,123.43,123.43,NaN,0.0,NaN,NaN,123.43,0.0,NaN,NaN
54778,2,390.71,1,390.71,NaN,390.71,390.71,390.71,NaN,0.0,NaN,NaN,390.71,0.0,NaN,NaN
54972,2,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
55380,2,1683.9,1,1683.9,NaN,1683.9,1683.9,1683.9,NaN,0.0,NaN,NaN,1683.9,0.0,NaN,NaN
55602,2,968.3,1,968.3,NaN,968.3,968.3,968.3,NaN,0.0,NaN,NaN,968.3,0.0,NaN,NaN
55751,2,108.15,1,108.15,NaN,108.15,108.15,108.15,NaN,0.0,NaN,NaN,108.15,0.0,NaN,NaN
56213,2,149.95,1,149.95,NaN,149.95,149.95,149.95,NaN,0.0,NaN,NaN,149.95,0.0,NaN,NaN
56285,2,161.8,1,161.8,NaN,161.8,161.8,161.8,NaN,0.0,NaN,NaN,161.8,0.0,NaN,NaN
56458,2,535.38,1,535.38,NaN,535.38,535.38,535.38,NaN,0.0,NaN,NaN,535.38,0.0,NaN,NaN
56610,2,311.94,1,311.94,NaN,311.94,311.94,311.94,NaN,0.0,NaN,NaN,311.94,0.0,NaN,NaN
57192,2,207.3,1,207.3,NaN,207.3,207.3,207.3,NaN,0.0,NaN,NaN,207.3,0.0,NaN,NaN
57212,2,177.59,1,177.59,NaN,177.59,177.59,177.59,NaN,0.0,NaN,NaN,177.59,0.0,NaN,NaN
57577,2,114.85,1,114.85,NaN,114.85,114.85,114.85,NaN,0.0,NaN,NaN,114.85,0.0,NaN,NaN
57816,2,103.72,1,103.72,NaN,103.72,103.72,103.72,NaN,0.0,NaN,NaN,103.72,0.0,NaN,NaN
58431,2,305.68,1,305.68,NaN,305.68,305.68,305.68,NaN,0.0,NaN,NaN,305.68,0.0,NaN,NaN
58831,2,291.44,1,291.44,NaN,291.44,291.44,291.44,NaN,0.0,NaN,NaN,291.44,0.0,NaN,NaN
58889,3,412.49,1,412.49,NaN,412.49,412.49,412.49,NaN,0.0,NaN,NaN,412.49,0.0,NaN,NaN
59071,3,203.4,1,203.4,NaN,203.4,203.4,203.4,NaN,0.0,NaN,NaN,203.4,0.0,NaN,NaN
59270,3,421.6,1,421.6,NaN,421.6,421.6,421.6,NaN,0.0,NaN,NaN,421.6,0.0,NaN,NaN
59277,3,129.45,1,129.45,NaN,129.45,129.45,129.45,NaN,0.0,NaN,NaN,129.45,0.0,NaN,NaN
59639,3,313.8,1,313.8,NaN,313.8,313.8,313.8,NaN,0.0,NaN,NaN,313.8,0.0,NaN,NaN
59730,3,106.4,1,106.4,NaN,106.4,106.4,106.4,NaN,0.0,NaN,NaN,106.4,0.0,NaN,NaN
59759,3,41.6,1,41.6,NaN,41.6,41.6,41.6,NaN,0.0,NaN,NaN,41.6,0.0,NaN,NaN
59833,3,224.73,1,224.73,NaN,224.73,224.73,224.73,NaN,0.0,NaN,NaN,224.73,0.0,NaN,NaN
59888,3,331.28,1,331.28,NaN,331.28,331.28,331.28,NaN,0.0,NaN,NaN,331.28,0.0,NaN,NaN
60127,3,257.34,1,257.34,NaN,257.34,257.34,257.34,NaN,0.0,NaN,NaN,257.34,0.0,NaN,NaN
60143,3,164.75,1,164.75,NaN,164.75,164.75,164.75,NaN,0.0,NaN,NaN,164.75,0.0,NaN,NaN
60189,3,480.27,1,480.27,NaN,480.27,480.27,480.27,NaN,0.0,NaN,NaN,480.27,0.0,NaN,NaN
60342,3,1052.56,1,1052.56,NaN,1052.56,1052.56,1052.56,NaN,0.0,NaN,NaN,1052.56,0.0,NaN,NaN
60630,3,282.7,1,282.7,NaN,282.7,282.7,282.7,NaN,0.0,NaN,NaN,282.7,0.0,NaN,NaN
61100,3,385.14,1,385.14,NaN,385.14,385.14,385.14,NaN,0.0,NaN,NaN,385.14,0.0,NaN,NaN
61155,3,494.7,1,494.7,NaN,494.7,494.7,494.7,NaN,0.0,NaN,NaN,494.7,0.0,NaN,NaN
61367,3,313.3,1,313.3,NaN,313.3,313.3,313.3,NaN,0.0,NaN,NaN,313.3,0.0,NaN,NaN
61545,3,360.29,1,360.29,NaN,360.29,360.29,360.29,NaN,0.0,NaN,NaN,360.29,0.0,NaN,NaN
61785,3,765.4,1,765.4,NaN,765.4,765.4,765.4,NaN,0.0,NaN,NaN,765.4,0.0,NaN,NaN
61886,3,66.14,1,66.14,NaN,66.14,66.14,66.14,NaN,0.0,NaN,NaN,66.14,0.0,NaN,NaN
61926,3,181.82,1,181.82,NaN,181.82,181.82,181.82,NaN,0.0,NaN,NaN,181.82,0.0,NaN,NaN
62103,3,413.37,1,413.37,NaN,413.37,413.37,413.37,NaN,0.0,NaN,NaN,413.37,0.0,NaN,NaN
62144,3,384.0,1,384.0,NaN,384.0,384.0,384.0,NaN,0.0,NaN,NaN,384.0,0.0,NaN,NaN
62472,3,447.71,1,447.71,NaN,447.71,447.71,447.71,NaN,0.0,NaN,NaN,447.71,0.0,NaN,NaN
62518,3,114.7,1,114.7,NaN,114.7,114.7,114.7,NaN,0.0,NaN,NaN,114.7,0.0,NaN,NaN
63432,3,302.8,1,302.8,NaN,302.8,302.8,302.8,NaN,0.0,NaN,NaN,302.8,0.0,NaN,NaN
63436,3,107.4,1,107.4,NaN,107.4,107.4,107.4,NaN,0.0,NaN,NaN,107.4,0.0,NaN,NaN
64131,3,320.2,1,320.2,NaN,320.2,320.2,320.2,NaN,0.0,NaN,NaN,320.2,0.0,NaN,NaN
64364,3,151.95,1,151.95,NaN,151.95,151.95,151.95,NaN,0.0,NaN,NaN,151.95,0.0,NaN,NaN
64465,3,333.0,1,333.0,NaN,333.0,333.0,333.0,NaN,0.0,NaN,NaN,333.0,0.0,NaN,NaN
64575,3,185.8,1,185.8,NaN,185.8,185.8,185.8,NaN,0.0,NaN,NaN,185.8,0.0,NaN,NaN
64665,3,360.07,1,360.07,NaN,360.07,360.07,360.07,NaN,0.0,NaN,NaN,360.07,0.0,NaN,NaN
64884,3,474.87,1,474.87,NaN,474.87,474.87,474.87,NaN,0.0,NaN,NaN,474.87,0.0,NaN,NaN
65259,3,68.9,1,68.9,NaN,68.9,68.9,68.9,NaN,0.0,NaN,NaN,68.9,0.0,NaN,NaN
65269,3,163.2,1,163.2,NaN,163.2,163.2,163.2,NaN,0.0,NaN,NaN,163.2,0.0,NaN,NaN
65316,3,373.5,1,373.5,NaN,373.5,373.5,373.5,NaN,0.0,NaN,NaN,373.5,0.0,NaN,NaN
65598,3,116.28,1,116.28,NaN,116.28,116.28,116.28,NaN,0.0,NaN,NaN,116.28,0.0,NaN,NaN
66011,3,10.08,1,10.08,NaN,10.08,10.08,10.08,NaN,0.0,NaN,NaN,10.08,0.0,NaN,NaN
66211,3,1948.92,1,1948.92,NaN,1948.92,1948.92,1948.92,NaN,0.0,NaN,NaN,1948.92,0.0,NaN,NaN
66270,3,301.06,1,301.06,NaN,301.06,301.06,301.06,NaN,0.0,NaN,NaN,301.06,0.0,NaN,NaN
66498,4,321.46,1,321.46,NaN,321.46,321.46,321.46,NaN,0.0,NaN,NaN,321.46,0.0,NaN,NaN
68325,4,375.0,1,375.0,NaN,375.0,375.0,375.0,NaN,0.0,NaN,NaN,375.0,0.0,NaN,NaN
68510,4,212.18,1,212.18,NaN,212.18,212.18,212.18,NaN,0.0,NaN,NaN,212.18,0.0,NaN,NaN
68568,4,310.07,1,310.07,NaN,310.07,310.07,310.07,NaN,0.0,NaN,NaN,310.07,0.0,NaN,NaN
68973,4,3.95,1,3.95,NaN,3.95,3.95,3.95,NaN,0.0,NaN,NaN,3.95,0.0,NaN,NaN
68999,4,14.04,1,14.04,NaN,14.04,14.04,14.04,NaN,0.0,NaN,NaN,14.04,0.0,NaN,NaN
69029,4,2022.6,1,2022.6,NaN,2022.6,2022.6,2022.6,NaN,0.0,NaN,NaN,2022.6,0.0,NaN,NaN
69293,4,316.38,1,316.38,NaN,316.38,316.38,316.38,NaN,0.0,NaN,NaN,316.38,0.0,NaN,NaN
69576,4,197.1,1,197.1,NaN,197.1,197.1,197.1,NaN,0.0,NaN,NaN,197.1,0.0,NaN,NaN
69832,4,626.06,1,626.06,NaN,626.06,626.06,626.06,NaN,0.0,NaN,NaN,626.06,0.0,NaN,NaN
69839,4,238.0,1,238.0,NaN,238.0,238.0,238.0,NaN,0.0,NaN,NaN,238.0,0.0,NaN,NaN
69930,4,596.98,1,596.98,NaN,596.98,596.98,596.98,NaN,0.0,NaN,NaN,596.98,0.0,NaN,NaN
69982,4,308.08,1,308.08,NaN,308.08,308.08,308.08,NaN,0.0,NaN,NaN,308.08,0.0,NaN,NaN
70007,4,234.0,1,234.0,NaN,234.0,234.0,234.0,NaN,0.0,NaN,NaN,234.0,0.0,NaN,NaN
70240,4,69.28,1,69.28,NaN,69.28,69.28,69.28,NaN,0.0,NaN,NaN,69.28,0.0,NaN,NaN
70648,4,2275.0,1,2275.0,NaN,2275.0,2275.0,2275.0,NaN,0.0,NaN,NaN,2275.0,0.0,NaN,NaN
70744,4,17.0,1,17.0,NaN,17.0,17.0,17.0,NaN,0.0,NaN,NaN,17.0,0.0,NaN,NaN
70914,4,748.87,1,748.87,NaN,748.87,748.87,748.87,NaN,0.0,NaN,NaN,748.87,0.0,NaN,NaN
70980,4,642.42,1,642.42,NaN,642.42,642.42,642.42,NaN,0.0,NaN,NaN,642.42,0.0,NaN,NaN
71161,4,319.95,1,319.95,NaN,319.95,319.95,319.95,NaN,0.0,NaN,NaN,319.95,0.0,NaN,NaN
71494,4,50.0,1,50.0,NaN,50.0,50.0,50.0,NaN,0.0,NaN,NaN,50.0,0.0,NaN,NaN
71804,4,91.32,1,91.32,NaN,91.32,91.32,91.32,NaN,0.0,NaN,NaN,91.32,0.0,NaN,NaN
71850,4,412.71,1,412.71,NaN,412.71,412.71,412.71,NaN,0.0,NaN,NaN,412.71,0.0,NaN,NaN
71892,4,78.9,1,78.9,NaN,78.9,78.9,78.9,NaN,0.0,NaN,NaN,78.9,0.0,NaN,NaN
72187,4,339.83,1,339.83,NaN,339.83,339.83,339.83,NaN,0.0,NaN,NaN,339.83,0.0,NaN,NaN
72355,4,433.93,1,433.93,NaN,433.93,433.93,433.93,NaN,0.0,NaN,NaN,433.93,0.0,NaN,NaN
72480,4,588.51,1,588.51,NaN,588.51,588.51,588.51,NaN,0.0,NaN,NaN,588.51,0.0,NaN,NaN
72631,4,67.98,1,67.98,NaN,67.98,67.98,67.98,NaN,0.0,NaN,NaN,67.98,0.0,NaN,NaN
72691,4,683.28,1,683.28,NaN,683.28,683.28,683.28,NaN,0.0,NaN,NaN,683.28,0.0,NaN,NaN
72801,4,804.98,1,804.98,NaN,804.98,804.98,804.98,NaN,0.0,NaN,NaN,804.98,0.0,NaN,NaN
72837,4,218.72,1,218.72,NaN,218.72,218.72,218.72,NaN,0.0,NaN,NaN,218.72,0.0,NaN,NaN
73042,4,196.02,1,196.02,NaN,196.02,196.02,196.02,NaN,0.0,NaN,NaN,196.02,0.0,NaN,NaN
73211,4,1074.0,1,1074.0,NaN,1074.0,1074.0,1074.0,NaN,0.0,NaN,NaN,1074.0,0.0,NaN,NaN
73267,4,358.02,1,358.02,NaN,358.02,358.02,358.02,NaN,0.0,NaN,NaN,358.02,0.0,NaN,NaN
73277,4,112.25,1,112.25,NaN,112.25,112.25,112.25,NaN,0.0,NaN,NaN,112.25,0.0,NaN,NaN
73429,4,790.54,1,790.54,NaN,790.54,790.54,790.54,NaN,0.0,NaN,NaN,790.54,0.0,NaN,NaN
73585,4,342.0,1,342.0,NaN,342.0,342.0,342.0,NaN,0.0,NaN,NaN,342.0,0.0,NaN,NaN
73691,4,305.51,1,305.51,NaN,305.51,305.51,305.51,NaN,0.0,NaN,NaN,305.51,0.0,NaN,NaN
74124,4,472.04,1,472.04,NaN,472.04,472.04,472.04,NaN,0.0,NaN,NaN,472.04,0.0,NaN,NaN
74207,4,283.55,1,283.55,NaN,283.55,283.55,283.55,NaN,0.0,NaN,NaN,283.55,0.0,NaN,NaN
74631,1,346.68,1,346.68,NaN,346.68,346.68,346.68,NaN,0.0,NaN,NaN,346.68,0.0,NaN,NaN
74917,1,428.89,1,428.89,NaN,428.89,428.89,428.89,NaN,0.0,NaN,NaN,428.89,0.0,NaN,NaN
74932,1,385.43,1,385.43,NaN,385.43,385.43,385.43,NaN,0.0,NaN,NaN,385.43,0.0,NaN,NaN
75063,1,306.72,1,306.72,NaN,306.72,306.72,306.72,NaN,0.0,NaN,NaN,306.72,0.0,NaN,NaN
75090,1,340.84,1,340.84,NaN,340.84,340.84,340.84,NaN,0.0,NaN,NaN,340.84,0.0,NaN,NaN
75552,1,221.69,1,221.69,NaN,221.69,221.69,221.69,NaN,0.0,NaN,NaN,221.69,0.0,NaN,NaN
75707,1,336.4,1,336.4,NaN,336.4,336.4,336.4,NaN,0.0,NaN,NaN,336.4,0.0,NaN,NaN
75874,1,709.63,1,709.63,NaN,709.63,709.63,709.63,NaN,0.0,NaN,NaN,709.63,0.0,NaN,NaN
76144,1,292.0,1,292.0,NaN,292.0,292.0,292.0,NaN,0.0,NaN,NaN,292.0,0.0,NaN,NaN
76191,1,893.59,1,893.59,NaN,893.59,893.59,893.59,NaN,0.0,NaN,NaN,893.59,0.0,NaN,NaN
76307,1,5355.68,1,5355.68,NaN,5355.68,5355.68,5355.68,NaN,0.0,NaN,NaN,5355.68,0.0,NaN,NaN
76649,1,16.5,1,16.5,NaN,16.5,16.5,16.5,NaN,0.0,NaN,NaN,16.5,0.0,NaN,NaN
76855,1,371.03,1,371.03,NaN,371.03,371.03,371.03,NaN,0.0,NaN,NaN,371.03,0.0,NaN,NaN
77043,1,393.54,1,393.54,NaN,393.54,393.54,393.54,NaN,0.0,NaN,NaN,393.54,0.0,NaN,NaN
77125,1,1632.63,1,1632.63,NaN,1632.63,1632.63,1632.63,NaN,0.0,NaN,NaN,1632.63,0.0,NaN,NaN
77166,1,360.0,1,360.0,NaN,360.0,360.0,360.0,NaN,0.0,NaN,NaN,360.0,0.0,NaN,NaN
77304,1,278.58,1,278.58,NaN,278.58,278.58,278.58,NaN,0.0,NaN,NaN,278.58,0.0,NaN,NaN
77967,1,325.91,1,325.91,NaN,325.91,325.91,325.91,NaN,0.0,NaN,NaN,325.91,0.0,NaN,NaN
78072,1,599.25,1,599.25,NaN,599.25,599.25,599.25,NaN,0.0,NaN,NaN,599.25,0.0,NaN,NaN
78267,1,30.0,1,30.0,NaN,30.0,30.0,30.0,NaN,0.0,NaN,NaN,30.0,0.0,NaN,NaN
78456,1,324.3,1,324.3,NaN,324.3,324.3,324.3,NaN,0.0,NaN,NaN,324.3,0.0,NaN,NaN
78712,1,99.0,1,99.0,NaN,99.0,99.0,99.0,NaN,0.0,NaN,NaN,99.0,0.0,NaN,NaN
79411,1,1014.61,1,1014.61,NaN,1014.61,1014.61,1014.61,NaN,0.0,NaN,NaN,1014.61,0.0,NaN,NaN
79663,1,5.43,1,5.43,NaN,5.43,5.43,5.43,NaN,0.0,NaN,NaN,5.43,0.0,NaN,NaN
79946,1,318.12,1,318.12,NaN,318.12,318.12,318.12,NaN,0.0,NaN,NaN,318.12,0.0,NaN,NaN
79987,1,178.26,1,178.26,NaN,178.26,178.26,178.26,NaN,0.0,NaN,NaN,178.26,0.0,NaN,NaN
80102,1,346.12,1,346.12,NaN,346.12,346.12,346.12,NaN,0.0,NaN,NaN,346.12,0.0,NaN,NaN
80130,1,205.25,1,205.25,NaN,205.25,205.25,205.25,NaN,0.0,NaN,NaN,205.25,0.0,NaN,NaN
80265,1,250.04,1,250.04,NaN,250.04,250.04,250.04,NaN,0.0,NaN,NaN,250.04,0.0,NaN,NaN
80362,1,378.18,1,378.18,NaN,378.18,378.18,378.18,NaN,0.0,NaN,NaN,378.18,0.0,NaN,NaN
80684,1,164.72,1,164.72,NaN,164.72,164.72,164.72,NaN,0.0,NaN,NaN,164.72,0.0,NaN,NaN
81195,1,180.34,1,180.34,NaN,180.34,180.34,180.34,NaN,0.0,NaN,NaN,180.34,0.0,NaN,NaN
81389,1,302.22,1,302.22,NaN,302.22,302.22,302.22,NaN,0.0,NaN,NaN,302.22,0.0,NaN,NaN
81422,1,59.4,1,59.4,NaN,59.4,59.4,59.4,NaN,0.0,NaN,NaN,59.4,0.0,NaN,NaN
81548,1,254.12,1,254.12,NaN,254.12,254.12,254.12,NaN,0.0,NaN,NaN,254.12,0.0,NaN,NaN
81635,1,354.0,1,354.0,NaN,354.0,354.0,354.0,NaN,0.0,NaN,NaN,354.0,0.0,NaN,NaN
81810,1,468.52,1,468.52,NaN,468.52,468.52,468.52,NaN,0.0,NaN,NaN,468.52,0.0,NaN,NaN
81815,1,1074.0,1,1074.0,NaN,1074.0,1074.0,1074.0,NaN,0.0,NaN,NaN,1074.0,0.0,NaN,NaN
81995,1,362.95,1,362.95,NaN,362.95,362.95,362.95,NaN,0.0,NaN,NaN,362.95,0.0,NaN,NaN
82367,1,300.02,1,300.02,NaN,300.02,300.02,300.02,NaN,0.0,NaN,NaN,300.02,0.0,NaN,NaN
82404,1,114.6,1,114.6,NaN,114.6,114.6,114.6,NaN,0.0,NaN,NaN,114.6,0.0,NaN,NaN
82616,1,239.71,1,239.71,NaN,239.71,239.71,239.71,NaN,0.0,NaN,NaN,239.71,0.0,NaN,NaN
82642,1,2075.81,1,2075.81,NaN,2075.81,2075.81,2075.81,NaN,0.0,NaN,NaN,2075.81,0.0,NaN,NaN
83034,1,1171.4,1,1171.4,NaN,1171.4,1171.4,1171.4,NaN,0.0,NaN,NaN,1171.4,0.0,NaN,NaN
83164,1,78.45,1,78.45,NaN,78.45,78.45,78.45,NaN,0.0,NaN,NaN,78.45,0.0,NaN,NaN
83301,1,297.73,1,297.73,NaN,297.73,297.73,297.73,NaN,0.0,NaN,NaN,297.73,0.0,NaN,NaN
83600,1,354.18,1,354.18,NaN,354.18,354.18,354.18,NaN,0.0,NaN,NaN,354.18,0.0,NaN,NaN
83824,1,425.19,1,425.19,NaN,425.19,425.19,425.19,NaN,0.0,NaN,NaN,425.19,0.0,NaN,NaN
84032,1,124.54,1,124.54,NaN,124.54,124.54,124.54,NaN,0.0,NaN,NaN,124.54,0.0,NaN,NaN
84276,1,903.62,1,903.62,NaN,903.62,903.62,903.62,NaN,0.0,NaN,NaN,903.62,0.0,NaN,NaN
84314,1,280.8,1,280.8,NaN,280.8,280.8,280.8,NaN,0.0,NaN,NaN,280.8,0.0,NaN,NaN
84321,1,23.85,1,23.85,NaN,23.85,23.85,23.85,NaN,0.0,NaN,NaN,23.85,0.0,NaN,NaN
84426,1,31.85,1,31.85,NaN,31.85,31.85,31.85,NaN,0.0,NaN,NaN,31.85,0.0,NaN,NaN
84477,1,19.8,1,19.8,NaN,19.8,19.8,19.8,NaN,0.0,NaN,NaN,19.8,0.0,NaN,NaN
84539,1,12.9,1,12.9,NaN,12.9,12.9,12.9,NaN,0.0,NaN,NaN,12.9,0.0,NaN,NaN
85251,2,31.8,1,31.8,NaN,31.8,31.8,31.8,NaN,0.0,NaN,NaN,31.8,0.0,NaN,NaN
85705,2,1.95,1,1.95,NaN,1.95,1.95,1.95,NaN,0.0,NaN,NaN,1.95,0.0,NaN,NaN
86168,2,2.07,1,2.07,NaN,2.07,2.07,2.07,NaN,0.0,NaN,NaN,2.07,0.0,NaN,NaN
86527,3,14.25,1,14.25,NaN,14.25,14.25,14.25,NaN,0.0,NaN,NaN,14.25,0.0,NaN,NaN
87071,3,17.85,1,17.85,NaN,17.85,17.85,17.85,NaN,0.0,NaN,NaN,17.85,0.0,NaN,NaN
87215,3,18.4,1,18.4,NaN,18.4,18.4,18.4,NaN,0.0,NaN,NaN,18.4,0.0,NaN,NaN
87266,3,23.0,1,23.0,NaN,23.0,23.0,23.0,NaN,0.0,NaN,NaN,23.0,0.0,NaN,NaN
87452,3,7.5,1,7.5,NaN,7.5,7.5,7.5,NaN,0.0,NaN,NaN,7.5,0.0,NaN,NaN
87591,3,8.5,1,8.5,NaN,8.5,8.5,8.5,NaN,0.0,NaN,NaN,8.5,0.0,NaN,NaN
87661,3,11.2,1,11.2,NaN,11.2,11.2,11.2,NaN,0.0,NaN,NaN,11.2,0.0,NaN,NaN
87680,3,641.8,1,641.8,NaN,641.8,641.8,641.8,NaN,0.0,NaN,NaN,641.8,0.0,NaN,NaN
87777,3,33.55,1,33.55,NaN,33.55,33.55,33.55,NaN,0.0,NaN,NaN,33.55,0.0,NaN,NaN
87813,3,153.0,1,153.0,NaN,153.0,153.0,153.0,NaN,0.0,NaN,NaN,153.0,0.0,NaN,NaN
88050,4,2.95,1,2.95,NaN,2.95,2.95,2.95,NaN,0.0,NaN,NaN,2.95,0.0,NaN,NaN
88237,4,3.75,1,3.75,NaN,3.75,3.75,3.75,NaN,0.0,NaN,NaN,3.75,0.0,NaN,NaN
88620,4,49.79,1,49.79,NaN,49.79,49.79,49.79,NaN,0.0,NaN,NaN,49.79,0.0,NaN,NaN
88638,4,16.15,1,16.15,NaN,16.15,16.15,16.15,NaN,0.0,NaN,NaN,16.15,0.0,NaN,NaN
88715,4,38.75,1,38.75,NaN,38.75,38.75,38.75,NaN,0.0,NaN,NaN,38.75,0.0,NaN,NaN
88733,4,32.62,1,32.62,NaN,32.62,32.62,32.62,NaN,0.0,NaN,NaN,32.62,0.0,NaN,NaN
88957,4,39.6,1,39.6,NaN,39.6,39.6,39.6,NaN,0.0,NaN,NaN,39.6,0.0,NaN,NaN
89349,4,1.25,1,1.25,NaN,1.25,1.25,1.25,NaN,0.0,NaN,NaN,1.25,0.0,NaN,NaN
89658,1,1579.51,1,1579.51,NaN,1579.51,1579.51,1579.51,NaN,0.0,NaN,NaN,1579.51,0.0,NaN,NaN
89828,1,15.7,1,15.7,NaN,15.7,15.7,15.7,NaN,0.0,NaN,NaN,15.7,0.0,NaN,NaN
90088,1,9.25,1,9.25,NaN,9.25,9.25,9.25,NaN,0.0,NaN,NaN,9.25,0.0,NaN,NaN
90298,1,31.68,1,31.68,NaN,31.68,31.68,31.68,NaN,0.0,NaN,NaN,31.68,0.0,NaN,NaN
90396,1,8.2,1,8.2,NaN,8.2,8.2,8.2,NaN,0.0,NaN,NaN,8.2,0.0,NaN,NaN
90474,1,12.6,1,12.6,NaN,12.6,12.6,12.6,NaN,0.0,NaN,NaN,12.6,0.0,NaN,NaN
90570,1,7.95,1,7.95,NaN,7.95,7.95,7.95,NaN,0.0,NaN,NaN,7.95,0.0,NaN,NaN
90893,1,36.0,1,36.0,NaN,36.0,36.0,36.0,NaN,0.0,NaN,NaN,36.0,0.0,NaN,NaN
91070,1,224.69,1,224.69,NaN,224.69,224.69,224.69,NaN,0.0,NaN,NaN,224.69,0.0,NaN,NaN
91077,1,8000.01,1,8000.01,NaN,8000.01,8000.01,8000.01,NaN,0.0,NaN,NaN,8000.01,0.0,NaN,NaN
50097,1,17.4,1,17.4,NaN,17.4,17.4,17.4,NaN,0.0,NaN,NaN,17.4,0.0,NaN,NaN
50174,1,51.4,1,51.4,NaN,51.4,51.4,51.4,NaN,0.0,NaN,NaN,51.4,0.0,NaN,NaN
50497,1,294.25,1,294.25,NaN,294.25,294.25,294.25,NaN,0.0,NaN,NaN,294.25,0.0,NaN,NaN
50525,1,304.95,1,304.95,NaN,304.95,304.95,304.95,NaN,0.0,NaN,NaN,304.95,0.0,NaN,NaN
51102,1,158.25,1,158.25,NaN,158.25,158.25,158.25,NaN,0.0,NaN,NaN,158.25,0.0,NaN,NaN
51294,1,159.38,1,159.38,NaN,159.38,159.38,159.38,NaN,0.0,NaN,NaN,159.38,0.0,NaN,NaN
51675,1,418.92,1,418.92,NaN,418.92,418.92,418.92,NaN,0.0,NaN,NaN,418.92,0.0,NaN,NaN
51837,1,632.52,1,632.52,NaN,632.52,632.52,632.52,NaN,0.0,NaN,NaN,632.52,0.0,NaN,NaN
52030,1,209.65,1,209.65,NaN,209.65,209.65,209.65,NaN,0.0,NaN,NaN,209.65,0.0,NaN,NaN
52452,1,14.85,1,14.85,NaN,14.85,14.85,14.85,NaN,0.0,NaN,NaN,14.85,0.0,NaN,NaN
