customer_country,acct_stat_dt_weekday,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
FRA,1,319.4979999999997,205,326.0,4.851764046829562,3.18,1961.05,1.45,1.9835656758569005,322.2858282701938,323.0747788467288,323.0747788467288,65497.089999999946,103868.15510380485,104377.31272686271,104377.31272686271
JPN,2,453.6728108108107,185,426.56,5.425885413320971,8.85,2846.02,0.95,2.1068729882593744,495.1244354385223,496.4680591719127,496.4680591719127,83929.46999999997,245148.20656831542,246480.53377792583,246480.53377792583
NLD,7,431.04100346020715,289,155.52,145.08311457721746,83.16,14415.74,1.45,10.728854749795731,974.873120953957,976.5641423826348,976.5641423826348,124570.84999999986,950377.6019585085,953677.5241875311,953677.5241875311
USA,7,417.3365283687939,282,44.4,32.706267294500066,436.2,6068.06,1.65,5.188821516764362,712.2344454983443,713.5006410676822,713.5006410676822,117688.90099999988,507277.9053543339,509083.1648039934,509083.1648039934
ZAF,7,428.4287356321836,174,100.2,83.9273790078883,1.25,8895.76,1.25,8.19104863270634,766.7531389347015,768.9659953076161,768.9659953076161,74546.59999999995,587910.3760662177,591308.7019394328,591308.7019394328
GBR,1,1346.178502202643,227,178.4,16.812578757139246,1.7,22206.0,1.65,3.7401105338192804,2954.0416732559065,2960.569950109082,2960.569950109082,305582.51999999996,8726362.207332555,8764974.429488894,8764974.429488894
DNK,2,331.20111913357374,277,313.49,36.52270357274661,4.95,5518.68,1.45,5.289350871972887,568.851785407731,569.8813822418808,569.8813822418808,91742.70999999992,323592.35376156325,324764.7898259167,324764.7898259167
AUT,7,448.34805429864235,221,81.75,47.75258758770318,1301.0,7786.0,1.25,6.1888417853515225,781.0292940348385,782.8023480624635,782.8023480624635,99084.91999999995,610006.7581405581,612779.5161321062,612779.5161321062
CHN,1,319.1222012578615,159,295.54,8.538604434018632,61.2,2159.3,1.65,2.6071042979054044,359.10619896368837,360.2408185332817,360.2408185332817,50740.42999999998,128957.26213414813,129773.4473375288,129773.4473375288
NLD,3,378.1590361445783,166,156.1,27.075174815939473,27.15,4666.44,1.9,4.294857342128833,525.3139483149592,526.9034041358761,526.9034041358761,62774.399999999994,275954.7442942517,277627.1972899744,277627.1972899744
IND,3,335.6427843137252,255,350.4,30.00244533882718,7.0,4090.28,1.65,4.7600879218918015,460.57608072177595,461.4818359343465,461.4818359343465,85588.90999999993,212130.32613303186,212965.48489733512,212965.48489733512
GRC,2,515.1984536082472,194,277.05,86.23360335851257,19.35,13249.94,1.95,8.373433483087629,1122.2373199581657,1125.1409142548493,1125.1409142548493,99948.49999999996,1259416.6023068866,1265942.0769302384,1265942.0769302384
AUT,4,358.58509293680305,269,115.65,41.2934927972836,16.95,5735.24,1.45,5.904860034931894,627.5605480873521,628.7302798537188,628.7302798537188,96459.39000000001,393832.24151569785,395301.76480493555,395301.76480493555
CAN,6,300.9,116,199.65,9.700657479930083,14.11,2007.4,0.95,2.605859163232959,311.88490233882214,313.23798852851706,313.23798852851706,34904.399999999994,97272.19230689663,98118.03745739137,98118.03745739137
GBR,7,518.0359900990098,202,22.2,131.62580720256727,4.0,22104.8,0.42,10.84605872535178,1686.3229981901477,1690.5126270031153,1690.5126270031153,104643.26999999999,2843685.2542250087,2857832.942056974,2857832.942056974
CHE,7,453.4824999999996,184,198.08,162.44737579090918,4.95,21880.44,1.25,12.536256599254333,1622.1905586523135,1626.6167348426663,1626.6167348426663,83440.77999999993,2631502.208580705,2645882.002070217,2645882.002070217
DEU,3,370.22511737089167,213,201.75,126.42756218474861,19.2,11816.64,0.79,10.386742380405872,890.794463335675,892.8929219875592,892.8929219875592,78857.94999999992,793514.7759094933,797257.7701354815,797257.7701354815
TUR,1,399.4987837837836,222,211.2,19.185535933297384,37.6,4287.63,1.65,3.7986622762398583,547.0397427290795,548.2759923118767,548.2759923118767,88688.72999999997,299252.48012509756,300606.5637455731,300606.5637455731
FIN,4,597.8242474916384,299,165.89,282.5435780170047,20.7,77183.6,0.39,16.7274716761697,4480.5455606779315,4488.056958341228,4488.056958341228,178749.4499999999,2.0075288521310717E7,2.0142655261315115E7,2.0142655261315115E7
RUS,3,1116.8000000000002,208,376.36,202.7848953737326,436.2,168469.6,0.83,14.306429226875823,11634.930524090814,11663.000361083954,11663.000361083954,232294.40000000002,1.3537160830042017E8,1.3602557742264444E8,1.3602557742264444E8
AUT,2,547.1876818181818,220,223.7,66.7592799710783,29.25,13355.4,0.4,7.530470057596942,1242.8716005201927,1245.705975011939,1245.705975011939,120381.28999999998,1544729.8153796257,1551783.3761804458,1551783.3761804458
ITA,2,351.47017647058817,170,354.23,10.802054971630216,6.25,2613.36,2.95,2.8704737427405878,394.6406099559946,395.8064636331939,395.8064636331939,59749.92999999999,155741.21102643947,156662.75665381484,156662.75665381484
BRA,7,299.8369169960475,253,22.2,17.990704093196435,152.64,2949.12,0.48,3.6380375886982317,394.49119484803384,395.27314050105707,395.27314050105707,75858.74,155623.3028126294,156240.85560156842,156240.85560156842
USA,3,2589.4180272108842,147,419.06,68.47518301340838,168469.6,168469.6,1.06,8.393764076781453,19484.27099146315,19550.884078057108,19550.884078057108,380644.44999999995,3.796368160687723E8,3.822370682336269E8,3.822370682336269E8
RUS,1,372.1591747572815,206,244.46,49.63136643094911,26.33,5164.66,2.1,5.687217976456169,475.6646492084527,476.82339550332,476.82339550332,76664.79,226256.8585066004,227360.55049931552,227360.55049931552
RUS,4,535.6557894736842,323,254.4,273.3262314433602,16.4,38970.0,0.38,16.060464638285758,2223.968110649519,2227.4188002509572,2227.4188002509572,173016.82,4946034.157185991,4961394.511711414,4961394.511711414
AUS,6,402.3016666666667,222,127.2,33.69925297934559,43.2,5424.0,1.65,4.891564108224556,565.7208884122639,566.9993553272823,566.9993553272823,89310.97,320040.1235859612,321488.2689415537,321488.2689415537
RUS,2,322.2929310344829,116,1033.52,39.73030087940853,20.8,4091.46,2.1,5.506348004277329,455.8025692230953,457.7800300011525,457.7800300011525,37385.98000000001,207755.98211037458,209562.5558678561,209562.5558678561
NLD,1,389.74682203389807,236,279.0,40.22342853138479,8.32,6323.38,2.08,5.7635893291721585,679.6639499268405,681.1085083044779,681.1085083044779,91980.24999999994,461943.08483015466,463908.8000847511,463908.8000847511
GBR,6,464.5637430167597,179,286.92,72.55271711298914,15.0,10992.96,1.25,7.564002576114772,983.5567763811697,986.3157068395402,986.3157068395402,83156.90999999999,967383.9323653183,972818.6735583819,972818.6735583819
ZAF,4,383.1552156862743,255,2474.74,43.95002523378275,16.65,6207.67,0.84,5.5035529515035355,576.6748767722133,577.8089484217362,577.8089484217362,97704.57999999994,332553.9135002474,333863.1808762326,333863.1808762326
PRT,7,504.6531071428572,280,426.56,205.24510415051952,11.15,38970.0,1.65,13.92481892191567,2488.30023805896,2492.755568821011,2492.755568821011,141302.87000000002,6191638.074724277,6213830.3258881625,6213830.3258881625
MEX,2,584.5319354838712,186,91.8,39.53392422594232,11.2,10065.0,2.1,5.201315823019815,1018.5735902914745,1021.3227817701512,1021.3227817701512,108722.94000000003,1037492.1588392644,1043100.2245627198,1043100.2245627198
DNK,4,373.990657894737,228,326.4,43.8169868689992,27.25,5639.52,1.65,5.345870533080594,528.9839447983195,530.1478272720158,530.1478272720158,85269.87000000004,279824.0138543915,281056.7187612391,281056.7187612391
CAN,2,359.75361963190164,326,204.0,145.7551717112821,52.5,14022.92,1.25,10.989017682754678,934.0882708963658,935.5242260421594,935.5242260421594,117279.67999999993,872520.8978261624,875205.5775117814,875205.5775117814
SWE,4,637.5383660130715,306,508.2,31.123778697231188,3.3,11816.64,0.95,5.196384887838417,1294.1969704566457,1296.3168686349356,1296.3168686349356,195086.73999999987,1674945.7983391597,1680437.4239074849,1680437.4239074849
BRA,4,357.7866666666665,366,244.46,18.258260414966717,91.25,3877.56,0.72,3.6248013923584077,478.7759557840976,479.43136465464136,479.43136465464136,130949.91999999995,229226.41583697617,229854.4334146117,229854.4334146117
CHN,3,456.50086614173244,127,676.1,12.793933955821489,31.2,4655.85,3.95,3.351307635486391,706.3692990002581,709.1668121224446,709.1668121224446,57975.61000000002,498957.5865701161,502917.5674159107,502917.5674159107
TUR,5,296.8562992125983,127,238.11,1.3037601516606383,269.96,1121.92,0.95,1.1266852416967066,234.22085691135285,235.1484678956165,235.1484678956165,37700.749999999985,54859.409812288424,55294.80195365579,55294.80195365579
ESP,1,350.52885572139314,201,304.04,42.06610037091858,8.32,5496.0,3.75,5.72779791559526,576.3631291710506,577.8022403480142,577.8022403480142,70456.30000000002,332194.4566678451,333855.4289511843,333855.4289511843
TUR,2,344.55266129032253,248,106.2,60.669310155051015,102.45,5350.4,0.83,6.249491263431631,451.7808485309765,452.6944608867942,452.6944608867942,85449.05999999998,204105.93509936918,204932.27491758525,204932.27491758525
SWE,2,359.2821559633028,218,440.89,12.704492775827205,37.3,3174.43,1.25,2.8291739175152877,404.6280669885533,405.55931808680657,405.55931808680657,78323.51000000001,163723.87259489318,164478.36048703556,164478.36048703556
CHN,7,330.35502923976605,171,102.79,27.265653629910677,10.2,3590.59,4.95,4.51156789279713,414.44881148717,415.6659912341586,415.6659912341586,56490.71,171767.8173431278,172778.2162686756,172778.2162686756
AUS,5,317.0015625000002,256,430.6,11.982704211506691,6.24,2482.44,2.55,2.80437680712835,335.03084230909224,335.68712274667485,335.68712274667485,81152.40000000005,112245.66529833982,112685.84437794116,112685.84437794116
MEX,7,730.967536764706,272,22.2,13.367099444324811,9500.0,9500.0,1.95,3.8375977463240667,1886.7202471874948,1890.1980754794745,1890.1980754794745,198823.17000000004,3559713.291147242,3572848.764546309,3572848.764546309
FIN,7,630.7678378378381,222,165.89,33.80338901383502,116.93,13760.02,1.65,5.128982269992825,1447.741539818812,1451.0132762847409,1451.0132762847409,140030.46000000005,2095955.566116945,2105439.527954578,2105439.527954578
IND,1,410.56309523809534,126,261.76,53.339310722844395,16.95,7138.12,2.55,6.6726124511150635,745.8395662335614,748.8169815301619,748.8169815301619,51730.95000000001,556276.6585594671,560726.8718279429,560726.8718279429
GBR,5,499.2047286821707,129,142.5,79.95114910512743,51.0,13760.02,0.95,8.398097306880572,1306.6881602709839,1311.7824804107659,1311.7824804107659,64397.41000000002,1707433.9481923683,1720773.275912621,1720773.275912621
