counterparty_id,acct_last_updated_ts_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
16803,17,332.3,1,332.3,NaN,332.3,332.3,332.3,NaN,0.0,NaN,NaN,332.3,0.0,NaN,NaN
70039,5,327.45,1,327.45,NaN,327.45,327.45,327.45,NaN,0.0,NaN,NaN,327.45,0.0,NaN,NaN
70077,23,712.4,1,712.4,NaN,712.4,712.4,712.4,NaN,0.0,NaN,NaN,712.4,0.0,NaN,NaN
70012,20,341.78,1,341.78,NaN,341.78,341.78,341.78,NaN,0.0,NaN,NaN,341.78,0.0,NaN,NaN
13136,2,459.53,1,459.53,NaN,459.53,459.53,459.53,NaN,0.0,NaN,NaN,459.53,0.0,NaN,NaN
17073,5,325.53,1,325.53,NaN,325.53,325.53,325.53,NaN,0.0,NaN,NaN,325.53,0.0,NaN,NaN
15121,10,162.57,1,162.57,NaN,162.57,162.57,162.57,NaN,0.0,NaN,NaN,162.57,0.0,NaN,NaN
14607,4,2199.12,1,2199.12,NaN,2199.12,2199.12,2199.12,NaN,0.0,NaN,NaN,2199.12,0.0,NaN,NaN
14895,26,234.475,2,454.2,-2.0000000000000004,14.75,454.2,14.75,0.0,219.725,310.7380749924283,310.7380749924283,468.95,48279.075625,96558.15125,96558.15125
70233,22,300.1,1,300.1,NaN,300.1,300.1,300.1,NaN,0.0,NaN,NaN,300.1,0.0,NaN,NaN
17769,3,568.44,1,568.44,NaN,568.44,568.44,568.44,NaN,0.0,NaN,NaN,568.44,0.0,NaN,NaN
15514,28,555.39,1,555.39,NaN,555.39,555.39,555.39,NaN,0.0,NaN,NaN,555.39,0.0,NaN,NaN
69473,15,301.04,1,301.04,NaN,301.04,301.04,301.04,NaN,0.0,NaN,NaN,301.04,0.0,NaN,NaN
14309,4,328.96,1,328.96,NaN,328.96,328.96,328.96,NaN,0.0,NaN,NaN,328.96,0.0,NaN,NaN
69962,4,320.595,2,413.75,-2.0,227.44,413.75,227.44,0.0,93.155,131.74106440286567,131.74106440286567,641.19,8677.854025,17355.70805,17355.70805
16717,12,1995.56,1,1995.56,NaN,1995.56,1995.56,1995.56,NaN,0.0,NaN,NaN,1995.56,0.0,NaN,NaN
14851,30,305.22,1,305.22,NaN,305.22,305.22,305.22,NaN,0.0,NaN,NaN,305.22,0.0,NaN,NaN
69721,17,312.68,1,312.68,NaN,312.68,312.68,312.68,NaN,0.0,NaN,NaN,312.68,0.0,NaN,NaN
12445,23,133.4,1,133.4,NaN,133.4,133.4,133.4,NaN,0.0,NaN,NaN,133.4,0.0,NaN,NaN
15621,19,563.28,1,563.28,NaN,563.28,563.28,563.28,NaN,0.0,NaN,NaN,563.28,0.0,NaN,NaN
15465,6,786.44,1,786.44,NaN,786.44,786.44,786.44,NaN,0.0,NaN,NaN,786.44,0.0,NaN,NaN
15988,10,158.03,1,158.03,NaN,158.03,158.03,158.03,NaN,0.0,NaN,NaN,158.03,0.0,NaN,NaN
14282,24,118.80000000000001,2,150.3,-1.999999999999998,87.3,150.3,87.3,4.655737594409641E-16,31.500000000000007,44.547727214752506,44.547727214752506,237.60000000000002,992.2500000000005,1984.500000000001,1984.500000000001
14482,23,388.8,1,388.8,NaN,388.8,388.8,388.8,NaN,0.0,NaN,NaN,388.8,0.0,NaN,NaN
14467,3,114.14,1,114.14,NaN,114.14,114.14,114.14,NaN,0.0,NaN,NaN,114.14,0.0,NaN,NaN
69829,17,181.45,1,181.45,NaN,181.45,181.45,181.45,NaN,0.0,NaN,NaN,181.45,0.0,NaN,NaN
69929,15,200.04,1,200.04,NaN,200.04,200.04,200.04,NaN,0.0,NaN,NaN,200.04,0.0,NaN,NaN
15544,18,328.32,1,328.32,NaN,328.32,328.32,328.32,NaN,0.0,NaN,NaN,328.32,0.0,NaN,NaN
17450,25,1562.4,1,1562.4,NaN,1562.4,1562.4,1562.4,NaN,0.0,NaN,NaN,1562.4,0.0,NaN,NaN
14895,24,450.21,2,849.24,-1.9999999999999967,51.18,849.24,51.18,4.690654700974231E-16,399.03000000000003,564.3136377937361,564.3136377937361,900.42,159224.94090000002,318449.88180000003,318449.88180000003
13370,14,33.55,1,33.55,NaN,33.55,33.55,33.55,NaN,0.0,NaN,NaN,33.55,0.0,NaN,NaN
70079,22,18.1,1,18.1,NaN,18.1,18.1,18.1,NaN,0.0,NaN,NaN,18.1,0.0,NaN,NaN
13672,25,62.13,1,62.13,NaN,62.13,62.13,62.13,NaN,0.0,NaN,NaN,62.13,0.0,NaN,NaN
15638,12,94.0,1,94.0,NaN,94.0,94.0,94.0,NaN,0.0,NaN,NaN,94.0,0.0,NaN,NaN
13802,10,50.7,1,50.7,NaN,50.7,50.7,50.7,NaN,0.0,NaN,NaN,50.7,0.0,NaN,NaN
70004,20,26.6,1,26.6,NaN,26.6,26.6,26.6,NaN,0.0,NaN,NaN,26.6,0.0,NaN,NaN
18171,17,17.85,1,17.85,NaN,17.85,17.85,17.85,NaN,0.0,NaN,NaN,17.85,0.0,NaN,NaN
70054,17,9.9,1,9.9,NaN,9.9,9.9,9.9,NaN,0.0,NaN,NaN,9.9,0.0,NaN,NaN
70023,9,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
13988,27,6.65,1,6.65,NaN,6.65,6.65,6.65,NaN,0.0,NaN,NaN,6.65,0.0,NaN,NaN
12705,2,5.625,2,4.2,-2.000000000000001,7.05,7.05,4.2,0.0,1.4249999999999998,2.0152543263816605,2.0152543263816605,11.25,2.0306249999999997,4.061249999999999,4.061249999999999
69822,12,40.2,1,40.2,NaN,40.2,40.2,40.2,NaN,0.0,NaN,NaN,40.2,0.0,NaN,NaN
17649,29,6.75,1,6.75,NaN,6.75,6.75,6.75,NaN,0.0,NaN,NaN,6.75,0.0,NaN,NaN
14356,22,18.99,1,18.99,NaN,18.99,18.99,18.99,NaN,0.0,NaN,NaN,18.99,0.0,NaN,NaN
70559,1,9.55,1,9.55,NaN,9.55,9.55,9.55,NaN,0.0,NaN,NaN,9.55,0.0,NaN,NaN
15745,10,8.85,1,8.85,NaN,8.85,8.85,8.85,NaN,0.0,NaN,NaN,8.85,0.0,NaN,NaN
69932,10,7.03,1,7.03,NaN,7.03,7.03,7.03,NaN,0.0,NaN,NaN,7.03,0.0,NaN,NaN
13777,26,280.32,2,315.96,-1.9999999999999984,244.68,315.96,244.68,6.428905850165572E-16,35.639999999999986,50.402571362977085,50.402571362977085,560.64,1270.209599999999,2540.419199999998,2540.419199999998
69814,8,265.235,2,311.24,-2.0,219.23,311.24,219.23,0.0,46.00500000000001,65.06089493697425,65.06089493697425,530.47,2116.4600250000008,4232.9200500000015,4232.9200500000015
17616,2,326.4,1,326.4,NaN,326.4,326.4,326.4,NaN,0.0,NaN,NaN,326.4,0.0,NaN,NaN
69847,2,670.48,1,670.48,NaN,670.48,670.48,670.48,NaN,0.0,NaN,NaN,670.48,0.0,NaN,NaN
14419,24,124.1,1,124.1,NaN,124.1,124.1,124.1,NaN,0.0,NaN,NaN,124.1,0.0,NaN,NaN
17288,20,133.56,1,133.56,NaN,133.56,133.56,133.56,NaN,0.0,NaN,NaN,133.56,0.0,NaN,NaN
69824,4,29.43,1,29.43,NaN,29.43,29.43,29.43,NaN,0.0,NaN,NaN,29.43,0.0,NaN,NaN
17400,7,424.17,1,424.17,NaN,424.17,424.17,424.17,NaN,0.0,NaN,NaN,424.17,0.0,NaN,NaN
13082,22,379.44,1,379.44,NaN,379.44,379.44,379.44,NaN,0.0,NaN,NaN,379.44,0.0,NaN,NaN
13081,21,3527.64,1,3527.64,NaN,3527.64,3527.64,3527.64,NaN,0.0,NaN,NaN,3527.64,0.0,NaN,NaN
69987,14,370.1366666666667,3,582.0,-1.4999999999999993,110.45,582.0,110.45,-0.3523641031801355,195.45699276879873,239.38494947120915,239.38494947120915,1110.41,38203.43602222224,57305.154033333354,57305.154033333354
17796,11,282.25,1,282.25,NaN,282.25,282.25,282.25,NaN,0.0,NaN,NaN,282.25,0.0,NaN,NaN
15799,23,320.22,1,320.22,NaN,320.22,320.22,320.22,NaN,0.0,NaN,NaN,320.22,0.0,NaN,NaN
69688,30,12797.52,1,12797.52,NaN,12797.52,12797.52,12797.52,NaN,0.0,NaN,NaN,12797.52,0.0,NaN,NaN
15447,31,155.17,1,155.17,NaN,155.17,155.17,155.17,NaN,0.0,NaN,NaN,155.17,0.0,NaN,NaN
70041,23,3.35,1,3.35,NaN,3.35,3.35,3.35,NaN,0.0,NaN,NaN,3.35,0.0,NaN,NaN
15039,30,260.1466666666667,3,481.41,-1.499999999999998,171.63,481.41,127.4,0.6655107161955904,157.49533375803728,192.89160228826276,192.89160228826276,780.44,24804.780155555552,37207.17023333333,37207.17023333333
13754,29,156.0,1,156.0,NaN,156.0,156.0,156.0,NaN,0.0,NaN,NaN,156.0,0.0,NaN,NaN
69861,5,364.31000000000006,2,203.8,-2.0000000000000004,524.82,524.82,203.8,0.0,160.51000000000002,226.99541889650553,226.99541889650553,728.6200000000001,25763.460100000008,51526.920200000015,51526.920200000015
15881,20,1.9,1,1.9,NaN,1.9,1.9,1.9,NaN,0.0,NaN,NaN,1.9,0.0,NaN,NaN
69831,15,214.45,1,214.45,NaN,214.45,214.45,214.45,NaN,0.0,NaN,NaN,214.45,0.0,NaN,NaN
15270,20,285.95000000000005,2,307.3,-2.0,264.6,307.3,264.6,0.0,21.349999999999994,30.193459556665573,30.193459556665573,571.9000000000001,455.82249999999976,911.6449999999995,911.6449999999995
16997,23,78.0,1,78.0,NaN,78.0,78.0,78.0,NaN,0.0,NaN,NaN,78.0,0.0,NaN,NaN
18102,25,4379.76,1,4379.76,NaN,4379.76,4379.76,4379.76,NaN,0.0,NaN,NaN,4379.76,0.0,NaN,NaN
14560,14,62.6,1,62.6,NaN,62.6,62.6,62.6,NaN,0.0,NaN,NaN,62.6,0.0,NaN,NaN
16434,9,401.0,1,401.0,NaN,401.0,401.0,401.0,NaN,0.0,NaN,NaN,401.0,0.0,NaN,NaN
17571,24,284.35,1,284.35,NaN,284.35,284.35,284.35,NaN,0.0,NaN,NaN,284.35,0.0,NaN,NaN
70447,11,430.8866666666666,3,919.66,-1.5000000000000002,78.0,919.66,78.0,0.5160454857336595,356.78824582034025,436.97457424126327,436.97457424126327,1292.6599999999999,127297.85235555553,190946.7785333333,190946.7785333333
12423,2,101.255,2,192.31,-2.000000000000001,10.2,192.31,10.2,0.0,91.055,128.77121592188217,128.77121592188217,202.51,8291.013025000002,16582.026050000004,16582.026050000004
69690,16,344.0,1,344.0,NaN,344.0,344.0,344.0,NaN,0.0,NaN,NaN,344.0,0.0,NaN,NaN
16159,19,348.2,1,348.2,NaN,348.2,348.2,348.2,NaN,0.0,NaN,NaN,348.2,0.0,NaN,NaN
70413,11,329.53749999999997,4,638.65,-0.9065269226832267,175.31,638.65,175.31,0.9008495438028524,186.15638121952736,214.95487361692142,214.95487361692142,1318.1499999999999,34654.19826875,46205.59769166666,46205.59769166666
70297,21,369.9,1,369.9,NaN,369.9,369.9,369.9,NaN,0.0,NaN,NaN,369.9,0.0,NaN,NaN
17134,31,330.5,1,330.5,NaN,330.5,330.5,330.5,NaN,0.0,NaN,NaN,330.5,0.0,NaN,NaN
70198,10,17.4,1,17.4,NaN,17.4,17.4,17.4,NaN,0.0,NaN,NaN,17.4,0.0,NaN,NaN
13184,21,117.4,1,117.4,NaN,117.4,117.4,117.4,NaN,0.0,NaN,NaN,117.4,0.0,NaN,NaN
15601,14,266.85,1,266.85,NaN,266.85,266.85,266.85,NaN,0.0,NaN,NaN,266.85,0.0,NaN,NaN
70382,13,339.775,2,173.95,-1.9999999999999998,505.6,505.6,173.95,4.084887570580321E-16,165.82500000000002,234.51196398051852,234.51196398051852,679.55,27497.930625000005,54995.86125000001,54995.86125000001
70184,15,36.2,1,36.2,NaN,36.2,36.2,36.2,NaN,0.0,NaN,NaN,36.2,0.0,NaN,NaN
69840,23,356.75,1,356.75,NaN,356.75,356.75,356.75,NaN,0.0,NaN,NaN,356.75,0.0,NaN,NaN
15230,15,59.4,1,59.4,NaN,59.4,59.4,59.4,NaN,0.0,NaN,NaN,59.4,0.0,NaN,NaN
70137,18,426.4,1,426.4,NaN,426.4,426.4,426.4,NaN,0.0,NaN,NaN,426.4,0.0,NaN,NaN
14040,28,313.315,2,364.23,-1.9999999999999991,262.4,364.23,262.4,0.0,50.91500000000002,72.00468352822617,72.00468352822617,626.63,2592.337225000002,5184.674450000004,5184.674450000004
12840,13,648.3499999999999,2,723.9,-1.9999999999999991,572.8,723.9,572.8,0.0,75.55000000000001,106.84383463728734,106.84383463728734,1296.6999999999998,5707.802500000002,11415.605000000003,11415.605000000003
69862,18,417.525,2,404.7,-1.999999999999999,430.35,430.35,404.7,0.0,12.825000000000017,18.137288937434967,18.137288937434967,835.05,164.48062500000043,328.96125000000086,328.96125000000086
70088,17,340.16999999999996,2,323.7,-1.999999999999996,356.64,356.64,323.7,-4.0714524922773257E-16,16.47,23.29209737228487,23.29209737228487,680.3399999999999,271.26089999999994,542.5217999999999,542.5217999999999
69834,26,85.35,2,112.8,-1.9999999999999996,57.9,112.8,57.9,0.0,27.45,38.82016228714146,38.82016228714146,170.7,753.5024999999999,1507.0049999999999,1507.0049999999999
69899,28,150.51666666666668,3,129.95,-1.4999999999999996,21.5,300.1,21.5,0.26327661232760047,114.66394618865843,140.43408002808056,140.43408002808056,451.55,13147.820555555556,19721.730833333335,19721.730833333335
18168,9,191.67,1,191.67,NaN,191.67,191.67,191.67,NaN,0.0,NaN,NaN,191.67,0.0,NaN,NaN
13842,12,301.14,1,301.14,NaN,301.14,301.14,301.14,NaN,0.0,NaN,NaN,301.14,0.0,NaN,NaN
70523,28,335.865,2,559.87,-1.9999999999999984,111.86,559.87,111.86,0.0,224.005,316.79090903938516,316.79090903938516,671.73,50178.240025,100356.48005,100356.48005
14315,24,325.8,1,325.8,NaN,325.8,325.8,325.8,NaN,0.0,NaN,NaN,325.8,0.0,NaN,NaN
70196,27,128.76,1,128.76,NaN,128.76,128.76,128.76,NaN,0.0,NaN,NaN,128.76,0.0,NaN,NaN
69687,19,6207.08,1,6207.08,NaN,6207.08,6207.08,6207.08,NaN,0.0,NaN,NaN,6207.08,0.0,NaN,NaN
70041,4,1588.2549999999999,2,810.6,-1.9999999999999973,2365.91,2365.91,810.6,-5.069664147402607E-16,777.655,1099.7702478472493,1099.7702478472493,3176.5099999999998,604747.299025,1209494.59805,1209494.59805
70170,30,658.015,2,183.95,-2.000000000000002,1132.08,1132.08,183.95,5.594566311524948E-16,474.06499999999994,670.4291524464012,670.4291524464012,1316.03,224737.62422499995,449475.2484499999,449475.2484499999
69889,6,192.05,1,192.05,NaN,192.05,192.05,192.05,NaN,0.0,NaN,NaN,192.05,0.0,NaN,NaN
70146,1,139.77,1,139.77,NaN,139.77,139.77,139.77,NaN,0.0,NaN,NaN,139.77,0.0,NaN,NaN
15389,9,500.0,1,500.0,NaN,500.0,500.0,500.0,NaN,0.0,NaN,NaN,500.0,0.0,NaN,NaN
69669,17,385.78,1,385.78,NaN,385.78,385.78,385.78,NaN,0.0,NaN,NaN,385.78,0.0,NaN,NaN
14640,11,406.3,1,406.3,NaN,406.3,406.3,406.3,NaN,0.0,NaN,NaN,406.3,0.0,NaN,NaN
16419,22,63.25,1,63.25,NaN,63.25,63.25,63.25,NaN,0.0,NaN,NaN,63.25,0.0,NaN,NaN
14132,29,301.06,1,301.06,NaN,301.06,301.06,301.06,NaN,0.0,NaN,NaN,301.06,0.0,NaN,NaN
15615,26,32.4,1,32.4,NaN,32.4,32.4,32.4,NaN,0.0,NaN,NaN,32.4,0.0,NaN,NaN
70279,1,330.185,2,305.75,-1.9999999999999962,354.62,354.62,305.75,-4.987158032836034E-16,24.435000000000002,34.55630839658658,34.55630839658658,660.37,597.0692250000001,1194.1384500000001,1194.1384500000001
17381,12,619.83,2,1236.48,-2.000000000000002,3.18,1236.48,3.18,-5.083863626898692E-16,616.65,872.074793237369,872.074793237369,1239.66,380257.2225,760514.445,760514.445
70208,5,152.81,1,152.81,NaN,152.81,152.81,152.81,NaN,0.0,NaN,NaN,152.81,0.0,NaN,NaN
16794,15,222.13,1,222.13,NaN,222.13,222.13,222.13,NaN,0.0,NaN,NaN,222.13,0.0,NaN,NaN
16271,20,379.905,2,460.39,-2.0000000000000004,299.42,460.39,299.42,0.0,80.48499999999999,113.82297856759854,113.82297856759854,759.81,6477.835224999998,12955.670449999996,12955.670449999996
69743,23,200.34,2,59.7,-1.9999999999999998,340.98,340.98,59.7,0.0,140.64000000000001,198.8949954121521,198.8949954121521,400.68,19779.609600000003,39559.21920000001,39559.21920000001
16839,15,447.2,2,422.4,-1.9999999999999998,472.0,472.0,422.4,0.0,24.80000000000001,35.07249634685277,35.07249634685277,894.4,615.0400000000005,1230.080000000001,1230.080000000001
13079,22,20.75,2,23.8,-2.000000000000001,17.7,23.8,17.7,0.0,3.0500000000000007,4.313351365237941,4.313351365237941,41.5,9.302500000000004,18.605000000000008,18.605000000000008
14019,23,384.29,1,384.29,NaN,384.29,384.29,384.29,NaN,0.0,NaN,NaN,384.29,0.0,NaN,NaN
69750,24,2007.4,1,2007.4,NaN,2007.4,2007.4,2007.4,NaN,0.0,NaN,NaN,2007.4,0.0,NaN,NaN
16003,6,39.2,1,39.2,NaN,39.2,39.2,39.2,NaN,0.0,NaN,NaN,39.2,0.0,NaN,NaN
18127,21,139.6,1,139.6,NaN,139.6,139.6,139.6,NaN,0.0,NaN,NaN,139.6,0.0,NaN,NaN
69641,3,1282.0,1,1282.0,NaN,1282.0,1282.0,1282.0,NaN,0.0,NaN,NaN,1282.0,0.0,NaN,NaN
15615,18,325.9,1,325.9,NaN,325.9,325.9,325.9,NaN,0.0,NaN,NaN,325.9,0.0,NaN,NaN
69761,20,1388.27,1,1388.27,NaN,1388.27,1388.27,1388.27,NaN,0.0,NaN,NaN,1388.27,0.0,NaN,NaN
69963,25,185.84,1,185.84,NaN,185.84,185.84,185.84,NaN,0.0,NaN,NaN,185.84,0.0,NaN,NaN
17838,7,625.0,1,625.0,NaN,625.0,625.0,625.0,NaN,0.0,NaN,NaN,625.0,0.0,NaN,NaN
69606,6,98.3,1,98.3,NaN,98.3,98.3,98.3,NaN,0.0,NaN,NaN,98.3,0.0,NaN,NaN
12409,3,4.95,1,4.95,NaN,4.95,4.95,4.95,NaN,0.0,NaN,NaN,4.95,0.0,NaN,NaN
12546,7,760.2,1,760.2,NaN,760.2,760.2,760.2,NaN,0.0,NaN,NaN,760.2,0.0,NaN,NaN
14014,13,505.18,1,505.18,NaN,505.18,505.18,505.18,NaN,0.0,NaN,NaN,505.18,0.0,NaN,NaN
69992,27,76.25,3,204.9,-1.4999999999999996,9.6,204.9,9.6,0.705721956748715,90.98909275292287,111.43842470171589,111.43842470171589,228.75,8279.015000000001,12418.522500000001,12418.522500000001
69641,14,600.99,1,600.99,NaN,600.99,600.99,600.99,NaN,0.0,NaN,NaN,600.99,0.0,NaN,NaN
14883,3,29.3,1,29.3,NaN,29.3,29.3,29.3,NaN,0.0,NaN,NaN,29.3,0.0,NaN,NaN
16020,31,518.8,1,518.8,NaN,518.8,518.8,518.8,NaN,0.0,NaN,NaN,518.8,0.0,NaN,NaN
70529,24,391.98,1,391.98,NaN,391.98,391.98,391.98,NaN,0.0,NaN,NaN,391.98,0.0,NaN,NaN
70415,10,307.575,2,150.25,-2.0,464.9,464.9,150.25,0.0,157.325,222.49114870034717,222.49114870034717,615.15,24751.155624999996,49502.31124999999,49502.31124999999
13013,5,216.81,1,216.81,NaN,216.81,216.81,216.81,NaN,0.0,NaN,NaN,216.81,0.0,NaN,NaN
70179,24,891.4,1,891.4,NaN,891.4,891.4,891.4,NaN,0.0,NaN,NaN,891.4,0.0,NaN,NaN
70367,13,360.16,1,360.16,NaN,360.16,360.16,360.16,NaN,0.0,NaN,NaN,360.16,0.0,NaN,NaN
69884,28,104.82,1,104.82,NaN,104.82,104.82,104.82,NaN,0.0,NaN,NaN,104.82,0.0,NaN,NaN
70259,25,239.15,2,214.69,-1.9999999999999991,263.61,263.61,214.69,0.0,24.460000000000008,34.591663735645916,34.591663735645916,478.3,598.2916000000004,1196.5832000000007,1196.5832000000007
14952,5,424.8,1,424.8,NaN,424.8,424.8,424.8,NaN,0.0,NaN,NaN,424.8,0.0,NaN,NaN
16430,11,300.85,1,300.85,NaN,300.85,300.85,300.85,NaN,0.0,NaN,NaN,300.85,0.0,NaN,NaN
70575,19,55.85,1,55.85,NaN,55.85,55.85,55.85,NaN,0.0,NaN,NaN,55.85,0.0,NaN,NaN
17402,30,151.5,1,151.5,NaN,151.5,151.5,151.5,NaN,0.0,NaN,NaN,151.5,0.0,NaN,NaN
70665,18,728.24,1,728.24,NaN,728.24,728.24,728.24,NaN,0.0,NaN,NaN,728.24,0.0,NaN,NaN
13536,3,521.365,2,369.74,-2.0,672.99,672.99,369.74,0.0,151.625,214.43013139482053,214.43013139482053,1042.73,22990.140625,45980.28125,45980.28125
16705,11,51.43,3,143.4,-1.5000000000000007,3.39,143.4,3.39,0.7049905743711634,65.05425274338336,79.67486240967098,79.67486240967098,154.29,4232.055800000001,6348.083700000001,6348.083700000001
14493,28,399.5,1,399.5,NaN,399.5,399.5,399.5,NaN,0.0,NaN,NaN,399.5,0.0,NaN,NaN
15215,16,381.0,1,381.0,NaN,381.0,381.0,381.0,NaN,0.0,NaN,NaN,381.0,0.0,NaN,NaN
70606,8,13.2,1,13.2,NaN,13.2,13.2,13.2,NaN,0.0,NaN,NaN,13.2,0.0,NaN,NaN
17613,11,371.87,1,371.87,NaN,371.87,371.87,371.87,NaN,0.0,NaN,NaN,371.87,0.0,NaN,NaN
16458,4,195.02,1,195.02,NaN,195.02,195.02,195.02,NaN,0.0,NaN,NaN,195.02,0.0,NaN,NaN
69891,5,660.7,1,660.7,NaN,660.7,660.7,660.7,NaN,0.0,NaN,NaN,660.7,0.0,NaN,NaN
13500,22,342.4,1,342.4,NaN,342.4,342.4,342.4,NaN,0.0,NaN,NaN,342.4,0.0,NaN,NaN
16009,2,82.76,1,82.76,NaN,82.76,82.76,82.76,NaN,0.0,NaN,NaN,82.76,0.0,NaN,NaN
69816,4,285.0,1,285.0,NaN,285.0,285.0,285.0,NaN,0.0,NaN,NaN,285.0,0.0,NaN,NaN
69867,13,1790.0,1,1790.0,NaN,1790.0,1790.0,1790.0,NaN,0.0,NaN,NaN,1790.0,0.0,NaN,NaN
70120,3,86.0,1,86.0,NaN,86.0,86.0,86.0,NaN,0.0,NaN,NaN,86.0,0.0,NaN,NaN
69340,15,592.56,1,592.56,NaN,592.56,592.56,592.56,NaN,0.0,NaN,NaN,592.56,0.0,NaN,NaN
15720,7,598.73,1,598.73,NaN,598.73,598.73,598.73,NaN,0.0,NaN,NaN,598.73,0.0,NaN,NaN
70437,22,206.28,1,206.28,NaN,206.28,206.28,206.28,NaN,0.0,NaN,NaN,206.28,0.0,NaN,NaN
70049,14,6.63,2,6.96,-1.999999999999999,6.3,6.96,6.3,0.0,0.33000000000000007,0.4666904755831215,0.4666904755831215,13.26,0.10890000000000005,0.2178000000000001,0.2178000000000001
14191,23,738.67,1,738.67,NaN,738.67,738.67,738.67,NaN,0.0,NaN,NaN,738.67,0.0,NaN,NaN
14508,8,138.86,1,138.86,NaN,138.86,138.86,138.86,NaN,0.0,NaN,NaN,138.86,0.0,NaN,NaN
70556,3,46.8,1,46.8,NaN,46.8,46.8,46.8,NaN,0.0,NaN,NaN,46.8,0.0,NaN,NaN
69639,13,349.39,1,349.39,NaN,349.39,349.39,349.39,NaN,0.0,NaN,NaN,349.39,0.0,NaN,NaN
14030,10,543.28,1,543.28,NaN,543.28,543.28,543.28,NaN,0.0,NaN,NaN,543.28,0.0,NaN,NaN
69977,14,720.0,1,720.0,NaN,720.0,720.0,720.0,NaN,0.0,NaN,NaN,720.0,0.0,NaN,NaN
16910,2,186.8,1,186.8,NaN,186.8,186.8,186.8,NaN,0.0,NaN,NaN,186.8,0.0,NaN,NaN
69692,20,319.08,1,319.08,NaN,319.08,319.08,319.08,NaN,0.0,NaN,NaN,319.08,0.0,NaN,NaN
69841,6,763.06,1,763.06,NaN,763.06,763.06,763.06,NaN,0.0,NaN,NaN,763.06,0.0,NaN,NaN
12650,1,314.44,1,314.44,NaN,314.44,314.44,314.44,NaN,0.0,NaN,NaN,314.44,0.0,NaN,NaN
69718,27,341.97,1,341.97,NaN,341.97,341.97,341.97,NaN,0.0,NaN,NaN,341.97,0.0,NaN,NaN
14680,9,40.2,1,40.2,NaN,40.2,40.2,40.2,NaN,0.0,NaN,NaN,40.2,0.0,NaN,NaN
70136,10,37.14,2,66.33,-2.0,7.95,66.33,7.95,0.0,29.189999999999998,41.28089388567064,41.28089388567064,74.28,852.0560999999999,1704.1121999999998,1704.1121999999998
12744,20,4037.77,1,4037.77,NaN,4037.77,4037.77,4037.77,NaN,0.0,NaN,NaN,4037.77,0.0,NaN,NaN
69748,21,11.82,1,11.82,NaN,11.82,11.82,11.82,NaN,0.0,NaN,NaN,11.82,0.0,NaN,NaN
69637,17,17.55,1,17.55,NaN,17.55,17.55,17.55,NaN,0.0,NaN,NaN,17.55,0.0,NaN,NaN
12840,1,6.6,1,6.6,NaN,6.6,6.6,6.6,NaN,0.0,NaN,NaN,6.6,0.0,NaN,NaN
13113,29,51.0,1,51.0,NaN,51.0,51.0,51.0,NaN,0.0,NaN,NaN,51.0,0.0,NaN,NaN
70308,23,1.95,1,1.95,NaN,1.95,1.95,1.95,NaN,0.0,NaN,NaN,1.95,0.0,NaN,NaN
12809,7,4.95,1,4.95,NaN,4.95,4.95,4.95,NaN,0.0,NaN,NaN,4.95,0.0,NaN,NaN
70298,1,15.65,1,15.65,NaN,15.65,15.65,15.65,NaN,0.0,NaN,NaN,15.65,0.0,NaN,NaN
13767,30,14.55,1,14.55,NaN,14.55,14.55,14.55,NaN,0.0,NaN,NaN,14.55,0.0,NaN,NaN
70134,2,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
14410,25,46.2,1,46.2,NaN,46.2,46.2,46.2,NaN,0.0,NaN,NaN,46.2,0.0,NaN,NaN
15469,26,14.1,1,14.1,NaN,14.1,14.1,14.1,NaN,0.0,NaN,NaN,14.1,0.0,NaN,NaN
70104,9,13.45,1,13.45,NaN,13.45,13.45,13.45,NaN,0.0,NaN,NaN,13.45,0.0,NaN,NaN
69669,5,3.95,1,3.95,NaN,3.95,3.95,3.95,NaN,0.0,NaN,NaN,3.95,0.0,NaN,NaN
15339,26,16.5,1,16.5,NaN,16.5,16.5,16.5,NaN,0.0,NaN,NaN,16.5,0.0,NaN,NaN
14533,25,84.0,1,84.0,NaN,84.0,84.0,84.0,NaN,0.0,NaN,NaN,84.0,0.0,NaN,NaN
69545,20,10.0,1,10.0,NaN,10.0,10.0,10.0,NaN,0.0,NaN,NaN,10.0,0.0,NaN,NaN
17651,3,12.440000000000001,2,17.85,-1.999999999999999,7.03,17.85,7.03,3.5899499636171876E-16,5.41,7.650895372438444,7.650895372438444,24.880000000000003,29.2681,58.5362,58.5362
