customer_country,txn_timestamp_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
RUS,7,266.381320754717,53,151.3,8.433298112854622,44.78,1397.32,3.3,2.4719305048785527,240.79917254479017,243.10352335071116,243.10352335071116,14118.210000000003,57984.24149825562,59099.32306552977,59099.32306552977
FIN,12,377.77250000000004,72,172.71,18.719204811649757,16.65,3694.36,1.25,3.807872721214299,536.8756038950166,540.6431982155704,540.6431982155704,27199.620000000003,288235.41405763885,292295.06777676055,292295.06777676055
MEX,22,450.6089655172412,58,500.0,8.322071775642552,16.95,3744.0,3.75,2.9206271538931166,733.1882138321497,739.5917259262438,739.5917259262438,26135.31999999999,537564.9569023781,546995.9210585603,546995.9210585603
PRT,28,460.30300000000005,50,743.9,5.525398193313952,91.27,2662.17,10.08,2.17126455856271,511.36379523094905,516.5554389444188,516.5554389444188,23015.15,261492.93107299999,266829.52150306123,266829.52150306123
AUS,22,309.0672727272726,55,504.72,15.004047904697273,2210.64,2210.64,2.08,3.320733026070267,342.8673525562409,346.0274871251241,346.0274871251241,16998.699999999993,117558.02144892559,119735.02184612791,119735.02184612791
DEU,6,385.38296296296306,54,364.92,1.0855288857340275,98.51,1388.92,2.1,1.3346692039355574,359.80175883615584,363.18025322758325,363.18025322758325,20810.680000000004,129457.30566159125,131899.89633445148,131899.89633445148
RUS,14,342.25928571428574,56,198.95,4.527758191576611,18.0,1829.84,2.95,2.0056548610497953,351.488875839301,354.66983548009904,354.66983548009904,19166.52,123544.42983877553,125790.69219948053,125790.69219948053
IND,19,384.9184615384615,52,99.5,6.5823133359898485,33.2,2807.31,4.63,2.5158015764055333,576.4790741294705,582.1033934047051,582.1033934047051,20015.76,332328.1229091715,338844.36061327293,338844.36061327293
FRA,24,290.88605263157893,38,241.86,3.5031580615918427,110.1,1329.36,8.67,1.8651023233362887,283.55871017016153,287.36503766670427,287.36503766670427,11053.67,80405.54211336566,82578.66487318635,82578.66487318635
TUR,17,315.87000000000006,55,198.3,0.7150295928509154,22.65,1241.43,3.9,1.243815480360803,314.81303242631896,317.7145963666833,317.7145963666833,17372.850000000002,99107.24538545456,100942.56474444446,100942.56474444446
PRT,30,474.9045454545454,33,182.8,11.750977994754155,27.0,3623.2,27.0,3.3063884059772746,677.137442948605,687.6363239664323,687.6363239664323,15671.849999999999,458515.11664297525,472843.7140380682,472843.7140380682
BRA,13,449.7873684210526,57,125.2,23.261011671783454,13.3,6260.9,0.72,4.784526127105312,981.4305923918148,990.1545914465044,990.1545914465044,25637.879999999997,963206.0076825485,980406.114962594,980406.114962594
NLD,20,328.9244230769231,52,286.95,4.87278951197613,3.25,1665.2,3.25,1.8498252972946279,311.2341513321384,314.27065398245924,314.27065398245924,17104.070000000003,96866.69695543643,98766.04395456263,98766.04395456263
AUS,18,315.1028333333334,60,707.88,5.392895707326717,59.4,1692.0,3.7,1.9234511999493442,302.6394733181803,305.1934382032888,305.1934382032888,18906.170000000006,91590.65081030557,93143.03472234464,93143.03472234464
GRC,24,378.5233333333334,33,162.05,7.846082655241265,16.2,2182.71,8.7,2.7115548499278925,430.3225531569958,436.9946185285542,436.9946185285542,12491.270000000002,185177.4997555555,190964.29662291662,190964.29662291662
USA,27,318.52357142857153,56,564.05,2.7519506733606125,15.0,1308.48,3.95,1.5839120898701478,287.96789039397987,290.57398777046643,290.57398777046643,17837.320000000007,82925.5058979592,84433.24236883118,84433.24236883118
CAN,28,364.44259999999997,50,2938.76,17.83150651307626,9.95,2938.76,1.25,3.970830221510154,464.5822103645812,469.2989019534721,469.2989019534721,18222.129999999997,215836.63018724,220241.45937473467,220241.45937473467
CAN,31,181.7025,20,615.33,-0.18198578717401048,7.47,615.33,3.9,0.869886958705206,173.06213924122747,177.55800842704602,177.55800842704602,3634.0499999999997,29950.50403875,31526.84635657895,31526.84635657895
NOR,8,563.7062121212118,66,225.0,14.75173214020582,4.95,6155.72,2.55,3.662937558953552,1013.8284279489653,1021.5973417752978,1021.5973417752978,37204.60999999998,1027848.0813174704,1043661.1287223545,1043661.1287223545
NLD,10,744.2664102564103,39,369.1,29.450743755642492,9.95,14415.74,9.95,5.478329176794957,2293.558227150709,2323.5406529911556,2323.5406529911556,29026.39,5260409.341330704,5398841.166102565,5398841.166102565
CAN,15,357.36611111111114,72,501.01,8.003395008823054,30.0,2462.26,3.75,2.6710574844893626,464.36879313499776,467.627561488346,467.627561488346,25730.36,215638.37603765435,218675.5362635368,218675.5362635368
ZAF,1,475.16337837837835,74,354.23,26.85640722334631,14.5,5727.0,2.1,4.83307075476116,782.8854404032196,788.2294303617634,788.2294303617634,35162.09,612909.6127953432,621305.63488843,621305.63488843
DEU,10,389.19729166666684,48,428.76,0.38303035420132847,196.7,1268.74,7.8,1.2140271077465348,340.7782574963494,344.3844770499018,344.3844770499018,18681.47000000001,116129.82078224822,118600.66803293435,118600.66803293435
CAN,20,430.98155172413794,58,327.6,9.727661546492277,4.95,3221.88,4.25,2.968003456875998,573.7401081945033,578.751033973694,578.751033973694,24996.93,329177.7117510403,334952.75932561996,334952.75932561996
PRT,19,1491.9390789473687,76,172.15,30.742747861446325,479.8,31698.16,2.95,5.422560332151963,4460.49872793396,4490.136919284958,4490.136919284958,113387.37000000002,1.9896048901900474E7,2.0161329553925812E7,2.0161329553925812E7
ZAF,3,279.83118644067804,59,89.14,12.740333137577398,50.98,1939.52,2.5,2.908844692903462,303.5178198107323,306.12317077126136,306.12317077126136,16510.040000000005,92123.06694266015,93711.39568305084,93711.39568305084
FIN,14,663.2195061728394,81,148.36,37.54189037628508,27.5,16774.72,1.25,5.991701125118329,2196.9764834397774,2210.6649428729024,2210.6649428729024,53720.77999999999,4826705.668787411,4887039.489647253,4887039.489647253
CAN,17,280.6702985074628,67,144.0,1.7872494738066749,24.75,1177.64,4.95,1.4429558619202432,267.02921076150244,269.04455415059294,269.04455415059294,18804.910000000007,71304.59939991088,72384.97211809135,72384.97211809135
CAN,4,312.8837313432835,67,299.6,33.67591286048685,4.15,3599.38,4.15,5.264830524367976,467.6673561405692,471.19697116584507,471.19697116584507,20963.209999999995,218712.75599951,222026.5856358662,222026.5856358662
DEU,28,336.3565000000001,40,427.4,0.28299235503038167,9.75,1293.18,1.6,1.055491073889358,339.1332650415615,343.45360819520835,343.45360819520835,13454.260000000004,115011.37145775,117960.38098230769,117960.38098230769
ESP,29,288.82216216216216,37,736.7,2.841437022330539,19.95,1170.0,3.25,1.456368355885691,243.57563131047826,246.9354539048518,246.9354539048518,10686.42,59329.08816829803,60977.1183951952,60977.1183951952
NLD,6,257.05584615384623,65,184.1,2.9227911926678463,78.0,1109.34,1.65,1.5859263368162195,240.12902773231863,241.9977643032854,241.9977643032854,16708.630000000005,57661.94995966865,58562.917927788476,58562.917927788476
AUT,20,340.3590322580645,62,287.45,5.247076888236519,12.9,1761.18,1.95,2.042090013846112,347.4577870842947,350.2942242458926,350.2942242458926,21102.26,120726.91380551508,122706.04354003172,122706.04354003172
CHE,31,282.13000000000005,20,1642.5,8.774329072475023,3.25,1642.5,3.25,2.915107549951852,348.2456785374371,357.292527386616,357.292527386616,5642.600000000001,121275.05261999994,127657.95012631574,127657.95012631574
JPN,16,435.6054385964912,57,204.0,19.520366146262774,8.67,4287.63,4.25,4.002790136223193,649.5175175792809,655.2911201684936,655.2911201684936,24829.51,421873.00564235146,429406.4521716792,429406.4521716792
NOR,4,346.30654545454547,55,510.89,2.8856681490182856,2.95,1578.87,1.25,1.6645520516814398,340.8403629225228,343.98181516436455,343.98181516436455,19046.86,116172.15299715703,118323.48916377105,118323.48916377105
JPN,13,346.649152542373,59,129.57,1.220664892540304,29.9,1485.78,3.75,1.3581346607581026,346.55218130474736,349.5269327015477,349.5269327015477,20452.300000000007,120098.41436707848,122169.07668375225,122169.07668375225
RUS,16,326.02484375000006,64,314.55,1.8632140149693726,19.36,1373.46,6.25,1.4149044621727904,298.31718473166376,300.6754600445322,300.6754600445322,20865.590000000004,88993.1427062256,90405.73227299108,90405.73227299108
GRC,31,357.4170370370371,27,306.7,16.978402022715063,10.35,4008.62,1.95,4.115254660896262,757.9601724258426,772.3988064306536,772.3988064306536,9650.260000000002,574503.6229838132,596599.9161754984,596599.9161754984
RUS,5,307.0595454545455,66,734.4,31.621781254063116,14.9,3705.48,4.95,5.107833234936696,492.5858822502098,496.3605419123104,496.3605419123104,20265.930000000004,242640.85139221753,246373.78756748242,246373.78756748242
PRT,9,733.804927536232,69,525.93,54.00577715801835,32.53,19150.66,1.25,7.240198480967881,2326.4395697827795,2343.4833109689666,2343.4833109689666,50632.54000000001,5412321.071851084,5491914.028790071,5491914.028790071
FRA,12,331.6957446808509,47,193.22,8.708357174910267,12.45,2256.0,2.42,2.6760491047021886,408.49338080391914,412.909653807689,412.909653807689,15589.699999999993,166866.8421606157,170494.3822075856,170494.3822075856
ITA,15,459.22277777777776,36,1536.85,21.56955385295631,8.5,5296.96,3.75,4.5363289270682206,887.9822859676223,900.5784085309084,900.5784085309084,16532.02,788512.5401922842,811041.4699120637,811041.4699120637
AUT,11,371.60608108108113,74,140.49,12.196090097459688,20.8,3417.12,1.0,3.264863984231845,575.8601879769118,579.7910198754954,579.7910198754954,27498.850000000002,331614.9560968041,336157.6267282672,336157.6267282672
FRA,3,337.5291666666667,36,128.03,11.502656036847565,9.95,2145.38,9.01,3.0763751675071016,381.33500363398036,386.7442809578074,386.7442809578074,12151.050000000001,145416.3849965278,149571.13885357147,149571.13885357147
SWE,3,633.3484210526316,38,230.25,7.027056334292647,7.5,4037.77,7.5,2.4525618881241913,787.297925747922,797.8661560129951,797.8661560129951,24067.24,619838.0238869806,636590.402910953,636590.402910953
CHN,14,299.9620967741936,62,11.8,7.172505731888988,27.5,2033.1,1.95,2.36967983256818,361.47438364215316,364.42524389868146,364.42524389868146,18597.65,130663.73002947452,132805.75839061345,132805.75839061345
PRT,4,329.3523809523811,84,109.3,2.757183037624272,4.15,1524.77,1.65,1.6843394857496887,347.2778630962706,349.36363478117727,349.36363478117727,27665.600000000013,120601.91419671205,122054.94930751581,122054.94930751581
MEX,28,342.5466666666667,33,313.7,15.99262663565234,9.95,2662.17,3.16,3.809910480990182,464.6243194085504,471.8282268253636,471.8282268253636,11304.04,215875.75818585863,222621.87562916672,222621.87562916672
ITA,5,318.5784126984127,63,274.67,5.164505908470918,238.0,1444.66,8.65,1.979154432575167,255.5771977570642,257.6300596329398,257.6300596329398,20070.44,65319.7040133535,66373.2476264721,66373.2476264721
CHE,12,417.8096666666667,60,126.28,14.599467084554945,13.9,3528.34,1.25,3.3683090323326828,555.99805278426,560.6901026594155,560.6901026594155,25068.58,309133.83469988883,314373.39122022595,314373.39122022595
AUT,22,444.79940000000005,50,222.6,3.411032531799261,259.2,2079.37,2.08,1.9114963151700977,468.2237135191253,472.97737563102976,472.97737563102976,22239.97,219233.4459016399,223707.59785881624,223707.59785881624
AUT,27,321.5715909090909,44,157.4,24.158347263342694,51.0,4390.56,1.45,4.8269510920476035,697.8810110351035,705.9492676414196,705.9492676414196,14149.15,487037.9055633782,498364.3684834568,498364.3684834568
BRA,29,365.9909615384614,52,306.7,13.011523543872485,76.3,3243.13,3.75,3.29554783182783,546.1654929466104,551.4940629629399,551.4940629629399,19031.529999999995,298296.74568561395,304145.7014833711,304145.7014833711
NOR,29,454.860625,32,251.9,9.248000995718858,22.3,3969.93,7.5,3.221647818059025,883.2689654096648,897.4021662588344,897.4021662588344,14555.54,780164.0652558596,805330.6480060486,805330.6480060486
DNK,31,204.01588235294116,17,162.3,0.31526000825116496,8.25,633.44,1.95,1.0345927512853557,191.7904794318322,197.6931011713239,197.6931011713239,3468.27,36783.58800069205,39082.562250735304,39082.562250735304
CHE,23,305.4140625,32,161.03,20.53011992832539,19.9,2375.42,1.45,4.420952556818216,395.38459343292715,401.71114863920343,401.71114863920343,9773.25,156328.97672412108,161371.8469410282,161371.8469410282
BRA,28,368.34555555555556,45,215.52,11.55554057949246,9.75,2176.45,6.36,2.943474302553357,361.3497312918488,365.43290870714094,365.43290870714094,16575.55,130573.62830469134,133541.2107661616,133541.2107661616
GBR,22,379.0717391304347,46,558.59,20.945463212480714,38.16,3187.12,10.45,4.223266351349168,489.4238597722497,494.83202239998957,494.83202239998957,17437.299999999996,239535.71451436676,244858.7303924638,244858.7303924638
JPN,12,373.6464102564105,78,338.6,5.631790088382939,17.0,2145.0,1.65,1.972360391369227,370.7561598083458,373.15590110542735,373.15590110542735,29144.420000000016,137460.13003583165,139245.32652980348,139245.32652980348
GRC,13,474.53826086956525,46,218.1,12.72770851519185,43.57,3876.86,10.27,3.4106254901868978,678.2032102301937,685.697395857529,685.697395857529,21828.760000000002,459959.5943665404,470180.91868579685,470180.91868579685
GRC,16,415.51062500000006,64,351.3,14.249035645348112,32.65,3506.24,2.95,3.3853194632810637,552.868612796236,557.2391836769915,557.2391836769915,26592.680000000004,305663.70301523426,310515.50782499986,310515.50782499986
IND,21,179.4691525423729,59,114.6,8.605682019899644,10.17,1205.81,2.08,2.56098567968142,208.15002909235014,209.93675739241527,209.93675739241527,10588.680000000002,43326.43461114621,44073.44210444183,44073.44210444183
JPN,21,772.0006557377048,61,324.0,16.07641324813842,1.65,10584.77,1.65,4.126145629603136,1894.443559379635,1910.1653522674148,1910.1653522674148,47092.03999999999,3588916.399674981,3648731.6730028973,3648731.6730028973
CHN,25,320.7480392156864,51,1012.01,6.590238128417463,19.95,1932.24,4.95,2.319484383442998,359.0856349446554,362.65871434184294,362.65871434184294,16358.150000000005,128942.4932236063,131521.34308807843,131521.34308807843
CHE,5,347.24357142857144,70,277.65,47.10152222105682,15.0,5401.98,1.95,6.520400673382037,657.092269054758,661.8366791795011,661.8366791795011,24307.050000000003,431770.25005153054,438027.78990734986,438027.78990734986
MEX,12,367.95333333333326,54,275.3,39.469076655022896,16.65,8281.12,1.25,6.194241466267021,1144.3957820695246,1155.1415181209586,1155.1415181209586,19869.479999999996,1309641.706018519,1334351.9268867928,1334351.9268867928
CHN,20,421.7441463414635,41,756.12,6.505477452192046,3.25,2516.57,3.25,2.5678666729944406,530.6896143743149,537.28228472087,537.28228472087,17291.510000000002,281631.46680475905,288672.25347487803,288672.25347487803
ESP,4,367.0640789473685,76,109.3,66.95378960308624,52.45,10992.96,3.75,8.192300520308438,1244.4321399962835,1252.7008830535483,1252.7008830535483,27896.870000000006,1548611.35105573,1569259.5024031396,1569259.5024031396
SWE,7,286.1532727272726,55,166.74,-0.6685308891510147,3.95,821.0,2.55,0.4430084797637312,219.5811017373725,221.60493347609108,221.60493347609108,15738.429999999995,48215.86024019833,49108.746540942746,49108.746540942746
TUR,15,386.6128813559323,59,102.28,14.405056899160723,24.9,3376.08,6.3,3.5405625930400015,564.2356268080689,569.0789399064096,569.0789399064096,22810.160000000007,318361.84255949437,323850.8398450029,323850.8398450029
FIN,21,291.1332307692308,65,302.95,4.69928402247917,41.95,1436.49,1.65,1.8303706067531766,266.0092240974865,268.07936601235565,268.07936601235565,18923.660000000003,70760.90730494677,71866.54648158656,71866.54648158656
CHE,29,247.5216279069768,43,720.86,6.32366088474366,57.6,1285.98,3.75,2.1628254624419934,239.4012293777592,242.23447864109872,242.23447864109872,10643.430000000002,57312.94862758247,58677.54264252491,58677.54264252491
MEX,20,302.75813559322046,59,289.74,1.2825292494595146,175.92,1127.02,3.15,1.2712244884810457,260.314730828577,262.54923302165093,262.54923302165093,17862.730000000007,67763.7590863545,68932.09976025717,68932.09976025717
ITA,11,286.5636111111112,36,347.95,1.0245593342729409,20.8,987.94,2.95,1.030551869226416,224.5879443701383,227.77374809418453,227.77374809418453,10316.290000000003,50439.74475640434,51880.88032087303,51880.88032087303
IND,20,296.0617021276596,47,262.55,6.0706425777722615,12.9,1607.04,1.95,2.399411042620394,348.0403598466837,351.80306768392785,351.80306768392785,13914.900000000001,121132.0920822091,123765.39843182234,123765.39843182234
PRT,24,678.3169722222223,36,1285.62,11.89476955910135,32.45,6429.64,0.0,3.606925584468018,1323.4172634256677,1342.1900771584476,1342.1900771584476,24419.411,1751433.253133083,1801474.2032225996,1801474.2032225996
MEX,25,340.77547169811317,53,323.44,19.41298860657461,5.98,3680.4,4.5,4.330138528086605,598.7980212769202,604.5282764448723,604.5282764448723,18061.1,358559.070285155,365454.43702140794,365454.43702140794
SWE,25,261.1688461538461,52,431.76,2.721749563658803,11.9,1214.81,1.95,1.5643656783916313,256.3635687145372,258.8647359306525,258.8647359306525,13580.779999999999,65722.27936405326,67010.95150844647,67010.95150844647
ESP,27,221.9775555555556,45,264.26,22.268205633313816,17.4,2062.06,1.65,4.338808136082124,317.47792603690004,321.06536110379,321.06536110379,9988.990000000002,100792.23352069137,103082.96610070708,103082.96610070708
FRA,16,323.7869642857144,56,216.34,-0.33660374545297866,24.15,1085.46,2.95,0.8911889892784365,303.12588854608885,305.8691651725361,305.8691651725361,18132.070000000007,91885.30430685588,93555.94620334417,93555.94620334417
FRA,29,346.4602777777778,36,122.0,11.792224792646328,17.95,2800.0,3.75,3.26486811300053,517.4302249390524,524.7700273588482,524.7700273588482,12472.57,267734.03768047836,275383.5816142063,275383.5816142063
MEX,27,404.0920454545454,44,30.0,3.0617580385511545,51.0,1773.65,4.95,1.838006034256606,421.1682079406125,426.0373663248579,426.0373663248579,17780.05,177382.659379907,181507.83750502113,181507.83750502113
AUS,12,321.4923076923076,52,275.3,4.9121359482409535,38.45,1658.9,2.95,2.120703497205318,356.070842776327,359.54478692148115,359.54478692148115,16717.599999999995,126786.44507544379,129272.45380241326,129272.45380241326
AUS,30,283.10111111111115,27,709.51,3.2510772359835904,95.25,1378.48,4.56,1.8296076069635059,319.85857186428774,325.9516635865996,325.9516635865996,7643.7300000000005,102309.50599506171,106244.48699487178,106244.48699487178
ZAF,2,679.9830645161293,62,350.06,3.3411533258904464,62.4,4076.48,1.45,2.118679283567935,1021.3641628290942,1029.7019678076022,1029.7019678076022,42158.95000000001,1043184.7531115765,1060286.1425068483,1060286.1425068483
GRC,3,326.49084745762707,59,322.2,10.582563271087785,50.98,2183.82,5.64,2.8574353641948838,367.5783144379501,370.7335509745981,370.7335509745981,19262.959999999995,135113.8172450445,137443.36581823492,137443.36581823492
USA,9,7396.949861111111,72,213.3,19.03575879736875,54.75,168469.6,1.25,4.585999594384012,33588.92654154613,33824.64119863487,33824.64119863487,532580.39,1.128215986213382E9,1.1441063522163875E9,1.1441063522163875E9
PRT,16,304.41093750000005,64,271.05,1.7531597678586763,21.5,1384.25,4.25,1.5781993381816208,340.9059341469742,343.6008846548784,343.6008846548784,19482.300000000003,116216.8559366211,118061.56793561508,118061.56793561508
ESP,20,452.43757575757576,66,1001.52,10.333769346187395,13.44,3850.9,3.25,3.2006074728045326,713.8628580223375,719.3331514910407,719.3331514910407,29860.88,509600.1800638199,517440.1828340325,517440.1828340325
RUS,11,299.5217543859649,57,24.95,6.826824512433154,39.6,1881.86,3.35,2.1822934284064446,334.3276622166313,337.2995221033568,337.2995221033568,17072.74,111774.98572323794,113770.96761115291,113770.96761115291
MEX,18,457.3444444444446,54,193.09,11.050386802641007,68.4,4366.78,3.4,3.2468280870294675,795.9269187014472,803.4005748600971,803.4005748600971,24696.60000000001,633499.6599135802,645452.4836855346,645452.4836855346
ITA,25,233.5173469387756,49,231.48,0.26917970473893904,18.9,707.81,1.45,0.4885025519247673,155.1144512508065,156.72189782349488,156.72189782349488,11442.350000000004,24060.492986838828,24561.75325739797,24561.75325739797
AUT,9,254.59499999999997,60,205.35,12.973913988793951,15.0,1637.43,2.5,2.873527560360167,250.9997611187443,253.11794011581756,253.11794011581756,15275.699999999999,63000.8800816667,64068.691608474604,64068.691608474604
NLD,22,408.2767241379311,58,23.8,36.779153041830185,177.6,6323.38,1.95,5.787162352714882,854.0935268567365,861.5530005983134,861.5530005983134,23680.050000000007,729475.7526185788,742273.5728399574,742273.5728399574
ITA,3,312.1813636363637,44,225.65,19.159515180837793,9.95,2355.18,1.65,3.932552339492791,366.6749404605895,370.9140979444043,370.9140979444043,13735.980000000003,134450.51196177682,137577.26805391116,137577.26805391116
FIN,9,377.82492307692314,65,309.4,52.93918313882057,97.14,9349.72,1.25,7.21017465795041,1155.4931825996314,1164.4854830650036,1164.4854830650036,24558.620000000003,1335164.4950342248,1356026.4402691345,1356026.4402691345
FRA,10,333.9547368421052,38,1982.41,9.418517526381276,1.45,1982.41,1.45,2.868883316935621,363.14629397832755,368.0209589928771,368.0209589928771,12690.279999999999,131875.23083019388,135439.42625803695,135439.42625803695
JPN,5,339.36207792207796,77,256.9,4.955144892644386,9.9,1910.4,2.08,2.057872136655309,355.9845965854027,358.3189468209693,358.3189468209693,26130.880000000005,126725.0330060719,128392.46765088863,128392.46765088863
PRT,14,510.4293846153848,65,15.0,36.60600614338514,8.5,10389.06,6.96,5.957731258982242,1407.3379993545661,1418.2902112214163,1418.2902112214163,33177.91000000001,1980600.2444273129,2011547.1232464896,2011547.1232464896
ITA,24,312.7975,28,417.31,6.261385934775655,30.6,1716.62,9.95,2.663602552260596,407.17815715188743,414.64993921803307,414.64993921803307,8758.33,165794.05166160714,171934.5720935185,171934.5720935185
NLD,28,404.6823913043478,46,401.58,9.065509752498153,6.36,2390.4,2.93,2.7147787727800887,425.4313076119993,430.1323487495694,430.1323487495694,18615.39,180991.79749645555,185013.83744082123,185013.83744082123
BRA,22,357.4288333333333,60,306.0,8.152330671557673,1.66,2597.0,1.66,2.7974638350470395,515.9140226694485,520.2678046899701,520.2678046899701,21445.729999999996,266167.2787869723,270678.58859692095,270678.58859692095
MEX,30,266.40212121212113,33,352.2,4.529565915432342,44.25,1378.48,1.25,2.0404388300408556,293.13122219029003,297.67616333397416,297.67616333397416,8791.269999999997,85925.91342277318,88611.09821723484,88611.09821723484
CHN,31,215.08764705882353,17,382.1,-0.9296628946479899,5.5,472.31,5.5,0.2521302089357825,145.55851847400075,150.03828659418116,150.03828659418116,3656.4900000000002,21187.282300346014,22511.48744411764,22511.48744411764
JPN,7,399.0354054054055,74,178.4,6.716027697217799,3.75,2099.7,3.75,2.399756861714255,399.76938027557424,402.49821318479997,402.49821318479997,29528.62000000001,159815.55740591668,162004.81161695666,162004.81161695666
CAN,7,249.78046153846154,65,510.0,9.947831411460378,83.16,1522.31,3.75,2.6909647265475307,248.28910959376353,250.22134970505846,250.22134970505846,16235.73,61647.48194286391,62610.72384822116,62610.72384822116
FIN,17,276.42450980392164,51,300.04,1.1973367472806844,29.75,973.84,2.95,1.150485437567102,219.1005244739494,221.28068289223734,221.28068289223734,14097.650000000003,48005.039824759704,48965.1406212549,48965.1406212549
NOR,24,321.1902941176471,34,200.1,0.4280683985821421,29.01,908.46,29.01,0.6970002259056163,197.05874966745762,200.0222054261657,200.0222054261657,10920.470000000001,38832.15082050173,40008.882663547236,40008.882663547236
AUS,25,257.9028888888888,45,256.41,2.503270769074457,24.75,1090.93,6.25,1.5495056481608234,241.23576548561803,243.9616798674279,243.9616798674279,11605.629999999997,58194.694549432104,59517.30124373738,59517.30124373738
USA,26,401.84775862068955,58,802.56,30.635906307377923,491.12,4345.1,3.35,5.119545993683672,594.4541968987128,599.6460351844512,599.6460351844512,23307.169999999995,353375.7922104936,359575.36751243204,359575.36751243204
ITA,4,316.6067499999999,40,23.8,17.951876988157956,76.71,2825.1,2.95,3.9928400172178997,468.6470911591552,474.61735848612426,474.61735848612426,12664.269999999997,219630.09605193752,225261.63697634617,225261.63697634617
FIN,18,1895.5687234042555,47,305.52,41.97700792767368,30.25,77183.6,2.95,6.6297346246247235,11103.37701722694,11223.417014142817,11223.417014142817,89091.73000000001,1.2328498118668343E8,1.2596508947335047E8,1.2596508947335047E8
ZAF,26,506.1316883116883,77,561.3,52.97414574276264,18.99,8895.76,5.47,6.926405161747898,1035.7244527437958,1042.5161612711747,1042.5161612711747,38972.14,1072725.1420114355,1086839.946511586,1086839.946511586
JPN,28,347.60999999999996,45,522.08,1.6224995090058654,19.15,1241.43,19.15,1.3972069899241515,279.34934291432774,282.50593285805525,282.50593285805525,15642.449999999997,78036.05538666667,79809.6021,79809.6021
NLD,29,333.3321874999999,32,195.0,5.391581144334218,53.64,1724.8,4.25,2.326686488541769,389.69792556009304,395.93348830274084,395.93348830274084,10666.629999999997,151864.47318583983,156763.3271595766,156763.3271595766
TUR,10,502.5780555555556,36,651.83,22.56460480644442,14.45,5375.28,0.95,4.632823096005227,885.2555384928863,897.8129818550964,897.8129818550964,18092.81,783677.3684323302,806068.1503875396,806068.1503875396
ESP,15,383.563,60,247.38,27.023933253454576,17.85,3978.99,5.0,4.689509862872648,553.3507214877377,558.0204306183219,558.0204306183219,23013.78,306197.0209709999,311386.8009874575,311386.8009874575
ESP,16,315.9827692307693,65,397.96,8.837885404723197,24.9,2054.92,3.75,2.806273818921563,361.3225904560491,364.1344818174482,364.1344818174482,20538.880000000005,130554.0143738698,132593.9208484615,132593.9208484615
MEX,4,406.0496969696969,66,190.56,11.939877324787535,14.35,2924.0,1.25,3.423799820855611,557.4724439146303,561.7443258799934,561.7443258799934,26799.28,310775.5257241506,315556.68765836826,315556.68765836826
CHN,6,318.7871428571429,56,210.19,3.2456421478644684,61.2,1519.99,2.95,1.6782241909533662,302.6845717416204,305.42385446942586,305.42385446942586,17852.08,91617.94997040815,93283.73087896104,93283.73087896104
JPN,4,447.66308823529414,68,168.3,37.70262084315496,17.85,6549.12,1.25,5.806561305990322,844.4291574511732,850.707527594088,850.707527594088,30441.09,713060.6019536983,723703.297505246,723703.297505246
FRA,26,634.6865384615384,52,326.4,36.995329924842075,2.95,10303.95,1.95,5.9480649193233,1432.3948559759904,1446.3697708683972,1446.3697708683972,33003.7,2051755.0234264785,2091985.5140818998,2091985.5140818998
CHE,30,232.08190476190478,42,213.03,1.0363116926150235,16.54,825.81,2.08,1.0810255868772822,185.48393032998192,187.73230248490373,187.73230248490373,9747.44,34404.28841065759,35243.41739628339,35243.41739628339
AUS,29,371.2431111111111,45,421.6,1.7264961785627122,22.3,1568.4,9.9,1.3420835120634773,344.1112819734804,347.9996684678556,347.9996684678556,16705.94,118412.57438143215,121103.76925373742,121103.76925373742
AUS,9,334.40000000000003,57,1335.2,3.5622407986913176,37.95,1440.96,0.38,1.8141256866607538,323.90729690680587,326.786529502496,326.786529502496,19060.800000000003,104915.93698947367,106789.4358642857,106789.4358642857
AUT,16,812.4306756756756,74,395.16,35.144498835877975,32.65,21880.44,2.95,5.886161217240667,2997.6021073158913,3018.063792684514,3018.063792684514,60119.869999999995,8985618.393784672,9108709.05671323,9108709.05671323
USA,31,420.32384615384615,26,192.23,12.427462831691637,16.75,3949.66,0.83,3.4829830430993884,791.1710457488703,806.8393201726199,806.8393201726199,10928.42,625951.6236313609,650989.6885766154,650989.6885766154
ITA,13,879.5373913043481,46,168.0,38.2516586921277,49.3,22775.93,6.01,6.257490141732409,3317.9148613342627,3354.5780169953714,3354.5780169953714,40458.720000000016,1.1008559027062759E7,1.1253193672108598E7,1.1253193672108598E7
FIN,3,654.7367241379309,58,534.0,44.37722103035418,77.85,13760.02,7.04,6.560386528894991,1810.4245932895255,1826.236462001901,1826.236462001901,37974.72999999999,3277637.207987544,3335139.6151452204,3335139.6151452204
