counterparty_acct_id,txn_timestamp_quarter,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
2039,2,191.94,1,191.94,NaN,191.94,191.94,191.94,NaN,0.0,NaN,NaN,191.94,0.0,NaN,NaN
5503,2,340.01,2,145.0,-2.000000000000001,535.02,535.02,145.0,0.0,195.01,275.7857867983773,275.7857867983773,680.02,38028.9001,76057.8002,76057.8002
2832,2,162.77499999999998,2,157.2,-1.9999999999999998,168.35,168.35,157.2,0.0,5.575000000000003,7.884240610230009,7.884240610230009,325.54999999999995,31.080625000000033,62.16125000000007,62.16125000000007
5708,2,297.728,5,302.22,-0.576167932968501,122.54,500.1,122.54,0.3181280224465962,121.28433738945849,135.60001150442426,135.60001150442426,1488.64,14709.890495999996,18387.363119999995,18387.363119999995
2845,2,295.05,1,295.05,NaN,295.05,295.05,295.05,NaN,0.0,NaN,NaN,295.05,0.0,NaN,NaN
2374,2,620.14,1,620.14,NaN,620.14,620.14,620.14,NaN,0.0,NaN,NaN,620.14,0.0,NaN,NaN
1914,2,219.52,1,219.52,NaN,219.52,219.52,219.52,NaN,0.0,NaN,NaN,219.52,0.0,NaN,NaN
5074,2,108.15,1,108.15,NaN,108.15,108.15,108.15,NaN,0.0,NaN,NaN,108.15,0.0,NaN,NaN
1348,2,303.385,2,549.26,-2.0,57.51,549.26,57.51,0.0,245.875,347.71975964848474,347.71975964848474,606.77,60454.515625,120909.03125,120909.03125
3585,2,325.1,1,325.1,NaN,325.1,325.1,325.1,NaN,0.0,NaN,NaN,325.1,0.0,NaN,NaN
2701,2,200.52,1,200.52,NaN,200.52,200.52,200.52,NaN,0.0,NaN,NaN,200.52,0.0,NaN,NaN
2574,3,853.97,1,853.97,NaN,853.97,853.97,853.97,NaN,0.0,NaN,NaN,853.97,0.0,NaN,NaN
2018,3,222.88250000000002,4,277.6,-1.9096402302143904,166.86,298.99,148.08,0.008871812880810818,66.18211781705085,76.42052707442767,76.42052707442767,891.5300000000001,4380.07271875,5840.096958333333,5840.096958333333
2734,3,276.095,2,327.72,-1.999999999999998,224.47,327.72,224.47,4.23058040412654E-16,51.625000000000014,73.00877515751105,73.00877515751105,552.19,2665.1406250000014,5330.281250000003,5330.281250000003
5656,3,224.9333333333333,3,331.7,-1.4999999999999996,37.25,331.7,37.25,-0.687164806836756,133.13109036668416,163.0516201493666,163.0516201493666,674.8,17723.887222222223,26585.830833333333,26585.830833333333
6464,3,231.8,1,231.8,NaN,231.8,231.8,231.8,NaN,0.0,NaN,NaN,231.8,0.0,NaN,NaN
6466,3,2843.6,1,2843.6,NaN,2843.6,2843.6,2843.6,NaN,0.0,NaN,NaN,2843.6,0.0,NaN,NaN
1459,3,137.77,1,137.77,NaN,137.77,137.77,137.77,NaN,0.0,NaN,NaN,137.77,0.0,NaN,NaN
6533,3,298.79,1,298.79,NaN,298.79,298.79,298.79,NaN,0.0,NaN,NaN,298.79,0.0,NaN,NaN
2305,3,261.59,3,462.53,-1.5,9.56,462.53,9.56,-0.38678901598239385,188.4199145525759,230.76632401630877,230.76632401630877,784.77,35502.0642,53253.096300000005,53253.096300000005
2633,3,320.58,1,320.58,NaN,320.58,320.58,320.58,NaN,0.0,NaN,NaN,320.58,0.0,NaN,NaN
3618,3,141.03,1,141.03,NaN,141.03,141.03,141.03,NaN,0.0,NaN,NaN,141.03,0.0,NaN,NaN
5845,4,280.855,4,17.4,-1.257767032832701,342.02,585.0,17.4,0.24428742567509007,209.77864303832266,242.23151205682,242.23151205682,1123.42,44007.079075,58676.10543333334,58676.10543333334
2320,4,131.35,5,97.5,-1.4081126289603805,148.8,174.65,97.5,0.16058091688343648,29.171441513919053,32.61466311339119,32.61466311339119,656.75,850.973,1063.71625,1063.71625
6706,4,45.0,2,30.0,-2.0,60.0,60.0,30.0,0.0,15.0,21.213203435596427,21.213203435596427,90.0,225.0,450.0,450.0
4730,4,201.25,1,201.25,NaN,201.25,201.25,201.25,NaN,0.0,NaN,NaN,201.25,0.0,NaN,NaN
5901,4,1321.7975,4,259.79,-0.6719332883302704,4.95,4936.65,4.95,1.1480157437886014,2089.066519110569,2412.246234327043,2412.246234327043,5287.19,4364198.921268749,5818931.895024999,5818931.895024999
5149,4,224.94,1,224.94,NaN,224.94,224.94,224.94,NaN,0.0,NaN,NaN,224.94,0.0,NaN,NaN
2422,4,231.33,2,383.66,-2.0,79.0,383.66,79.0,0.0,152.33,215.42715195629359,215.42715195629359,462.66,23204.428900000003,46408.857800000005,46408.857800000005
5994,4,342.4566666666667,6,199.08,-0.949269841778702,749.13,749.13,95.85,0.7302581874231939,228.63631125047092,250.45853027331026,250.45853027331026,2054.7400000000002,52274.56282222222,62729.47538666667,62729.47538666667
6508,4,151.2,1,151.2,NaN,151.2,151.2,151.2,NaN,0.0,NaN,NaN,151.2,0.0,NaN,NaN
4702,4,395.55,1,395.55,NaN,395.55,395.55,395.55,NaN,0.0,NaN,NaN,395.55,0.0,NaN,NaN
6267,1,168.08,1,168.08,NaN,168.08,168.08,168.08,NaN,0.0,NaN,NaN,168.08,0.0,NaN,NaN
4769,1,384.42,1,384.42,NaN,384.42,384.42,384.42,NaN,0.0,NaN,NaN,384.42,0.0,NaN,NaN
2696,1,109.072,5,118.31,-1.3971574360048182,15.0,237.4,15.0,0.18315933175509208,85.80283524453024,95.9304861344922,95.9304861344922,545.36,7362.126536000001,9202.65817,9202.65817
1083,1,449.45,1,449.45,NaN,449.45,449.45,449.45,NaN,0.0,NaN,NaN,449.45,0.0,NaN,NaN
6828,1,116.12,3,335.86,-1.499999999999998,6.25,335.86,6.25,0.7071067811865477,155.37964409793196,190.30042222759255,190.30042222759255,348.36,24142.833800000004,36214.250700000004,36214.250700000004
4755,1,96.71000000000001,2,187.62,-1.9999999999999971,5.8,187.62,5.8,6.197765799232697E-16,90.91,128.56615495533808,128.56615495533808,193.42000000000002,8264.6281,16529.2562,16529.2562
4707,1,266.92,1,266.92,NaN,266.92,266.92,266.92,NaN,0.0,NaN,NaN,266.92,0.0,NaN,NaN
6286,1,111.476,5,300.32,-1.023813571243956,16.95,300.32,16.95,0.7821976047508664,109.82768878566097,122.79108896821464,122.79108896821464,557.38,12062.121224,15077.651530000001,15077.651530000001
1034,1,286.4,1,286.4,NaN,286.4,286.4,286.4,NaN,0.0,NaN,NaN,286.4,0.0,NaN,NaN
6544,1,2.95,1,2.95,NaN,2.95,2.95,2.95,NaN,0.0,NaN,NaN,2.95,0.0,NaN,NaN
2551,2,22.72,2,11.44,-2.0000000000000027,34.0,34.0,11.44,6.336841937900187E-16,11.280000000000001,15.952328983568513,15.952328983568513,45.44,127.23840000000003,254.47680000000005,254.47680000000005
4371,4,39.95,1,39.95,NaN,39.95,39.95,39.95,NaN,0.0,NaN,NaN,39.95,0.0,NaN,NaN
6338,1,395.2833333333333,3,165.05,-1.4999999999999987,342.63,678.17,165.05,0.35605458215540553,212.76327022198998,260.58072402488506,260.58072402488506,1185.85,45268.20915555553,67902.3137333333,67902.3137333333
6011,1,654.021,10,304.34,3.1918768346216018,20.0,3733.0,3.75,2.104112815904326,1100.3170018267463,1159.83595799339,1159.83595799339,6540.21,1210697.5045089999,1345219.4494544445,1345219.4494544445
5820,1,402.178,10,312.8,-1.2032586693803995,636.63,670.48,125.56,0.03440852262258718,183.96862785812152,193.9199606825226,193.9199606825226,4021.7799999999997,33844.456036,37604.95115111111,37604.95115111111
1707,1,226.325,2,136.2,-2.0,316.45,316.45,136.2,0.0,90.125,127.4559973088752,127.4559973088752,452.65,8122.515625,16245.03125,16245.03125
4229,1,490.12600000000003,10,552.24,1.6993923193823024,21.5,1145.83,21.5,0.9351245659155388,265.62810172118463,279.99660399527863,279.99660399527863,4901.26,70558.288424,78398.09824888888,78398.09824888888
4934,1,252.8,1,252.8,NaN,252.8,252.8,252.8,NaN,0.0,NaN,NaN,252.8,0.0,NaN,NaN
5978,1,324.35214285714284,14,224.07,-0.9677295157708201,8.5,728.04,8.5,0.2497524904541078,219.50349932708755,227.7895464332938,227.7895464332938,4540.929999999999,48181.78621683673,51888.07746428571,51888.07746428571
6004,1,297.419,10,835.95,1.2078319367552819,15.4,835.95,15.4,1.3114024253942849,217.21332663766285,228.9629501057128,228.9629501057128,2974.19,47181.62926900001,52424.03252111112,52424.03252111112
6485,1,609.63,2,1206.72,-1.9999999999999996,12.54,1206.72,12.54,0.0,597.09,844.4127759573514,844.4127759573514,1219.26,356516.46810000006,713032.9362000001,713032.9362000001
6846,2,216.792,5,323.04,-1.0543565473911318,9.95,381.32,9.95,-0.3039897348665769,128.98503996975774,144.20965872645286,144.20965872645286,1083.96,16637.140536000003,20796.425670000004,20796.425670000004
5632,2,943.8880000000001,5,431.88,0.10497528588501437,705.6,3221.88,145.58,1.3965098700376655,1155.6369181087978,1292.0413530998148,1292.0413530998148,4719.4400000000005,1335496.6864960003,1669370.8581200002,1669370.8581200002
6220,2,327.36,4,785.65,-0.678961797612045,152.64,785.65,152.64,1.139231336066322,265.19281956719715,306.2182915285543,306.2182915285543,1309.44,70327.23155,93769.64206666667,93769.64206666667
5834,2,276.594,10,144.26,0.641411542113933,25.5,848.05,25.5,1.2341022507698924,239.02789243935524,251.95752147270113,251.95752147270113,2765.94,57134.333363999984,63482.59262666665,63482.59262666665
2322,2,197.65,1,197.65,NaN,197.65,197.65,197.65,NaN,0.0,NaN,NaN,197.65,0.0,NaN,NaN
3170,2,208.61,1,208.61,NaN,208.61,208.61,208.61,NaN,0.0,NaN,NaN,208.61,0.0,NaN,NaN
4178,2,269.3,1,269.3,NaN,269.3,269.3,269.3,NaN,0.0,NaN,NaN,269.3,0.0,NaN,NaN
6123,2,299.6875,4,572.81,-1.963501978222534,4.9,572.81,4.9,-0.02133786032483784,262.4470599354277,303.0477614034901,303.0477614034901,1198.75,68878.45926874998,91837.94569166664,91837.94569166664
4531,2,550.8,1,550.8,NaN,550.8,550.8,550.8,NaN,0.0,NaN,NaN,550.8,0.0,NaN,NaN
2815,2,154.885,2,111.88,-2.000000000000001,197.89,197.89,111.88,0.0,43.004999999999995,60.818254249854945,60.818254249854945,309.77,1849.4300249999997,3698.8600499999993,3698.8600499999993
1625,2,117.47333333333334,3,212.52,-1.5000000000000002,22.5,212.52,22.5,0.001417975218342945,77.57535748476373,95.01002122583351,95.01002122583351,352.42,6017.936088888889,9026.904133333333,9026.904133333333
3577,2,221.5733333333333,3,317.73,-1.4999999999999998,7.65,339.34,7.65,-0.6963351773582384,151.52368887038386,185.57786083833744,185.57786083833744,664.7199999999999,22959.42828888889,34439.142433333334,34439.142433333334
1578,2,209.29666666666665,3,190.93,-1.5000000000000002,13.41,423.55,13.41,0.16273684106865363,167.9418663969437,205.68593956158824,205.68593956158824,627.89,28204.470488888892,42306.705733333336,42306.705733333336
1957,2,43.65,1,43.65,NaN,43.65,43.65,43.65,NaN,0.0,NaN,NaN,43.65,0.0,NaN,NaN
2910,2,102.39,2,201.48,-1.9999999999999993,3.3,201.48,3.3,0.0,99.08999999999999,140.13442189554996,140.13442189554996,204.78,9818.828099999997,19637.656199999994,19637.656199999994
6257,2,197.89,1,197.89,NaN,197.89,197.89,197.89,NaN,0.0,NaN,NaN,197.89,0.0,NaN,NaN
3553,2,106.81,1,106.81,NaN,106.81,106.81,106.81,NaN,0.0,NaN,NaN,106.81,0.0,NaN,NaN
2035,3,409.03833333333336,6,326.4,0.5025200913564669,14.66,1139.04,14.66,1.2754584699700058,348.1578605755664,381.3878276199526,381.3878276199526,2454.23,121213.89588055556,145456.67505666666,145456.67505666666
6705,3,151.96,3,320.28,-1.4999999999999996,76.5,320.28,59.1,0.6958292052999899,119.23200577026286,146.0287875728618,146.0287875728618,455.88,14216.271199999996,21324.406799999993,21324.406799999993
5812,3,317.37,3,217.14,-1.5000000000000007,9.95,725.02,9.95,0.4633302718722635,300.40618713113525,367.92093702315987,367.92093702315987,952.11,90243.87726666666,135365.8159,135365.8159
6480,3,186.88,1,186.88,NaN,186.88,186.88,186.88,NaN,0.0,NaN,NaN,186.88,0.0,NaN,NaN
4702,3,222.88,2,430.76,-1.999999999999999,15.0,430.76,15.0,0.0,207.88,293.98671534611896,293.98671534611896,445.76,43214.094399999994,86428.18879999999,86428.18879999999
2338,3,311.13,2,305.46,-2.000000000000001,316.8,316.8,305.46,0.0,5.670000000000016,8.018590898655471,8.018590898655471,622.26,32.14890000000018,64.29780000000036,64.29780000000036
6234,3,447.17,3,600.9,-1.5,332.16,600.9,332.16,0.4734813532204101,113.0773354832877,138.49088670378276,138.49088670378276,1341.51,12786.483799999995,19179.72569999999,19179.72569999999
5660,3,154.365,2,160.65,-2.0000000000000004,148.08,160.65,148.08,0.0,6.284999999999997,8.888332239514897,8.888332239514897,308.73,39.501224999999955,79.00244999999991,79.00244999999991
6487,3,183.54500000000002,2,111.29,-2.0,255.8,255.8,111.29,0.0,72.255,102.18400094926797,102.18400094926797,367.09000000000003,5220.785024999999,10441.570049999998,10441.570049999998
4129,3,292.1233333333333,3,416.45,-1.5,393.78,416.45,66.14,-0.6964833162282809,160.06213883641843,196.03528364387196,196.03528364387196,876.3699999999999,25619.888288888887,38429.83243333333,38429.83243333333
6525,3,640.01,1,640.01,NaN,640.01,640.01,640.01,NaN,0.0,NaN,NaN,640.01,0.0,NaN,NaN
5102,3,799.38,1,799.38,NaN,799.38,799.38,799.38,NaN,0.0,NaN,NaN,799.38,0.0,NaN,NaN
1630,3,464.32,1,464.32,NaN,464.32,464.32,464.32,NaN,0.0,NaN,NaN,464.32,0.0,NaN,NaN
6322,3,340.55,2,266.1,-2.0,415.0,415.0,266.1,0.0,74.44999999999999,105.2881997186769,105.2881997186769,681.1,5542.802499999998,11085.604999999996,11085.604999999996
5235,3,80.82,1,80.82,NaN,80.82,80.82,80.82,NaN,0.0,NaN,NaN,80.82,0.0,NaN,NaN
2696,3,110.12,1,110.12,NaN,110.12,110.12,110.12,NaN,0.0,NaN,NaN,110.12,0.0,NaN,NaN
5893,4,458.82142857142856,7,223.92,1.8224925772251073,283.86,1824.79,113.07,1.8922006021748468,568.1993233120265,613.725413232676,613.725413232676,3211.75,322850.4710122449,376658.882847619,376658.882847619
6636,4,10.08,1,10.08,NaN,10.08,10.08,10.08,NaN,0.0,NaN,NaN,10.08,0.0,NaN,NaN
3300,4,232.1766666666667,3,370.16,-1.4999999999999998,1.65,370.16,1.65,-0.6666403237458559,164.0591487509578,200.93060103760538,200.93060103760538,696.5300000000001,26915.404288888898,40373.10643333335,40373.10643333335
1046,4,1710.39,1,1710.39,NaN,1710.39,1710.39,1710.39,NaN,0.0,NaN,NaN,1710.39,0.0,NaN,NaN
5537,4,344.62,1,344.62,NaN,344.62,344.62,344.62,NaN,0.0,NaN,NaN,344.62,0.0,NaN,NaN
5923,4,602.7177777777778,9,312.9,0.6358316514811762,1568.4,2377.9,51.56,1.5039710615160573,762.0387289775557,808.2641291802108,808.2641291802108,5424.46,580703.0244617285,653290.9025194446,653290.9025194446
6380,4,210.71599999999998,5,520.8,-1.4422730663281205,19.8,520.8,19.8,0.4883381611137913,199.935154947798,223.53429877761488,223.53429877761488,1053.58,39974.066183999996,49967.582729999995,49967.582729999995
1215,4,422.59999999999997,3,946.75,-1.5000000000000002,11.55,946.75,11.55,0.4105369026122247,390.079878571898,477.74833071398587,477.74833071398587,1267.8,152162.31166666668,228243.46750000003,228243.46750000003
2745,4,139.26,1,139.26,NaN,139.26,139.26,139.26,NaN,0.0,NaN,NaN,139.26,0.0,NaN,NaN
5490,4,337.17,1,337.17,NaN,337.17,337.17,337.17,NaN,0.0,NaN,NaN,337.17,0.0,NaN,NaN
5416,4,5639.52,1,5639.52,NaN,5639.52,5639.52,5639.52,NaN,0.0,NaN,NaN,5639.52,0.0,NaN,NaN
1029,4,626.01,1,626.01,NaN,626.01,626.01,626.01,NaN,0.0,NaN,NaN,626.01,0.0,NaN,NaN
3998,1,293.62,1,293.62,NaN,293.62,293.62,293.62,NaN,0.0,NaN,NaN,293.62,0.0,NaN,NaN
5946,1,299.53000000000003,4,303.1,-0.9975930605134913,538.46,538.46,46.8,-0.11874786115174159,173.98088659390146,200.89582341767752,200.89582341767752,1198.1200000000001,30269.348900000005,40359.13186666667,40359.13186666667
4644,1,87.65799999999999,5,18.72,0.22064480862337632,9.95,339.73,9.95,1.4777250804563662,126.41133578916093,141.33216997555795,141.33216997555795,438.28999999999996,15979.825816,19974.78227,19974.78227
1325,1,4378.46,3,999.26,-1.5000000000000002,6068.06,6068.06,999.26,-0.7071067811865475,2389.4552349855817,2926.473044468375,2926.473044468375,13135.380000000001,5709496.32,8564244.48,8564244.48
5019,1,337.04,1,337.04,NaN,337.04,337.04,337.04,NaN,0.0,NaN,NaN,337.04,0.0,NaN,NaN
3745,1,324.39,1,324.39,NaN,324.39,324.39,324.39,NaN,0.0,NaN,NaN,324.39,0.0,NaN,NaN
5668,1,278.7866666666667,3,247.94,-1.5000000000000002,406.72,406.72,181.7,0.4551841943693492,94.41799875494551,115.63795974217696,115.63795974217696,836.36,8914.758488888892,13372.137733333338,13372.137733333338
3140,1,267.13,1,267.13,NaN,267.13,267.13,267.13,NaN,0.0,NaN,NaN,267.13,0.0,NaN,NaN
6174,1,167.14499999999998,4,263.46,-1.9282082734066541,41.01,304.47,41.01,0.03567790987771186,117.90048568602252,136.13975429682543,136.13975429682543,668.5799999999999,13900.524525,18534.0327,18534.0327
1075,1,245.56250000000003,4,263.46,-0.8067909169588305,165.9,292.41,165.9,-0.9094554518902033,47.65410390249721,55.02621943219432,55.02621943219432,982.2500000000001,2270.91361875,3027.8848249999996,3027.8848249999996
5470,1,723.3225,4,550.55,-1.3620496962657092,839.08,1166.7,336.96,0.2132478923164242,311.8933008558376,360.1433624151175,360.1433624151175,2893.29,97277.43111875001,129703.24149166669,129703.24149166669
2272,1,235.76,4,442.14,-1.986326586444713,3.75,471.9,3.75,0.003226605932423828,221.64042061411092,255.92831300971764,255.92831300971764,943.04,49124.476050000005,65499.301400000004,65499.301400000004
3665,1,378.245,2,718.89,-1.9999999999999991,37.6,718.89,37.6,3.7697630780844273E-16,340.645,481.74477895458296,481.74477895458296,756.49,116039.01602499999,232078.03204999998,232078.03204999998
3504,2,855.76,1,855.76,NaN,855.76,855.76,855.76,NaN,0.0,NaN,NaN,855.76,0.0,NaN,NaN
5363,2,29.7,1,29.7,NaN,29.7,29.7,29.7,NaN,0.0,NaN,NaN,29.7,0.0,NaN,NaN
5760,1,243.26222222222225,9,569.5,-0.42611785723935425,47.4,569.5,47.4,0.6018518813236835,156.77631345878876,166.28639156420599,166.28639156420599,2189.36,24578.81246172839,27651.164019444437,27651.164019444437
6186,1,376.6266666666667,6,358.82,0.44555354162098704,341.8,712.78,176.97,1.1601528499355527,162.3679101779522,177.86513403887415,177.86513403887415,2259.76,26363.338255555554,31636.005906666665,31636.005906666665
4127,1,228.605,4,375.47,-1.6770557277623115,29.4,375.47,29.4,-0.23987809437369398,145.59133670998423,168.1143948823737,168.1143948823737,914.42,21196.837325,28262.44976666667,28262.44976666667
5871,1,196.47857142857146,7,218.1,-0.8724613332689093,11.2,437.93,11.2,0.1727103288275559,140.13812221504605,151.3664720062506,151.3664720062506,1375.3500000000001,19638.693297959184,22911.808847619046,22911.808847619046
3876,1,323.5222222222222,9,102.0,-0.2477778318023529,356.4,787.55,102.0,1.0619132267837161,222.9580779119089,236.48275321774406,236.48275321774406,2911.7,49710.30450617284,55924.092569444445,55924.092569444445
2672,2,285.28,1,285.28,NaN,285.28,285.28,285.28,NaN,0.0,NaN,NaN,285.28,0.0,NaN,NaN
4416,2,135.095,2,142.24,-2.0,127.95,142.24,127.95,0.0,7.145000000000003,10.104555903155768,10.104555903155768,270.19,51.051025000000045,102.10205000000009,102.10205000000009
4193,2,203.64,2,255.38,-2.000000000000003,151.9,255.38,151.9,-4.2024337367308353E-16,51.739999999999995,73.17140971718393,73.17140971718393,407.28,2677.0275999999994,5354.055199999999,5354.055199999999
5925,2,265.30333333333334,3,205.75,-1.5000000000000002,252.66,337.5,205.75,0.33535607068612894,54.52464906402934,66.77878430559615,66.77878430559615,795.91,2972.9373555555558,4459.406033333334,4459.406033333334
5702,2,129.51,1,129.51,NaN,129.51,129.51,129.51,NaN,0.0,NaN,NaN,129.51,0.0,NaN,NaN
3507,2,71.96833333333332,6,177.35,-1.323727896228336,7.9,177.35,7.9,0.6992436656698033,64.80447526127256,70.98974585576894,70.98974585576894,431.80999999999995,4199.620013888887,5039.544016666665,5039.544016666665
6806,2,178.22,1,178.22,NaN,178.22,178.22,178.22,NaN,0.0,NaN,NaN,178.22,0.0,NaN,NaN
4156,2,430.075,2,560.15,-2.000000000000001,300.0,560.15,300.0,0.0,130.075,183.95382912568033,183.95382912568033,860.15,16919.505624999998,33839.011249999996,33839.011249999996
5754,2,141.48,1,141.48,NaN,141.48,141.48,141.48,NaN,0.0,NaN,NaN,141.48,0.0,NaN,NaN
5577,2,486.65,1,486.65,NaN,486.65,486.65,486.65,NaN,0.0,NaN,NaN,486.65,0.0,NaN,NaN
4098,2,50.76,1,50.76,NaN,50.76,50.76,50.76,NaN,0.0,NaN,NaN,50.76,0.0,NaN,NaN
2175,2,350.905,2,678.76,-1.999999999999998,23.05,678.76,23.05,4.2283865115227703E-16,327.855,463.6569874918311,463.6569874918311,701.81,107488.90102500001,214977.80205000003,214977.80205000003
6113,2,125.99166666666666,6,198.9,-0.08936614265395804,33.9,417.95,2.55,1.1922621684520887,144.77177273403666,158.58953123288646,158.58953123288646,755.9499999999999,20958.866180555557,25150.639416666665,25150.639416666665
2726,3,181.04999999999998,2,328.2,-2.0,33.9,328.2,33.9,0.0,147.15,208.10152570320093,208.10152570320093,362.09999999999997,21653.1225,43306.245,43306.245
3581,3,98.85,2,105.0,-1.9999999999999993,92.7,105.0,92.7,0.0,6.149999999999999,8.697413408594533,8.697413408594533,197.7,37.822499999999984,75.64499999999997,75.64499999999997
3656,3,196.8,1,196.8,NaN,196.8,196.8,196.8,NaN,0.0,NaN,NaN,196.8,0.0,NaN,NaN
6859,3,101.755,2,171.06,-1.9999999999999982,32.45,171.06,32.45,3.497167546505242E-16,69.305,98.01207094026736,98.01207094026736,203.51,4803.183025000001,9606.366050000002,9606.366050000002
6571,3,770.65,1,770.65,NaN,770.65,770.65,770.65,NaN,0.0,NaN,NaN,770.65,0.0,NaN,NaN
5622,3,330.28499999999997,2,411.87,-2.000000000000001,248.7,411.87,248.7,0.0,81.58500000000001,115.37861348620898,115.37861348620898,660.5699999999999,6656.112225000002,13312.224450000003,13312.224450000003
4271,3,218.55,1,218.55,NaN,218.55,218.55,218.55,NaN,0.0,NaN,NaN,218.55,0.0,NaN,NaN
2672,3,480.27,1,480.27,NaN,480.27,480.27,480.27,NaN,0.0,NaN,NaN,480.27,0.0,NaN,NaN
4614,3,302.4,1,302.4,NaN,302.4,302.4,302.4,NaN,0.0,NaN,NaN,302.4,0.0,NaN,NaN
2771,3,249.3525,4,679.62,-0.7444692828269934,65.0,679.62,65.0,1.0656439248626945,251.83160518241155,290.7900900850417,290.7900900850417,997.41,63419.157368750006,84558.87649166667,84558.87649166667
6312,3,231.75,2,447.6,-2.0000000000000004,15.9,447.6,15.9,0.0,215.85000000000002,305.2579974382326,305.2579974382326,463.5,46591.22250000001,93182.44500000002,93182.44500000002
5882,4,993.2891666666668,12,113.96,1.108996977313466,46.25,4406.61,46.25,1.6022719674998087,1353.3204381105159,1413.4970977393,1413.4970977393,11919.470000000001,1831476.2082076387,1997974.045317424,1997974.045317424
1705,4,63.75,1,63.75,NaN,63.75,63.75,63.75,NaN,0.0,NaN,NaN,63.75,0.0,NaN,NaN
5682,4,380.75,5,394.88,-0.8119839325213656,434.1,859.32,106.0,0.6561321219365199,276.1037402137103,308.6933659798993,308.6933659798993,1903.75,76233.27536000003,95291.59420000004,95291.59420000004
6377,4,314.7766666666667,3,532.32,-1.5000000000000007,153.0,532.32,153.0,0.4809700000194483,159.79853239487392,195.71243300652452,195.71243300652452,944.33,25535.570955555566,38303.35643333335,38303.35643333335
2832,4,400.37,1,400.37,NaN,400.37,400.37,400.37,NaN,0.0,NaN,NaN,400.37,0.0,NaN,NaN
3292,4,164.175,2,324.1,-2.000000000000001,4.25,324.1,4.25,0.0,159.925,226.16810396251725,226.16810396251725,328.35,25576.005625000005,51152.01125000001,51152.01125000001
5792,4,475.6257142857143,7,148.78,1.6700446124397885,477.93,1436.49,148.78,1.8069871239136137,403.6402665336388,435.9813171401248,435.9813171401248,3329.38,162925.46476734694,190079.70889523812,190079.70889523812
2786,4,303.755,2,185.61,-1.9999999999999987,421.9,421.9,185.61,0.0,118.14499999999998,167.0822613265693,167.0822613265693,607.51,13958.241024999996,27916.48204999999,27916.48204999999
5570,4,666.675,2,313.35,-2.0000000000000013,1020.0,1020.0,313.35,0.0,353.325,499.6770069254738,499.6770069254738,1333.35,124838.555625,249677.11125,249677.11125
5086,4,404.8,1,404.8,NaN,404.8,404.8,404.8,NaN,0.0,NaN,NaN,404.8,0.0,NaN,NaN
1999,4,292.68,1,292.68,NaN,292.68,292.68,292.68,NaN,0.0,NaN,NaN,292.68,0.0,NaN,NaN
2339,4,214.6,2,220.04,-1.999999999999998,209.16,220.04,209.16,3.530884339460227E-16,5.439999999999998,7.693321779309634,7.693321779309634,429.2,29.593599999999974,59.18719999999995,59.18719999999995
1313,4,537.3,1,537.3,NaN,537.3,537.3,537.3,NaN,0.0,NaN,NaN,537.3,0.0,NaN,NaN
5873,4,2192.6425,4,8281.12,-0.674907916440179,7.9,8281.12,4.41,1.1445109029820784,3520.43918996178,4065.0530279802833,4065.0530279802833,8770.57,1.2393492090218753E7,1.652465612029167E7,1.652465612029167E7
3195,4,305.17,1,305.17,NaN,305.17,305.17,305.17,NaN,0.0,NaN,NaN,305.17,0.0,NaN,NaN
3606,4,1098.78,1,1098.78,NaN,1098.78,1098.78,1098.78,NaN,0.0,NaN,NaN,1098.78,0.0,NaN,NaN
4789,1,222.13124999999997,8,441.82,-1.6142592128137039,17.85,441.82,17.85,0.016710806026111094,164.7153656643408,176.0881327580433,176.0881327580433,1777.0499999999997,27131.151685937497,31007.03049821428,31007.03049821428
6126,1,312.9316666666667,6,452.89,-1.2740038403074838,424.29,452.89,103.68,-0.5613548559812208,128.05980131910596,140.2824837842083,140.2824837842083,1877.59,16399.31271388889,19679.175256666666,19679.175256666666
5149,1,284.4433333333333,3,385.43,-1.5000000000000002,5.9,462.0,5.9,-0.6297302942330327,199.42506133605403,244.24482109828523,244.24482109828523,853.33,39770.35508888891,59655.53263333336,59655.53263333336
5773,1,224.12333333333336,6,310.44,0.05706999267794899,287.88,310.44,29.5,-1.2268246578791944,95.34491520556068,104.44512160300579,104.44512160300579,1344.7400000000002,9090.652855555556,10908.783426666667,10908.783426666667
4234,1,281.42,1,281.42,NaN,281.42,281.42,281.42,NaN,0.0,NaN,NaN,281.42,0.0,NaN,NaN
5566,1,90.03999999999999,2,25.2,-2.0000000000000004,154.88,154.88,25.2,0.0,64.84,91.69760738427149,91.69760738427149,180.07999999999998,4204.225600000001,8408.451200000001,8408.451200000001
1812,1,560.8,1,560.8,NaN,560.8,560.8,560.8,NaN,0.0,NaN,NaN,560.8,0.0,NaN,NaN
