counterparty_country,open_dt_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
FIN,12,378.94500000000005,46,783.11,4.740188726697829,30.25,1800.0,2.1,1.8677926827534337,350.37897157934583,354.25067996014104,354.25067996014104,17431.47,122765.42372500003,125493.54425222226,125493.54425222226
PRT,28,571.2594,50,227.4,26.62401432963073,8.7,8520.92,4.95,5.01360597388938,1291.6414837011234,1304.7549314098828,1304.7549314098828,28562.97,1668337.7224176398,1702385.4310384078,1702385.4310384078
RUS,7,386.9792452830189,53,832.8,24.186423741535943,14.9,4091.46,3.75,4.578352320285922,605.6153623548407,611.410856722916,611.410856722916,20509.9,366769.9671201851,373823.23571865016,373823.23571865016
MEX,22,289.5148936170213,47,109.88,1.6054967886646647,9.95,1326.0,2.5,1.5391896134264866,318.47962815955475,321.92275123127683,321.92275123127683,13607.2,101429.27355264827,103634.25776031453,103634.25776031453
AUS,22,236.00542857142852,35,237.6,1.0499953949315755,3.75,817.83,2.55,1.1125443730366271,196.67125892634508,199.54252407389637,199.54252407389637,8260.189999999999,38679.58408767347,39817.218913781515,39817.218913781515
RUS,14,342.91387755102045,49,3193.92,20.16032466238532,7.5,3193.92,1.25,4.105159122618199,493.9699263787193,499.0889224410831,499.0889224410831,16802.780000000002,244006.2881665974,249089.7525034015,249089.7525034015
IND,19,420.4885416666668,48,950.09,11.866399615039539,12.9,3091.98,4.95,3.0126461329600627,523.3976704746497,528.9364244063604,528.9364244063604,20183.450000000004,273945.1214582899,279773.74106378545,279773.74106378545
DEU,6,298.1717187500002,64,288.5,11.279125010478504,17.7,1894.01,1.64,2.5955319120273304,293.97524233319103,296.29919345659846,296.29919345659846,19082.990000000013,86421.4431048584,87793.21204303076,87793.21204303076
FRA,24,240.96083333333334,36,1206.72,4.0846451797985415,12.75,1206.72,1.25,1.750889722101953,249.0957229591222,252.62917211229353,252.62917211229353,8674.59,62048.67919652776,63821.498602142834,63821.498602142834
PRT,30,1289.5882692307691,52,189.8,23.311740794768223,18.62,22104.8,1.95,4.676932755979113,3468.815772802742,3502.6586793170395,3502.6586793170395,67058.59,1.2032682865645083E7,1.2268617823794987E7,1.2268617823794987E7
TUR,17,329.25966101694917,59,439.3,10.060713405459856,57.8,2053.07,3.9,2.8927396037748743,358.8732303392417,361.9537437534312,361.9537437534312,19426.32,128789.99545412241,131010.51261712452,131010.51261712452
NLD,20,437.05000000000007,54,155.52,11.413466123979596,23.7,4314.72,2.1,3.3917803775111706,824.3155705099747,832.0557926276836,832.0557926276836,23600.700000000004,679496.159785185,692316.8420452828,692316.8420452828
AUS,18,299.74533333333324,60,201.75,0.6673051955714282,43.2,1195.09,3.75,1.2044252518623393,301.3566796088796,303.8998190386948,303.8998190386948,17984.719999999994,90815.8483448889,92355.10001175142,92355.10001175142
USA,27,416.67666666666656,54,128.03,5.981248766485216,224.69,2503.74,1.45,2.442275900132144,535.9892557864556,541.0221291676123,541.0221291676123,22500.539999999994,287284.4823185185,292704.94424905657,292704.94424905657
GRC,24,317.8725925925926,54,297.92,1.5527107206834447,4.25,1128.6,4.25,1.070661559978878,243.4470445587491,245.7329824521929,245.7329824521929,17165.12,59266.46350438957,60384.69866484975,60384.69866484975
BRA,13,264.9576595744681,47,19.9,8.234853717846345,9.75,1798.33,1.65,2.7997254857494496,358.6949339054234,362.5728296746964,362.5728296746964,12453.01,128662.05560941606,131459.0568183164,131459.0568183164
CAN,28,305.10999999999996,52,303.9,8.256019409784555,7.62,2027.94,3.3,2.6342954049369665,370.20343009984697,373.81525641082413,373.81525641082413,15865.719999999998,137050.5796576923,139737.8459254902,139737.8459254902
CAN,31,241.146551724138,29,199.65,5.630125557779756,4.95,1005.1,0.0,1.893756041118306,194.83429115224826,198.28295341823048,198.28295341823048,6993.250000000002,37960.40100879905,39316.129616256156,39316.129616256156
NOR,8,224.92586956521743,46,38.1,0.07511343799564996,177.6,748.32,5.1,0.8256678924422712,185.03943007036526,187.0841267282489,187.0841267282489,10346.590000000002,34239.59068076559,35000.47047367149,35000.47047367149
CAN,15,241.73545454545453,55,303.96,2.737534974272778,2.1,1077.74,2.1,1.7552244032221234,244.26535299150825,246.51669415949627,246.51669415949627,13295.449999999999,59665.56267206613,60770.480499326615,60770.480499326615
NLD,10,297.01500000000004,48,154.05,1.521594646071848,4.95,1181.68,4.41,1.2164539399774463,257.2108321494256,259.93271569650807,259.93271569650807,14256.720000000003,66157.41217499999,67565.0166893617,67565.0166893617
CAN,20,407.31339285714256,56,425.0,2.439361596699678,20.65,1794.05,9.95,1.4627684405571586,364.5095749392835,367.80837136291893,367.80837136291893,22809.549999999985,132867.23022241713,135282.99804464288,135282.99804464288
ZAF,1,279.7545762711864,59,274.67,5.401724078768391,16.25,1668.84,2.1,2.04989346432608,311.97789964274455,314.65587064624253,314.65587064624253,16505.519999999997,97330.2098654984,99008.31693214492,99008.31693214492
PRT,19,359.10723404255316,47,188.77,1.8951567623171925,7.62,1541.16,3.75,1.5439465790774458,375.2124572893542,379.2689260687113,379.2689260687113,16878.039999999997,140784.38810511545,143844.9182813136,143844.9182813136
DEU,10,382.465306122449,49,316.46,3.233569027026654,606.0,1974.06,7.5,1.8359965998848606,414.6329461008293,418.9297753308524,418.9297753308524,18740.800000000003,171920.4799922532,175502.1566587585,175502.1566587585
ZAF,3,355.66223880597016,67,308.65,14.093286571731031,16.65,3096.0,4.05,3.464125214028735,492.913570462139,496.63372565711177,496.63372565711177,23829.37,242963.78794573405,246645.05746006337,246645.05746006337
CAN,4,418.4003703703704,54,98.9,8.588640892146193,52.5,2949.28,9.75,2.996619620848777,623.8638353304318,629.7218402370672,629.7218402370672,22593.620000000003,389206.0850331962,396549.59607155836,396549.59607155836
FIN,14,486.1902941176471,68,22.5,31.057961055374506,116.93,6549.12,2.55,5.040341365103128,876.149674698018,882.6638883650971,882.6638883650971,33060.94,767638.2524734428,779095.5398237928,779095.5398237928
CAN,17,295.60693877551023,49,1368.4,10.726621418404397,18.15,2007.4,1.95,2.928726486558383,349.683198683679,353.30695555944504,353.30695555944504,14484.740000000002,122278.33944164931,124825.80484668368,124825.80484668368
ESP,29,331.5080882352943,68,475.86,5.463342572488896,121.84,1596.24,1.65,2.0225021319266183,301.3534231803608,303.59399992722683,303.59399992722683,22542.55000000001,90813.88566252161,92169.31679181299,92169.31679181299
DEU,28,338.46545454545463,55,133.48,1.80629272511643,1100.44,1304.7,3.35,1.558083268665213,316.11898945473723,319.0325901198588,319.0325901198588,18615.600000000006,99931.21549388429,101781.79355858585,101781.79355858585
AUT,20,385.2351666666666,60,341.9,5.1709522811047,108.25,2062.06,2.41,2.3029429681812803,445.3049791902611,449.0628937396966,449.0628937396966,23114.109999999997,198296.5244916389,201657.48253387006,201657.48253387006
NLD,6,412.9652631578947,57,322.8,21.901976682196484,78.0,4446.88,1.65,4.278757008240842,661.8539100666737,667.7371716345576,667.7371716345576,23539.019999999997,438050.59827054467,445872.9303825187,445872.9303825187
CHE,31,380.6612903225808,31,832.8,7.533886791987934,15.95,2221.84,4.12,2.8638133428331987,508.8492159179087,517.260516591926,517.260516591926,11800.500000000004,258927.52454027047,267558.44202494615,267558.44202494615
NOR,4,370.13425925925924,54,113.48,6.437258225439294,57.3,2176.45,1.06,2.19335766314254,395.1030023068146,398.8129710452874,398.8129710452874,19987.25,156106.3824318587,159051.78587396923,159051.78587396923
JPN,16,358.06318840579695,69,391.5,9.713405866771332,10.95,2251.94,2.28,2.6993055458017854,385.9306016179546,388.7579698312712,388.7579698312712,24706.35999999999,148942.42926519638,151132.7591073316,151132.7591073316
GRC,31,450.64789473684215,19,322.2,2.181222531988766,9.49,1695.21,8.95,1.517092084124763,408.6723300431977,419.87090565737446,419.87090565737446,8562.310000000001,167013.0733429363,176291.57741754386,176291.57741754386
RUS,16,277.2970967741935,62,204.87,4.402335909855538,18.4,1622.41,5.9,1.9566328335803773,319.6073586519473,322.2164416050388,322.2164416050388,17192.42,102148.86370447448,103823.4352406134,103823.4352406134
JPN,13,1949.5458208955222,67,148.23,0.4692508555038435,9500.0,9500.0,1.95,1.5441306078618227,3312.5740257678003,3337.574939131046,3337.574939131046,130619.56999999999,1.0973146676191492E7,1.1139406474315606E7,1.1139406474315606E7
FRA,12,253.69488888888887,45,17.85,0.6509401981888674,48.85,930.98,3.78,1.284689953012333,255.82659980387083,258.7173876033129,258.7173876033129,11416.269999999999,65447.24916720989,66934.68664828285,66934.68664828285
PRT,9,326.51079999999996,50,159.26,9.872637926316704,1.65,2240.0,1.65,2.9352297201395454,396.70422422676575,400.73178153727815,400.73178153727815,16325.539999999997,157374.24151936002,160585.96073404083,160585.96073404083
ITA,15,357.5603333333334,30,37.2,5.528908830654581,172.89,1810.51,1.65,2.0815570736131708,369.9807439267016,376.30565924875975,376.30565924875975,10726.810000000001,136885.75087655557,141605.9491826437,141605.9491826437
AUT,11,390.314393939394,66,294.25,8.035796153577937,29.25,2639.38,3.3,2.7794920901566917,504.9954686419226,508.86522231070114,508.86522231070114,25760.750000000004,255020.42334887505,258943.81447731928,258943.81447731928
RUS,5,343.00372093023253,43,158.25,19.14023824671611,3.75,3705.48,0.83,4.178162828395268,610.410331658514,617.634374020374,617.634374020374,14749.159999999998,372600.772995457,381472.2199715393,381472.2199715393
FRA,3,308.2151515151517,66,191.06,3.82981323306792,33.45,1561.09,2.1,1.8895013147517616,317.5501440538382,319.98351407650034,319.98351407650034,20342.20000000001,100838.0939886134,102389.4492807459,102389.4492807459
PRT,4,1436.807826086957,46,261.76,30.527507235078723,4.25,38970.0,4.25,5.5289874935728776,6015.967212356057,6082.4440062392,6082.4440062392,66093.16000000002,3.61918615001431E7,3.699612508903517E7,3.699612508903517E7
SWE,3,300.4430232558139,43,185.97,1.8983044803836195,16.8,1405.2,2.55,1.4015890468053154,311.67970288187576,315.36834847021794,315.36834847021794,12919.049999999997,97144.23718853436,99457.1952168328,99457.1952168328
CHN,14,449.2083673469388,49,676.1,38.190258639461476,224.69,6930.0,7.5,6.129118569443587,966.9726085590307,976.9933177384643,976.9933177384643,22011.210000000003,935036.0257034564,954515.9429056117,954515.9429056117
MEX,28,332.7137209302327,43,198.3,4.593513308559184,33.35,1546.86,13.2,2.1899250641899415,344.9270065823718,349.00912508212,349.00912508212,14306.690000000004,118974.63986987555,121807.36939058689,121807.36939058689
CHE,12,288.8642857142856,42,1919.14,10.189224814031942,12.45,2044.1,3.25,3.1259447615303326,416.380976374275,421.42820279142916,421.42820279142916,12132.299999999996,173373.11748639456,177601.73010801396,177601.73010801396
BRA,29,470.94093749999985,64,497.0,34.975983675796634,10.2,7059.54,3.6,5.526424055517626,940.1569397940278,947.58912612058,947.58912612058,30140.21999999999,883895.0714428714,897925.1519419645,897925.1519419645
AUT,27,253.0478846153847,52,38.1,13.68795411048362,10.95,1937.06,1.25,3.1538779764343126,313.4294470441016,316.48736772075114,316.48736772075114,13158.490000000005,98238.01827437128,100164.25392680994,100164.25392680994
AUT,22,370.700465116279,43,207.5,3.5165294261205178,0.85,1708.24,0.85,1.9553605941902221,381.6830231704416,386.2001392564266,386.2001392564266,15940.119999999999,145681.93017652785,149150.54756168328,149150.54756168328
NOR,29,529.0465116279069,43,2671.27,9.297279549490778,9.95,3930.94,6.6,2.8960665154467304,740.045528982441,748.803769093726,748.803769093726,22748.999999999996,547667.384966901,560707.0846089701,560707.0846089701
ITA,5,226.90562500000001,32,109.71,0.2234387171404384,12.75,679.68,9.95,0.7716621112139139,169.37476573669224,172.08493407349943,172.08493407349943,7260.9800000000005,28687.811268359375,29613.224535080644,29613.224535080644
DNK,31,305.6744444444444,18,303.9,-0.29480974030649865,239.71,817.5,4.25,0.5793145359691116,220.6061276277556,227.0018325715669,227.0018325715669,5502.139999999999,48667.06354691359,51529.831990849685,51529.831990849685
CHE,23,371.0985245901639,61,151.2,18.349822863239233,12.97,3528.34,1.45,4.047559735262557,544.466956696078,548.9854321529127,548.9854321529127,22637.01,296444.2669338889,301385.00471612037,301385.00471612037
BRA,28,257.8588679245284,53,180.0,8.694790569382862,31.68,1527.96,7.2,2.7235776452249922,273.30280310239056,275.91820052229787,275.91820052229787,13666.520000000004,74694.42218362406,76130.85337946298,76130.85337946298
GBR,22,422.9332432432432,37,311.67,24.304555088604637,11.7,4913.52,1.95,4.8338111032125335,796.9093302152233,807.9017023130353,807.9017023130353,15648.529999999999,635064.4805840759,652705.1606003003,652705.1606003003
CHN,25,288.4717741935484,62,279.0,3.873795544740857,8.67,1388.27,2.1,1.8265417276455225,281.45353896951644,283.7511570021862,283.7511570021862,17885.25,79216.09459846512,80514.7191000793,80514.7191000793
IND,21,211.83816326530618,49,146.61,0.7656227739592962,336.0,851.4,1.65,1.156912280234302,215.4369504876123,217.66951737547632,217.66951737547632,10380.070000000003,46413.07963540191,47380.01879447279,47380.01879447279
JPN,21,409.2889285714285,56,668.4,6.820029646033861,7.5,2145.0,1.65,2.0670386314487255,369.90070656421994,373.24829250381435,373.24829250381435,22920.179999999997,136826.53271670916,139314.28785701297,139314.28785701297
JPN,12,259.6557894736842,76,534.0,1.3526838733315278,54.75,1026.61,1.65,0.964065728862365,200.9097979079899,202.2447614172039,202.2447614172039,19733.84,40364.74689542934,40902.94352070173,40902.94352070173
GRC,13,375.4483333333334,54,135.0,6.307762020106644,3.75,2157.5,3.75,2.4827587209712916,458.4861389833011,462.7912676022182,462.7912676022182,20274.210000000003,210209.53963981487,214175.75736886798,214175.75736886798
GRC,16,437.1913888888888,72,318.75,39.67703040101257,11.1,6207.08,5.0,5.847343714826331,776.4499234144423,781.8987616563504,781.8987616563504,31477.779999999995,602874.4835702934,611365.6734797342,611365.6734797342
MEX,12,266.30211538461543,52,161.0,3.886237630302923,36.15,1322.82,1.65,1.9052826739756126,269.00028963622196,271.62474485401003,271.62474485401003,13847.710000000003,72361.15582437131,73780.00201700605,73780.00201700605
CHE,5,300.39583333333337,48,160.6,10.493393277067813,8.3,1809.7,7.5,2.8140826143943136,305.2636306322873,308.4940235624652,308.4940235624652,14419.000000000002,93185.88418680553,95168.56257375884,95168.56257375884
ESP,4,402.6963829787234,47,286.5,7.16016497017427,11.85,2736.99,2.5,2.7262040238108387,601.5868148043902,608.0906450608707,608.0906450608707,18926.73,361906.69574649166,369774.2326105458,369774.2326105458
CHN,20,311.1762790697674,43,15.9,0.7704596251694511,19.95,1021.92,15.9,1.1987632077186916,257.1537577062286,260.1971033752541,260.1971033752541,13380.579999999998,66128.05510243373,67702.53260487264,67702.53260487264
FIN,21,515.1560784313725,51,1024.68,12.847989832667206,16.5,4808.48,12.75,3.6151116354820103,898.2375170453295,907.1754239221397,907.1754239221397,26272.96,806830.6370277586,822967.2497683137,822967.2497683137
SWE,7,351.40166666666676,36,95.29,3.705674520887621,11.9,1827.91,3.75,1.9764330791517877,433.565066989822,439.7152332817229,439.7152332817229,12650.460000000003,187978.66731388887,193349.48638,193349.48638
CHE,29,375.0491228070175,57,45.12,33.86479572954009,57.6,4808.48,5.9,5.528126466625281,655.8135903480465,661.6431591291722,661.6431591291722,21377.8,430091.46528519545,437771.6700224311,437771.6700224311
TUR,15,320.32779999999997,50,60.0,7.824962334370529,78.3,1955.68,1.95,2.577380947980057,387.39801682140813,391.3310924466256,391.3310924466256,16016.39,150077.22343716002,153140.0239154694,153140.0239154694
IND,20,426.18468085106366,47,261.48,3.5939023871484785,5.98,2184.59,1.69,1.957860256237057,487.4146423509347,492.6841429788771,492.6841429788771,20030.679999999993,237573.03357808958,242737.66474283065,242737.66474283065
ITA,11,795.048222222222,45,787.4,38.967403069091105,4.95,20277.92,3.75,6.360047704475883,2955.4698810362443,2988.866080963335,2988.866080963335,35777.16999999999,8734802.217712391,8933320.449933127,8933320.449933127
SWE,25,452.8974545454545,55,322.4,21.242899299914328,109.54,3744.0,3.18,4.056524651432491,546.5351676989345,551.572464670137,551.572464670137,24909.359999999997,298700.6895317025,304232.18378228956,304232.18378228956
ESP,27,361.5119148936171,47,232.26,5.108122875981021,26.5,1790.0,2.1,2.010696892052443,348.6439794869594,352.4132131315903,352.4132131315903,16991.06,121552.62443250335,124195.07278973168,124195.07278973168
PRT,24,481.1052631578948,57,1989.24,26.117272191726368,21.5,5683.06,1.95,4.694951572898619,817.8825303271885,825.1527402398758,825.1527402398758,27423.000000000004,668931.8334144044,680877.044725376,680877.044725376
MEX,20,285.46126760563374,71,287.08,11.622697072968274,15.9,2026.63,3.8,3.2918202368382747,372.47495473390813,375.12605548356123,375.12605548356123,20267.749999999996,138737.59190402692,140719.55750265587,140719.55750265587
MEX,25,450.6055357142858,56,185.82,5.486326131377474,26.33,2876.0,1.95,2.5250968707146835,668.1359335278576,674.1825358109146,674.1825358109146,25233.910000000003,446405.62567114166,454522.09159243514,454522.09159243514
FRA,16,335.07417910447765,67,34.9,4.158935930724743,41.0,1658.16,1.95,1.9428283008667482,346.29220286863193,348.90576600561855,348.90576600561855,22449.97,119918.28976760973,121735.23355196745,121735.23355196745
MEX,27,261.91116279069774,43,119.65,16.09956868629754,11.2,2157.5,1.95,3.6434568796970446,356.2005003470449,360.41603761822984,360.41603761822984,11262.180000000002,126878.79644748515,129899.72017242527,129899.72017242527
FRA,29,563.4879545454546,44,1263.72,14.857803210265256,5.6,5590.67,3.75,3.7124785917710414,969.3927337574411,980.5999584914293,980.5999584914293,24793.47,939722.272261725,961576.278593393,961576.278593393
AUS,12,310.2709615384614,52,127.2,28.39374785312373,54.75,2640.0,1.65,4.877010661697322,366.8249208318679,370.40378529626605,370.40378529626605,16134.089999999991,134560.52254330617,137198.96416180237,137198.96416180237
AUS,30,262.4796428571429,28,269.7,3.2048627602492594,40.0,1042.31,7.5,1.501220845791399,220.90552341413385,224.95917388424624,224.95917388424624,7349.43,48799.250274872444,50606.62991468253,50606.62991468253
ZAF,2,476.0991071428571,56,100.2,12.902958229917346,411.92,3599.4,4.25,3.524315026801286,639.0499764501901,644.8333520369339,644.8333520369339,26661.55,408384.8724009885,415810.05189918826,415810.05189918826
RUS,11,4726.068421052631,38,215.58,33.016681040384,125.0,168469.6,1.25,5.9170201660048996,26921.207555287543,27282.58221556983,27282.58221556983,179590.59999999998,7.247514162348711E8,7.443392923493271E8,7.443392923493271E8
GRC,3,319.26074626865676,67,304.2,22.425850342983143,335.4,2843.6,1.65,4.069385928933046,395.19530624181573,398.177954640329,398.177954640329,21390.47,156179.33007556252,158545.6835615559,158545.6835615559
ESP,20,322.4275609756097,41,57.6,1.1977467492946223,91.27,1247.64,9.95,1.3068671835351504,305.6565864462168,309.45370826490745,309.45370826490745,13219.529999999999,93425.94883795359,95761.59755890243,95761.59755890243
PRT,16,582.1834177215188,79,204.0,45.84022025483584,91.27,10174.94,1.17,6.359812107914456,1220.1192911318617,1227.9156598593868,1227.9156598593868,45992.48999999999,1488691.0845921168,1507776.8677279132,1507776.8677279132
USA,9,375.5219230769231,52,311.07,3.476151380187056,336.0,1964.85,5.0,1.837390713211153,400.9665564897213,404.8785179703615,404.8785179703615,19527.14,160774.17942322488,163926.61431387634,163926.61431387634
ITA,25,264.5151282051282,39,350.4,1.0287689917668352,78.96,824.88,1.25,1.0024617423137347,177.30271863465595,179.6204996047851,179.6204996047851,10316.089999999998,31436.254035239974,32263.523878272605,32263.523878272605
MEX,18,313.11799999999994,50,14.85,3.2637415819264994,10.2,1497.52,6.4,1.70417754322354,319.8029143519489,323.049727687834,323.049727687834,15655.899999999996,102273.90402799999,104361.12655918367,104361.12655918367
AUT,9,249.97478260869553,46,1830.02,11.51639824521666,2.47,1830.02,1.46,3.143290213134588,324.75583071874524,328.34440187596476,328.34440187596476,11498.839999999995,105466.34958582233,107810.04624328506,107810.04624328506
NLD,22,238.137380952381,42,286.95,0.9196091800840334,83.16,927.4,1.65,1.0890532197025784,219.25399744479353,221.91171869230627,221.91171869230627,10001.770000000002,48072.315395521524,49244.81089297327,49244.81089297327
FRA,10,345.68294117647065,51,1095.12,2.246721413625929,23.7,1147.18,23.7,1.470502546709229,246.07781306632737,248.52640882847135,248.52640882847135,17629.83,60554.290083506356,61765.37588517648,61765.37588517648
FIN,9,445.3896078431373,51,207.5,42.118645841912,7.0,8895.76,0.39,6.508717958804327,1220.1577822447373,1232.2989547361647,1232.2989547361647,22714.870000000003,1488785.013572396,1518560.713843844,1518560.713843844
ITA,3,298.3751063829788,47,318.84,9.964610738984002,238.0,1716.62,1.65,2.641977203566676,289.53648805349275,292.66670321947794,292.66670321947794,14023.630000000005,83831.37791435036,85653.79917335798,85653.79917335798
ITA,24,264.3802222222222,45,163.76,1.888751886876621,30.6,944.16,6.75,1.250968256033545,203.28097499098126,205.57800807047,205.57800807047,11897.109999999999,41323.15479328395,42262.31740222222,42262.31740222222
NLD,28,371.58651162790704,43,408.0,13.394666948540053,13.6,2843.6,2.08,3.4233240684009263,490.8351762847982,496.64407879229395,496.64407879229395,15978.220000000003,240919.1702785289,246655.34099944629,246655.34099944629
PRT,14,384.0314285714286,63,37.2,4.0556598258959395,5.22,2007.4,1.65,1.9787112762272847,432.50364793344454,435.9776286242558,435.9776286242558,24193.98,187059.40547573694,190076.49266082948,190076.49266082948
MEX,30,425.44489361702125,47,406.69,7.999415752119413,4.25,2949.28,2.1,2.874285573660855,613.3283032690944,619.9590722251168,619.9590722251168,19995.91,376171.60759094614,384349.25123422756,384349.25123422756
BRA,22,303.93407407407403,54,159.38,40.621736514491126,15.0,4463.08,2.08,6.241543508008911,597.0895581082626,602.696155835227,602.696155835227,16412.44,356515.9404019203,363242.6562585603,363242.6562585603
JPN,5,305.9332352941177,34,122.44,3.6640733720042533,19.15,1305.6,2.95,1.749336574094041,271.2883838357971,275.3681373342106,275.3681373342106,10401.730000000001,73597.38720423877,75827.61105891266,75827.61105891266
CHN,31,369.70571428571424,21,571.06,0.17016119189322998,7.95,1171.4,7.95,1.0460993373933398,327.86132946388045,335.9578901078442,335.9578901078442,7763.819999999999,107493.05135782316,112867.70392571432,112867.70392571432
USA,26,474.6640350877194,57,390.66,21.426567111245056,12.6,4379.76,2.9,4.252593073806389,648.7574934776225,654.5243401641807,654.5243401641807,27055.850000000006,420886.2853433674,428402.11186735606,428402.11186735606
NOR,24,318.05382978723395,47,247.8,0.3594765067914407,66.0,1064.28,1.25,1.0420216405255922,286.13032477447314,289.22371548345984,289.22371548345984,14948.529999999997,81870.56275554548,83650.35759805734,83650.35759805734
FIN,17,298.8521153846154,52,373.49,9.459688267889192,16.65,2062.44,4.95,2.8123949950828107,365.1638845427781,368.726543391332,368.726543391332,15540.310000000001,133344.66257437135,135959.26380131982,135959.26380131982
JPN,7,567.4089285714288,56,702.1,27.427610850533643,9.9,6549.12,3.75,4.820345515679054,933.3503928813171,941.7971749406046,941.7971749406046,31774.90000000001,871142.955891709,886981.9187261037,886981.9187261037
CAN,7,321.3329268292682,41,391.0,-0.4678994076250351,5.0,899.07,3.71,0.6118986160001321,245.9816139792239,249.03740336788672,249.03740336788672,13174.649999999996,60506.95441582392,62019.62827621952,62019.62827621952
AUS,25,400.8344444444446,45,1491.46,11.526952090877938,59.4,2924.0,1.25,3.102499707985282,509.78445563048416,515.5449148079567,515.5449148079567,18037.550000000007,259880.19120246908,265786.5591843434,265786.5591843434
NLD,29,406.41304347826093,46,390.79,7.1486584208763695,179.0,2626.3,3.75,2.4406412068825185,490.30671715405794,495.724635408138,495.724635408138,18695.000000000004,240400.67688638935,245742.91415053135,245742.91415053135
ZAF,26,667.2003030303032,33,434.8,21.924577910778588,122.1,8895.76,2.1,4.687853690569166,1537.7789354415631,1561.621891170933,1561.621891170933,22017.610000000004,2364764.0542877875,2438662.930984281,2438662.930984281
ITA,4,448.33799999999997,35,22.2,11.584183761545656,102.0,4114.08,3.95,3.5835254432841115,863.5238130153513,876.1306669193075,876.1306669193075,15691.829999999998,745673.3756445714,767604.9455164705,767604.9455164705
FIN,18,657.0531481481482,54,511.56,46.34126978670617,18.75,16774.72,4.41,6.864849391655043,2243.440573773061,2264.5062056379797,2264.5062056379797,35480.87,5033025.6080511995,5127988.355372921,5127988.355372921
JPN,28,492.9273076923077,52,377.52,40.898062165795416,11.7,8801.51,8.25,6.345942389758381,1202.1372269342687,1213.865672736284,1213.865672736284,25632.22,1445133.9123812134,1473469.8714475117,1473469.8714475117
ESP,15,313.6018333333333,60,236.97,10.626665285467089,8.5,1948.92,2.9,2.9974708333107283,343.80357423724604,346.7049216601368,346.7049216601368,18816.109999999997,118200.89765830555,120204.30270336158,120204.30270336158
MEX,4,806.9940476190478,42,127.55,36.76481565528365,50.0,22998.4,2.1,6.215200415829839,3471.3657926953656,3513.4444901542724,3513.4444901542724,33893.75000000001,1.2050380466695523E7,1.2344292185395414E7,1.2344292185395414E7
ESP,16,353.3223437500002,64,309.54,23.741381617589234,13.44,3547.34,4.5,4.3835398641577585,500.9603056965387,504.92052784302297,504.92052784302297,22612.630000000012,250961.22788356946,254944.7394372769,254944.7394372769
TUR,10,328.04582089552247,67,319.18,7.379609167915509,7.25,1974.06,0.83,2.3115670849867724,336.01066885224805,338.5466344052455,338.5466344052455,21979.070000000007,112903.16958253509,114613.82366711897,114613.82366711897
FRA,26,560.9645945945946,37,192.46,12.694334620284778,15.0,4913.52,2.95,3.4826653988226863,904.781466096871,917.2618000137226,917.2618000137226,20755.69,818629.5013924033,841369.2097644145,841369.2097644145
JPN,4,320.02846153846156,52,333.72,4.183401503739873,1.65,1692.0,1.25,1.874077481434138,346.8403882046335,350.2242770019067,350.2242770019067,16641.48,120298.25488994084,122657.04420150831,122657.04420150831
AUS,29,399.6710909090908,55,355.75,7.6478888706302435,16.9,2298.0,4.25,2.414676778911834,403.1557300988505,406.8715296634058,406.8715296634058,21981.909999999996,162534.5427115372,165544.44165063972,165544.44165063972
CHN,6,373.88846153846157,39,767.37,0.6916504719875873,13.8,1265.4,13.8,1.1367756372286486,311.33354025858,315.4034324775549,315.4034324775549,14581.650000000001,96928.57328994086,99479.32521862352,99479.32521862352
CHE,30,251.65893617021274,47,615.6,3.5202680190452664,3.75,1067.88,2.08,1.3761122030069706,202.76292816807958,204.9550235309757,204.9550235309757,11827.97,41112.8050392938,42006.5616705828,42006.5616705828
AUT,16,323.6321126760563,71,81.75,9.483775263272388,81.36,2377.0,1.25,2.8176984135217706,408.64486720122005,411.55340829911205,411.55340829911205,22977.879999999997,166990.62748990275,169376.20788261562,169376.20788261562
AUS,9,286.0618965517241,58,336.24,8.809301822547829,18.0,1595.48,2.1,2.504200703014404,265.1052463837639,267.4206200073433,267.4206200073433,16591.589999999997,70280.79166019619,71513.78800511191,71513.78800511191
USA,31,356.52,28,111.25,4.627657430936717,4.95,1466.32,3.35,1.9151079260386554,302.3869383753207,307.93578539352313,307.93578539352313,9982.56,91437.8605,94824.44792592592,94824.44792592592
ITA,13,297.33466666666664,45,527.85,4.42346652247712,38.65,1682.59,6.3,2.2654407159841083,389.7534530876895,394.15758669944086,394.15758669944086,13380.059999999998,151907.75419377774,155360.20315272725,155360.20315272725
MEX,16,326.3353246753246,77,159.26,7.1220161490722,37.6,2204.36,1.25,2.595023676383069,432.5915084353241,435.42820445899,435.42820445899,25127.819999999996,187135.4131703491,189597.72123838,189597.72123838
