counterparty_acct_id,txn_timestamp_weekday,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
6046,1,60.136,5,80.82,-1.0823364912633862,12.9,141.44,5.04,0.4482899313416342,49.608659566652264,55.46416753183986,55.46416753183986,300.68,2461.0191039999995,3076.2738799999993,3076.2738799999993
5290,4,184.19,1,184.19,NaN,184.19,184.19,184.19,NaN,0.0,NaN,NaN,184.19,0.0,NaN,NaN
2389,5,221.89999999999998,4,214.2,-1.0802158706504161,270.4,270.4,174.9,0.06316168823931662,34.128360640382354,39.408036405450765,39.408036405450765,887.5999999999999,1164.7449999999994,1552.9933333333327,1552.9933333333327
6699,4,1662.72,2,1607.04,-2.000000000000001,1718.4,1718.4,1607.04,0.0,55.680000000000064,78.74341115293402,78.74341115293402,3325.44,3100.262400000007,6200.524800000014,6200.524800000014
6502,5,314.7,1,314.7,NaN,314.7,314.7,314.7,NaN,0.0,NaN,NaN,314.7,0.0,NaN,NaN
4298,5,1110.68,1,1110.68,NaN,1110.68,1110.68,1110.68,NaN,0.0,NaN,NaN,1110.68,0.0,NaN,NaN
3621,2,573.7,1,573.7,NaN,573.7,573.7,573.7,NaN,0.0,NaN,NaN,573.7,0.0,NaN,NaN
4600,4,101.76,1,101.76,NaN,101.76,101.76,101.76,NaN,0.0,NaN,NaN,101.76,0.0,NaN,NaN
6193,3,706.9566666666666,3,1278.1,-1.5000000000000002,8.25,1278.1,8.25,-0.3493867473638827,526.2027864067447,644.4641639636244,644.4641639636244,2120.87,276889.3724222222,415334.05863333336,415334.05863333336
6136,3,191.6,1,191.6,NaN,191.6,191.6,191.6,NaN,0.0,NaN,NaN,191.6,0.0,NaN,NaN
5027,1,152.68,1,152.68,NaN,152.68,152.68,152.68,NaN,0.0,NaN,NaN,152.68,0.0,NaN,NaN
6251,5,432.2885714285714,7,587.52,-1.4756720450923253,67.93,1002.31,12.4,0.43374595807572036,383.454656787794,414.17836670644573,414.17836670644573,3026.02,147037.4738122449,171543.71944761905,171543.71944761905
1485,6,187.18,1,187.18,NaN,187.18,187.18,187.18,NaN,0.0,NaN,NaN,187.18,0.0,NaN,NaN
5818,1,839.02,2,352.81,-1.9999999999999987,1325.23,1325.23,352.81,0.0,486.21000000000004,687.6047761614226,687.6047761614226,1678.04,236400.16410000002,472800.32820000005,472800.32820000005
5947,2,298.94199999999995,5,24.88,-0.3524868829958927,167.8,809.12,24.88,1.047234030430639,273.519514506735,305.8041138048996,305.8041138048996,1494.7099999999998,74812.924816,93516.15602,93516.15602
5983,5,537.365,4,371.56,-0.7187207489505827,264.65,1319.01,194.24,1.0894403687593563,455.6776384956804,526.1712144983481,526.1712144983481,2149.46,207642.110225,276856.1469666667,276856.1469666667
6422,4,640.0,1,640.0,NaN,640.0,640.0,640.0,NaN,0.0,NaN,NaN,640.0,0.0,NaN,NaN
3941,1,178.24,3,204.4,-1.5000000000000002,149.81,204.4,149.81,-0.15134132013654553,22.34400292397641,27.36570298749878,27.36570298749878,534.72,499.25446666666636,748.8816999999996,748.8816999999996
1220,5,616.8,2,576.65,-2.000000000000001,656.95,656.95,576.65,0.0,40.150000000000034,56.780674529279814,56.780674529279814,1233.6,1612.0225000000028,3224.0450000000055,3224.0450000000055
1643,1,356.415,2,216.22,-1.9999999999999996,496.61,496.61,216.22,0.0,140.195,198.26567037689605,198.26567037689605,712.83,19654.638024999997,39309.27604999999,39309.27604999999
5650,3,305.31,2,397.12,-2.0,213.5,397.12,213.5,0.0,91.81,129.83894716147387,129.83894716147387,610.62,8429.0761,16858.1522,16858.1522
1960,5,170.4,1,170.4,NaN,170.4,170.4,170.4,NaN,0.0,NaN,NaN,170.4,0.0,NaN,NaN
2433,3,108.98,1,108.98,NaN,108.98,108.98,108.98,NaN,0.0,NaN,NaN,108.98,0.0,NaN,NaN
3109,4,615.14,1,615.14,NaN,615.14,615.14,615.14,NaN,0.0,NaN,NaN,615.14,0.0,NaN,NaN
5804,1,295.72333333333336,3,445.91,-1.5000000000000018,411.44,445.91,29.82,-0.6894230130978326,188.5479288904784,230.92310892011943,230.92310892011943,887.1700000000001,35550.3214888889,53325.48223333334,53325.48223333334
2033,1,445.91,1,445.91,NaN,445.91,445.91,445.91,NaN,0.0,NaN,NaN,445.91,0.0,NaN,NaN
1381,2,115.23,1,115.23,NaN,115.23,115.23,115.23,NaN,0.0,NaN,NaN,115.23,0.0,NaN,NaN
4413,2,101.21000000000001,2,182.83,-2.0000000000000004,19.59,182.83,19.59,0.0,81.62,115.42811096089203,115.42811096089203,202.42000000000002,6661.8244,13323.6488,13323.6488
2842,4,205.695,2,385.06,-1.9999999999999984,26.33,385.06,26.33,0.0,179.365,253.6604156150502,253.6604156150502,411.39,32171.803225000003,64343.60645000001,64343.60645000001
3222,1,263.21,1,263.21,NaN,263.21,263.21,263.21,NaN,0.0,NaN,NaN,263.21,0.0,NaN,NaN
4833,3,164.57,1,164.57,NaN,164.57,164.57,164.57,NaN,0.0,NaN,NaN,164.57,0.0,NaN,NaN
5619,5,83.35,2,157.75,-1.9999999999999991,8.95,157.75,8.95,0.0,74.4,105.21748904055828,105.21748904055828,166.7,5535.360000000001,11070.720000000001,11070.720000000001
2398,6,24.96,1,24.96,NaN,24.96,24.96,24.96,NaN,0.0,NaN,NaN,24.96,0.0,NaN,NaN
6233,6,16.5,1,16.5,NaN,16.5,16.5,16.5,NaN,0.0,NaN,NaN,16.5,0.0,NaN,NaN
3985,5,17.9,1,17.9,NaN,17.9,17.9,17.9,NaN,0.0,NaN,NaN,17.9,0.0,NaN,NaN
5499,3,12.9,1,12.9,NaN,12.9,12.9,12.9,NaN,0.0,NaN,NaN,12.9,0.0,NaN,NaN
3718,2,14.4,1,14.4,NaN,14.4,14.4,14.4,NaN,0.0,NaN,NaN,14.4,0.0,NaN,NaN
2698,2,419.06,1,419.06,NaN,419.06,419.06,419.06,NaN,0.0,NaN,NaN,419.06,0.0,NaN,NaN
6154,2,236.14333333333335,6,406.69,-1.5224309550593602,360.67,406.69,42.4,-0.1165431311946347,132.1467671021715,144.75953048648185,144.75953048648185,1416.8600000000001,17462.76805555556,20955.32166666667,20955.32166666667
4106,4,129.75,1,129.75,NaN,129.75,129.75,129.75,NaN,0.0,NaN,NaN,129.75,0.0,NaN,NaN
4890,2,77.4,2,127.0,-2.000000000000001,27.8,127.0,27.8,0.0,49.6,70.14499269370552,70.14499269370552,154.8,2460.1600000000003,4920.320000000001,4920.320000000001
5518,5,668.11,3,397.96,-1.4999999999999993,637.6,968.77,397.96,0.1933371841919091,234.02871490481672,286.6254683380386,286.6254683380386,2004.33,54769.43939999998,82154.15909999998,82154.15909999998
5742,6,168.62333333333333,3,333.82,-1.5000000000000007,29.17,333.82,29.17,0.2986144641500787,125.6979051359073,153.94786465986897,153.94786465986897,505.87,15799.963355555554,23699.94503333333,23699.94503333333
6221,1,220.88,4,283.52,-0.6919633394391771,12.75,309.86,12.75,-1.1187772967025458,120.78150417178948,139.46646789342114,139.46646789342114,883.52,14588.17175,19450.895666666667,19450.895666666667
3287,2,195.08,3,221.4,-1.499999999999999,180.34,221.4,180.34,0.6919212571586767,18.655708688405987,22.84848353830074,22.84848353830074,585.24,348.03546666666665,522.0532,522.0532
6585,3,114.6,1,114.6,NaN,114.6,114.6,114.6,NaN,0.0,NaN,NaN,114.6,0.0,NaN,NaN
1031,4,421.04333333333335,3,600.72,-1.5,11.25,651.16,11.25,-0.6911517500527691,290.4983998043516,355.78642530784305,355.78642530784305,1263.13,84389.32028888892,126583.98043333337,126583.98043333337
4775,5,359.7,3,785.65,-1.4999999999999996,133.66,785.65,133.66,0.7031223479153792,301.38098380621165,369.11481425160923,369.11481425160923,1079.1,90830.4974,136245.7461,136245.7461
6393,1,8.52,1,8.52,NaN,8.52,8.52,8.52,NaN,0.0,NaN,NaN,8.52,0.0,NaN,NaN
3501,2,206.98,1,206.98,NaN,206.98,206.98,206.98,NaN,0.0,NaN,NaN,206.98,0.0,NaN,NaN
6691,2,123.95,1,123.95,NaN,123.95,123.95,123.95,NaN,0.0,NaN,NaN,123.95,0.0,NaN,NaN
1389,2,88.59,4,123.95,-1.1848493923200958,5.0,146.01,5.0,-0.5610042814440577,53.89603464077853,62.23378021621376,62.23378021621376,354.36,2904.7825499999994,3873.043399999999,3873.043399999999
2108,3,1200.292,5,1025.34,-1.3021423715929765,569.12,1897.16,569.12,0.21597251139174983,470.56189707200053,526.1041947371262,526.1041947371262,6001.46,221428.49897600003,276785.62372000003,276785.62372000003
5791,4,163.04625000000001,8,158.58,-0.2553725440547674,17.7,434.6,7.9,0.79696369627167,132.18011035491497,141.30648179830354,141.30648179830354,1304.3700000000001,17471.581573437503,19967.52179821429,19967.52179821429
5984,2,190.04666666666665,9,245.64,-0.9907199079233671,34.0,418.22,8.55,0.2362187170085966,128.7298295742763,136.538603149439,136.538603149439,1710.4199999999998,16571.36902222222,18642.790149999997,18642.790149999997
5671,5,302.48749999999995,4,553.76,-1.007493754472672,150.6,553.76,150.6,0.7591301074665232,155.17146344850266,179.17657238508238,179.17657238508238,1209.9499999999998,24078.18306875,32104.244091666667,32104.244091666667
5819,6,632.85,2,812.7,-2.0000000000000004,453.0,812.7,453.0,0.0,179.85000000000002,254.34630919280116,254.34630919280116,1265.7,32346.022500000006,64692.04500000001,64692.04500000001
4449,6,627.13,1,627.13,NaN,627.13,627.13,627.13,NaN,0.0,NaN,NaN,627.13,0.0,NaN,NaN
1457,6,1919.04,1,1919.04,NaN,1919.04,1919.04,1919.04,NaN,0.0,NaN,NaN,1919.04,0.0,NaN,NaN
4939,3,226.78500000000003,2,398.22,-1.9999999999999998,55.35,398.22,55.35,3.6968484766018337E-16,171.435,242.44570206543156,242.44570206543156,453.57000000000005,29389.959225000002,58779.918450000005,58779.918450000005
1936,5,219.95999999999998,2,137.35,-1.999999999999998,302.57,302.57,137.35,-4.1299260211715136E-16,82.61,116.82818238764138,116.82818238764138,439.91999999999996,6824.4121,13648.8242,13648.8242
6275,4,219.41000000000003,2,176.21,-1.9999999999999996,262.61,262.61,176.21,-3.609931086521872E-16,43.2,61.09402589451771,61.09402589451771,438.82000000000005,1866.2400000000002,3732.4800000000005,3732.4800000000005
3012,3,362.015,2,422.23,-1.999999999999999,301.8,422.23,301.8,0.0,60.215,85.15686965829592,85.15686965829592,724.03,3625.8462250000002,7251.6924500000005,7251.6924500000005
5882,6,198.80666666666664,3,301.53,-1.499999999999999,46.25,301.53,46.25,-0.586517568986596,110.01360653220229,134.73860038360698,134.73860038360698,596.42,12102.993622222222,18154.490433333332,18154.490433333332
1317,3,383.95,1,383.95,NaN,383.95,383.95,383.95,NaN,0.0,NaN,NaN,383.95,0.0,NaN,NaN
1830,4,454.24,1,454.24,NaN,454.24,454.24,454.24,NaN,0.0,NaN,NaN,454.24,0.0,NaN,NaN
5711,5,273.92,4,727.78,-1.3266917181904758,1.65,727.78,1.65,0.5302306733576004,297.76777772284225,343.8326132485592,343.8326132485592,1095.68,88665.64944999998,118220.8659333333,118220.8659333333
6706,2,44.525,2,59.05,-2.0,30.0,59.05,30.0,0.0,14.524999999999999,20.541451993469202,20.541451993469202,89.05,210.97562499999995,421.9512499999999,421.9512499999999
5848,1,515.23,2,127.45,-1.9999999999999973,903.01,903.01,127.45,-5.110858880141024E-16,387.78,548.4037352170387,548.4037352170387,1030.46,150373.32839999997,300746.65679999994,300746.65679999994
4503,5,171.45,1,171.45,NaN,171.45,171.45,171.45,NaN,0.0,NaN,NaN,171.45,0.0,NaN,NaN
6180,5,136.416,5,121.09,-0.4471789486571489,38.65,311.3,38.65,0.9406478234451381,95.26012063817683,106.50405264589702,106.50405264589702,682.08,9074.490584000003,11343.113230000003,11343.113230000003
3974,3,139.35,1,139.35,NaN,139.35,139.35,139.35,NaN,0.0,NaN,NaN,139.35,0.0,NaN,NaN
1362,2,427.58,1,427.58,NaN,427.58,427.58,427.58,NaN,0.0,NaN,NaN,427.58,0.0,NaN,NaN
4966,2,131.98,1,131.98,NaN,131.98,131.98,131.98,NaN,0.0,NaN,NaN,131.98,0.0,NaN,NaN
6263,5,338.84,1,338.84,NaN,338.84,338.84,338.84,NaN,0.0,NaN,NaN,338.84,0.0,NaN,NaN
6262,5,259.082,5,86.31,-1.6111693862456744,2.95,576.65,2.95,0.3286371728394802,223.82541074685867,250.24441676089398,250.24441676089398,1295.41,50097.81449599999,62622.26811999999,62622.26811999999
5749,2,109.33,1,109.33,NaN,109.33,109.33,109.33,NaN,0.0,NaN,NaN,109.33,0.0,NaN,NaN
1572,3,393.27,2,369.85,-1.9999999999999991,416.69,416.69,369.85,0.0,23.419999999999987,33.120881630777866,33.120881630777866,786.54,548.4963999999994,1096.9927999999989,1096.9927999999989
3628,2,147.18,1,147.18,NaN,147.18,147.18,147.18,NaN,0.0,NaN,NaN,147.18,0.0,NaN,NaN
2545,6,244.94,1,244.94,NaN,244.94,244.94,244.94,NaN,0.0,NaN,NaN,244.94,0.0,NaN,NaN
6813,2,253.74666666666667,3,182.66,-1.5,347.6,347.6,182.66,0.4576959534019938,69.23410399185907,84.79411378942135,84.79411378942135,761.24,4793.361155555557,7190.041733333336,7190.041733333336
5946,3,1124.19,1,1124.19,NaN,1124.19,1124.19,1124.19,NaN,0.0,NaN,NaN,1124.19,0.0,NaN,NaN
3610,1,683.28,1,683.28,NaN,683.28,683.28,683.28,NaN,0.0,NaN,NaN,683.28,0.0,NaN,NaN
1661,5,439.23,1,439.23,NaN,439.23,439.23,439.23,NaN,0.0,NaN,NaN,439.23,0.0,NaN,NaN
4078,5,82.655,4,75.36,-1.1694163652969005,4.25,129.78,4.25,-0.6494427771979688,49.77287740326051,57.472768334229386,57.472768334229386,330.62,2477.3393250000004,3303.1191000000003,3303.1191000000003
1941,6,171.5,1,171.5,NaN,171.5,171.5,171.5,NaN,0.0,NaN,NaN,171.5,0.0,NaN,NaN
6460,3,398.7,1,398.7,NaN,398.7,398.7,398.7,NaN,0.0,NaN,NaN,398.7,0.0,NaN,NaN
4816,3,520.74,1,520.74,NaN,520.74,520.74,520.74,NaN,0.0,NaN,NaN,520.74,0.0,NaN,NaN
3252,6,454.11,1,454.11,NaN,454.11,454.11,454.11,NaN,0.0,NaN,NaN,454.11,0.0,NaN,NaN
4943,5,82.36999999999999,2,159.79,-2.000000000000001,4.95,159.79,4.95,0.0,77.42,109.48841399892503,109.48841399892503,164.73999999999998,5993.856400000001,11987.712800000001,11987.712800000001
2024,5,560.41,1,560.41,NaN,560.41,560.41,560.41,NaN,0.0,NaN,NaN,560.41,0.0,NaN,NaN
4201,4,332.3,1,332.3,NaN,332.3,332.3,332.3,NaN,0.0,NaN,NaN,332.3,0.0,NaN,NaN
6633,6,1157.08,1,1157.08,NaN,1157.08,1157.08,1157.08,NaN,0.0,NaN,NaN,1157.08,0.0,NaN,NaN
1605,6,868.02,1,868.02,NaN,868.02,868.02,868.02,NaN,0.0,NaN,NaN,868.02,0.0,NaN,NaN
2524,2,547.66,1,547.66,NaN,547.66,547.66,547.66,NaN,0.0,NaN,NaN,547.66,0.0,NaN,NaN
5188,5,303.85,1,303.85,NaN,303.85,303.85,303.85,NaN,0.0,NaN,NaN,303.85,0.0,NaN,NaN
4676,5,226.6,1,226.6,NaN,226.6,226.6,226.6,NaN,0.0,NaN,NaN,226.6,0.0,NaN,NaN
5676,6,5.43,1,5.43,NaN,5.43,5.43,5.43,NaN,0.0,NaN,NaN,5.43,0.0,NaN,NaN
5411,4,139.92,1,139.92,NaN,139.92,139.92,139.92,NaN,0.0,NaN,NaN,139.92,0.0,NaN,NaN
4903,5,203.38,1,203.38,NaN,203.38,203.38,203.38,NaN,0.0,NaN,NaN,203.38,0.0,NaN,NaN
2091,5,319.45,1,319.45,NaN,319.45,319.45,319.45,NaN,0.0,NaN,NaN,319.45,0.0,NaN,NaN
1775,5,34.68,1,34.68,NaN,34.68,34.68,34.68,NaN,0.0,NaN,NaN,34.68,0.0,NaN,NaN
4248,2,29.75,1,29.75,NaN,29.75,29.75,29.75,NaN,0.0,NaN,NaN,29.75,0.0,NaN,NaN
6370,3,197.1,1,197.1,NaN,197.1,197.1,197.1,NaN,0.0,NaN,NaN,197.1,0.0,NaN,NaN
2343,3,11.8,1,11.8,NaN,11.8,11.8,11.8,NaN,0.0,NaN,NaN,11.8,0.0,NaN,NaN
5215,6,6.35,1,6.35,NaN,6.35,6.35,6.35,NaN,0.0,NaN,NaN,6.35,0.0,NaN,NaN
1931,3,7.7,1,7.7,NaN,7.7,7.7,7.7,NaN,0.0,NaN,NaN,7.7,0.0,NaN,NaN
5401,6,20.51,1,20.51,NaN,20.51,20.51,20.51,NaN,0.0,NaN,NaN,20.51,0.0,NaN,NaN
2243,6,11.5,1,11.5,NaN,11.5,11.5,11.5,NaN,0.0,NaN,NaN,11.5,0.0,NaN,NaN
5634,3,109.54,1,109.54,NaN,109.54,109.54,109.54,NaN,0.0,NaN,NaN,109.54,0.0,NaN,NaN
2462,5,247.20000000000002,3,312.8,-1.5000000000000009,27.35,401.45,27.35,-0.5470635531195309,159.6145826671235,195.4871415208683,195.4871415208683,741.6,25476.815,38215.222499999996,38215.222499999996
5905,1,323.24199999999996,5,275.8,-0.7683740878987577,76.75,537.99,76.75,-0.27637760973092224,151.33062762045228,169.19278521851928,169.19278521851928,1616.2099999999998,22900.958855999994,28626.198569999993,28626.198569999993
5118,3,181.12,1,181.12,NaN,181.12,181.12,181.12,NaN,0.0,NaN,NaN,181.12,0.0,NaN,NaN
5432,5,144.5,1,144.5,NaN,144.5,144.5,144.5,NaN,0.0,NaN,NaN,144.5,0.0,NaN,NaN
5962,1,275.7583333333333,6,767.37,0.3088027311199655,92.55,767.37,50.0,1.2684590500450634,236.55701563729247,259.1352272012948,259.1352272012948,1654.55,55959.221647222235,67151.06597666668,67151.06597666668
2650,5,357.94,1,357.94,NaN,357.94,357.94,357.94,NaN,0.0,NaN,NaN,357.94,0.0,NaN,NaN
4490,2,217.43800000000002,5,751.0,-0.003481077845641778,162.24,751.0,0.95,1.3059583417160354,274.087504596616,306.43914603065974,306.43914603065974,1087.19,75123.960176,93904.95022,93904.95022
6848,5,325.83636363636367,11,236.02,5.076957112529799,5.83,1415.92,5.83,2.511592462673503,355.9117671628163,373.2834105682365,373.2834105682365,3584.2000000000003,126673.18600495876,139340.50460545463,139340.50460545463
6234,4,252.44285714285712,7,112.92,-0.8163081506142231,267.12,600.9,15.0,0.4672890998681672,189.34278806396807,204.51358542602867,204.51358542602867,1767.1,35850.691391836735,41825.80662380953,41825.80662380953
1044,5,225.6,1,225.6,NaN,225.6,225.6,225.6,NaN,0.0,NaN,NaN,225.6,0.0,NaN,NaN
3211,5,48.85,2,55.5,-2.0000000000000044,42.2,55.5,42.2,-3.8658522405833487E-16,6.649999999999999,9.40452018978108,9.40452018978108,97.7,44.22249999999998,88.44499999999996,88.44499999999996
4935,2,241.86,1,241.86,NaN,241.86,241.86,241.86,NaN,0.0,NaN,NaN,241.86,0.0,NaN,NaN
6059,4,171.10750000000002,4,188.86,-0.9771114009503106,179.0,311.92,4.65,-0.3459371969301878,109.44599384513808,126.37734801643317,126.37734801643317,684.4300000000001,11978.42556875,15971.234091666667,15971.234091666667
6153,1,260.052,5,351.56,-1.1303789316474624,85.92,510.7,85.92,0.5536926709563114,152.6141768513004,170.6278368848413,170.6278368848413,1300.26,23291.086976000002,29113.858720000004,29113.858720000004
4654,1,709.51,1,709.51,NaN,709.51,709.51,709.51,NaN,0.0,NaN,NaN,709.51,0.0,NaN,NaN
4937,4,493.59000000000003,2,505.98,-2.000000000000001,481.2,505.98,481.2,0.0,12.390000000000015,17.52210603780267,17.52210603780267,987.1800000000001,153.51210000000037,307.02420000000075,307.02420000000075
5710,6,482.28999999999996,2,585.0,-2.000000000000002,379.58,585.0,379.58,-4.29765893625729E-16,102.71000000000001,145.2538749913406,145.2538749913406,964.5799999999999,10549.344100000002,21098.688200000004,21098.688200000004
3507,3,192.065,2,146.2,-2.0000000000000004,237.93,237.93,146.2,0.0,45.86500000000001,64.86290503824202,64.86290503824202,384.13,2103.5982250000006,4207.196450000001,4207.196450000001
4911,2,889.24,1,889.24,NaN,889.24,889.24,889.24,NaN,0.0,NaN,NaN,889.24,0.0,NaN,NaN
1221,3,136.925,2,255.6,-2.0000000000000044,18.25,255.6,18.25,-5.572144995783313E-16,118.675,167.83179451462706,167.83179451462706,273.85,14083.755625,28167.51125,28167.51125
5144,2,68.86500000000001,2,113.93,-1.9999999999999993,23.8,113.93,23.8,0.0,45.065000000000005,63.73153418834354,63.73153418834354,137.73000000000002,2030.8542250000005,4061.708450000001,4061.708450000001
6154,6,504.5679999999999,5,141.8,-0.0317446878625125,385.56,1238.54,141.8,1.2419803264037559,379.7701988518847,424.59599023071337,424.59599023071337,2522.8399999999997,144225.40393600002,180281.75492000004,180281.75492000004
6514,6,109.16,1,109.16,NaN,109.16,109.16,109.16,NaN,0.0,NaN,NaN,109.16,0.0,NaN,NaN
1583,5,265.055,2,209.94,-2.0000000000000044,320.17,320.17,209.94,3.476727975707429E-16,55.11500000000001,77.94438049019315,77.94438049019315,530.11,3037.663225000001,6075.326450000002,6075.326450000002
5967,5,203.595,4,330.6,-1.8337662240214665,22.65,439.23,21.9,0.12601621258022105,185.34312052245158,214.01580105216536,214.01580105216536,814.38,34352.072325000016,45802.76310000002,45802.76310000002
6851,2,194.78142857142856,7,298.11,-0.30748472946317484,14.95,531.14,14.95,0.8604778100633529,167.28801028069367,180.69170276362732,180.69170276362732,1363.47,27985.278383673467,32649.491447619046,32649.491447619046
6078,2,102.146,5,131.5,-0.450554564657768,8.2,337.08,2.1,1.0720558484191791,126.35839688758321,141.27298248426698,141.27298248426698,510.73,15966.444464,19958.05558,19958.05558
6540,6,1444.8,1,1444.8,NaN,1444.8,1444.8,1444.8,NaN,0.0,NaN,NaN,1444.8,0.0,NaN,NaN
5683,1,289.38,2,165.83,-1.999999999999999,412.93,412.93,165.83,0.0,123.55,174.7260856311959,174.7260856311959,578.76,15264.602499999999,30529.204999999998,30529.204999999998
3133,1,470.6033333333333,3,862.82,-1.4999999999999993,275.0,862.82,273.99,0.7070997477826136,277.3393712083126,339.669972522349,339.669972522349,1411.81,76917.12682222221,115375.69023333333,115375.69023333333
2212,1,136.465,2,113.62,-2.0000000000000004,159.31,159.31,113.62,0.0,22.845,32.307708832413354,32.307708832413354,272.93,521.8940249999999,1043.7880499999999,1043.7880499999999
2997,5,333.5066666666667,6,527.0,-0.47113871473465174,71.4,1000.88,36.72,0.9515878364972639,346.4988055134133,379.5704238565838,379.5704238565838,2001.0400000000002,120061.42222222222,144073.70666666667,144073.70666666667
6461,4,126.74,1,126.74,NaN,126.74,126.74,126.74,NaN,0.0,NaN,NaN,126.74,0.0,NaN,NaN
5530,4,250.04,1,250.04,NaN,250.04,250.04,250.04,NaN,0.0,NaN,NaN,250.04,0.0,NaN,NaN
3542,6,788.3466666666668,3,118.3,-1.5000000000000007,48.61,2198.13,48.61,0.7045179036436158,997.2732688798102,1221.4053214364728,1221.4053214364728,2365.0400000000004,994553.9728222223,1491830.9592333334,1491830.9592333334
4827,3,501.72,2,439.8,-1.9999999999999998,563.64,563.64,439.8,0.0,61.91999999999999,87.56810378214203,87.56810378214203,1003.44,3834.0863999999983,7668.172799999997,7668.172799999997
1665,6,600.07,1,600.07,NaN,600.07,600.07,600.07,NaN,0.0,NaN,NaN,600.07,0.0,NaN,NaN
6205,1,262.25,1,262.25,NaN,262.25,262.25,262.25,NaN,0.0,NaN,NaN,262.25,0.0,NaN,NaN
2453,3,257.68,1,257.68,NaN,257.68,257.68,257.68,NaN,0.0,NaN,NaN,257.68,0.0,NaN,NaN
2725,4,341.07,1,341.07,NaN,341.07,341.07,341.07,NaN,0.0,NaN,NaN,341.07,0.0,NaN,NaN
4736,2,149.63333333333333,3,164.41,-1.4999999999999987,178.04,178.04,106.45,-0.6062168463351033,31.038088787094402,38.013740059790656,38.013740059790656,448.9,963.3629555555552,1445.0444333333328,1445.0444333333328
5536,1,200.5,1,200.5,NaN,200.5,200.5,200.5,NaN,0.0,NaN,NaN,200.5,0.0,NaN,NaN
5598,2,402.41999999999996,2,587.54,-2.000000000000001,217.3,587.54,217.3,0.0,185.11999999999998,261.79921466650734,261.79921466650734,804.8399999999999,34269.414399999994,68538.82879999999,68538.82879999999
5666,1,163.07,2,196.64,-2.000000000000001,129.5,196.64,129.5,0.0,33.56999999999999,47.47514928886479,47.47514928886479,326.14,1126.9448999999995,2253.889799999999,2253.889799999999
3559,6,116.675,2,110.49,-2.0000000000000004,122.86,122.86,110.49,0.0,6.185000000000002,8.746910883277597,8.746910883277597,233.35,38.25422500000003,76.50845000000005,76.50845000000005
5584,4,352.94,1,352.94,NaN,352.94,352.94,352.94,NaN,0.0,NaN,NaN,352.94,0.0,NaN,NaN
5956,4,355.05999999999995,4,48.15,-1.159481022652741,321.34,588.3,48.15,-0.4638781458558172,200.7886302807009,231.85073948555782,231.85073948555782,1420.2399999999998,40316.074049999996,53754.7654,53754.7654
2305,4,419.48,1,419.48,NaN,419.48,419.48,419.48,NaN,0.0,NaN,NaN,419.48,0.0,NaN,NaN
5687,6,1246.32,1,1246.32,NaN,1246.32,1246.32,1246.32,NaN,0.0,NaN,NaN,1246.32,0.0,NaN,NaN
2255,3,5438.66,2,8801.51,-2.0,2075.81,8801.51,2075.81,0.0,3362.8500000000004,4755.788078226363,4755.788078226363,10877.32,1.1308760122500002E7,2.2617520245000005E7,2.2617520245000005E7
1652,3,960.44,2,557.68,-1.9999999999999993,1363.2,1363.2,557.68,0.0,402.76000000000005,569.5886543813878,569.5886543813878,1920.88,162215.61760000003,324431.23520000005,324431.23520000005
1549,6,20.75,2,23.8,-2.000000000000001,17.7,23.8,17.7,0.0,3.0500000000000007,4.313351365237941,4.313351365237941,41.5,9.302500000000004,18.605000000000008,18.605000000000008
5634,1,239.84333333333333,3,115.08,-1.5000000000000002,157.7,446.75,115.08,0.6629888193092579,147.33610698746668,180.44914140370227,180.44914140370227,719.53,21707.928422222223,32561.892633333337,32561.892633333337
5516,1,78.21,1,78.21,NaN,78.21,78.21,78.21,NaN,0.0,NaN,NaN,78.21,0.0,NaN,NaN
6104,6,101.84,4,308.31,-0.723303523355197,7.95,308.31,7.95,1.0803364044511083,120.5169347021405,139.16096938437875,139.16096938437875,407.36,14524.331549999999,19365.7754,19365.7754
4597,5,361.34,3,928.08,-1.5000000000000004,3.3,928.08,3.3,0.6358069519863092,405.35686302318857,496.45873907103305,496.45873907103305,1084.02,164314.18640000004,246471.27960000007,246471.27960000007
6329,6,432.0,1,432.0,NaN,432.0,432.0,432.0,NaN,0.0,NaN,NaN,432.0,0.0,NaN,NaN
6301,5,1432.025,4,4090.28,-0.6756697214642071,427.23,4090.28,427.23,1.1431559852742474,1537.320743639726,1775.145090342383,1775.145090342383,5728.1,2363355.0688250004,3151140.091766667,3151140.091766667
6279,5,373.6,4,1074.0,-0.7565771182016414,3.75,1074.0,3.75,1.0084179715162,412.9106653381576,476.78816756850557,476.78816756850557,1494.4,170495.21755,227326.95673333333,227326.95673333333
4806,3,306.88,1,306.88,NaN,306.88,306.88,306.88,NaN,0.0,NaN,NaN,306.88,0.0,NaN,NaN
