customer_country,open_dt_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
AUS,22,360.32909090909095,22,164.8,5.2417666630456665,763.72,1305.6,53.1,2.083931432638424,261.61095393227583,267.7673480913909,267.7673480913909,7927.240000000001,68440.29121735536,71699.35270389609,71699.35270389609
RUS,7,316.5380821917809,73,382.69,2.6214659311263455,15.0,1373.46,5.9,1.5934742102207884,296.45451722880375,298.5061300629516,298.5061300629516,23107.280000000006,87885.2807853631,89105.9096851598,89105.9096851598
MEX,22,328.09336363636373,110,450.92,15.307741066974383,15.9,2221.02,1.25,3.384105239614898,326.09501640215586,327.587449903768,327.587449903768,36090.27000000001,106337.95972232231,107313.53733445371,107313.53733445371
PRT,28,302.913947368421,38,139.86,-0.1532824926758103,29.17,901.6,1.95,1.0864851288842037,281.9187542681446,285.7030679487858,285.7030679487858,11510.729999999998,79478.1840081025,81626.24303534851,81626.24303534851
DEU,6,379.3514,50,405.16,8.492010975572596,25.05,1991.26,7.5,2.522376547981941,338.3929036845187,341.8284527153278,341.8284527153278,18967.57,114509.75726403996,116846.69108575507,116846.69108575507
RUS,14,307.4142307692307,26,676.1,-0.5623863773869564,5.9,842.94,5.9,0.4043044170613238,222.3480081586084,226.7513664818464,226.7513664818464,7992.769999999999,49438.63673210059,51416.18220138461,51416.18220138461
IND,19,416.1249122807017,57,1822.88,6.954379742419382,27.25,3091.98,7.65,2.429124729797908,572.6267008779155,577.7168160993846,577.7168160993846,23719.12,327901.3385583257,333756.7196040101,333756.7196040101
FRA,24,425.31,11,488.46,-0.3511969915601507,44.9,737.8,44.9,-0.2130493245267664,185.46472185983365,194.51704131000966,194.51704131000966,4678.41,34397.16305454545,37836.87936,37836.87936
TUR,17,291.69481012658235,79,362.45,1.0754917680094485,1.65,1163.75,1.65,1.2868320051401216,274.8706605985356,276.62704051808964,276.62704051808964,23043.890000000007,75553.88005787534,76522.51954579682,76522.51954579682
PRT,30,346.2456363636363,55,273.3,7.661998393909695,3.75,2340.05,3.75,2.596362983748477,428.2501369941453,432.1972263042078,432.1972263042078,19043.51,183398.1798355042,186794.4424250506,186794.4424250506
GRC,24,439.31818181818187,33,255.0,23.51789574094083,9.95,5683.06,2.95,4.857901575603641,964.327653843024,979.2793618091524,979.2793618091524,14497.500000000002,929927.8239663912,958988.0684653409,958988.0684653409
USA,27,236.8877358490565,53,113.92,4.242586029418537,11.15,1018.22,8.5,1.7320281520670473,194.54110076135495,196.40278050712237,196.40278050712237,12555.049999999994,37846.23988543966,38574.05219092889,38574.05219092889
AUS,18,356.61616666666674,60,25.2,10.140695495726067,54.75,2675.28,4.41,2.6241504790307926,444.29617785921323,448.0455791663169,448.0455791663169,21396.970000000005,197399.09366030566,200744.84101048033,200744.84101048033
NLD,20,343.91224137931033,58,293.45,11.237102816989417,8.85,2002.5,2.1,2.61741251649795,313.198208510109,315.93361597875963,315.93361597875963,19946.91,98093.11781394172,99814.04970541438,99814.04970541438
BRA,13,739.2,1,739.2,NaN,739.2,739.2,739.2,NaN,0.0,NaN,NaN,739.2,0.0,NaN,NaN
CAN,31,458.5889552238805,67,303.9,20.546480286913578,145.0,4418.0,0.0,4.283362089203812,655.2103468105225,660.1554007135867,660.1554007135867,30725.459999999992,429300.5985675652,435805.15309131617,435805.15309131617
CAN,28,150.93428571428572,14,21.6,0.3309863190575544,7.5,434.74,7.5,1.1076329496023978,120.53884481860642,125.08907089407474,125.08907089407474,2113.08,14529.61311020408,15647.275657142854,15647.275657142854
NOR,8,337.7616,50,226.14,2.632927019285698,35.8,1382.88,12.48,1.5356490166724595,292.3013999785838,295.2690029645399,295.2690029645399,16888.079999999998,85440.10842944,87183.78411167346,87183.78411167346
NLD,10,381.0239285714286,56,155.52,23.095976857599805,23.7,3962.06,5.95,4.400709447562582,582.7644811759556,588.0384753821303,588.0384753821303,21337.34,339614.4405202806,345789.24852974026,345789.24852974026
CAN,15,214.7045714285714,35,164.25,-0.1750161891030162,20.0,712.24,0.48,0.7661453306182819,189.35308109972542,192.11750588304727,192.11750588304727,7514.659999999999,35854.58932195919,36909.1360667227,36909.1360667227
DEU,10,579.2715116279068,86,855.86,23.465812904083325,96.15,7630.56,5.8,4.741290388846142,1196.2101999605152,1203.226155721767,1203.226155721767,49817.34999999998,1430918.8424895755,1447753.181812982,1447753.181812982
CAN,20,292.9928358208955,67,199.65,9.217607273976066,125.0,1976.58,2.16,2.747668620708155,335.4004301557685,337.93179006835976,337.93179006835976,19630.519999999997,112493.44854867454,114197.89473880598,114197.89473880598
ZAF,1,791.8459504132232,121,4076.48,68.20617104316186,29.88,19150.66,2.42,7.601198374910193,1908.9678712198686,1916.9054018028548,1916.9054018028548,95813.36000000002,3644158.333349717,3674526.3194609648,3674526.3194609648
PRT,19,407.75812500000006,64,1485.72,3.9647255558495607,125.0,2024.57,0.77,1.8641074401805517,389.94663735838185,393.0292674423494,393.0292674423494,26096.520000000004,152058.37998710937,154472.00506626983,154472.00506626983
FIN,14,336.77,110,1024.68,2.8932716336234874,18.75,1764.72,3.3,1.405881436463259,313.15865922157496,314.59188711784503,314.59188711784503,37044.7,98068.34584545452,98968.05544036695,98968.05544036695
ZAF,3,246.9322388059703,67,842.12,3.4402390234357956,16.65,1087.7,3.95,1.6792241165306978,225.30115241618802,227.00156259521515,227.00156259521515,16544.46000000001,50760.60928006238,51529.70942066939,51529.70942066939
CAN,17,208.83869565217387,23,301.12,0.45167866179965754,330.24,722.41,5.7,1.076607721151595,194.79098678604532,199.1688589501232,199.1688589501232,4803.289999999999,37943.528533081284,39668.23437549407,39668.23437549407
ESP,29,281.95151515151514,33,129.75,4.787260892845558,19.9,1224.6,19.9,2.137036240426401,254.29800186444598,258.2408416711183,258.2408416711183,9304.4,64667.47375224977,66688.33230700757,66688.33230700757
CAN,4,259.6686956521739,23,74.25,13.913410420634303,2.95,2198.13,2.95,3.7651996560794996,436.7085079298304,446.5234077474587,446.5234077474587,5972.379999999999,190714.32089829873,199383.15366640323,199383.15366640323
DEU,28,322.1276923076923,26,479.35,0.7752038009353246,48.33,1304.7,2.49,1.225136702212131,349.4279137974361,356.3479502094288,356.3479502094288,8375.32,122099.8669408284,126983.86161846154,126983.86161846154
NLD,6,330.79540000000003,50,263.3,4.459609672818929,269.96,1622.48,2.1,2.0631391731530506,332.6736829038931,336.05116729092293,336.05116729092293,16539.77,110671.77929684002,112930.38703759186,112930.38703759186
AUT,20,410.2496774193548,31,247.54,18.81999699868455,26.0,3609.8,1.45,4.236895217949286,627.7544479794312,638.131257545467,638.131257545467,12717.739999999998,394075.64695796045,407211.50185655913,407211.50185655913
CHE,31,238.59833333333333,6,101.8,-1.181204485915044,12.85,393.4,12.85,-0.6165815129298043,134.99905128267463,147.88405125863525,147.88405125863525,1431.59,18224.743847222217,21869.69261666666,21869.69261666666
JPN,16,302.37249999999995,76,175.53,9.484543526310162,2210.64,2210.64,6.25,2.7263382138471073,363.47266339736063,365.8877907195957,365.8877907195957,22980.309999999998,132112.37703717104,133873.87539766668,133873.87539766668
NOR,4,290.1220909090909,110,334.3,19.13008267411305,57.3,2764.29,1.25,3.596501932074441,364.63894574345835,366.3077825893086,366.3077825893086,31913.429999999997,132961.56075290078,134181.3915854962,134181.3915854962
GRC,31,455.0252325581396,86,444.98,75.77801331254284,5.95,13249.94,0.5,8.67958755232697,1410.3191265881262,1418.5908639480956,1418.5908639480956,39132.170000000006,1989000.0388202951,2012400.0392770045,2012400.0392770045
RUS,16,317.34579545454557,88,215.58,7.0665127232218445,18.4,1867.98,4.1,2.172568574310345,297.85183772046497,299.55873901657264,299.55873901657264,27926.430000000008,88715.71723345818,89735.43812119908,89735.43812119908
JPN,13,285.0961403508772,57,135.0,2.480570247925251,0.95,1294.32,0.95,1.5202329206214649,272.6997680874109,275.12381369741246,275.12381369741246,16250.480000000001,74365.16351492768,75693.11286340853,75693.11286340853
ITA,15,272.79714285714283,42,1003.2,1.2368150193132816,4.95,1003.2,1.25,1.1755208579264524,227.5846921298459,230.3433951816999,230.3433951816999,11457.479999999998,51794.792091836745,53058.07970383276,53058.07970383276
PRT,9,354.20999999999987,76,122.15,25.238086550068633,18.0,3527.64,8.67,4.48868834640575,471.54215195016167,474.6753568633337,474.6753568633337,26919.959999999992,222352.00106578937,225316.69441333323,225316.69441333323
AUT,11,233.5990322580645,31,311.24,1.8666537898345377,3.3,905.65,0.85,0.987010702011683,199.68025060007474,202.98097422098195,202.98097422098195,7241.57,39872.20247970865,41201.275895698935,41201.275895698935
FRA,12,352.138857142857,105,397.6,67.28237280760186,3.18,6260.9,2.1,7.637040964971299,637.8441167129793,640.9033386606546,640.9033386606546,36974.57999999998,406845.11722536065,410757.08950637374,410757.08950637374
RUS,5,472.9280392156862,51,72.82,19.77338752916201,25.0,4091.46,3.3,4.03990875431114,623.9756216235286,630.1844872004374,630.1844872004374,24119.329999999998,389345.5763804689,397132.4879080783,397132.4879080783
MEX,28,352.93655172413787,29,369.5,19.088877483728158,114.0,3680.4,29.85,4.398817536494251,661.9348436904934,673.6514142411589,673.6514142411589,10235.159999999998,438157.7372915579,453806.2279091136,453806.2279091136
CHN,14,243.5695555555556,45,1003.2,1.1813623435954321,64.0,1013.01,1.9,1.3001425223050926,259.77690795463155,262.71233342120837,262.71233342120837,10960.630000000003,67484.04190646912,69017.77013161615,69017.77013161615
FRA,3,389.0128125000001,32,76.5,-0.5465797902233209,5.6,1088.69,3.75,0.7070744440996082,312.6428320307613,317.64543498884734,317.64543498884734,12448.410000000003,97745.54042021485,100898.62236925404,100898.62236925404
PRT,4,251.26588235294116,17,286.5,0.21240063751673866,17.7,596.8,17.7,0.429565839838932,140.00099508296879,144.30972260466476,144.30972260466476,4271.5199999999995,19600.278624221446,20825.296038235287,20825.296038235287
SWE,3,273.2145555555556,90,50.4,0.8807451024340218,335.4,1101.86,1.39,1.1167175139569958,255.77337383864352,257.2062891054926,257.2062891054926,24589.31,65420.018764802495,66155.07515541825,66155.07515541825
BRA,29,424.7753398058252,103,449.98,4.0973908484764605,18.0,2353.0,1.01,1.853288117584897,475.11844056067406,477.4417719734297,477.4417719734297,43751.85999999999,225737.53256080678,227950.64562512844,227950.64562512844
AUT,22,240.01321428571427,28,81.75,0.235466602640523,19.36,981.95,6.48,1.1755335142849668,278.46448923456717,283.5743556165821,283.5743556165821,6720.37,77542.47176466837,80414.4151633598,80414.4151633598
AUT,27,407.2520481927712,83,230.56,56.74637418503927,19.8,7786.0,1.25,7.261332370073003,881.3396776126438,886.6974149711306,886.6974149711306,33801.92000000001,776759.6273343589,786232.3057164853,786232.3057164853
CHE,12,326.46656250000007,32,452.52,9.006416592208428,18.75,1800.0,4.25,2.712773497770327,336.563889473542,341.9492536545433,341.9492536545433,10446.930000000002,113275.25169755862,116929.29207489922,116929.29207489922
NOR,29,476.16428571428577,42,165.65,22.77022872617284,80.0,6155.72,3.6,4.621400036610202,993.6056660445926,1005.6498108313286,1005.6498108313286,19998.9,987252.2195959183,1011331.542025087,1011331.542025087
ITA,5,189.18899999999996,10,183.25,2.1703696393910956,8.3,679.68,8.3,1.6676238900627516,184.79157434526067,194.787422446454,194.787422446454,1891.8899999999996,34147.925949,37942.13994333333,37942.13994333333
DNK,31,240.58931034482765,29,199.65,0.4964730728086644,8.95,786.52,5.0,1.0196650816570827,209.01940952491722,212.71915532543025,212.71915532543025,6977.090000000002,43689.11355814506,45249.43904236452,45249.43904236452
BRA,28,325.9803773584905,106,379.75,1.660382990570386,25.68,1325.23,2.55,1.4663186224929765,315.68316862431516,317.1828595769009,317.1828595769009,34553.91999999999,99655.86295268779,100604.96640938005,100604.96640938005
CHE,23,321.4527272727273,55,281.0,3.3785115527469847,381.95,1537.2,2.08,1.6640088666086785,341.915891164397,345.067256318482,345.067256318482,17679.9,116906.4766307438,119071.41138316497,119071.41138316497
GBR,22,135.482,5,114.85,0.0223623088953957,443.6,443.6,18.83,1.3384268363781706,157.65835358775,176.26739792145344,176.26739792145344,677.41,24856.156456000004,31070.195570000007,31070.195570000007
JPN,12,339.1974418604651,43,330.0,7.838602365132946,32.65,2044.1,1.65,2.5918064883753984,383.4815461500618,388.01994727255374,388.01994727255374,14585.49,147058.09623764196,150559.47948139536,150559.47948139536
GRC,16,325.26278688524593,61,277.05,4.2762297061141075,15.9,1592.49,1.6,1.851357771851382,318.7781425860216,321.42364971135913,321.42364971135913,19841.030000000002,101619.50419059393,103313.1625937705,103313.1625937705
JPN,21,291.05487804878044,82,202.12,0.8256083185586625,25.4,1062.1,2.1,1.1113801052749006,247.51678406378386,249.03997865008407,249.03997865008407,23866.499999999996,61264.55839327781,62020.910966034324,62020.910966034324
GRC,13,382.3639215686274,51,272.01,13.78340837289694,3.75,3209.15,3.67,3.355285283031597,532.5151740342975,537.8139629912129,537.8139629912129,19500.559999999998,283572.4105767782,289243.8587883137,289243.8587883137
IND,21,482.08194444444445,36,1631.3,12.540125725975352,12.75,4090.28,4.63,3.343119819741665,748.715314658751,759.3359205170922,759.3359205170922,17354.95,560574.6224045525,576591.0401875398,576591.0401875398
CHN,25,145.87800000000001,10,146.85,-1.1121092309950016,30.0,310.49,17.7,0.10995300563397867,96.42179958909708,101.63750093127811,101.63750093127811,1458.7800000000002,9297.163436000003,10330.181595555558,10330.181595555558
ESP,4,354.8551351351352,37,717.16,10.867977355240814,29.9,1705.65,11.85,2.755941057887106,286.1594201746842,290.1066331217389,290.1066331217389,13129.640000000001,81887.21375471147,84161.85858123124,84161.85858123124
CHN,20,355.0627586206897,58,322.8,2.6602197904794815,14.95,1683.9,14.95,1.7306869310618118,359.7813705370158,362.92362557330716,362.92362557330716,20593.640000000003,129442.63458549345,131713.55799927405,131713.55799927405
CHE,5,224.7993103448276,29,300.87,2.60688864971229,116.56,957.33,4.95,1.422246359480518,211.45877180182939,215.20169550797544,215.20169550797544,6519.18,44714.81217193816,46311.76974950738,46311.76974950738
MEX,12,256.3364285714286,42,75.78,24.390613763860614,4.5,2640.0,2.95,4.695243957662103,409.67793660631366,414.6439110899941,414.6439110899941,10766.130000000001,167836.01174200675,171929.57300400693,171929.57300400693
CHE,29,373.46568181818185,44,355.75,7.322442823324897,30.0,2221.84,1.45,2.8301204261682975,497.49922796375796,503.25085520276576,503.25085520276576,16432.49,247505.48182453524,253261.42326231513,253261.42326231513
FIN,21,273.89028169014097,71,473.39,7.988540783404314,70.8,1715.85,1.25,2.2845490367716956,281.8935419071085,283.8999269560205,283.8999269560205,19446.21000000001,79463.96896893473,80599.1685256338,80599.1685256338
TUR,15,322.32714285714286,14,56.25,1.1970261408338851,1.65,1219.25,1.65,1.5197404419665257,362.53901542609515,376.22451642661406,376.22451642661406,4512.58,131434.53770612247,141544.88676043958,141544.88676043958
SWE,7,422.7515094339622,53,141.95,11.63664437109151,20.35,3315.07,3.75,3.4577109394396794,650.1967275774608,656.4188476012397,656.4188476012397,22405.829999999998,422755.78455243877,430885.70348613954,430885.70348613954
MEX,20,390.37860215053746,93,155.52,8.279184770424589,5.98,3155.95,1.25,2.7432035400878294,555.9736929600513,558.987122581688,558.987122581688,36305.209999999985,309106.7472636373,312466.6032121551,312466.6032121551
PRT,24,230.9928139534884,43,163.76,5.001034765100194,12.5,1134.69,6.65,2.074457309113249,237.14326904727977,239.94979595643753,239.94979595643753,9932.691,56236.930054430515,57575.904579536,57575.904579536
MEX,25,1079.2266805555557,72,91.8,15.067063200752571,9.95,10065.0,2.55,3.1899616951920198,1508.5450733060447,1519.1314844024942,1519.1314844024942,77704.32100000001,2275708.23819594,2307760.466902925,2307760.466902925
IND,20,239.38866666666672,60,198.43,0.46040170234614397,5.98,766.95,4.95,0.6902106607736214,177.66842541155762,179.16776360005812,179.16776360005812,14363.320000000003,31566.069388222215,32101.087513446317,32101.087513446317
ITA,11,225.55714285714285,14,165.65,-0.2705737932048069,180.7,471.6,45.0,0.48569746975174466,111.60601900234155,115.81903944905217,115.81903944905217,3157.7999999999997,12455.903477551023,13414.049898901101,13414.049898901101
SWE,25,278.4042857142858,49,128.7,1.729950496959261,2.9,1096.65,1.7,1.3766586190755863,264.41436944959815,267.15448791382863,267.15448791382863,13641.810000000003,69914.95877142859,71371.52041250002,71371.52041250002
ESP,27,285.435,12,557.07,-1.4010945491248716,29.95,557.07,18.25,-0.04347234237435892,180.0150648556948,188.01960316075363,188.01960316075363,3425.2200000000003,32405.423575000004,35351.371172727275,35351.371172727275
MEX,27,766.0917543859651,57,510.95,23.2641992345854,1652.8,8281.12,4.41,4.367824657107426,1213.6054442483369,1224.3932603511407,1224.3932603511407,43667.23000000001,1472838.1743092032,1499138.8559932963,1499138.8559932963
FRA,16,207.8633333333333,30,310.57,1.2881563342060254,1.65,856.63,1.65,1.2181151158608694,207.59027171061965,211.13908043054815,211.13908043054815,6235.899999999999,43093.72090888889,44579.71128505748,44579.71128505748
FRA,29,405.32174999999995,40,111.75,8.640067167177659,16.25,2505.84,5.2,2.6882581125802374,461.06748408930065,466.9411920194568,466.9411920194568,16212.869999999999,212583.22488443748,218034.07680455127,218034.07680455127
AUS,30,305.2363265306122,49,254.39,5.28513435187871,3.73,1693.88,3.39,2.214886235490595,334.9285372860104,338.39939203239,338.39939203239,14956.579999999996,112177.12508854644,114514.14852789116,114514.14852789116
AUS,12,229.0470588235294,17,288.05,-0.5699958852827063,6.65,614.64,6.65,0.487844211462764,177.084871535215,182.53490750965642,182.53490750965642,3893.7999999999997,31359.0517266436,33318.99245955882,33318.99245955882
ZAF,2,325.0267857142858,84,277.35,20.362938630136338,15.0,3108.64,0.84,3.8055634831820386,423.38644424944937,425.92932863982014,425.92932863982014,27302.250000000004,179256.08117419208,181415.7929955679,181415.7929955679
ESP,20,389.33617647058827,102,143.12,9.227784983181735,3.77,2786.4,1.69,2.8506374911908945,504.398702422963,506.88957536132887,506.88957536132887,39712.29,254418.0510059688,256937.0416099883,256937.0416099883
PRT,16,348.3513333333334,90,159.26,9.245876114290725,130.0,2350.98,3.0,2.585218695396027,368.3681789918583,370.43188241640564,370.43188241640564,31351.620000000006,135695.11529377775,137219.77951056178,137219.77951056178
GRC,3,135.76533333333336,15,122.15,-0.5291673365576397,5.95,391.46,1.45,0.6369299098404243,116.754582086624,120.8524739900835,120.8524739900835,2036.4800000000002,13631.632438222221,14605.32046952381,14605.32046952381
RUS,11,301.24080645161285,62,403.25,7.246363067012345,20.8,1829.84,3.75,2.570070556245101,360.5032274397983,363.44615975905054,363.44615975905054,18676.929999999997,129962.57699451095,132093.1110436013,132093.1110436013
USA,9,299.42368421052635,19,363.53,1.3683271717506909,19.9,677.9,19.9,0.3230207324274612,138.34904831850892,142.14013512534132,142.14013512534132,5689.05,19140.459170637114,20203.818013450287,20203.818013450287
MEX,18,352.88787878787883,66,161.0,29.83299145543109,30.81,4366.78,1.95,5.012137858934476,591.3668766497924,595.8984898673604,595.8984898673604,23290.600000000002,349714.7827985308,355095.0102262005,355095.0102262005
ITA,25,267.225,72,33.0,0.5017315414927315,3.75,808.91,2.95,0.752597547229483,186.4843405177318,187.79301861207895,187.79301861207895,19240.2,34776.40925833334,35266.21783943663,35266.21783943663
AUT,9,641.0963636363635,44,207.5,12.653122763703353,22.5,6207.67,4.64,3.6513807736794925,1210.7922286463574,1224.7902917017814,1224.7902917017814,28208.239999999998,1466017.8209504134,1500111.2586469345,1500111.2586469345
NLD,22,265.6364062500001,64,155.64,2.420474225743109,19.95,1193.34,5.64,1.358817160471195,240.44873949144016,242.34954962030704,242.34954962030704,17000.730000000007,57815.59632302246,58733.30420116567,58733.30420116567
FRA,10,478.91591549295765,71,208.97,48.079225624148215,8.85,8322.12,2.1,6.639679144981712,1011.4979320936824,1018.6972964857442,1018.6972964857442,34003.02999999999,1023128.0666297957,1037744.1818673642,1037744.1818673642
ITA,3,334.8563636363636,33,671.21,7.002266521188176,13.66,1909.36,7.5,2.4521163239679793,380.0423958313087,385.9348773904266,385.9348773904266,11050.259999999998,144432.2226292011,148945.72958636362,148945.72958636362
FIN,9,2088.731538461539,52,215.16,45.391804495200184,77.85,77183.6,8.75,6.833826642226476,10602.97462137692,10706.420725865426,10706.420725865426,108614.04000000002,1.1242307082156304E8,1.1462744475924075E8,1.1462744475924075E8
ITA,24,365.64538461538456,13,787.4,-0.4422268872285322,3.75,787.4,3.75,-0.0914854345115893,216.0433642231394,224.8650628567936,224.8650628567936,4753.389999999999,46674.73522485207,50564.29649358974,50564.29649358974
JPN,5,663.7964179104476,67,534.0,0.512650825004898,15.9,2251.2,15.0,1.1314965292856973,546.1720193314569,550.2941307863307,550.2941307863307,44474.35999999999,298303.8747006014,302823.6303778832,302823.6303778832
PRT,14,393.8581818181818,22,249.86,2.5416592785861383,4.15,1524.77,4.15,1.4333511175059852,349.7003561315207,357.92972572621227,357.92972572621227,8664.88,122290.3390785124,128113.68855844156,128113.68855844156
BRA,22,430.9650000000001,56,203.1,45.11072934208617,27.45,7952.68,0.85,6.680949140127187,1044.137546296327,1053.586947465225,1053.586947465225,24134.040000000005,1090223.2155857142,1110045.4558690907,1110045.4558690907
NLD,28,463.9063636363637,22,252.2,-0.2296527744358654,9.95,1462.45,3.9,0.9714144168752911,409.11336083541636,418.7408747724478,418.7408747724478,10205.940000000002,167373.74201404958,175343.9202051948,175343.9202051948
CHN,31,517.3662499999999,8,1495.2,1.027270893471492,197.09,1495.2,157.18,1.465567626457099,414.4445457156331,443.0598559671626,443.0598559671626,4138.929999999999,171764.2814734375,196302.03596964286,196302.03596964286
MEX,30,258.40700000000004,20,683.98,-0.125543223399478,37.6,937.0,3.4,1.0371429255007651,274.36328429839153,281.4907902971344,281.4907902971344,5168.14,75275.21177100003,79237.0650221053,79237.0650221053
AUS,25,302.4787878787879,33,17.4,4.3536835657106066,1.79,1286.41,1.79,1.8493533365688009,267.3626038735521,271.508007729026,271.508007729026,9981.800000000001,71482.76195004591,73716.59826098484,73716.59826098484
JPN,7,505.04275862068977,58,22.2,2.480472203575399,102.0,2251.94,5.8,1.6079157530555441,527.6048411217893,532.212831153936,532.212831153936,29292.480000000007,278366.8683751485,283250.49764488795,283250.49764488795
CAN,7,283.3384507042254,71,353.19,2.397470757856813,7.62,1266.23,1.68,1.5865553097768115,271.2188221617055,273.14922959880846,273.14922959880846,20117.030000000002,73559.64949478282,74610.50163042257,74610.50163042257
NOR,24,166.18999999999997,22,413.1,-0.9317446981820012,63.79,419.58,1.95,0.5891907385491884,138.58972285785907,141.8511037270117,141.8511037270117,3656.1799999999994,19207.111281818183,20121.73562857143,20121.73562857143
USA,26,305.1820833333333,24,122.7,9.685628085716147,12.6,1542.08,6.75,2.821717929147431,297.2708952142692,303.6645491467756,303.6645491467756,7324.369999999999,88369.98514149305,92212.15840851449,92212.15840851449
FIN,17,213.25634615384615,52,163.04,0.05676442113980906,7.0,709.79,2.5,0.6564424461807543,174.70445612110893,176.40893020200275,176.40893020200275,11089.33,30521.64698857248,31120.11065501508,31120.11065501508
FIN,18,281.2751685393259,89,201.75,1.8420793675004914,39.12,1025.34,4.95,1.3077879203047513,221.66577181819957,222.92167859277168,222.92167859277168,25033.49,49135.71439575812,49694.07478661901,49694.07478661901
JPN,28,543.2995348837211,86,408.0,32.22731603330018,11.7,8801.51,1.65,5.650374177790692,1302.1774428740566,1309.8149127207494,1309.8149127207494,46723.76000000001,1695666.0927300171,1715615.1055856645,1715615.1055856645
ITA,4,1501.8987234042554,47,159.55,29.486709144239207,238.0,22775.93,9.95,5.224110163891595,3405.1744648125064,3441.988231616959,3441.988231616959,70589.24,1.1595213135811139E7,1.1847282986589642E7,1.1847282986589642E7
NLD,29,375.7686666666667,60,356.91,15.044374731058685,78.0,2626.3,2.1,3.075110268948315,394.6498849759817,397.9803227972275,397.9803227972275,22546.120000000003,155748.5317115556,158388.33733378537,158388.33733378537
ZAF,26,337.5728571428572,28,102.0,6.340221730795562,18.65,1754.97,10.08,2.658206173808073,418.223145904681,425.89760522016917,425.89760522016917,9452.04,174910.5997704081,181388.77013227507,181388.77013227507
ESP,16,525.9268333333334,180,842.12,5.936643878487862,91.27,3547.34,1.25,2.3770230685913485,680.939075660693,682.8384909978643,682.8384909978643,94666.83000000002,463678.02476163895,466268.40478824027,466268.40478824027
TUR,10,436.6958181818182,110,259.65,3.7252413321581583,7.25,2482.44,3.75,2.024060138996351,529.9242504759641,532.3495457578512,532.3495457578512,48036.54,280819.71124251233,283396.03886859043,283396.03886859043
MEX,4,280.78585365853667,41,152.05,3.3493933779967806,7.33,1141.24,7.33,1.6654825999102514,230.13898550367668,232.9979645080146,232.9979645080146,11512.220000000003,52963.9526486615,54288.05146487804,54288.05146487804
ESP,15,211.83368421052634,19,161.03,1.5073818020108858,3.25,737.7,3.25,1.5255073056995416,184.4460836413642,189.5003367986021,189.5003367986021,4024.8400000000006,34020.35777063712,35910.37764678363,35910.37764678363
CHN,6,348.1261904761905,84,318.14,15.811707781659802,16.95,2520.28,7.9,3.30458836664999,352.96150563045273,355.08141361347884,355.08141361347884,29242.600000000002,124581.82445691612,126082.81029374644,126082.81029374644
AUS,29,354.99122448979614,147,390.79,99.64618841517179,40.0,8980.88,1.65,9.377005316035698,778.8497448412735,781.5124867790922,781.5124867790922,52183.71000000003,606606.9250393168,610761.7669916408,610761.7669916408
CHE,30,264.1368,25,151.2,-0.7887239800939461,15.28,609.95,15.28,0.5448291084295735,168.5725787361634,172.0486677203091,172.0486677203091,6603.42,28416.714301760003,29600.744064333336,29600.744064333336
JPN,4,2115.685135135135,37,326.4,7.59210273172306,18.0,22998.4,13.44,3.000094030015514,5516.107593638159,5592.195430612612,5592.195430612612,78280.35,3.042744298459256E7,3.1272649734164577E7,3.1272649734164577E7
FRA,26,828.7860000000001,25,201.6,14.898915967872526,51.19,8345.2,5.48,3.873804132007754,1635.2097376618083,1668.928949875738,1668.928949875738,20719.65,2673910.886144,2785323.839733334,2785323.839733334
AUS,9,346.08615384615393,39,301.24,11.106475090603777,1.7,2924.0,1.7,3.1511819902627503,543.4817868276841,550.5864254526374,550.5864254526374,13497.360000000002,295372.4526134123,303145.4118927126,303145.4118927126
USA,31,315.75738095238097,42,11.6,6.487241766703727,2.08,1463.64,2.08,1.9478699063508373,262.2399221274791,265.4187039107384,265.4187039107384,13261.810000000001,68769.7767574263,70447.08838565621,70447.08838565621
AUT,16,257.54886363636365,44,111.75,14.330458204100502,21.25,1757.55,6.24,3.429510988045179,287.99708708451067,291.32664379077926,291.32664379077926,11332.15,82942.3221691632,84871.21338239957,84871.21338239957
ITA,13,337.96923076923076,39,480.68,5.974150478397728,4.16,1693.88,1.45,2.2330524826430165,329.45504034253395,333.761824969974,333.761824969974,13180.8,108540.62360710069,111396.95580728754,111396.95580728754
FRA,15,404.62812500000007,32,300.66,0.9511768192193872,33.45,1363.2,6.95,1.366971609799628,353.7057493740162,359.36540072958087,359.36540072958087,12948.100000000002,125107.75714023436,129143.49124153225,129143.49124153225
FIN,3,328.2104918032787,61,571.0,9.37331941207184,4.15,1866.3,4.15,2.466628095633058,299.4425242829389,301.9275670941969,301.9275670941969,20020.840000000004,89665.82534893847,91160.25577142077,91160.25577142077
