customer_id,txn_timestamp_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
13098,12,1105.1000000000001,2,2180.3,-1.999999999999998,29.9,2180.3,29.9,3.836209565706189E-16,1075.2,1520.5624222635518,1520.5624222635518,2210.2000000000003,1156055.04,2312110.08,2312110.08
70411,14,734.24,1,734.24,NaN,734.24,734.24,734.24,NaN,0.0,NaN,NaN,734.24,0.0,NaN,NaN
69748,17,387.4,1,387.4,NaN,387.4,387.4,387.4,NaN,0.0,NaN,NaN,387.4,0.0,NaN,NaN
70087,21,1035.0,1,1035.0,NaN,1035.0,1035.0,1035.0,NaN,0.0,NaN,NaN,1035.0,0.0,NaN,NaN
69918,21,203.885,2,295.96,-1.999999999999999,111.81,295.96,111.81,0.0,92.07499999999999,130.2137137555027,130.2137137555027,407.77,8477.805624999997,16955.611249999994,16955.611249999994
69930,28,219.02,1,219.02,NaN,219.02,219.02,219.02,NaN,0.0,NaN,NaN,219.02,0.0,NaN,NaN
70115,4,306.72,1,306.72,NaN,306.72,306.72,306.72,NaN,0.0,NaN,NaN,306.72,0.0,NaN,NaN
16685,7,241.74,1,241.74,NaN,241.74,241.74,241.74,NaN,0.0,NaN,NaN,241.74,0.0,NaN,NaN
70221,8,690.11,1,690.11,NaN,690.11,690.11,690.11,NaN,0.0,NaN,NaN,690.11,0.0,NaN,NaN
15555,10,167.47,1,167.47,NaN,167.47,167.47,167.47,NaN,0.0,NaN,NaN,167.47,0.0,NaN,NaN
69956,12,483.745,2,781.14,-2.0000000000000004,186.35,781.14,186.35,0.0,297.395,420.5800423819466,420.5800423819466,967.49,88443.786025,176887.57205,176887.57205
18122,14,442.88,1,442.88,NaN,442.88,442.88,442.88,NaN,0.0,NaN,NaN,442.88,0.0,NaN,NaN
70133,15,188.55,1,188.55,NaN,188.55,188.55,188.55,NaN,0.0,NaN,NaN,188.55,0.0,NaN,NaN
70189,19,427.7,1,427.7,NaN,427.7,427.7,427.7,NaN,0.0,NaN,NaN,427.7,0.0,NaN,NaN
14286,23,642.77,1,642.77,NaN,642.77,642.77,642.77,NaN,0.0,NaN,NaN,642.77,0.0,NaN,NaN
17511,24,949.8050000000001,2,1820.89,-1.9999999999999978,78.72,1820.89,78.72,3.6071025501159833E-16,871.085,1231.9002209797675,1231.9002209797675,1899.6100000000001,758789.077225,1517578.15445,1517578.15445
70307,25,344.14,1,344.14,NaN,344.14,344.14,344.14,NaN,0.0,NaN,NaN,344.14,0.0,NaN,NaN
69930,26,94.235,2,169.48,-2.0000000000000018,18.99,169.48,18.99,0.0,75.24499999999999,106.41249950076353,106.41249950076353,188.47,5661.810024999999,11323.620049999998,11323.620049999998
70062,28,178.48,1,178.48,NaN,178.48,178.48,178.48,NaN,0.0,NaN,NaN,178.48,0.0,NaN,NaN
13756,2,610.76,1,610.76,NaN,610.76,610.76,610.76,NaN,0.0,NaN,NaN,610.76,0.0,NaN,NaN
69670,5,94.34,2,151.08,-1.9999999999999993,37.6,151.08,37.6,0.0,56.74000000000001,80.24247752904942,80.24247752904942,188.68,3219.427600000001,6438.855200000002,6438.855200000002
70131,7,1522.31,1,1522.31,NaN,1522.31,1522.31,1522.31,NaN,0.0,NaN,NaN,1522.31,0.0,NaN,NaN
70134,11,466.6,1,466.6,NaN,466.6,466.6,466.6,NaN,0.0,NaN,NaN,466.6,0.0,NaN,NaN
13146,11,228.91,1,228.91,NaN,228.91,228.91,228.91,NaN,0.0,NaN,NaN,228.91,0.0,NaN,NaN
16898,11,189.34,1,189.34,NaN,189.34,189.34,189.34,NaN,0.0,NaN,NaN,189.34,0.0,NaN,NaN
69546,12,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
12912,14,139.92,1,139.92,NaN,139.92,139.92,139.92,NaN,0.0,NaN,NaN,139.92,0.0,NaN,NaN
16762,18,613.78,1,613.78,NaN,613.78,613.78,613.78,NaN,0.0,NaN,NaN,613.78,0.0,NaN,NaN
17555,18,287.81,1,287.81,NaN,287.81,287.81,287.81,NaN,0.0,NaN,NaN,287.81,0.0,NaN,NaN
12395,18,265.83,1,265.83,NaN,265.83,265.83,265.83,NaN,0.0,NaN,NaN,265.83,0.0,NaN,NaN
17133,22,177.47500000000002,2,285.35,-2.0000000000000018,69.6,285.35,69.6,0.0,107.87500000000001,152.55828804099764,152.55828804099764,354.95000000000005,11637.015625000004,23274.031250000007,23274.031250000007
70095,26,69.36,1,69.36,NaN,69.36,69.36,69.36,NaN,0.0,NaN,NaN,69.36,0.0,NaN,NaN
12627,27,566.98,1,566.98,NaN,566.98,566.98,566.98,NaN,0.0,NaN,NaN,566.98,0.0,NaN,NaN
16376,1,61.125,2,112.76,-1.999999999999997,9.49,112.76,9.49,4.228122907583787E-16,51.635000000000005,73.02291729313477,73.02291729313477,122.25,2666.1732250000005,5332.346450000001,5332.346450000001
13890,1,154.45,1,154.45,NaN,154.45,154.45,154.45,NaN,0.0,NaN,NaN,154.45,0.0,NaN,NaN
70123,1,311.91,2,616.32,-1.9999999999999978,7.5,616.32,7.5,0.0,304.41,430.5007505219939,430.5007505219939,623.82,92665.44810000001,185330.89620000002,185330.89620000002
13297,2,323.52,1,323.52,NaN,323.52,323.52,323.52,NaN,0.0,NaN,NaN,323.52,0.0,NaN,NaN
14354,4,75.84,1,75.84,NaN,75.84,75.84,75.84,NaN,0.0,NaN,NaN,75.84,0.0,NaN,NaN
69917,8,295.195,2,537.89,-1.9999999999999984,52.5,537.89,52.5,5.212038676622091E-16,242.695,343.2225605201383,343.2225605201383,590.39,58900.863025,117801.72605,117801.72605
70405,9,391.02,1,391.02,NaN,391.02,391.02,391.02,NaN,0.0,NaN,NaN,391.02,0.0,NaN,NaN
14867,6,8.95,1,8.95,NaN,8.95,8.95,8.95,NaN,0.0,NaN,NaN,8.95,0.0,NaN,NaN
70170,11,9.9,1,9.9,NaN,9.9,9.9,9.9,NaN,0.0,NaN,NaN,9.9,0.0,NaN,NaN
69848,31,23.75,1,23.75,NaN,23.75,23.75,23.75,NaN,0.0,NaN,NaN,23.75,0.0,NaN,NaN
69863,23,28.38,1,28.38,NaN,28.38,28.38,28.38,NaN,0.0,NaN,NaN,28.38,0.0,NaN,NaN
13050,25,18.450000000000003,2,18.85,-2.0000000000000018,18.05,18.85,18.05,-4.336808689942007E-16,0.40000000000000036,0.5656854249492386,0.5656854249492386,36.900000000000006,0.16000000000000028,0.32000000000000056,0.32000000000000056
70035,29,44.85,1,44.85,NaN,44.85,44.85,44.85,NaN,0.0,NaN,NaN,44.85,0.0,NaN,NaN
69663,7,5.41,1,5.41,NaN,5.41,5.41,5.41,NaN,0.0,NaN,NaN,5.41,0.0,NaN,NaN
14619,13,14.93,1,14.93,NaN,14.93,14.93,14.93,NaN,0.0,NaN,NaN,14.93,0.0,NaN,NaN
15955,30,9.95,1,9.95,NaN,9.95,9.95,9.95,NaN,0.0,NaN,NaN,9.95,0.0,NaN,NaN
12909,30,14.85,1,14.85,NaN,14.85,14.85,14.85,NaN,0.0,NaN,NaN,14.85,0.0,NaN,NaN
70722,14,102.0,1,102.0,NaN,102.0,102.0,102.0,NaN,0.0,NaN,NaN,102.0,0.0,NaN,NaN
14483,11,7.9,1,7.9,NaN,7.9,7.9,7.9,NaN,0.0,NaN,NaN,7.9,0.0,NaN,NaN
70421,15,24.38,1,24.38,NaN,24.38,24.38,24.38,NaN,0.0,NaN,NaN,24.38,0.0,NaN,NaN
12709,26,8.5,1,8.5,NaN,8.5,8.5,8.5,NaN,0.0,NaN,NaN,8.5,0.0,NaN,NaN
69362,6,15.28,1,15.28,NaN,15.28,15.28,15.28,NaN,0.0,NaN,NaN,15.28,0.0,NaN,NaN
69720,14,12.75,1,12.75,NaN,12.75,12.75,12.75,NaN,0.0,NaN,NaN,12.75,0.0,NaN,NaN
69679,15,12.6,1,12.6,NaN,12.6,12.6,12.6,NaN,0.0,NaN,NaN,12.6,0.0,NaN,NaN
13890,19,7.95,1,7.95,NaN,7.95,7.95,7.95,NaN,0.0,NaN,NaN,7.95,0.0,NaN,NaN
13212,28,7.5,1,7.5,NaN,7.5,7.5,7.5,NaN,0.0,NaN,NaN,7.5,0.0,NaN,NaN
69977,1,17.68,1,17.68,NaN,17.68,17.68,17.68,NaN,0.0,NaN,NaN,17.68,0.0,NaN,NaN
12558,8,269.96,1,269.96,NaN,269.96,269.96,269.96,NaN,0.0,NaN,NaN,269.96,0.0,NaN,NaN
69603,8,60.25,1,60.25,NaN,60.25,60.25,60.25,NaN,0.0,NaN,NaN,60.25,0.0,NaN,NaN
17951,1,295.5,1,295.5,NaN,295.5,295.5,295.5,NaN,0.0,NaN,NaN,295.5,0.0,NaN,NaN
69845,2,1443.2,2,569.4,-2.000000000000002,2317.0,2317.0,569.4,3.5735838294185243E-16,873.8,1235.7398108016105,1235.7398108016105,2886.4,763526.44,1527052.88,1527052.88
69677,5,234.31333333333336,3,555.84,-1.4999999999999996,100.4,555.84,46.7,0.677905794629043,228.40821720964615,279.7417926112102,279.7417926112102,702.94,52170.31368888889,78255.47053333334,78255.47053333334
17381,6,2567.64,1,2567.64,NaN,2567.64,2567.64,2567.64,NaN,0.0,NaN,NaN,2567.64,0.0,NaN,NaN
70009,6,252.67666666666665,3,422.81,-1.5,8.45,422.81,8.45,-0.5543509798490673,177.089278676667,216.88918583768378,216.88918583768378,758.03,31360.61262222222,47040.91893333333,47040.91893333333
18225,9,30.0,1,30.0,NaN,30.0,30.0,30.0,NaN,0.0,NaN,NaN,30.0,0.0,NaN,NaN
16003,15,1181.0,1,1181.0,NaN,1181.0,1181.0,1181.0,NaN,0.0,NaN,NaN,1181.0,0.0,NaN,NaN
16134,15,283.53,1,283.53,NaN,283.53,283.53,283.53,NaN,0.0,NaN,NaN,283.53,0.0,NaN,NaN
69750,16,377.38,2,707.06,-1.9999999999999987,47.7,707.06,47.7,0.0,329.67999999999995,466.2379272431619,466.2379272431619,754.76,108688.90239999996,217377.80479999993,217377.80479999993
69553,20,286.6,1,286.6,NaN,286.6,286.6,286.6,NaN,0.0,NaN,NaN,286.6,0.0,NaN,NaN
69335,5,170.4,1,170.4,NaN,170.4,170.4,170.4,NaN,0.0,NaN,NaN,170.4,0.0,NaN,NaN
15569,11,288.5,1,288.5,NaN,288.5,288.5,288.5,NaN,0.0,NaN,NaN,288.5,0.0,NaN,NaN
13784,11,207.06,2,113.64,-2.0,300.48,300.48,113.64,0.0,93.42000000000002,132.11583099689457,132.11583099689457,414.12,8727.296400000003,17454.592800000006,17454.592800000006
70173,16,266.88666666666666,3,759.06,-1.499999999999998,19.36,759.06,19.36,0.7070704635100435,348.0210876114007,426.23704218818585,426.23704218818585,800.66,121118.67742222222,181678.01613333332,181678.01613333332
69813,17,677.495,2,1096.0,-1.9999999999999987,258.99,1096.0,258.99,0.0,418.505,591.8554469209521,591.8554469209521,1354.99,175146.43502499998,350292.87004999997,350292.87004999997
70109,17,751.6,1,751.6,NaN,751.6,751.6,751.6,NaN,0.0,NaN,NaN,751.6,0.0,NaN,NaN
70111,17,322.78,1,322.78,NaN,322.78,322.78,322.78,NaN,0.0,NaN,NaN,322.78,0.0,NaN,NaN
16931,23,215.16,1,215.16,NaN,215.16,215.16,215.16,NaN,0.0,NaN,NaN,215.16,0.0,NaN,NaN
12709,25,608.7600000000001,3,1116.9,-1.5000000000000018,268.68,1116.9,268.68,0.5918365501620572,366.10783001733245,448.38868719003165,448.38868719003165,1826.2800000000002,134034.9432,201052.41480000003,201052.41480000003
15601,27,283.74,1,283.74,NaN,283.74,283.74,283.74,NaN,0.0,NaN,NaN,283.74,0.0,NaN,NaN
16816,30,249.67,1,249.67,NaN,249.67,249.67,249.67,NaN,0.0,NaN,NaN,249.67,0.0,NaN,NaN
70160,3,113.64,1,113.64,NaN,113.64,113.64,113.64,NaN,0.0,NaN,NaN,113.64,0.0,NaN,NaN
13728,3,158.58,1,158.58,NaN,158.58,158.58,158.58,NaN,0.0,NaN,NaN,158.58,0.0,NaN,NaN
12502,4,744.0666666666666,3,617.25,-1.5000000000000007,1092.35,1092.35,522.6,0.6314242746753462,249.28646952630396,305.3123250596564,305.3123250596564,2232.2,62143.74388888888,93215.61583333332,93215.61583333332
14555,11,162.07,2,197.94,-1.9999999999999991,126.2,197.94,126.2,0.0,35.87,50.72784048232291,50.72784048232291,324.14,1286.6568999999997,2573.3137999999994,2573.3137999999994
15811,16,428.02,2,458.53,-1.9999999999999998,397.51,458.53,397.51,0.0,30.50999999999999,43.147655788003114,43.147655788003114,856.04,930.8600999999994,1861.7201999999988,1861.7201999999988
14665,17,255.66,1,255.66,NaN,255.66,255.66,255.66,NaN,0.0,NaN,NaN,255.66,0.0,NaN,NaN
16145,24,310.08,1,310.08,NaN,310.08,310.08,310.08,NaN,0.0,NaN,NaN,310.08,0.0,NaN,NaN
16745,28,390.65,2,486.65,-2.0,294.65,486.65,294.65,0.0,96.0,135.7645019878171,135.7645019878171,781.3,9216.0,18432.0,18432.0
69643,5,1031.37,1,1031.37,NaN,1031.37,1031.37,1031.37,NaN,0.0,NaN,NaN,1031.37,0.0,NaN,NaN
70366,7,91.54,1,91.54,NaN,91.54,91.54,91.54,NaN,0.0,NaN,NaN,91.54,0.0,NaN,NaN
69815,12,1167.32,2,373.84,-1.9999999999999991,1960.8,1960.8,373.84,0.0,793.48,1122.1501774718035,1122.1501774718035,2334.64,629610.5104,1259221.0208,1259221.0208
70234,13,343.62,1,343.62,NaN,343.62,343.62,343.62,NaN,0.0,NaN,NaN,343.62,0.0,NaN,NaN
69499,14,439.03,1,439.03,NaN,439.03,439.03,439.03,NaN,0.0,NaN,NaN,439.03,0.0,NaN,NaN
16402,18,87.8,1,87.8,NaN,87.8,87.8,87.8,NaN,0.0,NaN,NaN,87.8,0.0,NaN,NaN
70401,18,94.65,1,94.65,NaN,94.65,94.65,94.65,NaN,0.0,NaN,NaN,94.65,0.0,NaN,NaN
17491,22,556.94,1,556.94,NaN,556.94,556.94,556.94,NaN,0.0,NaN,NaN,556.94,0.0,NaN,NaN
69788,22,279.73,1,279.73,NaN,279.73,279.73,279.73,NaN,0.0,NaN,NaN,279.73,0.0,NaN,NaN
69905,23,265.74,2,227.7,-2.0000000000000004,303.78,303.78,227.7,0.0,38.03999999999999,53.79668391267252,53.79668391267252,531.48,1447.0415999999993,2894.0831999999987,2894.0831999999987
69890,27,346.6,1,346.6,NaN,346.6,346.6,346.6,NaN,0.0,NaN,NaN,346.6,0.0,NaN,NaN
70067,28,330.00666666666666,3,315.0,-1.4999999999999998,1.6,673.42,1.6,0.08184780736259474,274.4745624319715,336.1613126660076,336.1613126660076,990.02,75336.28542222221,113004.4281333333,113004.4281333333
69979,29,103.215,2,204.78,-2.0000000000000004,1.65,204.78,1.65,0.0,101.565,143.6346004624234,143.6346004624234,206.43,10315.449225,20630.89845,20630.89845
70192,3,220.10500000000002,2,123.59,-1.9999999999999996,316.62,316.62,123.59,0.0,96.515,136.49282197243926,136.49282197243926,440.21000000000004,9315.145225,18630.29045,18630.29045
70121,6,321.65,1,321.65,NaN,321.65,321.65,321.65,NaN,0.0,NaN,NaN,321.65,0.0,NaN,NaN
69794,7,279.9525,4,487.51,-1.840561774868929,144.15,487.51,71.25,-0.003897137316474798,175.95012508875917,203.16970416788686,203.16970416788686,1119.81,30958.446518749995,41277.92869166666,41277.92869166666
69455,14,760.1,1,760.1,NaN,760.1,760.1,760.1,NaN,0.0,NaN,NaN,760.1,0.0,NaN,NaN
14352,18,614.02,1,614.02,NaN,614.02,614.02,614.02,NaN,0.0,NaN,NaN,614.02,0.0,NaN,NaN
17856,19,32.980000000000004,3,74.7,-1.4999999999999982,14.7,74.7,9.54,0.69099816943434,29.575611574403663,36.222578594020604,36.222578594020604,98.94000000000001,874.7167999999998,1312.0751999999998,1312.0751999999998
69715,20,175.76333333333332,3,73.5,-1.4999999999999998,118.79,335.0,73.5,0.6244779003844895,114.10531110435754,139.74989457360365,139.74989457360365,527.29,13020.022022222221,19530.033033333333,19530.033033333333
69728,20,415.0,1,415.0,NaN,415.0,415.0,415.0,NaN,0.0,NaN,NaN,415.0,0.0,NaN,NaN
69970,26,461.64,2,397.02,-2.000000000000002,526.26,526.26,397.02,4.3142894802789934E-16,64.62,91.3864804005494,91.3864804005494,923.28,4175.7444000000005,8351.488800000001,8351.488800000001
17857,1,551.78,4,21.6,-1.0188393972855123,208.0,1415.92,21.6,0.7426800739080289,535.2826105899575,618.0911186332752,618.0911186332752,2207.12,286527.47320000007,382036.6309333334,382036.6309333334
70335,1,163.3,2,21.6,-1.9999999999999993,305.0,305.0,21.6,0.0,141.7,200.39406178826755,200.39406178826755,326.6,20078.889999999996,40157.77999999999,40157.77999999999
18142,6,282.48,1,282.48,NaN,282.48,282.48,282.48,NaN,0.0,NaN,NaN,282.48,0.0,NaN,NaN
16440,7,272.46,1,272.46,NaN,272.46,272.46,272.46,NaN,0.0,NaN,NaN,272.46,0.0,NaN,NaN
70050,9,61.95,1,61.95,NaN,61.95,61.95,61.95,NaN,0.0,NaN,NaN,61.95,0.0,NaN,NaN
18260,16,427.97,1,427.97,NaN,427.97,427.97,427.97,NaN,0.0,NaN,NaN,427.97,0.0,NaN,NaN
16987,16,213.05,1,213.05,NaN,213.05,213.05,213.05,NaN,0.0,NaN,NaN,213.05,0.0,NaN,NaN
70308,22,327.97,1,327.97,NaN,327.97,327.97,327.97,NaN,0.0,NaN,NaN,327.97,0.0,NaN,NaN
17975,29,147.48,1,147.48,NaN,147.48,147.48,147.48,NaN,0.0,NaN,NaN,147.48,0.0,NaN,NaN
70429,3,201.45,1,201.45,NaN,201.45,201.45,201.45,NaN,0.0,NaN,NaN,201.45,0.0,NaN,NaN
17873,6,396.14,1,396.14,NaN,396.14,396.14,396.14,NaN,0.0,NaN,NaN,396.14,0.0,NaN,NaN
13115,6,297.15000000000003,3,878.55,-1.5,4.95,878.55,4.95,0.7070785412799845,411.1137068987119,503.5094040829823,503.5094040829823,891.45,169014.47999999998,253521.71999999997,253521.71999999997
69571,11,271.6,1,271.6,NaN,271.6,271.6,271.6,NaN,0.0,NaN,NaN,271.6,0.0,NaN,NaN
16050,17,137.9,1,137.9,NaN,137.9,137.9,137.9,NaN,0.0,NaN,NaN,137.9,0.0,NaN,NaN
14257,1,306.33,1,306.33,NaN,306.33,306.33,306.33,NaN,0.0,NaN,NaN,306.33,0.0,NaN,NaN
16146,3,75.0,1,75.0,NaN,75.0,75.0,75.0,NaN,0.0,NaN,NaN,75.0,0.0,NaN,NaN
69483,3,330.6,1,330.6,NaN,330.6,330.6,330.6,NaN,0.0,NaN,NaN,330.6,0.0,NaN,NaN
13064,8,455.95,1,455.95,NaN,455.95,455.95,455.95,NaN,0.0,NaN,NaN,455.95,0.0,NaN,NaN
69795,10,1230.2533333333333,3,302.04,-1.5,1229.42,2159.3,302.04,0.0016485892056920986,758.2234489178563,928.630280430987,928.630280430987,3690.76,574902.798488889,862354.1977333336,862354.1977333336
70053,11,360.605,2,660.01,-1.9999999999999962,61.2,660.01,61.2,5.551917022665524E-16,299.405,423.4226116423165,423.4226116423165,721.21,89643.35402499998,179286.70804999996,179286.70804999996
69874,22,237.01,5,357.4,-1.6197939809311959,20.8,363.65,20.8,-0.4966587584379583,145.37024165901354,162.52887112756304,162.52887112756304,1185.05,21132.507159999997,26415.633949999996,26415.633949999996
70635,23,531.96,1,531.96,NaN,531.96,531.96,531.96,NaN,0.0,NaN,NaN,531.96,0.0,NaN,NaN
70006,23,518.285,2,564.03,-2.0000000000000004,472.54,564.03,472.54,0.0,45.744999999999976,64.6931994107572,64.6931994107572,1036.57,2092.605024999998,4185.210049999996,4185.210049999996
69599,24,543.6949999999999,2,895.0,-2.0000000000000013,192.39,895.0,192.39,-3.436901769945886E-16,351.305,496.8202955294802,496.8202955294802,1087.3899999999999,123415.20302500001,246830.40605000002,246830.40605000002
70416,25,239.0,1,239.0,NaN,239.0,239.0,239.0,NaN,0.0,NaN,NaN,239.0,0.0,NaN,NaN
17788,31,16.7,1,16.7,NaN,16.7,16.7,16.7,NaN,0.0,NaN,NaN,16.7,0.0,NaN,NaN
15201,3,165.495,2,301.41,-2.0,29.58,301.41,29.58,0.0,135.91500000000002,192.21283632993925,192.21283632993925,330.99,18472.887225000006,36945.77445000001,36945.77445000001
70166,6,226.93,1,226.93,NaN,226.93,226.93,226.93,NaN,0.0,NaN,NaN,226.93,0.0,NaN,NaN
17404,6,80.0,1,80.0,NaN,80.0,80.0,80.0,NaN,0.0,NaN,NaN,80.0,0.0,NaN,NaN
69728,8,237.99,2,350.58,-1.9999999999999991,125.4,350.58,125.4,0.0,112.58999999999999,159.22630498758676,159.22630498758676,475.98,12676.508099999997,25353.016199999995,25353.016199999995
70370,12,326.31,2,640.14,-1.9999999999999978,12.48,640.14,12.48,4.820995679669199E-16,313.83,443.8226422795484,443.8226422795484,652.62,98489.2689,196978.5378,196978.5378
70102,15,467.43333333333334,3,135.51,-1.5000000000000002,546.23,720.56,135.51,-0.44875736216327505,245.2584509360596,300.3790299493847,300.3790299493847,1402.3,60151.70775555555,90227.56163333333,90227.56163333333
70672,16,567.62,1,567.62,NaN,567.62,567.62,567.62,NaN,0.0,NaN,NaN,567.62,0.0,NaN,NaN
69611,17,272.0,1,272.0,NaN,272.0,272.0,272.0,NaN,0.0,NaN,NaN,272.0,0.0,NaN,NaN
12828,17,111.2,1,111.2,NaN,111.2,111.2,111.2,NaN,0.0,NaN,NaN,111.2,0.0,NaN,NaN
70647,22,365.82,1,365.82,NaN,365.82,365.82,365.82,NaN,0.0,NaN,NaN,365.82,0.0,NaN,NaN
12714,23,1114.52,1,1114.52,NaN,1114.52,1114.52,1114.52,NaN,0.0,NaN,NaN,1114.52,0.0,NaN,NaN
69729,24,388.12,1,388.12,NaN,388.12,388.12,388.12,NaN,0.0,NaN,NaN,388.12,0.0,NaN,NaN
15910,30,112.75,1,112.75,NaN,112.75,112.75,112.75,NaN,0.0,NaN,NaN,112.75,0.0,NaN,NaN
70379,3,573.46,1,573.46,NaN,573.46,573.46,573.46,NaN,0.0,NaN,NaN,573.46,0.0,NaN,NaN
69698,6,353.48,1,353.48,NaN,353.48,353.48,353.48,NaN,0.0,NaN,NaN,353.48,0.0,NaN,NaN
12924,11,278.43,1,278.43,NaN,278.43,278.43,278.43,NaN,0.0,NaN,NaN,278.43,0.0,NaN,NaN
69709,11,663.24,1,663.24,NaN,663.24,663.24,663.24,NaN,0.0,NaN,NaN,663.24,0.0,NaN,NaN
12921,13,490.95,1,490.95,NaN,490.95,490.95,490.95,NaN,0.0,NaN,NaN,490.95,0.0,NaN,NaN
16764,14,110.93,1,110.93,NaN,110.93,110.93,110.93,NaN,0.0,NaN,NaN,110.93,0.0,NaN,NaN
70115,21,507.04,1,507.04,NaN,507.04,507.04,507.04,NaN,0.0,NaN,NaN,507.04,0.0,NaN,NaN
70709,21,92.8,1,92.8,NaN,92.8,92.8,92.8,NaN,0.0,NaN,NaN,92.8,0.0,NaN,NaN
70015,21,329.86,2,222.6,-1.9999999999999982,437.12,437.12,222.6,-3.773607761903838E-16,107.26,151.68854670013818,151.68854670013818,659.72,11504.707600000002,23009.415200000003,23009.415200000003
15807,22,635.6,1,635.6,NaN,635.6,635.6,635.6,NaN,0.0,NaN,NaN,635.6,0.0,NaN,NaN
16603,25,185.85,1,185.85,NaN,185.85,185.85,185.85,NaN,0.0,NaN,NaN,185.85,0.0,NaN,NaN
70040,26,132.68,1,132.68,NaN,132.68,132.68,132.68,NaN,0.0,NaN,NaN,132.68,0.0,NaN,NaN
13972,29,44.35,1,44.35,NaN,44.35,44.35,44.35,NaN,0.0,NaN,NaN,44.35,0.0,NaN,NaN
70476,2,97.7,1,97.7,NaN,97.7,97.7,97.7,NaN,0.0,NaN,NaN,97.7,0.0,NaN,NaN
70112,4,355.9,1,355.9,NaN,355.9,355.9,355.9,NaN,0.0,NaN,NaN,355.9,0.0,NaN,NaN
70299,5,2.08,1,2.08,NaN,2.08,2.08,2.08,NaN,0.0,NaN,NaN,2.08,0.0,NaN,NaN
69895,8,202.65,1,202.65,NaN,202.65,202.65,202.65,NaN,0.0,NaN,NaN,202.65,0.0,NaN,NaN
17837,9,163.15,1,163.15,NaN,163.15,163.15,163.15,NaN,0.0,NaN,NaN,163.15,0.0,NaN,NaN
13575,10,147.41,1,147.41,NaN,147.41,147.41,147.41,NaN,0.0,NaN,NaN,147.41,0.0,NaN,NaN
13115,12,8.625,2,15.6,-2.0000000000000027,1.65,15.6,1.65,-3.350252582328782E-16,6.975,9.864139597552338,9.864139597552338,17.25,48.650625,97.30125,97.30125
18118,19,312.79,1,312.79,NaN,312.79,312.79,312.79,NaN,0.0,NaN,NaN,312.79,0.0,NaN,NaN
13782,21,111.5,1,111.5,NaN,111.5,111.5,111.5,NaN,0.0,NaN,NaN,111.5,0.0,NaN,NaN
69917,22,208.725,2,401.3,-2.0000000000000013,16.15,401.3,16.15,-5.216274070887405E-16,192.57500000000002,272.3421767739988,272.3421767739988,417.45,37085.130625000005,74170.26125000001,74170.26125000001
17081,22,111.9,1,111.9,NaN,111.9,111.9,111.9,NaN,0.0,NaN,NaN,111.9,0.0,NaN,NaN
69958,25,267.34999999999997,2,416.46,-2.000000000000001,118.24,416.46,118.24,0.0,149.10999999999999,210.87338428545218,210.87338428545218,534.6999999999999,22233.792099999995,44467.58419999999,44467.58419999999
14866,30,1073.35,2,772.44,-2.000000000000001,1374.26,1374.26,772.44,0.0,300.90999999999997,425.551003053688,425.551003053688,2146.7,90546.82809999998,181093.65619999997,181093.65619999997
15450,7,429.84,1,429.84,NaN,429.84,429.84,429.84,NaN,0.0,NaN,NaN,429.84,0.0,NaN,NaN
70083,8,439.66,1,439.66,NaN,439.66,439.66,439.66,NaN,0.0,NaN,NaN,439.66,0.0,NaN,NaN
69906,8,77.64,1,77.64,NaN,77.64,77.64,77.64,NaN,0.0,NaN,NaN,77.64,0.0,NaN,NaN
16912,9,93.44500000000001,2,156.43,-2.0000000000000013,30.46,156.43,30.46,-4.659064705475641E-16,62.985,89.07424122606939,89.07424122606939,186.89000000000001,3967.110225,7934.22045,7934.22045
13450,11,316.44,1,316.44,NaN,316.44,316.44,316.44,NaN,0.0,NaN,NaN,316.44,0.0,NaN,NaN
70194,11,1037.185,2,2068.49,-1.9999999999999993,5.88,2068.49,5.88,4.3471909916361886E-16,1031.3049999999998,1458.4855179431847,1458.4855179431847,2074.37,1063590.0030249998,2127180.0060499995,2127180.0060499995
70019,12,461.59,1,461.59,NaN,461.59,461.59,461.59,NaN,0.0,NaN,NaN,461.59,0.0,NaN,NaN
13828,15,209.49,1,209.49,NaN,209.49,209.49,209.49,NaN,0.0,NaN,NaN,209.49,0.0,NaN,NaN
70523,16,396.65,1,396.65,NaN,396.65,396.65,396.65,NaN,0.0,NaN,NaN,396.65,0.0,NaN,NaN
12523,18,262.42,1,262.42,NaN,262.42,262.42,262.42,NaN,0.0,NaN,NaN,262.42,0.0,NaN,NaN
13565,18,130.04,1,130.04,NaN,130.04,130.04,130.04,NaN,0.0,NaN,NaN,130.04,0.0,NaN,NaN
69730,19,320.89,1,320.89,NaN,320.89,320.89,320.89,NaN,0.0,NaN,NaN,320.89,0.0,NaN,NaN
