customer_acct_id,txn_timestamp_quarter,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
3079,1,83.6,1,83.6,NaN,83.6,83.6,83.6,NaN,0.0,NaN,NaN,83.6,0.0,NaN,NaN
5626,1,166.64000000000001,3,196.89,-1.5000000000000004,116.56,196.89,116.56,-0.6621111629813418,35.666500622666454,43.68236371809566,43.68236371809566,499.92,1272.0992666666668,1908.1489000000001,1908.1489000000001
5395,2,25.5,1,25.5,NaN,25.5,25.5,25.5,NaN,0.0,NaN,NaN,25.5,0.0,NaN,NaN
6419,3,27.18,1,27.18,NaN,27.18,27.18,27.18,NaN,0.0,NaN,NaN,27.18,0.0,NaN,NaN
2067,4,14.85,1,14.85,NaN,14.85,14.85,14.85,NaN,0.0,NaN,NaN,14.85,0.0,NaN,NaN
5783,4,3.73,1,3.73,NaN,3.73,3.73,3.73,NaN,0.0,NaN,NaN,3.73,0.0,NaN,NaN
3839,4,20.4,1,20.4,NaN,20.4,20.4,20.4,NaN,0.0,NaN,NaN,20.4,0.0,NaN,NaN
2392,4,22.74,1,22.74,NaN,22.74,22.74,22.74,NaN,0.0,NaN,NaN,22.74,0.0,NaN,NaN
1900,1,233.51999999999998,2,164.7,-1.999999999999999,302.34,302.34,164.7,0.0,68.82,97.32617736251639,97.32617736251639,467.03999999999996,4736.192399999999,9472.384799999998,9472.384799999998
4487,1,156.12333333333333,3,142.25,-1.4999999999999991,219.01,219.01,107.11,0.4192010834314313,46.72440142889889,57.22547101888575,57.22547101888575,468.37,2183.1696888888882,3274.7545333333323,3274.7545333333323
1889,1,599.19,2,540.0,-1.9999999999999998,658.38,658.38,540.0,0.0,59.19,83.70730075686349,83.70730075686349,1198.38,3503.4561,7006.9122,7006.9122
1833,1,994.3466666666667,3,1381.92,-1.5,722.14,1381.92,722.14,0.5460005189370548,281.4362129427476,344.6875584255013,344.6875584255013,2983.04,79206.34195555559,118809.51293333338,118809.51293333338
4026,1,288.77000000000004,3,332.18,-1.5,24.9,509.23,24.9,-0.31520912666059925,200.09532444978987,245.06572240931618,245.06572240931618,866.3100000000001,40038.138866666675,60057.20830000001,60057.20830000001
5637,2,1510.3133333333335,3,391.1,-1.5000000000000002,3243.13,3243.13,391.1,0.6203120627211144,1242.5512915592483,1521.8083217781846,1521.8083217781846,4530.9400000000005,1543933.7121555563,2315900.5682333345,2315900.5682333345
5957,2,628.5657142857144,7,221.44,1.9224498863315995,6.25,3257.4,6.25,1.9361378087473196,1087.3785326168245,1174.5030518174788,1174.5030518174788,4399.960000000001,1182392.0731959182,1379457.4187285714,1379457.4187285714
4800,2,928.05,1,928.05,NaN,928.05,928.05,928.05,NaN,0.0,NaN,NaN,928.05,0.0,NaN,NaN
6214,2,278.514,5,698.26,0.044135969676044606,116.4,698.26,116.4,1.3553468461990537,214.2620753749949,239.5522827693362,239.5522827693362,1392.5700000000002,45908.236944000004,57385.296180000005,57385.296180000005
5676,2,237.985,2,298.38,-1.9999999999999971,177.59,298.38,177.59,5.284539960417373E-16,60.394999999999996,85.41142809952306,85.41142809952306,475.97,3647.5560249999994,7295.112049999999,7295.112049999999
5704,2,2639.38,1,2639.38,NaN,2639.38,2639.38,2639.38,NaN,0.0,NaN,NaN,2639.38,0.0,NaN,NaN
3437,2,162.3,1,162.3,NaN,162.3,162.3,162.3,NaN,0.0,NaN,NaN,162.3,0.0,NaN,NaN
3392,2,198.8,1,198.8,NaN,198.8,198.8,198.8,NaN,0.0,NaN,NaN,198.8,0.0,NaN,NaN
3133,3,700.26,26,25.09,0.6724061288503176,33.55,2764.29,4.24,1.2687994480966722,778.6198108141788,794.0395218022841,794.0395218022841,18206.76,606248.8097923076,630498.7621839999,630498.7621839999
3745,3,237.37499999999997,4,316.02,-0.6684924016901914,4.63,319.29,4.63,-1.1523587481883812,134.42099212920576,155.21599198106702,155.21599198106702,949.4999999999999,18069.003125,24092.004166666666,24092.004166666666
6002,3,247.91875,8,9.9,0.14394950752553592,4.34,719.8,4.34,0.9366184121557269,218.10496242850022,233.1640125036145,233.1640125036145,1983.35,47569.77463593749,54365.4567267857,54365.4567267857
6718,3,188.58,3,444.63,-1.4999999999999998,82.9,444.63,38.21,0.6752550854724636,181.97161115587966,222.8687975020281,222.8687975020281,565.74,33113.66726666666,49670.5009,49670.5009
3049,3,304.05,1,304.05,NaN,304.05,304.05,304.05,NaN,0.0,NaN,NaN,304.05,0.0,NaN,NaN
4772,3,251.8,2,335.5,-1.999999999999999,168.1,335.5,168.1,3.970669727204482E-16,83.7,118.36967517062806,118.36967517062806,503.6,7005.6900000000005,14011.380000000001,14011.380000000001
6276,3,251.98000000000002,3,326.4,-1.5,201.24,326.4,201.24,0.5751784961774772,53.769961874637765,65.85448504088387,65.85448504088387,755.94,2891.208799999999,4336.813199999999,4336.813199999999
5584,3,465.78499999999997,2,560.27,-1.9999999999999993,371.3,560.27,371.3,0.0,94.48499999999999,133.62196844082186,133.62196844082186,931.5699999999999,8927.415224999997,17854.830449999994,17854.830449999994
2957,3,880.85,1,880.85,NaN,880.85,880.85,880.85,NaN,0.0,NaN,NaN,880.85,0.0,NaN,NaN
2311,3,143.1,1,143.1,NaN,143.1,143.1,143.1,NaN,0.0,NaN,NaN,143.1,0.0,NaN,NaN
6372,3,51.0,1,51.0,NaN,51.0,51.0,51.0,NaN,0.0,NaN,NaN,51.0,0.0,NaN,NaN
5837,4,194.2525,4,247.52,-1.4064394974389098,30.6,384.34,30.6,0.22005436970701897,134.2621628335772,155.03259170789434,155.03259170789434,777.01,18026.32836875,24035.10449166667,24035.10449166667
5881,4,500.71899999999994,10,70.8,2.456961052219401,258.84,1682.59,70.8,1.76426178360064,438.4513188359684,462.168270208782,462.168270208782,5007.19,192239.55898899998,213599.50998777774,213599.50998777774
6735,4,743.5125,4,672.9,-0.9957571159978658,973.95,973.95,584.4,0.6523173845360563,144.39949954466604,166.7381798659204,166.7381798659204,2974.05,20851.21546875001,27801.620625000014,27801.620625000014
4971,4,203.04500000000002,2,224.84,-1.9999999999999982,181.25,224.84,181.25,3.513901186974325E-16,21.795,30.82278459192161,30.82278459192161,406.09000000000003,475.0220250000001,950.0440500000002,950.0440500000002
4547,4,157.8030769230769,13,215.25,-1.1529360584843775,16.0,302.25,15.0,-0.2360249848960154,95.5631189226516,99.46524773211122,99.46524773211122,2051.4399999999996,9132.309698224852,9893.335506410256,9893.335506410256
5697,4,268.75,3,473.7,-1.5000000000000007,13.0,473.7,13.0,-0.3792803772123746,191.47950717156826,234.51354438496725,234.51354438496725,806.25,36664.401666666665,54996.6025,54996.6025
5876,4,257.76333333333326,12,247.44,-0.27721652663443885,15.95,630.42,15.95,0.7483789439822296,192.19137638186461,200.73734577272558,200.73734577272558,3093.1599999999994,36937.52515555555,40295.48198787879,40295.48198787879
5378,4,126.58,1,126.58,NaN,126.58,126.58,126.58,NaN,0.0,NaN,NaN,126.58,0.0,NaN,NaN
5898,4,416.2033333333333,3,890.07,-1.499999999999999,191.82,890.07,166.72,0.7041348669839053,335.23098090056584,410.57242458953976,410.57242458953976,1248.61,112379.81055555555,168569.71583333332,168569.71583333332
5732,4,283.78166666666664,6,265.87,0.17750376941703916,79.5,788.04,60.0,1.2111669826579046,245.32652420917628,268.7417425274062,268.7417425274062,1702.6899999999998,60185.10348055556,72222.12417666668,72222.12417666668
4736,4,57.575,2,106.45,-2.0,8.7,106.45,8.7,0.0,48.875,69.11968786098502,69.11968786098502,115.15,2388.765625,4777.53125,4777.53125
2708,4,155.8,1,155.8,NaN,155.8,155.8,155.8,NaN,0.0,NaN,NaN,155.8,0.0,NaN,NaN
5730,4,309.7966666666667,6,347.64,-1.60611358368597,18.15,645.83,18.15,0.29892743471793254,248.7214951618689,272.46074687313524,272.46074687313524,1858.7800000000002,61862.38215555556,74234.85858666667,74234.85858666667
3127,4,312.49,4,523.84,-1.219416445447629,7.33,523.84,7.33,-0.5356448373131202,198.1699145935124,228.82690707169908,228.82690707169908,1249.96,39271.315050000005,52361.75340000001,52361.75340000001
1139,4,424.865,2,324.83,-2.0000000000000004,524.9,524.9,324.83,0.0,100.035,141.47085371199256,141.47085371199256,849.73,10007.001225,20014.00245,20014.00245
2870,4,114.94,1,114.94,NaN,114.94,114.94,114.94,NaN,0.0,NaN,NaN,114.94,0.0,NaN,NaN
2421,4,200.5,2,399.35,-2.000000000000001,1.65,399.35,1.65,0.0,198.85000000000002,281.21636687789,281.21636687789,401.0,39541.32250000001,79082.64500000002,79082.64500000002
5819,4,654.7733333333333,3,1246.49,-1.4999999999999991,37.55,1246.49,37.55,-0.07733090765117993,493.8771260366512,604.8734772110059,604.8734772110059,1964.32,243914.61562222222,365871.92343333334,365871.92343333334
1759,4,249.76,1,249.76,NaN,249.76,249.76,249.76,NaN,0.0,NaN,NaN,249.76,0.0,NaN,NaN
4643,4,95.43,2,174.86,-1.9999999999999982,16.0,174.86,16.0,4.646077513131397E-16,79.43,112.33098325929494,112.33098325929494,190.86,6309.124900000001,12618.249800000001,12618.249800000001
6427,4,393.85,1,393.85,NaN,393.85,393.85,393.85,NaN,0.0,NaN,NaN,393.85,0.0,NaN,NaN
4053,4,115.74,1,115.74,NaN,115.74,115.74,115.74,NaN,0.0,NaN,NaN,115.74,0.0,NaN,NaN
6349,1,259.3625,4,757.42,-0.7592270208200245,6.67,757.42,6.67,1.0221661996926317,293.1917801009264,338.5487063309109,338.5487063309109,1037.45,85961.41991874999,114615.22655833332,114615.22655833332
1209,1,153.12,1,153.12,NaN,153.12,153.12,153.12,NaN,0.0,NaN,NaN,153.12,0.0,NaN,NaN
2378,1,311.40999999999997,3,214.45,-1.5000000000000024,205.62,514.16,205.62,0.7050968227033152,143.41121318316314,175.64214784612489,175.64214784612489,934.2299999999999,20566.77606666666,30850.164099999995,30850.164099999995
5460,1,305.36,1,305.36,NaN,305.36,305.36,305.36,NaN,0.0,NaN,NaN,305.36,0.0,NaN,NaN
4257,1,140.43,2,127.1,-2.0,153.76,153.76,127.1,0.0,13.329999999999998,18.851466786433356,18.851466786433356,280.86,177.68889999999996,355.3777999999999,355.3777999999999
4404,1,788.11,1,788.11,NaN,788.11,788.11,788.11,NaN,0.0,NaN,NaN,788.11,0.0,NaN,NaN
4986,1,134.28,1,134.28,NaN,134.28,134.28,134.28,NaN,0.0,NaN,NaN,134.28,0.0,NaN,NaN
6815,1,307.78,1,307.78,NaN,307.78,307.78,307.78,NaN,0.0,NaN,NaN,307.78,0.0,NaN,NaN
3426,1,598.73,1,598.73,NaN,598.73,598.73,598.73,NaN,0.0,NaN,NaN,598.73,0.0,NaN,NaN
2061,1,524.805,2,946.41,-1.9999999999999978,103.2,946.41,103.2,3.976791759640137E-16,421.60499999999996,596.2395089643087,596.2395089643087,1049.61,177750.77602499997,355501.55204999994,355501.55204999994
3221,1,149.29,1,149.29,NaN,149.29,149.29,149.29,NaN,0.0,NaN,NaN,149.29,0.0,NaN,NaN
3894,1,332.1666666666667,3,874.25,-1.4999999999999978,9.49,874.25,9.49,0.6692628962846627,385.62237870169764,472.2890306087294,472.2890306087294,996.5,148704.61895555552,223056.9284333333,223056.9284333333
4042,3,28.05,1,28.05,NaN,28.05,28.05,28.05,NaN,0.0,NaN,NaN,28.05,0.0,NaN,NaN
3125,1,661.402,5,1003.2,-1.166672191384038,642.0,1003.2,303.96,-0.04744304706552331,241.34146601029835,269.827961894241,269.827961894241,3307.01,58245.703215999994,72807.12902,72807.12902
6386,1,449.43666666666667,3,1145.06,-1.5000000000000002,132.45,1145.06,70.8,0.6988066397658285,492.5234661301824,603.2155891829499,603.2155891829499,1348.31,242579.3646888889,363869.04703333334,363869.04703333334
1618,1,176.825,2,165.94,-1.9999999999999991,187.71,187.71,165.94,0.0,10.885000000000005,15.393714626431148,15.393714626431148,353.65,118.48322500000012,236.96645000000024,236.96645000000024
4943,1,262.198,5,326.4,-1.3719444709946744,264.91,376.02,143.11,-0.06262834621637824,83.74619642706166,93.63109403397995,93.63109403397995,1310.99,7013.425415999996,8766.781769999996,8766.781769999996
6111,1,263.45,10,318.84,-0.49057152809903837,238.0,443.23,8.5,-0.5321421830773161,127.26149991258158,134.14539939102562,134.14539939102562,2634.5,16195.489360000001,17994.988177777777,17994.988177777777
5574,1,127.9,1,127.9,NaN,127.9,127.9,127.9,NaN,0.0,NaN,NaN,127.9,0.0,NaN,NaN
4994,1,710.1450000000001,4,1393.56,-1.13478966009144,360.3,1393.56,326.4,0.6922606335983261,429.8910739652546,496.3954545521141,496.3954545521141,2840.5800000000004,184806.33547499997,246408.44729999997,246408.44729999997
6659,1,115.35,1,115.35,NaN,115.35,115.35,115.35,NaN,0.0,NaN,NaN,115.35,0.0,NaN,NaN
5740,2,677.7433333333333,3,1489.18,-1.5000000000000007,1.9,1489.18,1.9,0.32014230210952155,614.7029708910005,752.8543110279261,752.8543110279261,2033.23,377859.7424222222,566789.6136333334,566789.6136333334
1169,2,2117.31,2,3417.12,-1.9999999999999993,817.5,3417.12,817.5,0.0,1299.81,1838.2089305081727,1838.2089305081727,4234.62,1689506.0361,3379012.0722,3379012.0722
1075,2,217.93200000000002,5,392.7,-1.576650917459266,54.75,392.7,54.75,0.22096986816930672,128.48623543399503,143.65197830172755,143.65197830172755,1089.66,16508.712696000002,20635.890870000003,20635.890870000003
1668,2,361.18666666666667,3,336.07,-1.5000000000000013,400.45,400.45,336.07,0.6272672992692948,28.122259668968432,34.442593301511614,34.442593301511614,1083.56,790.8614888888884,1186.2922333333327,1186.2922333333327
6082,2,475.93857142857144,7,76.32,1.2244417633749807,239.75,1660.44,15.0,1.5760688265782654,512.6433089788809,553.7180593776515,553.7180593776515,3331.57,262803.16224081634,306603.6892809524,306603.6892809524
6344,2,379.1,1,379.1,NaN,379.1,379.1,379.1,NaN,0.0,NaN,NaN,379.1,0.0,NaN,NaN
3583,2,19.9,2,35.8,-2.0,4.0,35.8,4.0,0.0,15.899999999999999,22.48599564173221,22.48599564173221,39.8,252.80999999999995,505.6199999999999,505.6199999999999
4691,2,153.94,1,153.94,NaN,153.94,153.94,153.94,NaN,0.0,NaN,NaN,153.94,0.0,NaN,NaN
4457,2,519.08,1,519.08,NaN,519.08,519.08,519.08,NaN,0.0,NaN,NaN,519.08,0.0,NaN,NaN
4015,2,487.75,1,487.75,NaN,487.75,487.75,487.75,NaN,0.0,NaN,NaN,487.75,0.0,NaN,NaN
3385,2,155.0,1,155.0,NaN,155.0,155.0,155.0,NaN,0.0,NaN,NaN,155.0,0.0,NaN,NaN
1395,2,704.5,1,704.5,NaN,704.5,704.5,704.5,NaN,0.0,NaN,NaN,704.5,0.0,NaN,NaN
4475,2,345.82,1,345.82,NaN,345.82,345.82,345.82,NaN,0.0,NaN,NaN,345.82,0.0,NaN,NaN
4513,2,584.5,1,584.5,NaN,584.5,584.5,584.5,NaN,0.0,NaN,NaN,584.5,0.0,NaN,NaN
4665,2,396.87,1,396.87,NaN,396.87,396.87,396.87,NaN,0.0,NaN,NaN,396.87,0.0,NaN,NaN
5082,2,194.05,1,194.05,NaN,194.05,194.05,194.05,NaN,0.0,NaN,NaN,194.05,0.0,NaN,NaN
1415,3,153.03666666666666,3,89.4,-1.4999999999999998,276.79,276.79,89.4,0.7062489894094024,87.51861986013162,107.18798082496627,107.18798082496627,459.11,7659.508822222225,11489.263233333337,11489.263233333337
4831,3,156.48,1,156.48,NaN,156.48,156.48,156.48,NaN,0.0,NaN,NaN,156.48,0.0,NaN,NaN
3713,3,952.65,1,952.65,NaN,952.65,952.65,952.65,NaN,0.0,NaN,NaN,952.65,0.0,NaN,NaN
5931,4,309.36125,8,208.62,1.3343721576984624,24.75,975.54,24.75,1.4998586551005604,277.9553455789931,297.1467634225552,297.1467634225552,2474.89,77259.17413593749,88296.19901249999,88296.19901249999
1052,4,356.19,2,376.24,-1.9999999999999987,336.14,376.24,336.14,0.0,20.05000000000001,28.35498192558057,28.35498192558057,712.38,402.00250000000045,804.0050000000009,804.0050000000009
6220,4,601.655,6,120.0,-1.0230918017933663,308.32,1202.22,120.0,0.310303792980261,357.60441672095345,391.7360114030876,391.7360114030876,3609.93,127880.91885833333,153457.10263,153457.10263
4659,4,193.36,1,193.36,NaN,193.36,193.36,193.36,NaN,0.0,NaN,NaN,193.36,0.0,NaN,NaN
4837,4,339.72833333333335,6,809.82,-1.0832029678311115,150.2,809.82,25.2,0.5348721606860457,273.10894104835813,299.1758553370687,299.1758553370687,2038.3700000000001,74588.49368055556,89506.19241666667,89506.19241666667
2336,4,151.74,1,151.74,NaN,151.74,151.74,151.74,NaN,0.0,NaN,NaN,151.74,0.0,NaN,NaN
4370,4,351.47,1,351.47,NaN,351.47,351.47,351.47,NaN,0.0,NaN,NaN,351.47,0.0,NaN,NaN
2343,4,245.64,1,245.64,NaN,245.64,245.64,245.64,NaN,0.0,NaN,NaN,245.64,0.0,NaN,NaN
5377,4,299.53,1,299.53,NaN,299.53,299.53,299.53,NaN,0.0,NaN,NaN,299.53,0.0,NaN,NaN
2979,1,138.79,2,269.63,-2.0000000000000004,7.95,269.63,7.95,0.0,130.84,185.03570250089578,185.03570250089578,277.58,17119.105600000003,34238.211200000005,34238.211200000005
3873,1,188.69000000000003,3,435.47,-1.5000000000000013,16.0,435.47,16.0,0.5497660626084742,179.0824136163757,219.33026763308342,219.33026763308342,566.07,32070.510866666667,48105.7663,48105.7663
1809,1,303.8866666666667,3,454.76,-1.499999999999997,256.45,454.76,200.45,0.5699794012706169,109.10567364817571,133.62661424032765,133.62661424032765,911.6600000000001,11904.048022222223,17856.072033333334,17856.072033333334
6060,1,174.50166666666667,6,300.02,-1.8771951678853382,2.95,338.5,2.95,-0.05912101326665995,143.270642191235,156.94512511278157,156.94512511278157,1047.01,20526.476913888884,24631.772296666662,24631.772296666662
2625,1,1375.8014285714285,14,2949.28,-0.9761637231555484,80.0,2949.28,45.3,0.3131018699927731,919.6150319551977,954.3296196392937,954.3296196392937,19261.219999999998,845691.8069979592,910745.0229208791,910745.0229208791
4853,1,36.63333333333333,3,39.95,-1.500000000000001,39.95,39.95,30.0,-0.7071067811865476,4.690474981870766,5.744635178436778,5.744635178436778,109.9,22.000555555555565,33.00083333333335,33.00083333333335
1267,1,457.16,3,665.46,-1.5000000000000007,9.9,696.12,9.9,-0.702133563216544,316.5081774614994,387.6417670994703,387.6417670994703,1371.48,100177.42639999998,150266.13959999997,150266.13959999997
4990,1,397.06,1,397.06,NaN,397.06,397.06,397.06,NaN,0.0,NaN,NaN,397.06,0.0,NaN,NaN
4034,1,311.705,2,524.9,-1.999999999999998,98.51,524.9,98.51,3.8444044928837667E-16,213.195,301.503260430132,301.503260430132,623.41,45452.108024999994,90904.21604999999,90904.21604999999
2393,1,93.35,1,93.35,NaN,93.35,93.35,93.35,NaN,0.0,NaN,NaN,93.35,0.0,NaN,NaN
5853,1,365.34714285714284,7,328.45,0.7802660964796759,3.95,998.72,3.95,1.222504187120417,286.69304100948335,309.6638764700788,309.6638764700788,2557.43,82192.89976326532,95891.71639047621,95891.71639047621
6438,1,244.45999999999998,2,303.57,-1.9999999999999993,185.35,303.57,185.35,0.0,59.11,83.59416367187364,83.59416367187364,488.91999999999996,3493.9921,6987.9842,6987.9842
1145,2,446.0566666666667,3,337.39,-1.5,475.44,525.34,337.39,-0.5039456425910682,79.49354620904072,97.35931302825291,97.35931302825291,1338.17,6319.2238888888905,9478.835833333336,9478.835833333336
1012,2,1193.205,2,547.5,-1.9999999999999991,1838.91,1838.91,547.5,-4.428000401928827E-16,645.705,913.1647682921194,913.1647682921194,2386.41,416934.94702500006,833869.8940500001,833869.8940500001
1574,2,298.19249999999994,12,676.6,-1.2348033711691913,10.95,755.05,10.95,0.3375328399467659,256.4794216607186,267.8840191414256,267.8840191414256,3578.3099999999995,65781.69373541669,71761.84771136366,71761.84771136366
6018,2,94.45833333333333,6,238.5,-1.5411429803332373,9.75,238.5,3.8,0.4467492859215019,96.23347328531561,105.41848821087629,105.41848821087629,566.75,9260.881380555553,11113.057656666664,11113.057656666664
5760,2,282.228,5,162.1,-0.2759733848751176,5.64,877.88,5.64,1.1309240352739283,315.23032229783985,352.4382146135688,352.4382146135688,1411.14,99370.15609599999,124212.69511999999,124212.69511999999
1982,2,330.79,1,330.79,NaN,330.79,330.79,330.79,NaN,0.0,NaN,NaN,330.79,0.0,NaN,NaN
1273,2,415.655,2,794.06,-1.9999999999999991,37.25,794.06,37.25,0.0,378.405,535.145483069791,535.145483069791,831.31,143190.34402499997,286380.68804999994,286380.68804999994
3569,2,142.0,1,142.0,NaN,142.0,142.0,142.0,NaN,0.0,NaN,NaN,142.0,0.0,NaN,NaN
2294,2,951.865,2,662.3,-2.0,1241.43,1241.43,662.3,0.0,289.56500000000005,409.5067501885654,409.5067501885654,1903.73,83847.88922500004,167695.77845000007,167695.77845000007
2825,2,125.65,1,125.65,NaN,125.65,125.65,125.65,NaN,0.0,NaN,NaN,125.65,0.0,NaN,NaN
4844,3,187.19285714285715,7,313.29,-1.8996328450201807,14.95,314.47,13.8,-0.29589700110353817,142.73630189111327,154.17282680099476,154.17282680099476,1310.3500000000001,20373.651877551023,23769.260523809528,23769.260523809528
4748,3,448.12,2,354.29,-2.0000000000000018,541.95,541.95,354.29,5.636960420175209E-16,93.83000000000001,132.6956585574675,132.6956585574675,896.24,8804.068900000002,17608.137800000004,17608.137800000004
1566,3,190.3066666666667,6,245.46,-1.2161033337351799,31.5,329.1,31.5,-0.3733716260440512,102.29599449093249,112.05964745021585,112.05964745021585,1141.8400000000001,10464.47048888889,12557.364586666668,12557.364586666668
2630,3,204.685,2,394.44,-2.0000000000000013,14.93,394.44,14.93,0.0,189.755,268.35409452810666,268.35409452810666,409.37,36006.960025,72013.92005,72013.92005
3352,3,255.5477777777777,9,758.92,-0.9199926139653987,9.95,758.92,7.5,0.6634315606524597,256.95182457148906,272.5385663891341,272.5385663891341,2299.9299999999994,66024.24015061728,74277.27016944444,74277.27016944444
4211,3,316.3616666666667,6,180.85,-0.8379251687616067,8.5,600.39,8.5,-0.18305790691904575,187.33309446159146,205.21312320771946,205.21312320771946,1898.17,35093.68828055554,42112.42593666665,42112.42593666665
6579,3,307.16,1,307.16,NaN,307.16,307.16,307.16,NaN,0.0,NaN,NaN,307.16,0.0,NaN,NaN
4459,3,234.39499999999998,2,245.31,-1.999999999999998,223.48,245.31,223.48,3.4970267761419694E-16,10.915000000000006,15.436141033302341,15.436141033302341,468.78999999999996,119.13722500000014,238.2744500000003,238.2744500000003
2662,3,162.24,1,162.24,NaN,162.24,162.24,162.24,NaN,0.0,NaN,NaN,162.24,0.0,NaN,NaN
6378,3,149.9333333333333,3,90.6,-1.4999999999999996,215.6,215.6,90.6,0.18355877555061628,51.227162933567016,62.74020507882751,62.74020507882751,449.79999999999995,2624.222222222222,3936.333333333333,3936.333333333333
1316,3,942.2933333333334,3,1381.3,-1.5000000000000002,86.0,1381.3,86.0,-0.7064245699893072,605.5557470254539,741.6512955111273,741.6512955111273,2826.88,366697.76275555557,550046.6441333333,550046.6441333333
6842,3,170.5975,4,253.8,-0.8631295779821082,184.23,253.8,24.9,-0.8904388171066828,87.64103843947764,101.19915427018151,101.19915427018151,682.39,7680.951618749998,10241.268824999997,10241.268824999997
3575,3,207.15,1,207.15,NaN,207.15,207.15,207.15,NaN,0.0,NaN,NaN,207.15,0.0,NaN,NaN
4218,3,318.7,1,318.7,NaN,318.7,318.7,318.7,NaN,0.0,NaN,NaN,318.7,0.0,NaN,NaN
1158,3,223.74,1,223.74,NaN,223.74,223.74,223.74,NaN,0.0,NaN,NaN,223.74,0.0,NaN,NaN
6334,4,235.82,1,235.82,NaN,235.82,235.82,235.82,NaN,0.0,NaN,NaN,235.82,0.0,NaN,NaN
2567,4,100.88894736842104,19,117.8,-0.9677158840217279,18.62,260.56,12.15,0.309969963509611,74.63633261529125,76.68154231732525,76.68154231732525,1916.8899999999999,5570.582146260388,5880.058932163743,5880.058932163743
5735,4,383.1975,8,97.5,2.4035526372518596,49.79,1964.85,4.14,1.9937659375637653,618.4040880716669,661.1017783270158,661.1017783270158,3065.58,382423.61614374997,437055.56130714284,437055.56130714284
6268,4,554.4266666666666,3,391.52,-1.4999999999999998,9.95,1261.81,9.95,0.43636581786179485,523.8907656075729,641.632528347288,641.632528347288,1663.28,274461.53428888886,411692.3014333333,411692.3014333333
4073,4,303.98,3,410.63,-1.4999999999999998,5.01,496.3,5.01,-0.6232818937087895,214.2772859326594,262.4350070017337,262.4350070017337,911.94,45914.755266666674,68872.13290000001,68872.13290000001
1765,4,52.875,2,55.8,-1.999999999999998,49.95,55.8,49.95,5.678617130186449E-16,2.924999999999997,4.136574669941299,4.136574669941299,105.75,8.555624999999983,17.111249999999966,17.111249999999966
4688,4,208.65,1,208.65,NaN,208.65,208.65,208.65,NaN,0.0,NaN,NaN,208.65,0.0,NaN,NaN
2472,4,156.75,1,156.75,NaN,156.75,156.75,156.75,NaN,0.0,NaN,NaN,156.75,0.0,NaN,NaN
6854,4,312.2766666666667,3,52.5,-1.4999999999999996,748.1,748.1,52.5,0.6686302712221124,310.06360813370037,379.74881386692095,379.74881386692095,936.83,96139.44108888891,144209.16163333337,144209.16163333337
6463,4,80.24000000000001,2,158.4,-1.9999999999999991,2.08,158.4,2.08,0.0,78.16,110.5349320350811,110.5349320350811,160.48000000000002,6108.985599999999,12217.971199999998,12217.971199999998
4625,4,1001.36,1,1001.36,NaN,1001.36,1001.36,1001.36,NaN,0.0,NaN,NaN,1001.36,0.0,NaN,NaN
6764,4,418.06,1,418.06,NaN,418.06,418.06,418.06,NaN,0.0,NaN,NaN,418.06,0.0,NaN,NaN
3091,4,156.54999999999998,3,71.7,-1.4999999999999987,2.9,395.05,2.9,0.6221983654229558,170.96792584185687,209.3920903472717,209.3920903472717,469.65,29230.031666666666,43845.0475,43845.0475
3268,4,52.83,1,52.83,NaN,52.83,52.83,52.83,NaN,0.0,NaN,NaN,52.83,0.0,NaN,NaN
4045,4,213.5,1,213.5,NaN,213.5,213.5,213.5,NaN,0.0,NaN,NaN,213.5,0.0,NaN,NaN
1231,1,814.76,2,1377.55,-1.9999999999999998,251.97,1377.55,251.97,0.0,562.79,795.9052507679542,795.9052507679542,1629.52,316732.5841,633465.1682,633465.1682
6161,1,324.57428571428574,7,932.13,1.0617177548389982,29.88,932.13,29.88,1.4363926989393765,267.2204904385218,288.6311179722394,288.6311179722394,2272.02,71406.7905102041,83307.92226190478,83307.92226190478
2357,1,193.86499999999998,4,369.78,-1.1568890767451798,113.64,369.78,82.56,0.6351948268015126,111.81991001158961,129.11851029190197,129.11851029190197,775.4599999999999,12503.692274999998,16671.589699999997,16671.589699999997
3798,1,66.3,1,66.3,NaN,66.3,66.3,66.3,NaN,0.0,NaN,NaN,66.3,0.0,NaN,NaN
4875,1,261.3857142857143,7,437.86,-1.5295559625951236,12.45,707.81,6.24,0.4711029192149256,278.6654209855633,300.9930558366833,300.9930558366833,1829.7,77654.41685306121,90596.81966190475,90596.81966190475
2188,1,122.42999999999999,4,199.96,-1.0828495901543695,5.34,199.96,5.34,-0.6480766640898168,73.87420185694056,85.30258065654677,85.30258065654677,489.71999999999997,5457.3977,7276.530266666668,7276.530266666668
