counterparty_acct_id,acct_last_updated_ts_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
1331,17,3680.4,1,3680.4,NaN,3680.4,3680.4,3680.4,NaN,0.0,NaN,NaN,3680.4,0.0,NaN,NaN
6246,21,135.135,2,267.32,-1.9999999999999991,2.95,267.32,2.95,0.0,132.185,186.93781974228756,186.93781974228756,270.27,17472.874225,34945.74845,34945.74845
3532,20,485.63,2,407.52,-1.9999999999999993,563.74,563.74,407.52,0.0,78.11000000000001,110.46422135696248,110.46422135696248,971.26,6101.1721000000025,12202.344200000005,12202.344200000005
5791,1,273.46999999999997,2,367.4,-2.000000000000003,179.54,367.4,179.54,-5.61897587429706E-16,93.92999999999999,132.8370799137048,132.8370799137048,546.9399999999999,8822.844899999998,17645.689799999996,17645.689799999996
3050,12,301.41,1,301.41,NaN,301.41,301.41,301.41,NaN,0.0,NaN,NaN,301.41,0.0,NaN,NaN
6184,22,346.32500000000005,2,611.59,-2.000000000000001,81.06,611.59,81.06,0.0,265.265,375.141360622899,375.141360622899,692.6500000000001,70365.52022499999,140731.04044999997,140731.04044999997
4001,22,741.4,1,741.4,NaN,741.4,741.4,741.4,NaN,0.0,NaN,NaN,741.4,0.0,NaN,NaN
6072,20,135.51,1,135.51,NaN,135.51,135.51,135.51,NaN,0.0,NaN,NaN,135.51,0.0,NaN,NaN
4734,7,102.95,1,102.95,NaN,102.95,102.95,102.95,NaN,0.0,NaN,NaN,102.95,0.0,NaN,NaN
5136,7,357.8,1,357.8,NaN,357.8,357.8,357.8,NaN,0.0,NaN,NaN,357.8,0.0,NaN,NaN
6816,23,308.2,1,308.2,NaN,308.2,308.2,308.2,NaN,0.0,NaN,NaN,308.2,0.0,NaN,NaN
2232,8,725.64,1,725.64,NaN,725.64,725.64,725.64,NaN,0.0,NaN,NaN,725.64,0.0,NaN,NaN
1293,6,410.55,1,410.55,NaN,410.55,410.55,410.55,NaN,0.0,NaN,NaN,410.55,0.0,NaN,NaN
1999,24,292.68,1,292.68,NaN,292.68,292.68,292.68,NaN,0.0,NaN,NaN,292.68,0.0,NaN,NaN
6022,13,1908.1666666666667,3,5590.67,-1.4999999999999991,4.95,5590.67,4.95,0.7059061471900511,2604.4145549730665,3189.743369180871,3189.743369180871,5724.5,6782975.174155556,1.0174462761233333E7,1.0174462761233333E7
2838,29,676.36,1,676.36,NaN,676.36,676.36,676.36,NaN,0.0,NaN,NaN,676.36,0.0,NaN,NaN
4148,2,770.93,1,770.93,NaN,770.93,770.93,770.93,NaN,0.0,NaN,NaN,770.93,0.0,NaN,NaN
3435,16,309.79,1,309.79,NaN,309.79,309.79,309.79,NaN,0.0,NaN,NaN,309.79,0.0,NaN,NaN
3995,9,262.74,1,262.74,NaN,262.74,262.74,262.74,NaN,0.0,NaN,NaN,262.74,0.0,NaN,NaN
5533,12,1468.58,1,1468.58,NaN,1468.58,1468.58,1468.58,NaN,0.0,NaN,NaN,1468.58,0.0,NaN,NaN
4815,14,1286.41,1,1286.41,NaN,1286.41,1286.41,1286.41,NaN,0.0,NaN,NaN,1286.41,0.0,NaN,NaN
2317,4,250.0,1,250.0,NaN,250.0,250.0,250.0,NaN,0.0,NaN,NaN,250.0,0.0,NaN,NaN
1875,23,315.69,1,315.69,NaN,315.69,315.69,315.69,NaN,0.0,NaN,NaN,315.69,0.0,NaN,NaN
3397,7,98.3,1,98.3,NaN,98.3,98.3,98.3,NaN,0.0,NaN,NaN,98.3,0.0,NaN,NaN
6054,11,105.06,1,105.06,NaN,105.06,105.06,105.06,NaN,0.0,NaN,NaN,105.06,0.0,NaN,NaN
6077,4,541.03,1,541.03,NaN,541.03,541.03,541.03,NaN,0.0,NaN,NaN,541.03,0.0,NaN,NaN
1110,19,1307.76,1,1307.76,NaN,1307.76,1307.76,1307.76,NaN,0.0,NaN,NaN,1307.76,0.0,NaN,NaN
1389,21,196.65,1,196.65,NaN,196.65,196.65,196.65,NaN,0.0,NaN,NaN,196.65,0.0,NaN,NaN
1714,10,89.85,1,89.85,NaN,89.85,89.85,89.85,NaN,0.0,NaN,NaN,89.85,0.0,NaN,NaN
5639,23,125.85,1,125.85,NaN,125.85,125.85,125.85,NaN,0.0,NaN,NaN,125.85,0.0,NaN,NaN
5925,31,552.27,1,552.27,NaN,552.27,552.27,552.27,NaN,0.0,NaN,NaN,552.27,0.0,NaN,NaN
3301,16,157.39,1,157.39,NaN,157.39,157.39,157.39,NaN,0.0,NaN,NaN,157.39,0.0,NaN,NaN
1872,2,451.6,1,451.6,NaN,451.6,451.6,451.6,NaN,0.0,NaN,NaN,451.6,0.0,NaN,NaN
6198,8,330.63,1,330.63,NaN,330.63,330.63,330.63,NaN,0.0,NaN,NaN,330.63,0.0,NaN,NaN
5582,11,239.24,1,239.24,NaN,239.24,239.24,239.24,NaN,0.0,NaN,NaN,239.24,0.0,NaN,NaN
1279,12,289.22,1,289.22,NaN,289.22,289.22,289.22,NaN,0.0,NaN,NaN,289.22,0.0,NaN,NaN
4056,16,313.2,1,313.2,NaN,313.2,313.2,313.2,NaN,0.0,NaN,NaN,313.2,0.0,NaN,NaN
6017,4,2598.62,2,5028.76,-1.9999999999999998,168.48,5028.76,168.48,0.0,2430.1400000000003,3436.736946465354,3436.736946465354,5197.24,5905580.419600002,1.1811160839200003E7,1.1811160839200003E7
1101,26,268.08,1,268.08,NaN,268.08,268.08,268.08,NaN,0.0,NaN,NaN,268.08,0.0,NaN,NaN
3590,3,418.29,1,418.29,NaN,418.29,418.29,418.29,NaN,0.0,NaN,NaN,418.29,0.0,NaN,NaN
4301,24,56.6,1,56.6,NaN,56.6,56.6,56.6,NaN,0.0,NaN,NaN,56.6,0.0,NaN,NaN
4016,26,279.74,1,279.74,NaN,279.74,279.74,279.74,NaN,0.0,NaN,NaN,279.74,0.0,NaN,NaN
6800,25,516.85,1,516.85,NaN,516.85,516.85,516.85,NaN,0.0,NaN,NaN,516.85,0.0,NaN,NaN
5768,24,113.5,1,113.5,NaN,113.5,113.5,113.5,NaN,0.0,NaN,NaN,113.5,0.0,NaN,NaN
5860,17,312.91,1,312.91,NaN,312.91,312.91,312.91,NaN,0.0,NaN,NaN,312.91,0.0,NaN,NaN
6248,26,231.8,1,231.8,NaN,231.8,231.8,231.8,NaN,0.0,NaN,NaN,231.8,0.0,NaN,NaN
6084,26,8.2,1,8.2,NaN,8.2,8.2,8.2,NaN,0.0,NaN,NaN,8.2,0.0,NaN,NaN
2345,5,105.76,1,105.76,NaN,105.76,105.76,105.76,NaN,0.0,NaN,NaN,105.76,0.0,NaN,NaN
4616,16,201.44,1,201.44,NaN,201.44,201.44,201.44,NaN,0.0,NaN,NaN,201.44,0.0,NaN,NaN
6453,29,492.51,1,492.51,NaN,492.51,492.51,492.51,NaN,0.0,NaN,NaN,492.51,0.0,NaN,NaN
5760,19,91.8,1,91.8,NaN,91.8,91.8,91.8,NaN,0.0,NaN,NaN,91.8,0.0,NaN,NaN
4501,1,616.8,1,616.8,NaN,616.8,616.8,616.8,NaN,0.0,NaN,NaN,616.8,0.0,NaN,NaN
3244,6,786.44,1,786.44,NaN,786.44,786.44,786.44,NaN,0.0,NaN,NaN,786.44,0.0,NaN,NaN
3559,19,130.53,1,130.53,NaN,130.53,130.53,130.53,NaN,0.0,NaN,NaN,130.53,0.0,NaN,NaN
6314,14,447.23999999999995,2,882.68,-2.0000000000000018,11.8,882.68,11.8,-3.609650421579348E-16,435.44,615.8051535997405,615.8051535997405,894.4799999999999,189607.9936,379215.9872,379215.9872
1789,24,298.48,1,298.48,NaN,298.48,298.48,298.48,NaN,0.0,NaN,NaN,298.48,0.0,NaN,NaN
1113,8,531.21,1,531.21,NaN,531.21,531.21,531.21,NaN,0.0,NaN,NaN,531.21,0.0,NaN,NaN
4113,7,145.7,1,145.7,NaN,145.7,145.7,145.7,NaN,0.0,NaN,NaN,145.7,0.0,NaN,NaN
3853,5,113.67,1,113.67,NaN,113.67,113.67,113.67,NaN,0.0,NaN,NaN,113.67,0.0,NaN,NaN
6071,17,903.62,1,903.62,NaN,903.62,903.62,903.62,NaN,0.0,NaN,NaN,903.62,0.0,NaN,NaN
3573,19,5.9,1,5.9,NaN,5.9,5.9,5.9,NaN,0.0,NaN,NaN,5.9,0.0,NaN,NaN
5501,2,16.725,2,31.8,-2.0000000000000018,1.65,31.8,1.65,-5.309556012150789E-16,15.075000000000001,21.31926945277441,21.31926945277441,33.45,227.25562500000004,454.5112500000001,454.5112500000001
3688,27,24.7,1,24.7,NaN,24.7,24.7,24.7,NaN,0.0,NaN,NaN,24.7,0.0,NaN,NaN
1711,21,21.25,1,21.25,NaN,21.25,21.25,21.25,NaN,0.0,NaN,NaN,21.25,0.0,NaN,NaN
2117,24,5.1,1,5.1,NaN,5.1,5.1,5.1,NaN,0.0,NaN,NaN,5.1,0.0,NaN,NaN
5448,2,16.8,1,16.8,NaN,16.8,16.8,16.8,NaN,0.0,NaN,NaN,16.8,0.0,NaN,NaN
6131,11,4.65,1,4.65,NaN,4.65,4.65,4.65,NaN,0.0,NaN,NaN,4.65,0.0,NaN,NaN
5548,29,85.0,1,85.0,NaN,85.0,85.0,85.0,NaN,0.0,NaN,NaN,85.0,0.0,NaN,NaN
6232,22,2.12,1,2.12,NaN,2.12,2.12,2.12,NaN,0.0,NaN,NaN,2.12,0.0,NaN,NaN
1297,29,42.63,1,42.63,NaN,42.63,42.63,42.63,NaN,0.0,NaN,NaN,42.63,0.0,NaN,NaN
6111,27,25.72,1,25.72,NaN,25.72,25.72,25.72,NaN,0.0,NaN,NaN,25.72,0.0,NaN,NaN
3519,26,9.96,1,9.96,NaN,9.96,9.96,9.96,NaN,0.0,NaN,NaN,9.96,0.0,NaN,NaN
5806,26,2.95,1,2.95,NaN,2.95,2.95,2.95,NaN,0.0,NaN,NaN,2.95,0.0,NaN,NaN
4299,13,26.48,1,26.48,NaN,26.48,26.48,26.48,NaN,0.0,NaN,NaN,26.48,0.0,NaN,NaN
2221,26,16.15,1,16.15,NaN,16.15,16.15,16.15,NaN,0.0,NaN,NaN,16.15,0.0,NaN,NaN
1899,21,29.3,1,29.3,NaN,29.3,29.3,29.3,NaN,0.0,NaN,NaN,29.3,0.0,NaN,NaN
6061,18,14.1,1,14.1,NaN,14.1,14.1,14.1,NaN,0.0,NaN,NaN,14.1,0.0,NaN,NaN
6278,27,134.8,1,134.8,NaN,134.8,134.8,134.8,NaN,0.0,NaN,NaN,134.8,0.0,NaN,NaN
2814,18,3.75,1,3.75,NaN,3.75,3.75,3.75,NaN,0.0,NaN,NaN,3.75,0.0,NaN,NaN
1682,23,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
6133,2,115.35000000000001,3,17.4,-1.500000000000004,109.8,218.85,17.4,0.10080478650959696,82.33519903419193,100.83961275213228,100.83961275213228,346.05,6779.084999999999,10168.627499999999,10168.627499999999
6098,15,162.725,2,30.45,-1.9999999999999978,295.0,295.0,30.45,-4.0240819775149275E-16,132.275,187.06509896290115,187.06509896290115,325.45,17496.675625,34993.35125,34993.35125
5070,9,569.03,1,569.03,NaN,569.03,569.03,569.03,NaN,0.0,NaN,NaN,569.03,0.0,NaN,NaN
6180,24,178.825,2,319.0,-2.0000000000000018,38.65,319.0,38.65,-3.3813368365669083E-16,140.175,198.23738610564862,198.23738610564862,357.65,19649.030625000003,39298.061250000006,39298.061250000006
4808,7,617.12,1,617.12,NaN,617.12,617.12,617.12,NaN,0.0,NaN,NaN,617.12,0.0,NaN,NaN
2944,24,2158.5733333333333,3,2022.16,-1.4999999999999996,3895.86,3895.86,557.7,0.1487768162284079,1366.2075231660658,1673.2556572542446,1673.2556572542446,6475.72,1866522.996355556,2799784.494533334,2799784.494533334
1327,6,190.30499999999998,6,130.64,0.6272479599323315,34.12,663.6,13.0,1.4764115019862238,220.94199101046112,242.02982475306638,242.02982475306638,1141.83,48815.36339166668,58578.43607000002,58578.43607000002
5878,30,168.0,1,168.0,NaN,168.0,168.0,168.0,NaN,0.0,NaN,NaN,168.0,0.0,NaN,NaN
5713,24,323.38,1,323.38,NaN,323.38,323.38,323.38,NaN,0.0,NaN,NaN,323.38,0.0,NaN,NaN
5829,22,95.65,1,95.65,NaN,95.65,95.65,95.65,NaN,0.0,NaN,NaN,95.65,0.0,NaN,NaN
5729,26,300.54,1,300.54,NaN,300.54,300.54,300.54,NaN,0.0,NaN,NaN,300.54,0.0,NaN,NaN
6025,20,332.41,1,332.41,NaN,332.41,332.41,332.41,NaN,0.0,NaN,NaN,332.41,0.0,NaN,NaN
2670,13,415.55,1,415.55,NaN,415.55,415.55,415.55,NaN,0.0,NaN,NaN,415.55,0.0,NaN,NaN
6192,29,283.815,2,487.45,-2.000000000000001,80.18,487.45,80.18,0.0,203.635,287.98337877384523,287.98337877384523,567.63,41467.213225,82934.42645,82934.42645
5719,20,505.98,1,505.98,NaN,505.98,505.98,505.98,NaN,0.0,NaN,NaN,505.98,0.0,NaN,NaN
3896,25,144.2,1,144.2,NaN,144.2,144.2,144.2,NaN,0.0,NaN,NaN,144.2,0.0,NaN,NaN
2320,1,169.535,2,143.92,-2.0000000000000018,195.15,195.15,143.92,4.329194318250831E-16,25.61500000000001,36.22508040018684,36.22508040018684,339.07,656.1282250000005,1312.256450000001,1312.256450000001
1761,4,416.11,1,416.11,NaN,416.11,416.11,416.11,NaN,0.0,NaN,NaN,416.11,0.0,NaN,NaN
5855,15,287.25,2,144.0,-2.0,430.5,430.5,144.0,0.0,143.25,202.58609280994585,202.58609280994585,574.5,20520.5625,41041.125,41041.125
5686,27,245.91,1,245.91,NaN,245.91,245.91,245.91,NaN,0.0,NaN,NaN,245.91,0.0,NaN,NaN
5750,29,392.12,1,392.12,NaN,392.12,392.12,392.12,NaN,0.0,NaN,NaN,392.12,0.0,NaN,NaN
3904,21,119.65,1,119.65,NaN,119.65,119.65,119.65,NaN,0.0,NaN,NaN,119.65,0.0,NaN,NaN
6209,9,402.76,2,496.0,-1.9999999999999991,309.52,496.0,309.52,0.0,93.24000000000001,131.8612725556674,131.8612725556674,805.52,8693.697600000001,17387.395200000003,17387.395200000003
5638,13,25.2,1,25.2,NaN,25.2,25.2,25.2,NaN,0.0,NaN,NaN,25.2,0.0,NaN,NaN
5976,3,257.345,2,160.33,-1.9999999999999998,354.36,354.36,160.33,0.0,97.015,137.1999287536258,137.1999287536258,514.69,9411.910225,18823.82045,18823.82045
3669,10,149.2,1,149.2,NaN,149.2,149.2,149.2,NaN,0.0,NaN,NaN,149.2,0.0,NaN,NaN
5418,22,185.1,1,185.1,NaN,185.1,185.1,185.1,NaN,0.0,NaN,NaN,185.1,0.0,NaN,NaN
5715,4,5513.32,1,5513.32,NaN,5513.32,5513.32,5513.32,NaN,0.0,NaN,NaN,5513.32,0.0,NaN,NaN
5796,3,251.93666666666664,3,725.76,-1.5000000000000018,2.55,725.76,2.55,0.7041696989718681,335.19848749990234,410.5326284637231,410.5326284637231,755.81,112358.0260222222,168537.0390333333,168537.0390333333
6733,9,1007.9,1,1007.9,NaN,1007.9,1007.9,1007.9,NaN,0.0,NaN,NaN,1007.9,0.0,NaN,NaN
4819,6,169.5,1,169.5,NaN,169.5,169.5,169.5,NaN,0.0,NaN,NaN,169.5,0.0,NaN,NaN
3860,3,1292.96,1,1292.96,NaN,1292.96,1292.96,1292.96,NaN,0.0,NaN,NaN,1292.96,0.0,NaN,NaN
6044,15,213.36,2,411.54,-2.0000000000000027,15.18,411.54,15.18,-4.786087665236544E-16,198.18,280.2688437911,280.2688437911,426.72,39275.3124,78550.6248,78550.6248
6011,10,80.55,3,186.9,-1.499999999999995,51.0,186.9,3.75,0.5157946707276138,77.63539785432931,95.0835553605354,95.0835553605354,241.65,6027.255,9040.8825,9040.8825
5576,14,301.15,1,301.15,NaN,301.15,301.15,301.15,NaN,0.0,NaN,NaN,301.15,0.0,NaN,NaN
5879,5,19.8,1,19.8,NaN,19.8,19.8,19.8,NaN,0.0,NaN,NaN,19.8,0.0,NaN,NaN
5860,1,128.8,1,128.8,NaN,128.8,128.8,128.8,NaN,0.0,NaN,NaN,128.8,0.0,NaN,NaN
3165,21,104.16,1,104.16,NaN,104.16,104.16,104.16,NaN,0.0,NaN,NaN,104.16,0.0,NaN,NaN
4214,31,554.42,1,554.42,NaN,554.42,554.42,554.42,NaN,0.0,NaN,NaN,554.42,0.0,NaN,NaN
3760,10,477.86,1,477.86,NaN,477.86,477.86,477.86,NaN,0.0,NaN,NaN,477.86,0.0,NaN,NaN
5722,19,71.39,2,139.03,-1.9999999999999978,3.75,139.03,3.75,3.7618315657003013E-16,67.64,95.65740535891615,95.65740535891615,142.78,4575.1696,9150.3392,9150.3392
5904,5,613.54,1,613.54,NaN,613.54,613.54,613.54,NaN,0.0,NaN,NaN,613.54,0.0,NaN,NaN
6037,4,192.23,1,192.23,NaN,192.23,192.23,192.23,NaN,0.0,NaN,NaN,192.23,0.0,NaN,NaN
6032,12,440.24,2,756.1,-1.9999999999999991,124.38,756.1,124.38,0.0,315.86,446.6934958111658,446.6934958111658,880.48,99767.5396,199535.0792,199535.0792
4000,3,423.65,1,423.65,NaN,423.65,423.65,423.65,NaN,0.0,NaN,NaN,423.65,0.0,NaN,NaN
6268,28,961.95,2,1393.48,-2.0,530.42,1393.48,530.42,0.0,431.53000000000003,610.2755785708617,610.2755785708617,1923.9,186218.14090000003,372436.28180000006,372436.28180000006
6104,12,288.245,2,211.47,-2.0,365.02,365.02,211.47,0.0,76.77499999999999,108.57624625119436,108.57624625119436,576.49,5894.400624999998,11788.801249999997,11788.801249999997
3619,19,329.84,1,329.84,NaN,329.84,329.84,329.84,NaN,0.0,NaN,NaN,329.84,0.0,NaN,NaN
2448,11,330.55,1,330.55,NaN,330.55,330.55,330.55,NaN,0.0,NaN,NaN,330.55,0.0,NaN,NaN
4571,3,194.27499999999998,2,228.7,-2.0,159.85,228.7,159.85,0.0,34.425,48.684301884693795,48.684301884693795,388.54999999999995,1185.0806249999998,2370.1612499999997,2370.1612499999997
4600,11,101.76,1,101.76,NaN,101.76,101.76,101.76,NaN,0.0,NaN,NaN,101.76,0.0,NaN,NaN
6363,7,8.25,1,8.25,NaN,8.25,8.25,8.25,NaN,0.0,NaN,NaN,8.25,0.0,NaN,NaN
6223,26,1067.88,1,1067.88,NaN,1067.88,1067.88,1067.88,NaN,0.0,NaN,NaN,1067.88,0.0,NaN,NaN
5476,24,744.2666666666665,3,85.0,-1.5000000000000027,262.7,1885.1,85.0,0.6816647587762006,809.946435814671,991.9777433659151,991.9777433659151,2232.7999999999997,656013.2288888888,984019.8433333333,984019.8433333333
6075,13,244.12,1,244.12,NaN,244.12,244.12,244.12,NaN,0.0,NaN,NaN,244.12,0.0,NaN,NaN
6536,20,299.7,1,299.7,NaN,299.7,299.7,299.7,NaN,0.0,NaN,NaN,299.7,0.0,NaN,NaN
1960,23,48.15,1,48.15,NaN,48.15,48.15,48.15,NaN,0.0,NaN,NaN,48.15,0.0,NaN,NaN
5902,28,131.93,2,244.87,-2.0000000000000004,18.99,244.87,18.99,0.0,112.94,159.72127973441735,159.72127973441735,263.86,12755.443599999999,25510.887199999997,25510.887199999997
2107,2,129.5,1,129.5,NaN,129.5,129.5,129.5,NaN,0.0,NaN,NaN,129.5,0.0,NaN,NaN
5825,12,381.32500000000005,2,310.49,-2.0000000000000004,452.16,452.16,310.49,0.0,70.83500000000001,100.1758176906982,100.1758176906982,762.6500000000001,5017.597225000001,10035.194450000003,10035.194450000003
1889,6,550.64,1,550.64,NaN,550.64,550.64,550.64,NaN,0.0,NaN,NaN,550.64,0.0,NaN,NaN
6096,10,352.46,1,352.46,NaN,352.46,352.46,352.46,NaN,0.0,NaN,NaN,352.46,0.0,NaN,NaN
6101,27,11.22,1,11.22,NaN,11.22,11.22,11.22,NaN,0.0,NaN,NaN,11.22,0.0,NaN,NaN
6051,6,148.96,1,148.96,NaN,148.96,148.96,148.96,NaN,0.0,NaN,NaN,148.96,0.0,NaN,NaN
6589,29,352.065,2,95.28,-2.0000000000000027,608.85,608.85,95.28,4.4002886282469326E-16,256.785,363.14882961397524,363.14882961397524,704.13,65938.53622500002,131877.07245000004,131877.07245000004
5581,22,895.0,1,895.0,NaN,895.0,895.0,895.0,NaN,0.0,NaN,NaN,895.0,0.0,NaN,NaN
6254,23,254.82,1,254.82,NaN,254.82,254.82,254.82,NaN,0.0,NaN,NaN,254.82,0.0,NaN,NaN
5914,17,569.04,1,569.04,NaN,569.04,569.04,569.04,NaN,0.0,NaN,NaN,569.04,0.0,NaN,NaN
6111,22,24.6,1,24.6,NaN,24.6,24.6,24.6,NaN,0.0,NaN,NaN,24.6,0.0,NaN,NaN
1452,20,18841.48,1,18841.48,NaN,18841.48,18841.48,18841.48,NaN,0.0,NaN,NaN,18841.48,0.0,NaN,NaN
6847,25,505.3625,4,307.56,-1.7433565303750338,674.25,835.57,204.07,0.08288320424199053,258.58411604108636,298.58721800896524,298.58721800896524,2021.45,66865.74506875001,89154.32675833335,89154.32675833335
6278,4,306.82,1,306.82,NaN,306.82,306.82,306.82,NaN,0.0,NaN,NaN,306.82,0.0,NaN,NaN
5784,29,2.95,1,2.95,NaN,2.95,2.95,2.95,NaN,0.0,NaN,NaN,2.95,0.0,NaN,NaN
5803,7,68.1,1,68.1,NaN,68.1,68.1,68.1,NaN,0.0,NaN,NaN,68.1,0.0,NaN,NaN
2634,21,186.595,2,210.85,-2.0,162.34,210.85,162.34,0.0,24.254999999999995,34.30174995535941,34.30174995535941,373.19,588.3050249999998,1176.6100499999995,1176.6100499999995
3734,22,323.44,1,323.44,NaN,323.44,323.44,323.44,NaN,0.0,NaN,NaN,323.44,0.0,NaN,NaN
4407,12,170.39,1,170.39,NaN,170.39,170.39,170.39,NaN,0.0,NaN,NaN,170.39,0.0,NaN,NaN
1505,9,316.24999999999994,3,233.7,-1.499999999999998,315.9,399.15,233.7,0.007772441605221495,67.54513305931079,82.72555530185336,82.72555530185336,948.7499999999999,4562.344999999999,6843.517499999999,6843.517499999999
2233,10,305.63,1,305.63,NaN,305.63,305.63,305.63,NaN,0.0,NaN,NaN,305.63,0.0,NaN,NaN
5001,14,912.16,3,822.24,-1.4999999999999998,480.0,1434.24,480.0,0.32988705984928735,394.7215889712646,483.4332417200952,483.4332417200952,2736.48,155805.1328,233707.6992,233707.6992
1359,15,317.0,1,317.0,NaN,317.0,317.0,317.0,NaN,0.0,NaN,NaN,317.0,0.0,NaN,NaN
4489,24,161.05,1,161.05,NaN,161.05,161.05,161.05,NaN,0.0,NaN,NaN,161.05,0.0,NaN,NaN
5984,5,227.3025,4,33.9,-1.657123705422892,394.06,394.06,33.9,-0.1535520683536597,144.75306497186855,167.1464420550634,167.1464420550634,909.21,20953.44981875,27937.933091666666,27937.933091666666
6036,18,248.545,2,489.7,-1.9999999999999967,7.39,489.7,7.39,5.312528887788465E-16,241.155,341.0446716340837,341.0446716340837,497.09,58155.734025,116311.46805,116311.46805
6281,16,424.8,1,424.8,NaN,424.8,424.8,424.8,NaN,0.0,NaN,NaN,424.8,0.0,NaN,NaN
6848,11,480.2,1,480.2,NaN,480.2,480.2,480.2,NaN,0.0,NaN,NaN,480.2,0.0,NaN,NaN
6592,16,33.9,1,33.9,NaN,33.9,33.9,33.9,NaN,0.0,NaN,NaN,33.9,0.0,NaN,NaN
5421,18,277.96999999999997,2,149.1,-2.000000000000001,406.84,406.84,149.1,0.0,128.87,182.24970178302075,182.24970178302075,555.9399999999999,16607.4769,33214.9538,33214.9538
4532,26,236.31,1,236.31,NaN,236.31,236.31,236.31,NaN,0.0,NaN,NaN,236.31,0.0,NaN,NaN
6455,31,59.7,1,59.7,NaN,59.7,59.7,59.7,NaN,0.0,NaN,NaN,59.7,0.0,NaN,NaN
5460,23,305.36,1,305.36,NaN,305.36,305.36,305.36,NaN,0.0,NaN,NaN,305.36,0.0,NaN,NaN
6539,8,183.9,1,183.9,NaN,183.9,183.9,183.9,NaN,0.0,NaN,NaN,183.9,0.0,NaN,NaN
5849,26,76.34,1,76.34,NaN,76.34,76.34,76.34,NaN,0.0,NaN,NaN,76.34,0.0,NaN,NaN
2989,13,526.3,1,526.3,NaN,526.3,526.3,526.3,NaN,0.0,NaN,NaN,526.3,0.0,NaN,NaN
5513,15,81.02,1,81.02,NaN,81.02,81.02,81.02,NaN,0.0,NaN,NaN,81.02,0.0,NaN,NaN
5939,4,119.73,1,119.73,NaN,119.73,119.73,119.73,NaN,0.0,NaN,NaN,119.73,0.0,NaN,NaN
5919,24,2949.28,1,2949.28,NaN,2949.28,2949.28,2949.28,NaN,0.0,NaN,NaN,2949.28,0.0,NaN,NaN
5767,3,893.46,1,893.46,NaN,893.46,893.46,893.46,NaN,0.0,NaN,NaN,893.46,0.0,NaN,NaN
5962,2,460.27,1,460.27,NaN,460.27,460.27,460.27,NaN,0.0,NaN,NaN,460.27,0.0,NaN,NaN
1111,1,454.2,1,454.2,NaN,454.2,454.2,454.2,NaN,0.0,NaN,NaN,454.2,0.0,NaN,NaN
1574,3,159.015,2,307.08,-1.9999999999999982,10.95,307.08,10.95,5.738163159442E-16,148.065,209.39553111277232,209.39553111277232,318.03,21923.244225,43846.48845,43846.48845
2568,4,364.22,1,364.22,NaN,364.22,364.22,364.22,NaN,0.0,NaN,NaN,364.22,0.0,NaN,NaN
4110,11,5500.38,1,5500.38,NaN,5500.38,5500.38,5500.38,NaN,0.0,NaN,NaN,5500.38,0.0,NaN,NaN
4782,25,117.46,1,117.46,NaN,117.46,117.46,117.46,NaN,0.0,NaN,NaN,117.46,0.0,NaN,NaN
2857,16,1228.24,1,1228.24,NaN,1228.24,1228.24,1228.24,NaN,0.0,NaN,NaN,1228.24,0.0,NaN,NaN
6274,24,599.95,1,599.95,NaN,599.95,599.95,599.95,NaN,0.0,NaN,NaN,599.95,0.0,NaN,NaN
5767,17,209.73,1,209.73,NaN,209.73,209.73,209.73,NaN,0.0,NaN,NaN,209.73,0.0,NaN,NaN
3209,19,135.86,1,135.86,NaN,135.86,135.86,135.86,NaN,0.0,NaN,NaN,135.86,0.0,NaN,NaN
6374,22,1301.0,1,1301.0,NaN,1301.0,1301.0,1301.0,NaN,0.0,NaN,NaN,1301.0,0.0,NaN,NaN
6108,15,443.4,1,443.4,NaN,443.4,443.4,443.4,NaN,0.0,NaN,NaN,443.4,0.0,NaN,NaN
4497,21,243.6,1,243.6,NaN,243.6,243.6,243.6,NaN,0.0,NaN,NaN,243.6,0.0,NaN,NaN
2511,24,336.54,1,336.54,NaN,336.54,336.54,336.54,NaN,0.0,NaN,NaN,336.54,0.0,NaN,NaN
4631,24,189.87,1,189.87,NaN,189.87,189.87,189.87,NaN,0.0,NaN,NaN,189.87,0.0,NaN,NaN
1904,28,220.2,1,220.2,NaN,220.2,220.2,220.2,NaN,0.0,NaN,NaN,220.2,0.0,NaN,NaN
6050,14,250.26,1,250.26,NaN,250.26,250.26,250.26,NaN,0.0,NaN,NaN,250.26,0.0,NaN,NaN
2803,19,388.42,1,388.42,NaN,388.42,388.42,388.42,NaN,0.0,NaN,NaN,388.42,0.0,NaN,NaN
