counterparty_country,txn_timestamp_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
FIN,12,395.3163076923077,65,172.71,16.783486483119866,16.65,3694.36,1.25,3.620984050175846,560.5244244965033,564.8865480634399,564.8865480634399,25695.56,314187.63045713626,319096.812183029,319096.812183029
MEX,22,470.89018518518503,54,500.0,7.494630586482536,16.95,3744.0,6.6,2.795307685821273,755.227688001466,762.3191833749656,762.3191833749656,25428.069999999992,570368.8607240397,581130.5373414744,581130.5373414744
PRT,28,439.1363636363636,44,743.9,6.326287528001279,91.27,2662.17,10.08,2.3739045691021974,518.6292602756324,524.6251734603763,524.6251734603763,19322.0,268976.3096140497,275231.5726283299,275231.5726283299
AUS,22,317.114423076923,52,504.72,14.131520424444371,2210.64,2210.64,2.08,3.2254413197495695,350.51079252786684,353.9304909957934,353.9304909957934,16489.949999999997,122857.8156785133,125266.79245652337,125266.79245652337
DEU,6,383.6587755102041,49,364.92,1.03500758607891,98.51,1304.7,2.1,1.2825526894615735,340.5938597696475,344.1234240890944,344.1234240890944,18799.280000000002,116004.17731278633,118420.93100680271,118420.93100680271
RUS,14,335.9128,50,198.95,5.0924267817462,18.0,1829.84,2.95,2.129367755948421,354.62888916747886,358.2292747642527,358.2292747642527,16795.64,125761.64903216,128328.21329812246,128328.21329812246
IND,19,353.6331249999999,48,99.5,5.606781439521386,33.2,2340.05,4.63,2.25168599202713,480.3905353640074,485.47417466276687,485.47417466276687,16974.389999999996,230775.06646731767,235685.17426449465,235685.17426449465
FRA,24,300.3582857142857,35,241.86,2.9246260937358777,110.1,1329.36,8.67,1.7358458255286746,293.43057688061384,297.7144615377955,297.7144615377955,10512.54,86101.50344848982,88633.90060873951,88633.90060873951
TUR,17,318.3481632653061,49,198.3,0.6593952034652908,22.65,1241.43,3.9,1.2655029271862708,323.36216983484616,326.7131626498074,326.7131626498074,15599.06,104563.0928802999,106741.49064863949,106741.49064863949
PRT,30,474.18999999999994,31,182.8,11.238422857109093,27.0,3623.2,27.0,3.271171603103647,694.0429658820285,705.5155276628101,705.5155276628101,14699.889999999998,481695.6384903226,497752.15977333335,497752.15977333335
BRA,13,462.79098039215677,51,125.2,20.608010820645386,13.3,6260.9,0.72,4.537147013233533,1033.8244820677094,1044.1115462042449,1044.1115462042449,23602.339999999997,1068793.0597225677,1090168.920917019,1090168.920917019
NLD,20,341.0186666666668,45,286.95,4.28656162573267,3.25,1665.2,3.25,1.7903702520996099,325.52536829357354,329.20373779773524,329.20373779773524,15345.840000000006,105966.76540266669,108375.10098000002,108375.10098000002
AUS,18,322.45105263157905,57,707.88,5.10599285134947,59.4,1692.0,3.7,1.8780288688005529,307.36069692860184,310.0928457430372,310.0928457430372,18379.710000000006,94470.59801643582,96157.57298101504,96157.57298101504
GRC,24,409.49750000000006,28,162.05,6.261613025404291,16.2,2182.71,8.7,2.4739523149488365,457.84292469942284,466.24441307446045,466.24441307446045,11465.930000000002,209620.1436973214,217383.8527231481,217383.8527231481
USA,27,311.16384615384607,52,564.05,3.2657160037872295,15.0,1308.48,3.95,1.7009134727645363,286.1813710686731,288.9734505625302,288.9734505625302,16180.519999999997,81899.77714674556,83505.65513001509,83505.65513001509
CAN,28,364.11791666666676,48,2938.76,17.05120261787071,9.95,2938.76,1.25,3.898777520552741,473.91181268669925,478.926892164264,478.926892164264,17477.660000000003,224592.4062039931,229370.9680381206,229370.9680381206
CAN,31,162.65588235294115,17,388.3,-1.208483324846995,7.47,460.24,3.9,0.5227755097523835,153.11396278815346,157.82626033311217,157.82626033311217,2765.1499999999996,23443.88560069204,24909.128450735294,24909.128450735294
NOR,8,560.7101612903224,62,225.0,15.120466186319714,4.95,6155.72,2.55,3.747741777546388,1024.1093274559278,1032.4695423134244,1032.4695423134244,34764.02999999999,1048799.9145822325,1065993.355804892,1065993.355804892
NLD,10,829.8969696969697,33,124.1,24.201932919312178,9.95,14415.74,9.95,4.997723679191423,2483.463599603274,2521.9692074615577,2521.9692074615577,27386.6,6167591.45055445,6360328.683384277,6360328.683384277
CAN,15,355.1125,68,501.01,7.828724442055993,30.0,2462.26,3.75,2.679559385764323,473.4221724080671,476.942088325244,476.942088325244,24147.65,224128.5533275736,227473.75561604486,227473.75561604486
ZAF,1,472.0270588235294,68,354.23,25.65203144443437,14.5,5727.0,2.1,4.781434054254932,808.3253366648175,814.3352732174542,814.3352732174542,32097.839999999997,653389.8498942907,663141.9372061457,663141.9372061457
DEU,10,373.3010638297873,47,428.76,0.7651732522006807,196.7,1268.74,7.8,1.3031944307012233,326.29977808714386,329.82744577729443,329.82744577729443,17545.150000000005,106471.54517971932,108786.1439879741,108786.1439879741
CAN,20,419.5767307692307,52,751.0,11.575339638677054,4.95,3221.88,4.25,3.183841089610958,561.2994637710752,566.7756857797124,566.7756857797124,21817.989999999998,315057.08802969666,321234.6779910632,321234.6779910632
PRT,19,1109.2336986301373,73,172.15,38.84440631490506,479.8,22104.8,2.95,5.835939828915552,2833.701062218908,2853.31168418457,2853.31168418457,80974.06000000003,8029861.710020568,8141387.567104187,8141387.567104187
ZAF,3,243.90039215686275,51,89.14,-0.2586388954856833,50.98,736.28,2.5,0.7745672278326116,200.9037718534529,202.90286359695156,202.90286359695156,12438.92,40362.32554494425,41169.572055843135,41169.572055843135
FIN,14,718.7716666666664,72,148.36,32.92161871272978,27.5,16774.72,1.25,5.628594633470825,2323.402490847205,2339.707269766882,2339.707269766882,51751.55999999998,5398199.1344749965,5474230.108199996,5474230.108199996
CAN,17,260.03169491525415,59,144.0,2.480435331530666,24.75,1177.64,4.95,1.6703520741848423,268.99818568572533,271.30722533912666,271.30722533912666,15341.869999999995,72360.02390221198,73607.61052121564,73607.61052121564
CAN,4,316.1099999999999,62,299.6,32.60033168484973,4.15,3599.38,4.15,5.243546421015445,479.8643218526428,483.78164662020544,483.78164662020544,19598.819999999992,230269.7673870967,234044.6816065573,234044.6816065573
DEU,28,329.53216216216225,37,427.4,0.44929523428421136,9.75,1293.18,1.6,1.117380994092469,340.68532759508196,345.3846575529564,345.3846575529564,12192.690000000002,116066.49243856831,119290.56167297298,119290.56167297298
ESP,29,289.59515151515154,33,736.7,2.3591237413245985,19.95,1170.0,3.25,1.4026263298596393,255.85981804817203,259.8268735033148,259.8268735033148,9556.640000000001,65464.2464916437,67510.00419450756,67510.00419450756
NLD,6,257.42145161290324,62,184.1,3.2820211426518195,78.0,1109.34,1.65,1.6564698609274127,238.1190354386129,240.062896552418,240.062896552418,15960.130000000001,56700.67503821539,57630.19430113695,57630.19430113695
AUT,20,336.8647368421053,57,287.45,5.621851771318029,12.9,1761.18,1.95,2.167199780149969,351.14577720084196,354.26713438300675,354.26713438300675,19201.29,123303.35684598336,125505.20250394735,125505.20250394735
CHE,31,280.0083333333334,18,1642.5,7.668218095801629,3.25,1642.5,3.25,2.7842382743185863,367.02134208683583,377.6618453099825,377.6618453099825,5040.150000000001,134704.6655472222,142628.46940294115,142628.46940294115
JPN,16,429.8186792452831,53,204.0,20.705933635489092,8.67,4287.63,4.25,4.189994188956106,653.1068995600741,659.3568687541081,659.3568687541081,22780.390000000003,426548.6222529727,434751.48037322215,434751.48037322215
NOR,4,342.9115094339623,53,510.89,2.919896753110998,2.95,1578.87,1.25,1.6933757265818374,344.312975376787,347.6079114594721,347.6079114594721,18174.31,118551.42501281592,120831.26010921622,120831.26010921622
JPN,13,324.0130188679246,53,129.57,1.786853777235783,29.9,1485.78,3.75,1.511510186682998,335.1642347604895,338.3716210912817,338.3716210912817,17172.690000000002,112335.06426258452,114495.35395994192,114495.35395994192
RUS,16,322.1428813559323,59,314.55,2.053293879703892,19.36,1373.46,6.25,1.4612647395971927,299.3055866334654,301.8747804228564,301.8747804228564,19006.430000000004,89583.83419000288,91128.38305534776,91128.38305534776
GRC,31,364.8420000000001,25,306.7,15.401944283355014,10.35,4008.62,1.95,3.9402678434782548,787.1356764421239,803.3669856765338,803.3669856765338,9121.050000000003,619582.573128,645398.5136749999,645398.5136749999
RUS,5,294.50783333333334,60,734.4,32.45366844873669,14.9,3705.48,4.95,5.278550322986505,502.8784215364308,507.12219653379384,507.12219653379384,17670.47,252886.70684697214,257172.92221725982,257172.92221725982
PRT,9,768.1204615384617,65,525.93,50.69160656295878,32.53,19150.66,1.25,7.023761752463861,2392.5669777750813,2411.186456861299,2411.186456861299,49927.83000000001,5724376.743139787,5813820.129751346,5813820.129751346
FRA,12,289.0204545454544,44,193.22,2.08367215562933,12.45,1289.5,2.42,1.5990290202288948,303.6950000632703,307.2060415614927,307.2060415614927,12716.899999999994,92230.65306342974,94375.55197188159,94375.55197188159
ITA,15,286.1664516129032,31,58.7,2.472351803259345,8.5,1232.95,3.75,1.8014494372189744,299.6189521068427,304.5716670073826,304.5716670073826,8871.159999999998,89771.51646160251,92763.90034365593,92763.90034365593
AUT,11,361.4841095890412,73,140.49,12.889508533355997,20.8,3417.12,1.0,3.3792473069287285,573.2154987600453,577.1824353578809,577.1824353578809,26388.340000000007,328576.00801872753,333139.5636856543,333139.5636856543
FRA,3,342.5494285714286,35,128.03,11.112648869342372,9.95,2145.38,9.01,3.0247989928801933,385.56948762608914,391.19853702468276,391.19853702468276,11989.230000000001,148663.8297882449,153036.2953702521,153036.2953702521
SWE,3,673.5387878787878,33,230.25,5.850146907399971,7.5,4037.77,7.5,2.278114325112492,830.6745807630106,843.5540244841967,843.5540244841967,22226.78,690020.2591258034,711583.3922234847,711583.3922234847
CHN,14,309.0936666666667,60,11.8,6.984678564846597,27.5,2033.1,1.95,2.339185266430659,363.89864073194275,366.96956978154157,366.96956978154157,18545.620000000003,132422.22072655556,134666.66514564972,134666.66514564972
PRT,4,345.172105263158,76,109.3,2.2749894457777904,4.15,1524.77,1.65,1.584313989985501,358.7167976761634,361.1003242140732,361.1003242140732,26233.08000000001,128677.74093504157,130393.4441475088,130393.4441475088
MEX,28,330.384,30,313.7,15.85944613505037,9.95,2662.17,3.16,3.8828353719129325,479.05854241835607,487.24817056750373,487.24817056750373,9911.52,229497.08706399988,237410.7797213792,237410.7797213792
ITA,5,311.67072727272733,55,274.67,5.665577344978066,238.0,1444.66,8.65,2.001089696923377,254.47529418110904,256.82073817883276,256.82073817883276,17141.890000000003,64757.67534856199,65956.89155872056,65956.89155872056
CHE,12,417.51321428571435,56,126.28,13.532373109293292,13.9,3528.34,1.25,3.270588130966768,574.6431309085516,579.8436272341243,579.8436272341243,23380.740000000005,330214.7279003827,336218.63204402605,336218.63204402605
AUT,22,422.94200000000006,45,222.6,4.806628123033621,259.2,2079.37,2.08,2.129917685020098,439.16692622686827,444.12942189083907,444.12942189083907,19032.390000000003,192867.58909155556,197250.9433890909,197250.9433890909
AUT,27,321.5825581395349,43,157.4,23.5408161364009,51.0,4390.56,1.45,4.771737594632561,705.9492638930437,714.3039838628563,714.3039838628563,13828.050000000001,498364.3631911303,510230.1813623477,510230.1813623477
BRA,29,380.24346938775494,49,306.7,12.17906565379049,76.3,3243.13,3.75,3.1975228173692143,558.7356250319108,564.525786156513,564.525786156513,18631.929999999993,312185.49867979996,318689.3632356291,318689.3632356291
NOR,29,459.6132258064516,31,251.9,8.81942720716092,22.3,3969.93,7.5,3.1594314964848564,896.9993629565367,911.8268032083984,911.8268032083984,14248.01,804607.8571444328,831428.1190492472,831428.1190492472
DNK,31,204.01588235294116,17,162.3,0.31526000825116496,8.25,633.44,1.95,1.0345927512853557,191.7904794318322,197.6931011713239,197.6931011713239,3468.27,36783.58800069205,39082.562250735304,39082.562250735304
CHE,23,305.9948275862069,29,161.03,18.320678565054287,19.9,2375.42,1.45,4.207434224735675,415.23469247976305,422.5845496687251,422.5845496687251,8873.85,172419.8498387634,178577.7016187192,178577.7016187192
BRA,28,369.81840909090914,44,215.52,11.205994821694985,9.75,2176.45,6.36,2.901810757997402,365.29931888386335,369.5225726997195,369.5225726997195,16272.010000000002,133443.5923770145,136546.93173461946,136546.93173461946
GBR,22,330.323,40,558.59,4.140879678665851,38.16,1308.82,17.34,1.7333272839964722,251.57670262963543,254.7816305941328,254.7816305941328,13212.92,63290.837306000016,64913.679288205145,64913.679288205145
JPN,12,382.18642857142873,70,338.6,5.527537446701512,102.24,2145.0,1.65,1.997555325540375,379.62478825446175,382.36579705005875,382.36579705005875,26753.05000000001,144114.9798572449,146203.6027537267,146203.6027537267
GRC,13,501.01414634146346,41,218.1,11.081314461974426,43.57,3876.86,10.27,3.212474409033528,711.4320608427787,720.2700650623196,720.2700650623196,20541.58,506135.5771950031,518788.9666248782,518788.9666248782
GRC,16,429.96655172413796,58,351.3,12.776123228083014,32.65,3506.24,2.95,3.2294409473195103,576.4119008006871,581.4461614561673,581.4461614561673,24938.06,332250.6793846612,338079.6386721114,338079.6386721114
IND,21,172.6671698113208,53,114.6,8.943250274101613,10.17,1205.81,2.08,2.694902314361538,213.4472777409187,215.48988196287647,215.48988196287647,9151.360000000002,45559.740375008885,46435.889228374435,46435.889228374435
JPN,21,840.7000000000003,53,324.0,13.532407482716728,1.65,10584.77,1.65,3.8324752635934107,2017.7000173361973,2037.0085914144188,2037.0085914144188,44557.10000000001,4071113.3599584913,4149404.0014961543,4149404.0014961543
CHN,25,333.23857142857156,49,1012.01,6.439156891565986,19.95,1932.24,4.95,2.2995790478340696,360.86864905307,364.60832042755146,364.60832042755146,16328.690000000006,130226.1818693878,132939.22732500004,132939.22732500004
CHE,5,377.22161290322583,62,277.65,41.95039793116316,15.0,5401.98,1.95,6.184888434534544,691.8142421204006,697.4617990272112,697.4617990272112,23387.74,478606.94560062437,486452.9611022739,486452.9611022739
MEX,12,372.8404255319149,47,275.3,34.44352674246498,16.65,8281.12,1.25,5.8344561879040135,1221.9464492218046,1235.157065034307,1235.157065034307,17523.5,1493153.1247657766,1525612.975304163,1525612.975304163
CHN,20,421.7441463414635,41,756.12,6.505477452192046,3.25,2516.57,3.25,2.5678666729944406,530.6896143743149,537.28228472087,537.28228472087,17291.510000000002,281631.46680475905,288672.25347487803,288672.25347487803
ESP,4,370.628493150685,73,109.3,64.21445430953109,52.45,10992.96,3.75,8.030718055531064,1269.2153260407129,1277.9989279117299,1277.9989279117299,27055.88000000001,1610907.5438566331,1633281.2597435308,1633281.2597435308
SWE,7,289.5502040816326,49,166.74,-0.6972866668626434,3.95,821.0,2.55,0.4373027975382633,224.35288829813058,226.67785079169252,226.67785079169252,14187.959999999997,50334.21848771346,51382.84803954082,51382.84803954082
TUR,15,402.39509090909104,55,102.28,13.306463868777069,24.9,3376.08,6.3,3.4170217249353536,580.3060569698551,585.654612956567,585.654612956567,22131.730000000007,336755.1197559008,342991.32567730633,342991.32567730633
FIN,21,290.8320634920635,63,302.95,4.471700763525179,41.95,1436.49,1.65,1.8055598825699883,270.1870603692562,272.3572724243792,272.3572724243792,18322.420000000002,73001.04759098007,74178.48384244749,74178.48384244749
CHE,29,254.58450000000008,40,720.86,5.935429951461577,57.6,1285.98,3.75,2.1148699916508042,244.56906350712066,247.68471858444644,247.68471858444644,10183.380000000003,59814.02682475002,61347.719820256425,61347.719820256425
MEX,20,303.65944444444443,54,289.74,1.3598821694267444,175.92,1127.02,3.15,1.292144805141324,263.23416250355996,265.7058990079258,265.7058990079258,16397.61,69292.22430895062,70599.62476761006,70599.62476761006
ITA,11,282.78625000000005,32,347.95,1.038470188214986,20.8,987.94,2.95,1.080419596321042,231.10935295534344,234.80733741008373,234.80733741008373,9049.160000000002,53411.53302343751,55134.48570161291,55134.48570161291
IND,20,295.92717391304353,46,262.55,5.881403985730335,12.9,1607.04,1.95,2.374919700549759,351.8018587689917,355.68929013747714,355.68929013747714,13612.650000000001,123764.54783331757,126514.8711185024,126514.8711185024
PRT,24,688.8532647058823,34,1285.62,11.211304316014798,32.45,6429.64,30.19,3.5330459343325895,1355.6554264146946,1376.0423662842106,1376.0423662842106,23421.011,1837801.6351676073,1893492.5938090498,1893492.5938090498
MEX,25,351.20040816326537,49,323.44,17.75367053572087,5.98,3680.4,4.5,4.1637716461184,620.4122818622692,626.8415963980294,626.8415963980294,17208.820000000003,384911.3994855478,392930.38697483,392930.38697483
SWE,25,228.4309523809524,42,431.76,1.5751409419170175,11.9,923.17,1.95,1.2871015541191941,211.4867705398583,214.05034014489212,214.05034014489212,9594.1,44726.654113378674,45817.54811614401,45817.54811614401
ESP,27,230.5985,40,264.26,20.04590294699303,17.4,2062.06,1.65,4.1660014605224305,332.9845850602547,337.22659792253967,337.22659792253967,9223.94,110878.73388775,113721.77834641025,113721.77834641025
FRA,16,332.7062264150945,53,587.66,-0.48112781507783664,24.15,1085.46,2.95,0.8334118570851192,307.92506525480377,310.8717837371989,310.8717837371989,17633.430000000008,94817.84581217515,96641.26592394774,96641.26592394774
FRA,29,345.3081818181818,33,122.0,11.27272838859557,17.95,2800.0,3.75,3.2515960176319236,533.7209895342523,541.9962270420716,541.9962270420716,11395.17,284858.09466942144,293759.9101278409,293759.9101278409
MEX,27,411.02179487179495,39,30.0,2.5279809227421683,51.0,1773.65,4.95,1.756331623122394,441.8362280353103,447.6121101489065,447.6121101489065,16029.850000000002,195219.25240447072,200356.6011519568,200356.6011519568
AUS,12,305.80851063829783,47,275.3,4.777576131279607,38.45,1617.56,2.95,1.941849764420385,314.5169070581761,317.9171886567094,317.9171886567094,14372.999999999998,98920.88482544139,101071.33884338578,101071.33884338578
AUS,30,288.3524,25,709.51,2.7826133012243384,95.25,1378.48,4.56,1.7418083661754302,330.8650539936788,337.68773166788276,337.68773166788276,7208.81,109471.68395424001,114033.004119,114033.004119
ZAF,2,619.7944444444446,54,610.64,3.810314101532276,62.4,3733.0,1.45,2.230877275424785,962.0217599345945,971.0550262834956,971.0550262834956,33468.90000000001,925485.8665876545,942947.8640704404,942947.8640704404
GRC,3,356.370754716981,53,322.2,9.918567094049308,50.98,2183.82,7.04,2.7923488699231758,375.50057565892644,379.0939644774968,379.0939644774968,18887.649999999994,141000.68232018512,143712.23390326562,143712.23390326562
USA,9,7880.446865671641,67,213.3,17.374770040654862,54.75,168469.6,1.25,4.401325140475583,34770.90631066525,35033.3319680158,35033.3319680158,527989.94,1.2090159256650605E9,1.2273343487811978E9,1.2273343487811978E9
PRT,16,314.70810344827584,58,271.05,1.781633261406255,21.5,1384.25,4.25,1.5968914089280952,343.2874036102076,346.2856037985038,346.2856037985038,18253.07,117846.24147743756,119913.71939809436,119913.71939809436
ESP,20,406.4315789473684,57,1001.52,10.111865943874331,13.44,3221.88,8.5,3.1583121812241193,607.9114128872393,613.3151761614597,613.3151761614597,23166.6,369556.2859185595,376155.5053099623,376155.5053099623
RUS,11,286.9946296296296,54,24.95,7.778905691387353,39.6,1881.86,3.35,2.3501779893099535,332.34093190752037,335.4615725017277,335.4615725017277,15497.710000000001,110450.4950211591,112534.46662533192,112534.46662533192
MEX,18,474.69375000000014,48,193.09,9.942225863582077,68.4,4366.78,3.4,3.1324546623450313,832.3717221706123,841.1801338409135,841.1801338409135,22785.300000000007,692842.683869271,707584.0175686172,707584.0175686172
ITA,25,236.6111363636364,44,231.48,0.027938344347475663,18.9,707.81,1.45,0.4314300840171022,161.85739968503012,163.7286456619811,163.7286456619811,10410.890000000001,26197.817832799592,26807.069410306558,26807.069410306558
AUT,9,253.90037037037035,54,205.35,14.00635267031554,15.0,1637.43,2.5,3.047387798886845,253.3230564213957,255.70172885509177,255.70172885509177,13710.619999999999,64172.570914677635,65383.374139482876,65383.374139482876
NLD,22,429.03000000000014,51,23.8,32.00386499840923,177.6,6323.38,1.95,5.4207410443618445,907.4366567684262,916.4660996283494,916.4660996283494,21880.530000000006,823441.2860470585,839910.1117679997,839910.1117679997
ITA,3,320.27950000000004,40,225.65,18.639531362657802,9.95,2355.18,1.65,3.943812743352095,376.16622030659533,380.95833987155646,380.95833987155646,12811.180000000002,141501.02529975,145129.25671769233,145129.25671769233
FRA,10,320.4023529411765,34,1982.41,9.392296863711133,1.45,1982.41,1.45,2.945891079149988,376.43212998188517,382.0930811715181,382.0930811715181,10893.68,141701.1484826989,145995.12267914432,145995.12267914432
FIN,9,364.8445161290323,62,479.0,52.263027679383036,97.14,9349.72,1.25,7.2196418328434575,1174.4139497497042,1184.0011614743933,1184.0011614743933,22620.36,1379248.1253667008,1401858.7503727123,1401858.7503727123
JPN,5,340.57971830985923,71,256.9,4.63601537009699,9.9,1910.4,2.08,2.040638887618579,366.54880065153066,369.15772183627433,369.15772183627433,24181.160000000003,134358.02325907556,136277.42359134808,136277.42359134808
PRT,14,545.7932758620691,58,15.0,32.24404879743623,92.65,10389.06,6.96,5.610490860752535,1485.2281964240588,1498.1998680069687,1498.1998680069687,31656.01000000001,2205902.7954530623,2244602.8444960983,2244602.8444960983
ITA,24,325.0946153846154,26,417.31,5.512647708886982,30.6,1716.62,9.95,2.531989134881902,419.9294499833437,428.245691959471,428.245691959471,8452.460000000001,176340.7429633136,183394.37268184614,183394.37268184614
NLD,28,344.95942857142865,35,401.58,14.89171127645908,6.36,2390.4,2.93,3.5383087283874963,410.0562258376829,416.0427647768835,416.0427647768835,12073.580000000002,168146.1083482448,173091.5821231932,173091.5821231932
BRA,22,337.9109090909091,55,306.0,10.51815614270678,1.66,2597.0,1.66,3.0176738936895906,469.3397217959899,473.66552496254894,473.66552496254894,18585.100000000002,220279.77445553715,224359.0295380471,224359.0295380471
MEX,30,266.40212121212113,33,352.2,4.529565915432342,44.25,1378.48,1.25,2.0404388300408556,293.13122219029003,297.67616333397416,297.67616333397416,8791.269999999997,85925.91342277318,88611.09821723484,88611.09821723484
CHN,31,204.64937500000002,16,306.7,-0.7162402858262067,5.5,472.31,5.5,0.3984240711513813,143.73311915964038,148.44692714766222,148.44692714766222,3274.3900000000003,20659.209543359382,22036.49017958334,22036.49017958334
JPN,7,412.37911764705893,68,178.4,5.955567143550075,3.75,2099.7,3.75,2.2785695259256733,413.2124785703842,416.2847326076166,416.2847326076166,28041.780000000006,170744.5524462802,173292.97860219484,173292.97860219484
CAN,7,252.38322033898305,59,510.0,9.237354436676267,83.16,1522.31,3.75,2.6471892071773913,257.3421249544468,259.55111074926026,259.55111074926026,14890.61,66224.9692760701,67366.77909117476,67366.77909117476
FIN,17,266.89000000000004,47,300.04,1.6677124175726448,29.75,973.84,2.95,1.2690558046643248,216.86885916746036,219.213455513709,219.213455513709,12543.830000000002,47032.10207659575,48054.539078260874,48054.539078260874
NOR,24,314.9878125000001,32,200.1,0.6933924911795248,29.01,908.46,29.01,0.7494359220527586,195.30363230644184,198.428688852133,198.428688852133,10079.610000000002,38143.50879208984,39373.94455957661,39373.94455957661
AUS,25,253.77166666666662,42,256.41,2.4639482589016604,24.75,1090.93,6.25,1.581610293923859,246.85892107414085,249.85125967376894,249.85125967376894,10658.409999999998,60939.3269138889,62425.651960569114,62425.651960569114
USA,26,400.71339285714276,56,802.56,29.521238245470663,491.12,4345.1,3.35,5.0369853318040665,604.941722105399,610.4164194153985,610.4164194153985,22439.949999999993,365954.4871438458,372608.20509191573,372608.20509191573
ITA,4,264.37594594594594,37,23.8,4.478298714995723,76.71,1183.72,2.95,1.9377192284932834,245.20639805218542,248.5887150435373,248.5887150435373,9781.91,60126.1776457268,61796.349246996986,61796.349246996986
FIN,18,2224.7656410256413,39,132.52,33.997552376276616,30.25,77183.6,2.95,5.998510648341906,12162.295859148913,12321.28686680234,12321.28686680234,86765.86000000002,1.479214405654708E8,1.5181411005403584E8,1.5181411005403584E8
ZAF,26,522.8133333333333,72,561.3,49.83293454934022,18.99,8895.76,5.47,6.741855463196451,1066.436418333143,1073.9202744886356,1073.9202744886356,37642.56,1137286.6343472223,1153304.7559577466,1153304.7559577466
JPN,28,342.9492857142857,42,522.08,1.8916775206546408,19.15,1241.43,19.15,1.509798798682663,280.7360075162366,284.1389924597867,284.1389924597867,14403.869999999999,78812.70591615647,80734.96703606272,80734.96703606272
NLD,29,333.0006896551724,29,190.7,4.7132767103983335,53.64,1724.8,4.25,2.240261813364768,408.000851443762,415.2226661076047,415.2226661076047,9657.019999999999,166464.69477883473,172409.8624495074,172409.8624495074
TUR,10,517.5455882352941,34,651.83,21.086927820244554,14.45,5375.28,0.95,4.48779865224539,908.667935798432,922.3328820727763,922.3328820727763,17596.55,825677.4175481835,850697.9453526739,850697.9453526739
ESP,15,378.51176470588234,51,247.38,25.354010459558157,17.85,3978.99,5.0,4.648702696791349,585.0486630629864,590.8701861786762,590.8701861786762,19304.1,342281.9381517878,349127.57691482356,349127.57691482356
ESP,16,276.9634482758621,58,397.96,16.092308135612893,24.9,2054.92,3.75,3.6287784694600034,320.01155401313633,322.8064678125037,322.8064678125037,16063.880000000001,102407.39470190246,104204.01566158497,104204.01566158497
MEX,4,428.03934426229506,61,190.56,10.958693132021844,14.35,2924.0,1.25,3.310818152931854,572.9739825835051,577.7290349257422,577.7290349257422,26110.399999999998,328299.18471760274,333770.83779622946,333770.83779622946
CHN,6,316.3892,50,210.19,0.6394898359792687,61.2,1109.34,2.95,1.1086365078454448,260.572446393244,263.21791976432996,263.21791976432996,15819.460000000001,67897.99981936002,69283.67328506123,69283.67328506123
JPN,4,454.10075757575754,66,168.3,36.49273397308528,17.85,6549.12,1.25,5.715840484519221,856.2643662131431,862.8258749361988,862.8258749361988,29970.649999999998,733188.6648463957,744468.4904594171,744468.4904594171
FRA,26,651.1039583333333,48,326.4,33.96332026470948,2.95,10303.95,1.95,5.716993358144003,1487.8917240606195,1503.6370485079508,1503.6370485079508,31252.989999999998,2213821.782528083,2260924.3736457014,2260924.3736457014
CHE,30,232.33538461538467,39,213.03,1.1120135492979193,16.54,825.81,2.08,1.1635016058094838,187.27609134364863,189.7242487324301,189.7242487324301,9061.080000000002,35072.33438895462,35995.29055708501,35995.29055708501
AUS,29,368.7062499999999,40,421.6,2.4096078425773273,22.3,1568.4,12.48,1.4630020413335951,334.22402458296966,338.4818271203125,338.4818271203125,14748.249999999996,111705.69860843751,114569.94729070514,114569.94729070514
AUS,9,338.3485454545455,55,1335.2,3.437889100193079,8.4,1440.96,0.38,1.802408430746627,327.11363001767273,330.1285659177076,330.1285659177076,18609.170000000002,107003.32694333888,108984.8700348822,108984.8700348822
AUT,16,866.5697058823529,68,395.16,31.938649895708004,32.65,21880.44,2.95,5.624946634836994,3120.8565019501652,3144.060215499455,3144.060215499455,58926.74,9739745.305764621,9885114.63868648,9885114.63868648
USA,31,451.11909090909097,22,192.23,10.18303860698226,51.0,3949.66,0.83,3.2157976946785283,850.370692751157,870.3821528496171,870.3821528496171,9924.62,723130.3150900826,757565.0919991342,757565.0919991342
ITA,13,896.0453333333337,45,168.0,37.32292961004717,49.3,22775.93,6.01,6.184926527820179,3352.709070767565,3390.5939915861345,3390.5939915861345,40322.040000000015,1.124065811320711E7,1.1496127615779998E7,1.1496127615779998E7
FIN,3,647.7896428571428,56,534.0,42.94189667622018,77.85,13760.02,7.04,6.46800453841195,1841.4551987170407,1858.1202913276381,1858.1202913276381,36276.219999999994,3390957.2488820157,3452611.017043507,3452611.017043507
FRA,15,385.5703571428571,56,684.26,6.209620943287026,165.0,2037.69,12.75,2.129703647926119,359.84474214069184,363.10132202240135,363.10132202240135,21591.94,129488.23844630101,131842.57005441558,131842.57005441558
