"cust_acct_mapping_id","acct_id","cust_id","cust_acct_role","src_sys","data_dump_dt"
1033,2032,13771,"Primary","1",2018-04-17T16:18:22.696603Z
1034,2033,13772,"Primary","1",2018-04-17T16:18:22.696603Z
1035,2034,13774,"Primary","1",2018-04-17T16:18:22.696603Z
1036,2035,13777,"Primary","1",2018-04-17T16:18:22.696603Z
1037,2036,13778,"Primary","1",2018-04-17T16:18:22.696603Z
1038,2037,13780,"Primary","1",2018-04-17T16:18:22.696603Z
1039,2038,13781,"Primary","1",2018-04-17T16:18:22.696603Z
1040,2039,13782,"Primary","1",2018-04-17T16:18:22.696603Z
1041,2040,13784,"Primary","1",2018-04-17T16:18:22.696603Z
1042,2041,13786,"Primary","1",2018-04-17T16:18:22.696603Z
1043,2042,13787,"Primary","1",2018-04-17T16:18:22.696603Z
1044,2043,13790,"Primary","1",2018-04-17T16:18:22.696603Z
1045,2044,13791,"Primary","1",2018-04-17T16:18:22.696603Z
1046,2045,13792,"Primary","1",2018-04-17T16:18:22.696603Z
1047,2046,13798,"Primary","1",2018-04-17T16:18:22.696603Z
1048,2047,13799,"Primary","1",2018-04-17T16:18:22.696603Z
1049,2048,13800,"Primary","1",2018-04-17T16:18:22.696603Z
1050,2049,13801,"Primary","1",2018-04-17T16:18:22.696603Z
1051,2050,13802,"Primary","1",2018-04-17T16:18:22.696603Z
1052,2051,13803,"Primary","1",2018-04-17T16:18:22.696603Z
1053,2052,13804,"Primary","1",2018-04-17T16:18:22.696603Z
1054,2053,13805,"Primary","1",2018-04-17T16:18:22.696603Z
1055,2054,13806,"Primary","1",2018-04-17T16:18:22.696603Z
1056,2055,13807,"Primary","1",2018-04-17T16:18:22.696603Z
1057,2056,13808,"Primary","1",2018-04-17T16:18:22.696603Z
1058,2057,13811,"Primary","1",2018-04-17T16:18:22.696603Z
1059,2058,13812,"Primary","1",2018-04-17T16:18:22.696603Z
1060,2059,13813,"Primary","1",2018-04-17T16:18:22.696603Z
1061,2060,13814,"Primary","1",2018-04-17T16:18:22.696603Z
1062,2061,13815,"Primary","1",2018-04-17T16:18:22.696603Z
1063,2062,13816,"Primary","1",2018-04-17T16:18:22.696603Z
1064,2063,13817,"Primary","1",2018-04-17T16:18:22.696603Z
1065,2064,13821,"Primary","1",2018-04-17T16:18:22.696603Z
1066,2065,13823,"Primary","1",2018-04-17T16:18:22.696603Z
1067,2066,13824,"Primary","1",2018-04-17T16:18:22.696603Z
1068,2067,13826,"Primary","1",2018-04-17T16:18:22.696603Z
1069,2068,13827,"Primary","1",2018-04-17T16:18:22.696603Z
1070,2069,13828,"Primary","1",2018-04-17T16:18:22.696603Z
1071,2070,13829,"Primary","1",2018-04-17T16:18:22.696603Z
1072,2071,13831,"Primary","1",2018-04-17T16:18:22.696603Z
1073,2072,13832,"Primary","1",2018-04-17T16:18:22.696603Z
1074,2073,13833,"Primary","1",2018-04-17T16:18:22.696603Z
1075,2074,13835,"Primary","1",2018-04-17T16:18:22.696603Z
1076,2075,13837,"Primary","1",2018-04-17T16:18:22.696603Z
1077,2076,13838,"Primary","1",2018-04-17T16:18:22.696603Z
1078,2077,13841,"Primary","1",2018-04-17T16:18:22.696603Z
1079,2078,13842,"Primary","1",2018-04-17T16:18:22.696603Z
1080,2079,13844,"Primary","1",2018-04-17T16:18:22.696603Z
1081,2080,13845,"Primary","1",2018-04-17T16:18:22.696603Z
1082,2081,13846,"Primary","1",2018-04-17T16:18:22.696603Z
1083,2082,13848,"Primary","1",2018-04-17T16:18:22.696603Z
1084,2083,13849,"Primary","1",2018-04-17T16:18:22.696603Z
1085,2084,13850,"Primary","1",2018-04-17T16:18:22.696603Z
1086,2085,13851,"Primary","1",2018-04-17T16:18:22.696603Z
1087,2086,13853,"Primary","1",2018-04-17T16:18:22.696603Z
1088,2087,13854,"Primary","1",2018-04-17T16:18:22.696603Z
1089,2088,13856,"Primary","1",2018-04-17T16:18:22.696603Z
1090,2089,13858,"Primary","1",2018-04-17T16:18:22.696603Z
1091,2090,13859,"Primary","1",2018-04-17T16:18:22.696603Z
1092,2091,13860,"Primary","1",2018-04-17T16:18:22.696603Z
1093,2092,13862,"Primary","1",2018-04-17T16:18:22.696603Z
1094,2093,13863,"Primary","1",2018-04-17T16:18:22.696603Z
1095,2094,13865,"Primary","1",2018-04-17T16:18:22.696603Z
1096,2095,13866,"Primary","1",2018-04-17T16:18:22.696603Z
1097,2096,13867,"Primary","1",2018-04-17T16:18:22.696603Z
1098,2097,13868,"Primary","1",2018-04-17T16:18:22.696603Z
1099,2098,13869,"Primary","1",2018-04-17T16:18:22.696603Z
1100,2099,13870,"Primary","1",2018-04-17T16:18:22.696603Z
1101,2100,13871,"Primary","1",2018-04-17T16:18:22.696603Z
1102,2101,13873,"Primary","1",2018-04-17T16:18:22.696603Z
1103,2102,13874,"Primary","1",2018-04-17T16:18:22.696603Z
1104,2103,13875,"Primary","1",2018-04-17T16:18:22.696603Z
1105,2104,13876,"Primary","1",2018-04-17T16:18:22.696603Z
1106,2105,13877,"Primary","1",2018-04-17T16:18:22.696603Z
1107,2106,13878,"Primary","1",2018-04-17T16:18:22.696603Z
1108,2107,13880,"Primary","1",2018-04-17T16:18:22.696603Z
1109,2108,13881,"Primary","1",2018-04-17T16:18:22.696603Z
1110,2109,13882,"Primary","1",2018-04-17T16:18:22.696603Z
1111,2110,13883,"Primary","1",2018-04-17T16:18:22.696603Z
1112,2111,13884,"Primary","1",2018-04-17T16:18:22.696603Z
1113,2112,13885,"Primary","1",2018-04-17T16:18:22.696603Z
1114,2113,13886,"Primary","1",2018-04-17T16:18:22.696603Z
1115,2114,13887,"Primary","1",2018-04-17T16:18:22.696603Z
1116,2115,13888,"Primary","1",2018-04-17T16:18:22.696603Z
1117,2116,13889,"Primary","1",2018-04-17T16:18:22.696603Z
1118,2117,13890,"Primary","1",2018-04-17T16:18:22.696603Z
1119,2118,13892,"Primary","1",2018-04-17T16:18:22.696603Z
1120,2119,13893,"Primary","1",2018-04-17T16:18:22.696603Z
1121,2120,13894,"Primary","1",2018-04-17T16:18:22.696603Z
1122,2121,13895,"Primary","1",2018-04-17T16:18:22.696603Z
1123,2122,13897,"Primary","1",2018-04-17T16:18:22.696603Z
1124,2123,13898,"Primary","1",2018-04-17T16:18:22.696603Z
1125,2124,13899,"Primary","1",2018-04-17T16:18:22.696603Z
1126,2125,13900,"Primary","1",2018-04-17T16:18:22.696603Z
1127,2126,13901,"Primary","1",2018-04-17T16:18:22.696603Z
1128,2127,13904,"Primary","1",2018-04-17T16:18:22.696603Z
1129,2128,13908,"Primary","1",2018-04-17T16:18:22.696603Z
1130,2129,13911,"Primary","1",2018-04-17T16:18:22.696603Z
1131,2130,13914,"Primary","1",2018-04-17T16:18:22.696603Z
1132,2131,13917,"Primary","1",2018-04-17T16:18:22.696603Z
1133,2132,13918,"Primary","1",2018-04-17T16:18:22.696603Z
1134,2133,13919,"Primary","1",2018-04-17T16:18:22.696603Z
1135,2134,13922,"Primary","1",2018-04-17T16:18:22.696603Z
1136,2135,13923,"Primary","1",2018-04-17T16:18:22.696603Z
1137,2136,13924,"Primary","1",2018-04-17T16:18:22.696603Z
1138,2137,13925,"Primary","1",2018-04-17T16:18:22.696603Z
1139,2138,13926,"Primary","1",2018-04-17T16:18:22.696603Z
1140,2139,13927,"Primary","1",2018-04-17T16:18:22.696603Z
1141,2140,13928,"Primary","1",2018-04-17T16:18:22.696603Z
1142,2141,13929,"Primary","1",2018-04-17T16:18:22.696603Z
1143,2142,13930,"Primary","1",2018-04-17T16:18:22.696603Z
1144,2143,13931,"Primary","1",2018-04-17T16:18:22.696603Z
1145,2144,13932,"Primary","1",2018-04-17T16:18:22.696603Z
1146,2145,13933,"Primary","1",2018-04-17T16:18:22.696603Z
1147,2146,13934,"Primary","1",2018-04-17T16:18:22.696603Z
1148,2147,13936,"Primary","1",2018-04-17T16:18:22.696603Z
1149,2148,13937,"Primary","1",2018-04-17T16:18:22.696603Z
1150,2149,13938,"Primary","1",2018-04-17T16:18:22.696603Z
1151,2150,13939,"Primary","1",2018-04-17T16:18:22.696603Z
1152,2151,13940,"Primary","1",2018-04-17T16:18:22.696603Z
1153,2152,13941,"Primary","1",2018-04-17T16:18:22.696603Z
1154,2153,13946,"Primary","1",2018-04-17T16:18:22.696603Z
1155,2154,13947,"Primary","1",2018-04-17T16:18:22.696603Z
1156,2155,13948,"Primary","1",2018-04-17T16:18:22.696603Z
1157,2156,13949,"Primary","1",2018-04-17T16:18:22.696603Z
1158,2157,13950,"Primary","1",2018-04-17T16:18:22.696603Z
1159,2158,13951,"Primary","1",2018-04-17T16:18:22.696603Z
1160,2159,13952,"Primary","1",2018-04-17T16:18:22.696603Z
1161,2160,13953,"Primary","1",2018-04-17T16:18:22.696603Z
1162,2161,13954,"Primary","1",2018-04-17T16:18:22.696603Z
1163,2162,13955,"Primary","1",2018-04-17T16:18:22.696603Z
1164,2163,13956,"Primary","1",2018-04-17T16:18:22.696603Z
1165,2164,13958,"Primary","1",2018-04-17T16:18:22.696603Z
1166,2165,13959,"Primary","1",2018-04-17T16:18:22.696603Z
1167,2166,13960,"Primary","1",2018-04-17T16:18:22.696603Z
1168,2167,13962,"Primary","1",2018-04-17T16:18:22.696603Z
1169,2168,13963,"Primary","1",2018-04-17T16:18:22.696603Z
1170,2169,13967,"Primary","1",2018-04-17T16:18:22.696603Z
1171,2170,13969,"Primary","1",2018-04-17T16:18:22.696603Z
1172,2171,13971,"Primary","1",2018-04-17T16:18:22.696603Z
1173,2172,13972,"Primary","1",2018-04-17T16:18:22.696603Z
1174,2173,13973,"Primary","1",2018-04-17T16:18:22.696603Z
1175,2174,13974,"Primary","1",2018-04-17T16:18:22.696603Z
1176,2175,13975,"Primary","1",2018-04-17T16:18:22.696603Z
1177,2176,13976,"Primary","1",2018-04-17T16:18:22.696603Z
1178,2177,13978,"Primary","1",2018-04-17T16:18:22.696603Z
1179,2178,13979,"Primary","1",2018-04-17T16:18:22.696603Z
1180,2179,13980,"Primary","1",2018-04-17T16:18:22.696603Z
1181,2180,13982,"Primary","1",2018-04-17T16:18:22.696603Z
1182,2181,13983,"Primary","1",2018-04-17T16:18:22.696603Z
1183,2182,13984,"Primary","1",2018-04-17T16:18:22.696603Z
1184,2183,13985,"Primary","1",2018-04-17T16:18:22.696603Z
1185,2184,13986,"Primary","1",2018-04-17T16:18:22.696603Z
1186,2185,13988,"Primary","1",2018-04-17T16:18:22.696603Z
1187,2186,13989,"Primary","1",2018-04-17T16:18:22.696603Z
1188,2187,13990,"Primary","1",2018-04-17T16:18:22.696603Z
1189,2188,13991,"Primary","1",2018-04-17T16:18:22.696603Z
1190,2189,13992,"Primary","1",2018-04-17T16:18:22.696603Z
1191,2190,13993,"Primary","1",2018-04-17T16:18:22.696603Z
1192,2191,13994,"Primary","1",2018-04-17T16:18:22.696603Z
1193,2192,13995,"Primary","1",2018-04-17T16:18:22.696603Z
1194,2193,13999,"Primary","1",2018-04-17T16:18:22.696603Z
1195,2194,14002,"Primary","1",2018-04-17T16:18:22.696603Z
1196,2195,14004,"Primary","1",2018-04-17T16:18:22.696603Z
1197,2196,14005,"Primary","1",2018-04-17T16:18:22.696603Z
1198,2197,14006,"Primary","1",2018-04-17T16:18:22.696603Z
1199,2198,14009,"Primary","1",2018-04-17T16:18:22.696603Z
1200,2199,14012,"Primary","1",2018-04-17T16:18:22.696603Z
1201,2200,14013,"Primary","1",2018-04-17T16:18:22.696603Z
1202,2201,14014,"Primary","1",2018-04-17T16:18:22.696603Z
1203,2202,14015,"Primary","1",2018-04-17T16:18:22.696603Z
1204,2203,14016,"Primary","1",2018-04-17T16:18:22.696603Z
1205,2204,14019,"Primary","1",2018-04-17T16:18:22.696603Z
1206,2205,14020,"Primary","1",2018-04-17T16:18:22.696603Z
1207,2206,14021,"Primary","1",2018-04-17T16:18:22.696603Z
1208,2207,14022,"Primary","1",2018-04-17T16:18:22.696603Z
1209,2208,14023,"Primary","1",2018-04-17T16:18:22.696603Z
1210,2209,14024,"Primary","1",2018-04-17T16:18:22.696603Z
1211,2210,14027,"Primary","1",2018-04-17T16:18:22.696603Z
1212,2211,14029,"Primary","1",2018-04-17T16:18:22.696603Z
1213,2212,14030,"Primary","1",2018-04-17T16:18:22.696603Z
1214,2213,14031,"Primary","1",2018-04-17T16:18:22.696603Z
1215,2214,14032,"Primary","1",2018-04-17T16:18:22.696603Z
1216,2215,14034,"Primary","1",2018-04-17T16:18:22.696603Z
1217,2216,14035,"Primary","1",2018-04-17T16:18:22.696603Z
1218,2217,14036,"Primary","1",2018-04-17T16:18:22.696603Z
1219,2218,14037,"Primary","1",2018-04-17T16:18:22.696603Z
1220,2219,14038,"Primary","1",2018-04-17T16:18:22.696603Z
1221,2220,14039,"Primary","1",2018-04-17T16:18:22.696603Z
1222,2221,14040,"Primary","1",2018-04-17T16:18:22.696603Z
1223,2222,14041,"Primary","1",2018-04-17T16:18:22.696603Z
1224,2223,14044,"Primary","1",2018-04-17T16:18:22.696603Z
1225,2224,14045,"Primary","1",2018-04-17T16:18:22.696603Z
1226,2225,14046,"Primary","1",2018-04-17T16:18:22.696603Z
1227,2226,14047,"Primary","1",2018-04-17T16:18:22.696603Z
1228,2227,14048,"Primary","1",2018-04-17T16:18:22.696603Z
1229,2228,14049,"Primary","1",2018-04-17T16:18:22.696603Z
1230,2229,14052,"Primary","1",2018-04-17T16:18:22.696603Z
1231,2230,14053,"Primary","1",2018-04-17T16:18:22.696603Z
1232,2231,14054,"Primary","1",2018-04-17T16:18:22.696603Z
1233,2232,14055,"Primary","1",2018-04-17T16:18:22.696603Z
1234,2233,14056,"Primary","1",2018-04-17T16:18:22.696603Z
1235,2234,14057,"Primary","1",2018-04-17T16:18:22.696603Z
1236,2235,14059,"Primary","1",2018-04-17T16:18:22.696603Z
1237,2236,14060,"Primary","1",2018-04-17T16:18:22.696603Z
1238,2237,14062,"Primary","1",2018-04-17T16:18:22.696603Z
1239,2238,14064,"Primary","1",2018-04-17T16:18:22.696603Z
1240,2239,14066,"Primary","1",2018-04-17T16:18:22.696603Z
1241,2240,14067,"Primary","1",2018-04-17T16:18:22.696603Z
1242,2241,14068,"Primary","1",2018-04-17T16:18:22.696603Z
1243,2242,14071,"Primary","1",2018-04-17T16:18:22.696603Z
1244,2243,14073,"Primary","1",2018-04-17T16:18:22.696603Z
1245,2244,14075,"Primary","1",2018-04-17T16:18:22.696603Z
1246,2245,14076,"Primary","1",2018-04-17T16:18:22.696603Z
1247,2246,14077,"Primary","1",2018-04-17T16:18:22.696603Z
1248,2247,14078,"Primary","1",2018-04-17T16:18:22.696603Z
1249,2248,14079,"Primary","1",2018-04-17T16:18:22.696603Z
1250,2249,14080,"Primary","1",2018-04-17T16:18:22.696603Z
1251,2250,14081,"Primary","1",2018-04-17T16:18:22.696603Z
1252,2251,14082,"Primary","1",2018-04-17T16:18:22.696603Z
1253,2252,14083,"Primary","1",2018-04-17T16:18:22.696603Z
1254,2253,14085,"Primary","1",2018-04-17T16:18:22.696603Z
1255,2254,14087,"Primary","1",2018-04-17T16:18:22.696603Z
1256,2255,14088,"Primary","1",2018-04-17T16:18:22.696603Z
1257,2256,14089,"Primary","1",2018-04-17T16:18:22.696603Z
1258,2257,14090,"Primary","1",2018-04-17T16:18:22.696603Z
1259,2258,14096,"Primary","1",2018-04-17T16:18:22.696603Z
1260,2259,14098,"Primary","1",2018-04-17T16:18:22.696603Z
1261,2260,14099,"Primary","1",2018-04-17T16:18:22.696603Z
1262,2261,14100,"Primary","1",2018-04-17T16:18:22.696603Z
1263,2262,14101,"Primary","1",2018-04-17T16:18:22.696603Z
1264,2263,14102,"Primary","1",2018-04-17T16:18:22.696603Z
1265,2264,14104,"Primary","1",2018-04-17T16:18:22.696603Z
1266,2265,14105,"Primary","1",2018-04-17T16:18:22.696603Z
1267,2266,14107,"Primary","1",2018-04-17T16:18:22.696603Z
1268,2267,14108,"Primary","1",2018-04-17T16:18:22.696603Z
1269,2268,14109,"Primary","1",2018-04-17T16:18:22.696603Z
1270,2269,14110,"Primary","1",2018-04-17T16:18:22.696603Z
1271,2270,14111,"Primary","1",2018-04-17T16:18:22.696603Z
1272,2271,14112,"Primary","1",2018-04-17T16:18:22.696603Z
1273,2272,14113,"Primary","1",2018-04-17T16:18:22.696603Z
1274,2273,14114,"Primary","1",2018-04-17T16:18:22.696603Z
1275,2274,14116,"Primary","1",2018-04-17T16:18:22.696603Z
1276,2275,14117,"Primary","1",2018-04-17T16:18:22.696603Z
1277,2276,14119,"Primary","1",2018-04-17T16:18:22.696603Z
1278,2277,14121,"Primary","1",2018-04-17T16:18:22.696603Z
1279,2278,14124,"Primary","1",2018-04-17T16:18:22.696603Z
1280,2279,14125,"Primary","1",2018-04-17T16:18:22.696603Z
1281,2280,14126,"Primary","1",2018-04-17T16:18:22.696603Z
1282,2281,14127,"Primary","1",2018-04-17T16:18:22.696603Z
1283,2282,14128,"Primary","1",2018-04-17T16:18:22.696603Z
1284,2283,14130,"Primary","1",2018-04-17T16:18:22.696603Z
1285,2284,14132,"Primary","1",2018-04-17T16:18:22.696603Z
1286,2285,14133,"Primary","1",2018-04-17T16:18:22.696603Z
1287,2286,14135,"Primary","1",2018-04-17T16:18:22.696603Z
1288,2287,14138,"Primary","1",2018-04-17T16:18:22.696603Z
1289,2288,14139,"Primary","1",2018-04-17T16:18:22.696603Z
1290,2289,14140,"Primary","1",2018-04-17T16:18:22.696603Z
1291,2290,14141,"Primary","1",2018-04-17T16:18:22.696603Z
1292,2291,14142,"Primary","1",2018-04-17T16:18:22.696603Z
1293,2292,14143,"Primary","1",2018-04-17T16:18:22.696603Z
1294,2293,14145,"Primary","1",2018-04-17T16:18:22.696603Z
1295,2294,14146,"Primary","1",2018-04-17T16:18:22.696603Z
1296,2295,14147,"Primary","1",2018-04-17T16:18:22.696603Z
1297,2296,14148,"Primary","1",2018-04-17T16:18:22.696603Z
1298,2297,14149,"Primary","1",2018-04-17T16:18:22.696603Z
1299,2298,14150,"Primary","1",2018-04-17T16:18:22.696603Z
1300,2299,14152,"Primary","1",2018-04-17T16:18:22.696603Z
1301,2300,14154,"Primary","1",2018-04-17T16:18:22.696603Z
1302,2301,14155,"Primary","1",2018-04-17T16:18:22.696603Z
1303,2302,14156,"Primary","1",2018-04-17T16:18:22.696603Z
1304,2303,14157,"Primary","1",2018-04-17T16:18:22.696603Z
1305,2304,14158,"Primary","1",2018-04-17T16:18:22.696603Z
1306,2305,14159,"Primary","1",2018-04-17T16:18:22.696603Z
1307,2306,14161,"Primary","1",2018-04-17T16:18:22.696603Z
1308,2307,14162,"Primary","1",2018-04-17T16:18:22.696603Z
1309,2308,14163,"Primary","1",2018-04-17T16:18:22.696603Z
1310,2309,14164,"Primary","1",2018-04-17T16:18:22.696603Z
1311,2310,14165,"Primary","1",2018-04-17T16:18:22.696603Z
1312,2311,14167,"Primary","1",2018-04-17T16:18:22.696603Z
1313,2312,14171,"Primary","1",2018-04-17T16:18:22.696603Z
1314,2313,14173,"Primary","1",2018-04-17T16:18:22.696603Z
1315,2314,14174,"Primary","1",2018-04-17T16:18:22.696603Z
1316,2315,14175,"Primary","1",2018-04-17T16:18:22.696603Z
1317,2316,14176,"Primary","1",2018-04-17T16:18:22.696603Z
1318,2317,14177,"Primary","1",2018-04-17T16:18:22.696603Z
1319,2318,14178,"Primary","1",2018-04-17T16:18:22.696603Z
1320,2319,14179,"Primary","1",2018-04-17T16:18:22.696603Z
1321,2320,14180,"Primary","1",2018-04-17T16:18:22.696603Z
1322,2321,14184,"Primary","1",2018-04-17T16:18:22.696603Z
1323,2322,14185,"Primary","1",2018-04-17T16:18:22.696603Z
1324,2323,14188,"Primary","1",2018-04-17T16:18:22.696603Z
1325,2324,14189,"Primary","1",2018-04-17T16:18:22.696603Z
1326,2325,14191,"Primary","1",2018-04-17T16:18:22.696603Z
1327,2326,14193,"Primary","1",2018-04-17T16:18:22.696603Z
1328,2327,14194,"Primary","1",2018-04-17T16:18:22.696603Z
1329,2328,14195,"Primary","1",2018-04-17T16:18:22.696603Z
1330,2329,14196,"Primary","1",2018-04-17T16:18:22.696603Z
1331,2330,14198,"Primary","1",2018-04-17T16:18:22.696603Z
1332,2331,14199,"Primary","1",2018-04-17T16:18:22.696603Z
1333,2332,14201,"Primary","1",2018-04-17T16:18:22.696603Z
1334,2333,14204,"Primary","1",2018-04-17T16:18:22.696603Z
1335,2334,14205,"Primary","1",2018-04-17T16:18:22.696603Z
1336,2335,14206,"Primary","1",2018-04-17T16:18:22.696603Z
1337,2336,14208,"Primary","1",2018-04-17T16:18:22.696603Z
1338,2337,14209,"Primary","1",2018-04-17T16:18:22.696603Z
1339,2338,14210,"Primary","1",2018-04-17T16:18:22.696603Z
1340,2339,14211,"Primary","1",2018-04-17T16:18:22.696603Z
1341,2340,14212,"Primary","1",2018-04-17T16:18:22.696603Z
1342,2341,14213,"Primary","1",2018-04-17T16:18:22.696603Z
1343,2342,14214,"Primary","1",2018-04-17T16:18:22.696603Z
1344,2343,14215,"Primary","1",2018-04-17T16:18:22.696603Z
1345,2344,14216,"Primary","1",2018-04-17T16:18:22.696603Z
1346,2345,14217,"Primary","1",2018-04-17T16:18:22.696603Z
1347,2346,14218,"Primary","1",2018-04-17T16:18:22.696603Z
1348,2347,14219,"Primary","1",2018-04-17T16:18:22.696603Z
1349,2348,14220,"Primary","1",2018-04-17T16:18:22.696603Z
1350,2349,14221,"Primary","1",2018-04-17T16:18:22.696603Z
1351,2350,14222,"Primary","1",2018-04-17T16:18:22.696603Z
1352,2351,14223,"Primary","1",2018-04-17T16:18:22.696603Z
1353,2352,14227,"Primary","1",2018-04-17T16:18:22.696603Z
1354,2353,14229,"Primary","1",2018-04-17T16:18:22.696603Z
1355,2354,14231,"Primary","1",2018-04-17T16:18:22.696603Z
1356,2355,14232,"Primary","1",2018-04-17T16:18:22.696603Z
1357,2356,14233,"Primary","1",2018-04-17T16:18:22.696603Z
1358,2357,14234,"Primary","1",2018-04-17T16:18:22.696603Z
1359,2358,14235,"Primary","1",2018-04-17T16:18:22.696603Z
1360,2359,14236,"Primary","1",2018-04-17T16:18:22.696603Z
1361,2360,14237,"Primary","1",2018-04-17T16:18:22.696603Z
1362,2361,14238,"Primary","1",2018-04-17T16:18:22.696603Z
1363,2362,14239,"Primary","1",2018-04-17T16:18:22.696603Z
1364,2363,14240,"Primary","1",2018-04-17T16:18:22.696603Z
1365,2364,14241,"Primary","1",2018-04-17T16:18:22.696603Z
1366,2365,14242,"Primary","1",2018-04-17T16:18:22.696603Z
1367,2366,14243,"Primary","1",2018-04-17T16:18:22.696603Z
1368,2367,14245,"Primary","1",2018-04-17T16:18:22.696603Z
1369,2368,14246,"Primary","1",2018-04-17T16:18:22.696603Z
1370,2369,14247,"Primary","1",2018-04-17T16:18:22.696603Z
1371,2370,14248,"Primary","1",2018-04-17T16:18:22.696603Z
1372,2371,14250,"Primary","1",2018-04-17T16:18:22.696603Z
1373,2372,14251,"Primary","1",2018-04-17T16:18:22.696603Z
1374,2373,14256,"Primary","1",2018-04-17T16:18:22.696603Z
1375,2374,14257,"Primary","1",2018-04-17T16:18:22.696603Z
1376,2375,14258,"Primary","1",2018-04-17T16:18:22.696603Z
1377,2376,14259,"Primary","1",2018-04-17T16:18:22.696603Z
1378,2377,14261,"Primary","1",2018-04-17T16:18:22.696603Z
1379,2378,14262,"Primary","1",2018-04-17T16:18:22.696603Z
1380,2379,14264,"Primary","1",2018-04-17T16:18:22.696603Z
1381,2380,14265,"Primary","1",2018-04-17T16:18:22.696603Z
1382,2381,14267,"Primary","1",2018-04-17T16:18:22.696603Z
1383,2382,14270,"Primary","1",2018-04-17T16:18:22.696603Z
1384,2383,14271,"Primary","1",2018-04-17T16:18:22.696603Z
1385,2384,14272,"Primary","1",2018-04-17T16:18:22.696603Z
1386,2385,14273,"Primary","1",2018-04-17T16:18:22.696603Z
1387,2386,14276,"Primary","1",2018-04-17T16:18:22.696603Z
1388,2387,14277,"Primary","1",2018-04-17T16:18:22.696603Z
1389,2388,14280,"Primary","1",2018-04-17T16:18:22.696603Z
1390,2389,14282,"Primary","1",2018-04-17T16:18:22.696603Z
1391,2390,14284,"Primary","1",2018-04-17T16:18:22.696603Z
1392,2391,14285,"Primary","1",2018-04-17T16:18:22.696603Z
1393,2392,14286,"Primary","1",2018-04-17T16:18:22.696603Z
1394,2393,14287,"Primary","1",2018-04-17T16:18:22.696603Z
1395,2394,14288,"Primary","1",2018-04-17T16:18:22.696603Z
1396,2395,14289,"Primary","1",2018-04-17T16:18:22.696603Z
1397,2396,14290,"Primary","1",2018-04-17T16:18:22.696603Z
1398,2397,14291,"Primary","1",2018-04-17T16:18:22.696603Z
1399,2398,14292,"Primary","1",2018-04-17T16:18:22.696603Z
1400,2399,14293,"Primary","1",2018-04-17T16:18:22.696603Z
1401,2400,14295,"Primary","1",2018-04-17T16:18:22.696603Z
1402,2401,14297,"Primary","1",2018-04-17T16:18:22.696603Z
1403,2402,14298,"Primary","1",2018-04-17T16:18:22.696603Z
1404,2403,14299,"Primary","1",2018-04-17T16:18:22.696603Z
1405,2404,14300,"Primary","1",2018-04-17T16:18:22.696603Z
1406,2405,14301,"Primary","1",2018-04-17T16:18:22.696603Z
1407,2406,14304,"Primary","1",2018-04-17T16:18:22.696603Z
1408,2407,14305,"Primary","1",2018-04-17T16:18:22.696603Z
1409,2408,14306,"Primary","1",2018-04-17T16:18:22.696603Z
1410,2409,14307,"Primary","1",2018-04-17T16:18:22.696603Z
1411,2410,14309,"Primary","1",2018-04-17T16:18:22.696603Z
1412,2411,14311,"Primary","1",2018-04-17T16:18:22.696603Z
1413,2412,14312,"Primary","1",2018-04-17T16:18:22.696603Z
1414,2413,14314,"Primary","1",2018-04-17T16:18:22.696603Z
1415,2414,14315,"Primary","1",2018-04-17T16:18:22.696603Z
1416,2415,14317,"Primary","1",2018-04-17T16:18:22.696603Z
1417,2416,14320,"Primary","1",2018-04-17T16:18:22.696603Z
1418,2417,14321,"Primary","1",2018-04-17T16:18:22.696603Z
1419,2418,14323,"Primary","1",2018-04-17T16:18:22.696603Z
1420,2419,14326,"Primary","1",2018-04-17T16:18:22.696603Z
1421,2420,14327,"Primary","1",2018-04-17T16:18:22.696603Z
1422,2421,14329,"Primary","1",2018-04-17T16:18:22.696603Z
1423,2422,14331,"Primary","1",2018-04-17T16:18:22.696603Z
1424,2423,14332,"Primary","1",2018-04-17T16:18:22.696603Z
1425,2424,14333,"Primary","1",2018-04-17T16:18:22.696603Z
1426,2425,14334,"Primary","1",2018-04-17T16:18:22.696603Z
1427,2426,14335,"Primary","1",2018-04-17T16:18:22.696603Z
1428,2427,14338,"Primary","1",2018-04-17T16:18:22.696603Z
1429,2428,14339,"Primary","1",2018-04-17T16:18:22.696603Z
1430,2429,14340,"Primary","1",2018-04-17T16:18:22.696603Z
1431,2430,14341,"Primary","1",2018-04-17T16:18:22.696603Z
1432,2431,14342,"Primary","1",2018-04-17T16:18:22.696603Z
1433,2432,14344,"Primary","1",2018-04-17T16:18:22.696603Z
1434,2433,14345,"Primary","1",2018-04-17T16:18:22.696603Z
1435,2434,14346,"Primary","1",2018-04-17T16:18:22.696603Z
1436,2435,14348,"Primary","1",2018-04-17T16:18:22.696603Z
1437,2436,14349,"Primary","1",2018-04-17T16:18:22.696603Z
1438,2437,14350,"Primary","1",2018-04-17T16:18:22.696603Z
1439,2438,14351,"Primary","1",2018-04-17T16:18:22.696603Z
1440,2439,14352,"Primary","1",2018-04-17T16:18:22.696603Z
1441,2440,14353,"Primary","1",2018-04-17T16:18:22.696603Z
1442,2441,14354,"Primary","1",2018-04-17T16:18:22.696603Z
