"alert_id","src_sys","src_id","cust_id","acct_id","start_ts","end_ts","priority","susptype1","susptype2","susptype3","alert_score","peer_group","disposition","desc_1","desc_2","desc_3","creater_id","create_ts","review_state","review_ts","review_oper","status","closed_ts","disposition_oper","fp_tp_tag"
1015,"1",1015,17315,4547,"2019-01-22T17:20:03Z",,"medium","CR-S","1",,75.6768707185984,,"Escalated",,,,"Prime","2019-01-22T17:20:03Z",,,,"Closed",,,"TP"
1016,"1",1016,17315,4547,"2018-12-24T15:53:03Z",,"high","CR-S","4",,94.7115988121368,,"Escalated",,,,"Prime","2018-12-24T15:53:03Z",,,,"Closed",,,"TP"
1017,"1",1017,17315,4547,"2018-12-13T10:36:03Z",,"medium","CR-H","2",,65.048089530319,,"Escalated",,,,"Prime","2018-12-13T10:36:03Z",,,,"Closed",,,"TP"
1018,"1",1018,17315,4547,"2018-11-29T16:49:03Z",,"low","CR-S","3",,68.6671760748141,,"Escalated",,,,"Prime","2018-11-29T16:49:03Z",,,,"Closed",,,"TP"
1019,"1",1019,17315,4547,"2018-11-29T11:21:03Z",,"low","CR-S","3",,62.8338913898915,,"Escalated",,,,"Prime","2018-11-29T11:21:03Z",,,,"Closed",,,"TP"
1020,"1",1020,17315,4547,"2018-11-21T17:16:03Z",,"low","CR-T","2",,58.2859926158562,,"SAR",,,,"Prime","2018-11-21T17:16:03Z",,,,"Closed",,,"TP"
1021,"1",1021,17315,4547,"2018-11-14T11:52:03Z",,"medium","CR-S","2",,70.6464400980622,,"SAR",,,,"Prime","2018-11-14T11:52:03Z",,,,"Closed",,,"TP"
1022,"1",1022,17315,4547,"2018-11-02T11:24:03Z",,"high","CR-S","3",,70.2620546915568,,"SAR",,,,"Prime","2018-11-02T11:24:03Z",,,,"Closed",,,"TP"
1023,"1",1023,17315,4547,"2018-10-25T11:10:03Z",,"low","CR-S","1",,84.7432610811666,,"SAR",,,,"Prime","2018-10-25T11:10:03Z",,,,"Closed",,,"TP"
1024,"1",1024,17315,4547,"2018-10-12T11:15:03Z",,"medium","CR-S","1",,73.6009068205021,,"SAR",,,,"Prime","2018-10-12T11:15:03Z",,,,"Closed",,,"TP"
1025,"1",1025,17315,4547,"2018-10-05T17:17:03Z",,"high","CR-C","2",,74.4354213355109,,"Escalated",,,,"Prime","2018-10-05T17:17:03Z",,,,"Closed",,,"TP"
1026,"1",1026,17315,4547,"2018-10-04T12:59:03Z",,"medium","CR-T","1",,79.6986474655569,,"Escalated",,,,"Prime","2018-10-04T12:59:03Z",,,,"Closed",,,"TP"
1027,"1",1027,17315,4547,"2018-08-30T13:05:03Z",,"low","CR-S","3",,53.2551929820329,,"SAR",,,,"Prime","2018-08-30T13:05:03Z",,,,"Closed",,,"TP"
1028,"1",1028,17315,4547,"2018-08-20T13:22:03Z",,"high","CR-S","3",,86.8604610441253,,"Escalated",,,,"Prime","2018-08-20T13:22:03Z",,,,"Closed",,,"TP"
1029,"1",1029,17315,4547,"2018-08-10T17:52:03Z",,"medium","CR-H","2",,56.2861679703929,,"SAR",,,,"Prime","2018-08-10T17:52:03Z",,,,"Closed",,,"TP"
1030,"1",1030,17315,4547,"2018-08-01T11:25:03Z",,"high","CR-H","2",,81.6536956001073,,"Escalated",,,,"Prime","2018-08-01T11:25:03Z",,,,"Closed",,,"TP"
1031,"1",1031,17315,4547,"2018-07-20T11:19:03Z",,"low","CR-C","3",,96.8982169404626,,"SAR",,,,"Prime","2018-07-20T11:19:03Z",,,,"Closed",,,"TP"
1032,"1",1032,17315,4547,"2018-07-13T12:28:03Z",,"medium","CR-C","4",,84.9141495185904,,"Escalated",,,,"Prime","2018-07-13T12:28:03Z",,,,"Closed",,,"TP"
1033,"1",1033,17315,4547,"2018-06-29T11:53:03Z",,"low","CR-S","1",,87.7462008735165,,"Escalated",,,,"Prime","2018-06-29T11:53:03Z",,,,"Closed",,,"TP"
1034,"1",1034,17315,4547,"2018-06-27T13:55:03Z",,"high","CR-H","1",,68.764015333727,,"SAR",,,,"Prime","2018-06-27T13:55:03Z",,,,"Closed",,,"TP"
1035,"1",1035,17315,4547,"2018-06-19T12:34:03Z",,"low","CR-S","4",,85.6017539161257,,"SAR",,,,"Prime","2018-06-19T12:34:03Z",,,,"Closed",,,"TP"
1036,"1",1036,17315,4547,"2018-06-11T11:57:03Z",,"medium","CR-C","1",,79.3982748757117,,"Escalated",,,,"Prime","2018-06-11T11:57:03Z",,,,"Closed",,,"TP"
1037,"1",1037,17315,4547,"2018-06-02T13:49:03Z",,"medium","CR-T","3",,60.6520070228726,,"SAR",,,,"Prime","2018-06-02T13:49:03Z",,,,"Closed",,,"TP"
1038,"1",1038,17315,4547,"2018-05-23T12:59:03Z",,"high","CR-S","4",,73.4986813622527,,"Escalated",,,,"Prime","2018-05-23T12:59:03Z",,,,"Closed",,,"TP"
1039,"1",1039,17315,4547,"2018-05-16T13:30:03Z",,"medium","CR-H","4",,85.5550026521087,,"SAR",,,,"Prime","2018-05-16T13:30:03Z",,,,"Closed",,,"TP"
1040,"1",1040,17315,4547,"2018-05-09T17:30:03Z",,"low","CR-S","2",,50.250096025411,,"SAR",,,,"Prime","2018-05-09T17:30:03Z",,,,"Closed",,,"TP"
1041,"1",1041,17315,4547,"2018-05-05T16:14:03Z",,"high","CR-C","1",,80.1813779049553,,"SAR",,,,"Prime","2018-05-05T16:14:03Z",,,,"Closed",,,"TP"
1042,"1",1042,17315,4547,"2018-04-20T14:29:03Z",,"high","CR-H","1",,85.1171062793583,,"Escalated",,,,"Prime","2018-04-20T14:29:03Z",,,,"Closed",,,"TP"
1043,"1",1043,17315,4547,"2018-03-17T14:24:03Z",,"high","CR-T","4",,75.5627649254166,,"SAR",,,,"Prime","2018-03-17T14:24:03Z",,,,"Closed",,,"TP"
1044,"1",1044,12590,1198,"2018-08-31T15:25:03Z",,"low","CR-C","2",,59.2973128543235,,"SAR",,,,"Prime","2018-08-31T15:25:03Z",,,,"Closed",,,"TP"
1045,"1",1045,14935,2856,"2018-05-16T16:44:03Z",,"high","CR-S","3",,61.3904061028734,,"SAR",,,,"Prime","2018-05-16T16:44:03Z",,,,"Closed",,,"TP"
1046,"1",1046,16380,3898,"2019-01-07T16:40:03Z",,"medium","CR-H","4",,63.1635322584771,,"SAR",,,,"Prime","2019-01-07T16:40:03Z",,,,"Closed",,,"TP"
1047,"1",1047,15061,2944,"2018-12-29T11:40:03Z",,"high","CR-H","4",,86.6529638180509,,"Escalated",,,,"Prime","2018-12-29T11:40:03Z",,,,"Closed",,,"TP"
1048,"1",1048,15061,2944,"2018-07-04T11:32:03Z",,"high","CR-H","4",,90.6670924508944,,"Escalated",,,,"Prime","2018-07-04T11:32:03Z",,,,"Closed",,,"TP"
1049,"1",1049,15061,2944,"2018-06-15T19:42:03Z",,"medium","CR-C","4",,63.6985578457825,,"Escalated",,,,"Prime","2018-06-15T19:42:03Z",,,,"Closed",,,"TP"
1050,"1",1050,15061,2944,"2018-05-12T19:05:03Z",,"medium","CR-H","2",,94.2979878862388,,"SAR",,,,"Prime","2018-05-12T19:05:03Z",,,,"Closed",,,"TP"
1051,"1",1051,15061,2944,"2018-04-12T14:10:03Z",,"medium","CR-H","1",,80.9575077495538,,"Escalated",,,,"Prime","2018-04-12T14:10:03Z",,,,"Closed",,,"TP"
1052,"1",1052,15061,2944,"2018-04-06T18:14:03Z",,"low","CR-T","1",,81.7567395512015,,"Escalated",,,,"Prime","2018-04-06T18:14:03Z",,,,"Closed",,,"TP"
1053,"1",1053,15061,2944,"2019-03-06T14:06:03Z",,"high","CR-C","4",,85.8871293487027,,"SAR",,,,"Prime","2019-03-06T14:06:03Z",,,,"Closed",,,"TP"
1054,"1",1054,15061,2944,"2019-02-27T12:52:03Z",,"high","CR-C","2",,77.8233358869329,,"SAR",,,,"Prime","2019-02-27T12:52:03Z",,,,"Closed",,,"TP"
1055,"1",1055,15061,2944,"2019-02-18T14:00:03Z",,"medium","CR-S","2",,63.3477660710923,,"SAR",,,,"Prime","2019-02-18T14:00:03Z",,,,"Closed",,,"TP"
1056,"1",1056,15061,2944,"2019-02-02T15:26:03Z",,"medium","CR-C","3",,91.164220822975,,"SAR",,,,"Prime","2019-02-02T15:26:03Z",,,,"Closed",,,"TP"
1057,"1",1057,15061,2944,"2019-01-19T12:33:03Z",,"low","CR-S","3",,94.8143785237335,,"Escalated",,,,"Prime","2019-01-19T12:33:03Z",,,,"Closed",,,"TP"
1058,"1",1058,15061,2944,"2019-01-04T10:35:03Z",,"medium","CR-S","4",,61.7423227522522,,"SAR",,,,"Prime","2019-01-04T10:35:03Z",,,,"Closed",,,"TP"
1059,"1",1059,15061,2944,"2019-01-04T10:35:03Z",,"high","CR-T","2",,73.107416392304,,"SAR",,,,"Prime","2019-01-04T10:35:03Z",,,,"Closed",,,"TP"
1060,"1",1060,15061,2944,"2018-12-26T15:07:03Z",,"low","CR-S","2",,82.5711939134635,,"SAR",,,,"Prime","2018-12-26T15:07:03Z",,,,"Closed",,,"TP"
1061,"1",1061,15061,2944,"2018-12-26T15:04:03Z",,"medium","CR-H","1",,86.4282817929052,,"Escalated",,,,"Prime","2018-12-26T15:04:03Z",,,,"Closed",,,"TP"
1062,"1",1062,15061,2944,"2018-12-26T15:01:03Z",,"high","CR-T","4",,98.4600508003496,,"Escalated",,,,"Prime","2018-12-26T15:01:03Z",,,,"Closed",,,"TP"
1063,"1",1063,15061,2944,"2018-12-26T14:56:03Z",,"medium","CR-T","3",,86.4270883146673,,"Escalated",,,,"Prime","2018-12-26T14:56:03Z",,,,"Closed",,,"TP"
1064,"1",1064,15061,2944,"2018-11-02T11:45:03Z",,"high","CR-H","1",,63.7107512680814,,"Escalated",,,,"Prime","2018-11-02T11:45:03Z",,,,"Closed",,,"TP"
1065,"1",1065,15061,2944,"2018-10-20T10:02:03Z",,"medium","CR-S","3",,73.5399976954795,,"SAR",,,,"Prime","2018-10-20T10:02:03Z",,,,"Closed",,,"TP"
1066,"1",1066,15061,2944,"2018-10-04T14:41:03Z",,"high","CR-S","1",,70.8418496185914,,"Escalated",,,,"Prime","2018-10-04T14:41:03Z",,,,"Closed",,,"TP"
1067,"1",1067,15061,2944,"2018-09-19T11:56:03Z",,"medium","CR-H","2",,87.2476474614814,,"SAR",,,,"Prime","2018-09-19T11:56:03Z",,,,"Closed",,,"TP"
1068,"1",1068,15061,2944,"2018-09-06T09:51:03Z",,"high","CR-H","2",,59.1448242892511,,"Escalated",,,,"Prime","2018-09-06T09:51:03Z",,,,"Closed",,,"TP"
1069,"1",1069,15061,2944,"2018-08-10T11:23:03Z",,"high","CR-C","3",,63.6428049067035,,"SAR",,,,"Prime","2018-08-10T11:23:03Z",,,,"Closed",,,"TP"
1070,"1",1070,15061,2944,"2018-08-03T14:34:03Z",,"high","CR-S","2",,52.5012169033289,,"SAR",,,,"Prime","2018-08-03T14:34:03Z",,,,"Closed",,,"TP"
1071,"1",1071,15061,2944,"2018-08-03T14:29:03Z",,"low","CR-H","1",,79.0320159052499,,"Escalated",,,,"Prime","2018-08-03T14:29:03Z",,,,"Closed",,,"TP"
1072,"1",1072,15061,2944,"2018-07-04T11:31:03Z",,"medium","CR-T","4",,87.4620627844706,,"SAR",,,,"Prime","2018-07-04T11:31:03Z",,,,"Closed",,,"TP"
1073,"1",1073,15061,2944,"2018-06-29T10:57:03Z",,"low","CR-S","1",,51.4570181490853,,"Escalated",,,,"Prime","2018-06-29T10:57:03Z",,,,"Closed",,,"TP"
1074,"1",1074,15061,2944,"2018-06-21T11:27:03Z",,"low","CR-T","2",,66.3756468216889,,"Escalated",,,,"Prime","2018-06-21T11:27:03Z",,,,"Closed",,,"TP"
1075,"1",1075,15061,2944,"2018-06-12T16:05:03Z",,"medium","CR-C","2",,67.143349268008,,"SAR",,,,"Prime","2018-06-12T16:05:03Z",,,,"Closed",,,"TP"
1076,"1",1076,15061,2944,"2018-06-12T13:59:03Z",,"medium","CR-C","4",,93.0596839520149,,"SAR",,,,"Prime","2018-06-12T13:59:03Z",,,,"Closed",,,"TP"
1077,"1",1077,15061,2944,"2018-05-31T14:24:03Z",,"high","CR-T","2",,75.9204902104102,,"Escalated",,,,"Prime","2018-05-31T14:24:03Z",,,,"Closed",,,"TP"
1078,"1",1078,15061,2944,"2018-05-12T19:06:03Z",,"low","CR-C","3",,60.9239854034968,,"Escalated",,,,"Prime","2018-05-12T19:06:03Z",,,,"Closed",,,"TP"
1079,"1",1079,15061,2944,"2018-04-26T11:23:03Z",,"low","CR-S","2",,76.4637043932453,,"SAR",,,,"Prime","2018-04-26T11:23:03Z",,,,"Closed",,,"TP"
1080,"1",1080,15061,2944,"2018-04-12T14:10:03Z",,"medium","CR-C","3",,57.4171229614876,,"Escalated",,,,"Prime","2018-04-12T14:10:03Z",,,,"Closed",,,"TP"
1081,"1",1081,15061,2944,"2018-04-10T16:59:03Z",,"medium","CR-S","3",,59.7722534090281,,"Escalated",,,,"Prime","2018-04-10T16:59:03Z",,,,"Closed",,,"TP"
1082,"1",1082,15061,2944,"2018-03-15T14:08:03Z",,"low","CR-H","4",,51.2367149232887,,"SAR",,,,"Prime","2018-03-15T14:08:03Z",,,,"Closed",,,"TP"
1083,"1",1083,15061,2944,"2018-03-10T12:52:03Z",,"low","CR-S","4",,56.9071632926352,,"Escalated",,,,"Prime","2018-03-10T12:52:03Z",,,,"Closed",,,"TP"
1084,"1",1084,15061,2944,"2018-03-10T12:51:03Z",,"medium","CR-C","2",,58.0999695695937,,"SAR",,,,"Prime","2018-03-10T12:51:03Z",,,,"Closed",,,"TP"
1085,"1",1085,15061,2944,"2018-03-10T12:50:03Z",,"medium","CR-C","3",,83.9166469289921,,"SAR",,,,"Prime","2018-03-10T12:50:03Z",,,,"Closed",,,"TP"
1086,"1",1086,15061,2944,"2018-03-10T12:49:03Z",,"medium","CR-T","3",,79.0402078651823,,"Escalated",,,,"Prime","2018-03-10T12:49:03Z",,,,"Closed",,,"TP"
1087,"1",1087,15061,2944,"2018-03-07T15:50:03Z",,"medium","CR-S","3",,92.0345896040089,,"Escalated",,,,"Prime","2018-03-07T15:50:03Z",,,,"Closed",,,"TP"
1088,"1",1088,15061,2944,"2018-03-02T17:25:03Z",,"high","CR-T","2",,93.6762323486619,,"SAR",,,,"Prime","2018-03-02T17:25:03Z",,,,"Closed",,,"TP"
1089,"1",1089,15061,2944,"2018-03-02T17:22:03Z",,"high","CR-S","4",,69.1135488799773,,"Escalated",,,,"Prime","2018-03-02T17:22:03Z",,,,"Closed",,,"TP"
1090,"1",1090,15061,2944,"2018-03-02T17:19:03Z",,"high","CR-T","4",,52.0034232409671,,"Escalated",,,,"Prime","2018-03-02T17:19:03Z",,,,"Closed",,,"TP"
1091,"1",1091,13408,1777,"2019-02-09T14:52:03Z",,"high","CR-S","4",,86.9510045042262,,"SAR",,,,"Prime","2019-02-09T14:52:03Z",,,,"Closed",,,"TP"
1092,"1",1092,13408,1777,"2019-02-09T13:58:03Z",,"low","CR-T","2",,87.6632736530155,,"Escalated",,,,"Prime","2019-02-09T13:58:03Z",,,,"Closed",,,"TP"
1093,"1",1093,13408,1777,"2019-01-08T17:37:03Z",,"medium","CR-T","4",,58.5429710452445,,"Escalated",,,,"Prime","2019-01-08T17:37:03Z",,,,"Closed",,,"TP"
1094,"1",1094,13408,1777,"2018-12-01T17:23:03Z",,"high","CR-C","3",,77.1551318583079,,"SAR",,,,"Prime","2018-12-01T17:23:03Z",,,,"Closed",,,"TP"
1095,"1",1095,13408,1777,"2018-11-24T12:27:03Z",,"medium","CR-S","2",,96.897704678122,,"SAR",,,,"Prime","2018-11-24T12:27:03Z",,,,"Closed",,,"TP"
1096,"1",1096,13408,1777,"2018-11-03T13:20:03Z",,"high","CR-H","1",,87.479325721506,,"SAR",,,,"Prime","2018-11-03T13:20:03Z",,,,"Closed",,,"TP"
1097,"1",1097,13408,1777,"2018-10-26T14:31:03Z",,"medium","CR-C","4",,76.5370735316537,,"Escalated",,,,"Prime","2018-10-26T14:31:03Z",,,,"Closed",,,"TP"
1098,"1",1098,13408,1777,"2018-10-13T16:23:03Z",,"low","CR-H","2",,91.9677552534267,,"Escalated",,,,"Prime","2018-10-13T16:23:03Z",,,,"Closed",,,"TP"
1099,"1",1099,13408,1777,"2018-10-05T18:42:03Z",,"medium","CR-C","1",,96.277104516048,,"Escalated",,,,"Prime","2018-10-05T18:42:03Z",,,,"Closed",,,"TP"
1100,"1",1100,13408,1777,"2018-08-18T12:52:03Z",,"low","CR-S","2",,57.055738568306,,"Escalated",,,,"Prime","2018-08-18T12:52:03Z",,,,"Closed",,,"TP"
1101,"1",1101,13408,1777,"2018-05-19T16:54:03Z",,"medium","CR-T","3",,70.7235622219741,,"Escalated",,,,"Prime","2018-05-19T16:54:03Z",,,,"Closed",,,"TP"
1102,"1",1102,13408,1777,"2018-03-16T17:31:03Z",,"high","CR-H","2",,79.1691116057336,,"SAR",,,,"Prime","2018-03-16T17:31:03Z",,,,"Closed",,,"TP"
1103,"1",1103,13408,1777,"2019-03-08T11:05:03Z",,"high","CR-C","4",,83.4498267737217,,"SAR",,,,"Prime","2019-03-08T11:05:03Z",,,,"Closed",,,"TP"
1104,"1",1104,13408,1777,"2019-03-01T16:55:03Z",,"medium","CR-T","2",,67.4505569855683,,"SAR",,,,"Prime","2019-03-01T16:55:03Z",,,,"Closed",,,"TP"
1105,"1",1105,13408,1777,"2019-02-26T15:25:03Z",,"low","CR-T","2",,85.8770290971734,,"Escalated",,,,"Prime","2019-02-26T15:25:03Z",,,,"Closed",,,"TP"
1106,"1",1106,13408,1777,"2019-02-26T15:25:03Z",,"medium","CR-T","1",,50.5354158580303,,"Escalated",,,,"Prime","2019-02-26T15:25:03Z",,,,"Closed",,,"TP"
1107,"1",1107,13408,1777,"2019-02-21T12:36:03Z",,"low","CR-C","2",,82.2541560279205,,"SAR",,,,"Prime","2019-02-21T12:36:03Z",,,,"Closed",,,"TP"
1108,"1",1108,13408,1777,"2019-02-20T11:24:03Z",,"high","CR-C","1",,90.3301171492785,,"Escalated",,,,"Prime","2019-02-20T11:24:03Z",,,,"Closed",,,"TP"
1109,"1",1109,13408,1777,"2019-02-14T15:13:03Z",,"medium","CR-S","2",,52.5777258910239,,"SAR",,,,"Prime","2019-02-14T15:13:03Z",,,,"Closed",,,"TP"
1110,"1",1110,13408,1777,"2019-02-07T13:58:03Z",,"low","CR-C","4",,97.3208477487788,,"Escalated",,,,"Prime","2019-02-07T13:58:03Z",,,,"Closed",,,"TP"
1111,"1",1111,13408,1777,"2019-02-01T15:47:03Z",,"low","CR-C","3",,69.8776700068265,,"Escalated",,,,"Prime","2019-02-01T15:47:03Z",,,,"Closed",,,"TP"
1112,"1",1112,13408,1777,"2019-01-24T14:34:03Z",,"medium","CR-T","4",,88.1390440976247,,"Escalated",,,,"Prime","2019-01-24T14:34:03Z",,,,"Closed",,,"TP"
1113,"1",1113,13408,1777,"2019-01-24T14:28:03Z",,"medium","CR-C","4",,73.1677490985021,,"SAR",,,,"Prime","2019-01-24T14:28:03Z",,,,"Closed",,,"TP"
1114,"1",1114,13408,1777,"2019-01-24T14:24:03Z",,"high","CR-S","2",,76.866770896595,,"SAR",,,,"Prime","2019-01-24T14:24:03Z",,,,"Closed",,,"TP"
1115,"1",1115,13408,1777,"2019-01-24T14:22:03Z",,"high","CR-S","2",,75.5514183198102,,"SAR",,,,"Prime","2019-01-24T14:22:03Z",,,,"Closed",,,"TP"
1116,"1",1116,13408,1777,"2019-01-02T13:41:03Z",,"low","CR-C","1",,55.1948430947959,,"SAR",,,,"Prime","2019-01-02T13:41:03Z",,,,"Closed",,,"TP"
1117,"1",1117,13408,1777,"2018-12-24T15:41:03Z",,"medium","CR-C","3",,59.5650925650261,,"Escalated",,,,"Prime","2018-12-24T15:41:03Z",,,,"Closed",,,"TP"
1118,"1",1118,13408,1777,"2018-12-24T15:32:03Z",,"medium","CR-T","4",,55.0253684283234,,"SAR",,,,"Prime","2018-12-24T15:32:03Z",,,,"Closed",,,"TP"
1119,"1",1119,13408,1777,"2018-12-13T13:51:03Z",,"medium","CR-T","1",,67.2974024084397,,"Escalated",,,,"Prime","2018-12-13T13:51:03Z",,,,"Closed",,,"TP"
1120,"1",1120,13408,1777,"2018-12-10T11:53:03Z",,"high","CR-H","1",,64.4847834599204,,"SAR",,,,"Prime","2018-12-10T11:53:03Z",,,,"Closed",,,"TP"
1121,"1",1121,13408,1777,"2018-12-10T11:52:03Z",,"medium","CR-C","2",,98.778302455321,,"SAR",,,,"Prime","2018-12-10T11:52:03Z",,,,"Closed",,,"TP"
1122,"1",1122,13408,1777,"2018-11-30T11:38:03Z",,"medium","CR-T","3",,51.7695401911624,,"SAR",,,,"Prime","2018-11-30T11:38:03Z",,,,"Closed",,,"TP"
1123,"1",1123,13408,1777,"2018-11-23T16:21:03Z",,"medium","CR-T","3",,84.1874143690802,,"SAR",,,,"Prime","2018-11-23T16:21:03Z",,,,"Closed",,,"TP"
1124,"1",1124,13408,1777,"2018-11-09T13:17:03Z",,"high","CR-C","4",,68.8705242821015,,"SAR",,,,"Prime","2018-11-09T13:17:03Z",,,,"Closed",,,"TP"
1125,"1",1125,13408,1777,"2018-11-01T16:39:03Z",,"high","CR-S","3",,77.3858339292929,,"SAR",,,,"Prime","2018-11-01T16:39:03Z",,,,"Closed",,,"TP"
1126,"1",1126,13408,1777,"2018-11-01T16:38:03Z",,"high","CR-H","1",,66.7064979206771,,"Escalated",,,,"Prime","2018-11-01T16:38:03Z",,,,"Closed",,,"TP"
1127,"1",1127,13408,1777,"2018-10-10T17:37:03Z",,"high","CR-T","4",,82.2543506510556,,"SAR",,,,"Prime","2018-10-10T17:37:03Z",,,,"Closed",,,"TP"
1128,"1",1128,13408,1777,"2018-10-03T10:10:03Z",,"low","CR-C","3",,69.2159786820412,,"Escalated",,,,"Prime","2018-10-03T10:10:03Z",,,,"Closed",,,"TP"
1129,"1",1129,13408,1777,"2018-09-24T12:00:03Z",,"medium","CR-T","1",,58.7345556588844,,"Escalated",,,,"Prime","2018-09-24T12:00:03Z",,,,"Closed",,,"TP"
1130,"1",1130,13408,1777,"2018-09-24T11:59:03Z",,"high","CR-H","2",,61.5655512432568,,"SAR",,,,"Prime","2018-09-24T11:59:03Z",,,,"Closed",,,"TP"
1131,"1",1131,13408,1777,"2018-09-12T14:18:03Z",,"high","CR-T","4",,60.2156000444666,,"SAR",,,,"Prime","2018-09-12T14:18:03Z",,,,"Closed",,,"TP"
1132,"1",1132,13408,1777,"2018-09-12T14:17:03Z",,"low","CR-S","3",,89.499857602641,,"SAR",,,,"Prime","2018-09-12T14:17:03Z",,,,"Closed",,,"TP"
1133,"1",1133,13408,1777,"2018-08-31T13:37:03Z",,"low","CR-C","1",,51.1596344062127,,"Escalated",,,,"Prime","2018-08-31T13:37:03Z",,,,"Closed",,,"TP"
1134,"1",1134,13408,1777,"2018-08-14T10:54:03Z",,"medium","CR-H","2",,70.1677750912495,,"SAR",,,,"Prime","2018-08-14T10:54:03Z",,,,"Closed",,,"TP"
1135,"1",1135,13408,1777,"2018-08-14T10:52:03Z",,"medium","CR-C","4",,58.3749749464914,,"SAR",,,,"Prime","2018-08-14T10:52:03Z",,,,"Closed",,,"TP"
1136,"1",1136,13408,1777,"2018-08-14T10:52:03Z",,"high","CR-S","1",,85.0522724096663,,"SAR",,,,"Prime","2018-08-14T10:52:03Z",,,,"Closed",,,"TP"
1137,"1",1137,13408,1777,"2018-08-14T10:50:03Z",,"medium","CR-H","4",,91.2130860844627,,"Escalated",,,,"Prime","2018-08-14T10:50:03Z",,,,"Closed",,,"TP"
1138,"1",1138,13408,1777,"2018-08-14T10:49:03Z",,"high","CR-S","3",,64.2861697822809,,"SAR",,,,"Prime","2018-08-14T10:49:03Z",,,,"Closed",,,"TP"
1139,"1",1139,13408,1777,"2018-08-14T10:49:03Z",,"low","CR-C","4",,59.5632567303255,,"SAR",,,,"Prime","2018-08-14T10:49:03Z",,,,"Closed",,,"TP"
1140,"1",1140,13408,1777,"2018-07-27T16:23:03Z",,"high","CR-S","2",,59.9743735860102,,"Escalated",,,,"Prime","2018-07-27T16:23:03Z",,,,"Closed",,,"TP"
1141,"1",1141,13408,1777,"2018-07-12T15:27:03Z",,"medium","CR-H","2",,70.8927689120174,,"Escalated",,,,"Prime","2018-07-12T15:27:03Z",,,,"Closed",,,"TP"
1142,"1",1142,13408,1777,"2018-07-12T15:24:03Z",,"medium","CR-C","3",,97.1987632918172,,"Escalated",,,,"Prime","2018-07-12T15:24:03Z",,,,"Closed",,,"TP"
1143,"1",1143,13408,1777,"2018-07-02T12:51:03Z",,"high","CR-T","2",,82.7613673522137,,"Escalated",,,,"Prime","2018-07-02T12:51:03Z",,,,"Closed",,,"TP"
1144,"1",1144,13408,1777,"2018-06-25T16:40:03Z",,"low","CR-H","4",,83.0320998909883,,"Escalated",,,,"Prime","2018-06-25T16:40:03Z",,,,"Closed",,,"TP"
1145,"1",1145,13408,1777,"2018-06-21T13:41:03Z",,"medium","CR-H","1",,56.8183952243999,,"Escalated",,,,"Prime","2018-06-21T13:41:03Z",,,,"Closed",,,"TP"
1146,"1",1146,13408,1777,"2018-06-05T14:00:03Z",,"high","CR-H","2",,53.2719721901231,,"Escalated",,,,"Prime","2018-06-05T14:00:03Z",,,,"Closed",,,"TP"
1147,"1",1147,13408,1777,"2018-05-01T14:34:03Z",,"low","CR-S","2",,67.5757905119099,,"SAR",,,,"Prime","2018-05-01T14:34:03Z",,,,"Closed",,,"TP"
1148,"1",1148,13408,1777,"2018-03-16T17:34:03Z",,"high","CR-C","4",,60.2275378769264,,"Escalated",,,,"Prime","2018-03-16T17:34:03Z",,,,"Closed",,,"TP"
1149,"1",1149,13408,1777,"2018-03-16T10:10:03Z",,"high","CR-C","2",,67.8489813231863,,"Escalated",,,,"Prime","2018-03-16T10:10:03Z",,,,"Closed",,,"TP"
1150,"1",1150,13408,1777,"2018-03-01T12:39:03Z",,"medium","CR-T","3",,63.5201862198301,,"SAR",,,,"Prime","2018-03-01T12:39:03Z",,,,"Closed",,,"TP"
1151,"1",1151,13767,2030,"2019-02-08T16:48:03Z",,"high","CR-S","3",,98.2459006016143,,"SAR",,,,"Prime","2019-02-08T16:48:03Z",,,,"Closed",,,"TP"
1152,"1",1152,13767,2030,"2018-12-18T15:52:03Z",,"medium","CR-S","4",,89.2732723732479,,"SAR",,,,"Prime","2018-12-18T15:52:03Z",,,,"Closed",,,"TP"
1153,"1",1153,13767,2030,"2018-10-24T11:27:03Z",,"high","CR-C","4",,83.4401585743763,,"SAR",,,,"Prime","2018-10-24T11:27:03Z",,,,"Closed",,,"TP"
1154,"1",1154,13767,2030,"2018-10-17T16:49:03Z",,"high","CR-C","3",,97.4188483902253,,"Escalated",,,,"Prime","2018-10-17T16:49:03Z",,,,"Closed",,,"TP"
1155,"1",1155,13767,2030,"2018-08-08T11:33:03Z",,"high","CR-H","4",,57.466581009794,,"Escalated",,,,"Prime","2018-08-08T11:33:03Z",,,,"Closed",,,"TP"
1156,"1",1156,13767,2030,"2018-07-05T11:17:03Z",,"medium","CR-S","1",,61.2938067060895,,"SAR",,,,"Prime","2018-07-05T11:17:03Z",,,,"Closed",,,"TP"
1157,"1",1157,13767,2030,"2018-05-31T18:24:03Z",,"low","CR-T","3",,74.9753061449155,,"SAR",,,,"Prime","2018-05-31T18:24:03Z",,,,"Closed",,,"TP"
1158,"1",1158,13767,2030,"2018-05-12T17:19:03Z",,"medium","CR-S","2",,62.3770242091268,,"SAR",,,,"Prime","2018-05-12T17:19:03Z",,,,"Closed",,,"TP"
